model,layer,depth_frac,auc,lo,hi,auc_gain_over_embedding,row_scope,n_obs,n_games
qwen_instruct,21,0.2625,0.5238628792925928,0.4681480331243201,0.5799858094205342,0.08297498637272116,parsed_generated_choice,576,144
qwen_instruct,22,0.275,0.5072830234389194,0.45418444092769683,0.564010061726214,0.06639513051904777,parsed_generated_choice,576,144
qwen_instruct,23,0.2875,0.5031191326994126,0.4512846371187364,0.5499915742793793,0.062231239779540926,parsed_generated_choice,576,144
qwen_instruct,24,0.3,0.5078129731694022,0.45740549094855065,0.5568290204486439,0.06692508024953059,parsed_generated_choice,576,144
qwen_instruct,25,0.3125,0.49520016958391383,0.4430125742084848,0.5424142591877152,0.0543122766640422,parsed_generated_choice,576,144
qwen_instruct,26,0.325,0.5099781963539459,0.4565417811368691,0.5620359162144261,0.0690903034340743,parsed_generated_choice,576,144
qwen_instruct,27,0.3375,0.5038307794803465,0.45067511292355183,0.5550131609764407,0.06294288656047486,parsed_generated_choice,576,144
qwen_instruct,28,0.35,0.5343861667978923,0.4847220925651362,0.583241230710587,0.09349827387802068,parsed_generated_choice,576,144
qwen_instruct,29,0.3625,0.554842226394525,0.502080229400394,0.6070454581900723,0.11395433347465334,parsed_generated_choice,576,144
qwen_instruct,30,0.375,0.5513596995942099,0.4980825787350815,0.603475572966084,0.11047180667433831,parsed_generated_choice,576,144
qwen_instruct,31,0.3875,0.5371721882381443,0.4858815404569353,0.5857920855663558,0.09628429531827265,parsed_generated_choice,576,144
qwen_instruct,32,0.4,0.5497698504027617,0.4965922770300303,0.5984607174242911,0.10888195748289009,parsed_generated_choice,576,144
qwen_instruct,33,0.4125,0.5645630185936649,0.5114613878122415,0.614437945549375,0.12367512567379324,parsed_generated_choice,576,144
qwen_instruct,34,0.425,0.5811125916055963,0.5267157767080343,0.6324474115224303,0.14022469868572462,parsed_generated_choice,576,144
qwen_instruct,35,0.4375,0.592968324147538,0.5383749742159485,0.6478429972096628,0.15208043122766635,parsed_generated_choice,576,144
qwen_instruct,36,0.45,0.5812337229725637,0.5262250125295863,0.6356607249185378,0.14034583005269208,parsed_generated_choice,576,144
qwen_instruct,37,0.4625,0.5744049421597722,0.5181474909844414,0.630708291106228,0.1335170492399006,parsed_generated_choice,576,144
qwen_instruct,38,0.475,0.5612470474229301,0.5033160232893259,0.6162349285853788,0.12035915450305845,parsed_generated_choice,576,144
qwen_instruct,39,0.4875,0.5418811701290048,0.48375781262617285,0.6013202461921624,0.1009932772091332,parsed_generated_choice,576,144
qwen_instruct,40,0.5,0.545802798134577,0.48925966179237257,0.6045352919382775,0.10491490521470537,parsed_generated_choice,576,144
qwen_instruct,41,0.5125,0.53402277269699,0.4739396570774104,0.594071684644702,0.09313487977711832,parsed_generated_choice,576,144
qwen_instruct,42,0.525,0.541381503240264,0.48575887952894725,0.5978215183283742,0.10049361032039239,parsed_generated_choice,576,144
qwen_instruct,43,0.5375,0.5510720125976621,0.5008282805600934,0.6035368176974218,0.11018411967779052,parsed_generated_choice,576,144
qwen_instruct,44,0.55,0.5367936527163709,0.4823744533199562,0.5912699842102339,0.09590575979649929,parsed_generated_choice,576,144
qwen_instruct,45,0.5625,0.5322360850342196,0.4783469742063492,0.5860467299468655,0.09134819211434797,parsed_generated_choice,576,144
qwen_instruct,46,0.575,0.5400641996244928,0.4859145255692781,0.5984054958749485,0.09917630670462119,parsed_generated_choice,576,144
qwen_instruct,47,0.5875,0.5295106292774514,0.46745849032843834,0.5879713841333489,0.08862273635757978,parsed_generated_choice,576,144
qwen_instruct,48,0.6,0.5882744836775482,0.5276496879950769,0.6502348683291268,0.14738659075767657,parsed_generated_choice,576,144
qwen_instruct,49,0.6125,0.5924383744170553,0.533050935569923,0.6494938839448592,0.15155048149718364,parsed_generated_choice,576,144
qwen_instruct,50,0.625,0.6161801223426806,0.5598602082380564,0.669317781837225,0.17529222942280898,parsed_generated_choice,576,144
qwen_instruct,51,0.6375,0.6209042456544122,0.5685554789554428,0.667544694457913,0.18001635273454053,parsed_generated_choice,576,144
qwen_instruct,52,0.65,0.6553055538731755,0.5982482482709864,0.7079300449659162,0.21441766095330383,parsed_generated_choice,576,144
qwen_instruct,53,0.6625,0.6917963781721276,0.6367958468311616,0.744293048064168,0.25090848525225595,parsed_generated_choice,576,144
qwen_instruct,54,0.675,0.7323753861062322,0.6843371999961047,0.7792150954519668,0.2914874931863606,parsed_generated_choice,576,144
qwen_instruct,55,0.6875,0.8232087699109684,0.782594724373104,0.8626219715316682,0.38232087699109674,parsed_generated_choice,576,144
qwen_instruct,56,0.7,0.8909817697292713,0.8603118413878884,0.9185082390499619,0.4500938768093997,parsed_generated_choice,576,144
qwen_instruct,57,0.7125,0.8989764399491248,0.8688619588255552,0.9246644849199884,0.45808854702925317,parsed_generated_choice,576,144
qwen_instruct,58,0.725,0.8919205378232693,0.8604687321339561,0.9217343698973792,0.4510326449033977,parsed_generated_choice,576,144
qwen_instruct,59,0.7375,0.8948276906304887,0.8622120238898079,0.9235936680324109,0.4539397977106171,parsed_generated_choice,576,144
qwen_instruct,60,0.75,0.9032463206347283,0.8733350249885038,0.9306882900347935,0.4623584277148567,parsed_generated_choice,576,144
qwen_instruct,61,0.7625,0.9122251832111925,0.8829151135988795,0.9375248850329487,0.4713372902913209,parsed_generated_choice,576,144
qwen_instruct,62,0.775,0.9165556295802798,0.88501897250084,0.9429192099737822,0.4756677366604082,parsed_generated_choice,576,144
qwen_instruct,63,0.7875,0.9162073769002483,0.8859721984228724,0.9429064639202748,0.4753194839803767,parsed_generated_choice,576,144
qwen_instruct,64,0.8,0.9146175277088002,0.8845369567089317,0.9408269181886723,0.4737296347889286,parsed_generated_choice,576,144
qwen_instruct,65,0.8125,0.9045030585670158,0.8728684712909661,0.9331404402844361,0.4636151656471442,parsed_generated_choice,576,144
qwen_instruct,66,0.825,0.9040033916782751,0.8707435126925344,0.9340575612250132,0.4631154987584035,parsed_generated_choice,576,144
qwen_instruct,67,0.8375,0.904018533099146,0.8723520283238491,0.9332583470265081,0.4631306401792744,parsed_generated_choice,576,144
qwen_instruct,68,0.85,0.9025498152746654,0.8709168356653711,0.9315084738892725,0.46166192235479375,parsed_generated_choice,576,144
qwen_instruct,69,0.8625,0.9068348373811399,0.8758361240492687,0.9350310683501579,0.4659469444612683,parsed_generated_choice,576,144
qwen_instruct,70,0.875,0.9068651202228817,0.8755605308673365,0.93477358457521,0.46597722730301006,parsed_generated_choice,576,144
qwen_instruct,71,0.8875,0.9045181999878869,0.873897826695814,0.9325064813913065,0.4636303070680152,parsed_generated_choice,576,144
qwen_instruct,72,0.9,0.9040336745200169,0.8726316726126677,0.9313992970787336,0.4631457816001453,parsed_generated_choice,576,144
qwen_instruct,73,0.9125,0.9020652898067955,0.8689667242804667,0.9301572870692664,0.46117739688692383,parsed_generated_choice,576,144
qwen_instruct,74,0.925,0.9006268548240567,0.8681624734586674,0.9289708994708994,0.45973896190418506,parsed_generated_choice,576,144
qwen_instruct,75,0.9375,0.8966143782932591,0.8632466006974128,0.9259096227130379,0.45572648537338745,parsed_generated_choice,576,144
qwen_instruct,76,0.95,0.8985827630064804,0.864574992382284,0.9273618123039518,0.4576948700866088,parsed_generated_choice,576,144
qwen_instruct,77,0.9625,0.8990370056326086,0.8654612662784271,0.9274184424307624,0.45814911271273695,parsed_generated_choice,576,144
qwen_instruct,78,0.975,0.8954484888861971,0.860630271886733,0.9255881968823867,0.4545605959663255,parsed_generated_choice,576,144
qwen_instruct,79,0.9875,0.8774301980497852,0.8393443054232433,0.9086719872759796,0.43654230512991354,parsed_generated_choice,576,144
qwen_instruct,80,1.0,0.8658318696626491,0.8263286294770357,0.9006193718975279,0.4249439767427775,parsed_generated_choice,576,144
