layer,feature_set,target,scope,objective_baseline_auc,objective_baseline_auc_lo,objective_baseline_auc_hi,augmented_auc,augmented_auc_lo,augmented_auc_hi,logloss_improvement,logloss_improvement_lo,logloss_improvement_hi,objective_baseline_logloss,augmented_logloss,n,n_games
24,router_topk_binary,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.7962493896484375,0.7301326340309583,0.8628749931972172,0.026534859943994904,-0.0010124896483390488,0.05311916551037909,0.3169632981403417,0.2904284381963468,576,144
24,residual,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.8238525390625,0.7734712466385774,0.8723155319025708,-0.08915270444916956,-0.17904786105542606,-0.018112250293246607,0.3169632981403417,0.40611600258951125,576,144
27,router_gate,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.7581787109375,0.6853176273518954,0.8256028863158166,-0.04309899552020291,-0.09635251831999794,0.0008649899755331082,0.3169632981403417,0.3600622936605446,576,144
27,router_topk_weight,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.824554443359375,0.7638911887971576,0.8810687960658976,0.035349406742125666,0.0061845199628122165,0.06520869295882138,0.3169632981403417,0.281613891398216,576,144
27,router_topk_binary,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.816009521484375,0.7530544512975172,0.8733270835948287,0.031000892748729636,0.0005276557006332869,0.06142566888531035,0.3169632981403417,0.28596240539161205,576,144
27,residual,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.79486083984375,0.733288879032185,0.8551232822775129,-0.10698714249079927,-0.20246539498939656,-0.02456589742883124,0.3169632981403417,0.42395044063114096,576,144
30,router_gate,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.78363037109375,0.7181133341958089,0.8490673825787448,-0.00817802350775465,-0.05828768344695536,0.040467567814112405,0.3169632981403417,0.32514132164809634,576,144
30,router_topk_weight,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.792205810546875,0.7294348153111891,0.8568433824975181,0.01808654892181455,-0.013092436333477089,0.04950744958734168,0.3169632981403417,0.29887674921852714,576,144
30,router_topk_binary,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.7934722900390625,0.7305949796943884,0.85593189140514,0.01765234313561881,-0.012909745932196293,0.0482598930925295,0.3169632981403417,0.2993109550047229,576,144
30,residual,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.774383544921875,0.7228968390496826,0.827718823195325,-0.12200408467563989,-0.21348254497928046,-0.04155818002558663,0.3169632981403417,0.4389673828159816,576,144
33,router_gate,realized_canonical_choice,all,0.6945648193359375,0.6179986962566667,0.7699165197153329,0.796142578125,0.7343367350838558,0.857379041724277,-0.014790410131008569,-0.07188523541585651,0.0357198912174997,0.3169632981403417,0.33175370827135026,576,144
