game_id,unique_id_rowplayer,topology_raw,cardinal_p1_rowplayer,cardinal_p2_rowplayer,ordinal_p1_rowplayer,ordinal_p2_rowplayer,up_choice_rowplayer,up_choice_canonical_rowplayer,canonical_id_rowplayer,swap_sr_rowplayer,swap_sc_rowplayer,unique_id_colplayer,up_choice_colplayer,up_choice_canonical_colplayer,canonical_id_colplayer,swap_sr_colplayer,swap_sc_colplayer,bruns_name_rowplayer_side,nash_count,dominance_level,is_symmetric,bruns_name_colplayer_side,nagel_p_id,nagel_p_paired,nagel_perspective,nagel_lk_type,nagel_emp_class,nagel_rgg_class,nagel_frac_choose_A,nagel_frac_choose_act0_canonical,nagel_entropy_binary
213,425,"('concord', 'compromise')","24,11,18,1","3,15,11,12","4,2,3,1","1,4,2,3",0.8333333333333334,0.8333333333333334,100.0,False,True,426,0.2564102564102564,0.2564102564102564,45.0,False,True,NcCm,1,1,False,CmNc,111,37,P111,DD,A1,D3,0.840354767,0.840354767,0.6335
215,429,"('dilemma', 'dilemma')","17,5,23,9","7,10,2,3","3,1,4,2","3,4,1,2",0.3428571428571428,0.3428571428571428,131.0,False,True,430,0.303030303030303,0.303030303030303,131.0,False,True,PdPd,1,1,True,PdPd,57,57,P57,DD,B1,D2,0.678492239,0.321507761,0.906
216,431,"('hero', 'concord')","5,13,43,8","17,12,2,1","1,3,4,2","4,3,2,1",0.3939393939393939,0.3939393939393939,93.0,False,True,432,0.8378378378378378,0.8378378378378378,104.0,False,True,HrNc,1,2,False,NcHr,127,54,P127,OD1,B1,O1,0.707317073,0.292682927,0.8722
218,435,"('deadlock', 'harmony')","6,1,32,14","20,8,11,1","2,1,4,3","4,2,3,1",0.1153846153846153,0.1153846153846153,67.0,False,True,436,0.8536585365853658,0.8536585365853658,78.0,False,True,DlHa,1,1,False,HaDl,11,88,P11,DD,A1,D3,0.917960089,0.0820399109999999,0.4093
219,437,"('safecoord', 'dilemma')","33,3,2,4","8,11,1,5","4,2,1,3","3,4,1,2",0.9523809523809524,0.9523809523809524,59.0,False,True,438,0.3,0.3,125.0,False,True,CoPd,1,2,False,PdCo,125,52,P125,OD2,A2,O3,0.742793792,0.742793792,0.8225
220,439,"('hero', 'deadlock')","4,14,38,10","18,29,13,21","1,3,4,2","2,4,1,3",0.3125,0.3125,90.0,False,True,440,0.2,0.2,68.0,False,True,HrDl,1,2,False,DlHr,87,10,P87,OD2,A2,O2,0.594235033,0.405764967,0.9742
222,443,"('deadlock', 'hero')","5,1,37,6","3,31,8,5","2,1,4,3","1,4,3,2",0.1333333333333333,0.1333333333333333,68.0,False,True,444,0.3478260869565217,0.3478260869565217,90.0,False,True,DlHr,1,1,False,HrDl,10,87,P10,OD2,A2,O2,0.909090909,0.090909091,0.4395
223,445,"('peace', 'deadlock')","16,12,1,2","5,13,4,8","4,3,1,2","2,4,1,3",1.0,1.0,114.0,False,True,446,0.073170732,0.073170732,70.0,False,True,PcDl,1,1,False,DlPc,86,9,P86,DD,A1,D3,0.940133038,0.940133038,0.3269
226,451,"('safecoord', 'peace')","35,13,6,17","18,3,8,7","4,2,1,3","4,1,3,2",0.9333333333333332,0.9333333333333332,58.0,False,True,452,0.9,0.9,113.0,False,True,CoPc,1,2,False,PcCo,103,28,P103,OD1,A1,O4,0.838137472,0.838137472,0.6387
231,461,"('dilemma', 'harmony')","11,2,15,7","30,8,12,6","3,1,4,2","4,2,3,1",0.2857142857142857,0.2857142857142857,127.0,False,True,462,0.975,0.975,83.0,False,True,PdHa,1,1,False,HaPd,85,8,P85,DD,A1,D3,0.822616408,0.1773835919999999,0.6743
236,471,"('peace', 'harmony')","29,9,1,4","42,37,38,11","4,3,1,2","4,2,3,1",0.8888888888888888,0.8888888888888888,115.0,False,True,472,0.8888888888888888,0.8888888888888888,82.0,False,True,PcHa,1,1,False,HaPc,82,5,P82,DD,A1,D1,0.933481153,0.933481153,0.3528
240,479,"('compromise', 'deadlock')","3,9,16,13","4,25,2,7","1,2,4,3","2,4,1,3",0.1875,0.1875,42.0,False,True,480,0.09375,0.09375,64.0,False,True,CmDl,1,1,False,DlCm,92,15,P92,DD,A1,D2,0.89135255,0.1086474499999999,0.4958
241,481,"('peace', 'hero')","17,7,1,2","7,28,22,11","4,3,1,2","1,4,3,2",0.9696969696969696,0.9696969696969696,116.0,False,True,482,0.3414634146341463,0.3414634146341463,94.0,False,True,PcHr,1,1,False,HrPc,39,113,P39,OD1,A1,O1,0.884700665,0.884700665,0.5157
244,487,"('safecoord', 'peace')","33,4,3,9","21,2,18,3","4,2,1,3","4,1,3,2",0.8857142857142857,0.8857142857142857,58.0,False,True,488,0.8863636363636364,0.8863636363636364,113.0,False,True,CoPc,1,2,False,PcCo,103,28,P103,OD1,A1,O4,0.838137472,0.838137472,0.6387
246,491,"('concord', 'harmony')","14,7,8,5","31,10,13,9","4,2,3,1","4,2,3,1",0.8863636363636364,0.8863636363636364,103.0,False,True,492,0.9736842105263158,0.9736842105263158,81.0,False,True,NcHa,1,1,False,HaNc,79,1,P79,DD,A1,D1,0.917960089,0.917960089,0.4093
261,521,"('compromise', 'peace')","3,17,25,20","24,1,13,10","1,2,4,3","4,1,3,2",0.1071428571428571,0.1071428571428571,46.0,False,True,522,0.9615384615384616,0.9615384615384616,112.0,False,True,CmPc,1,1,False,PcCm,31,106,P31,DD,A1,D3,0.911308204,0.0886917959999999,0.4321
262,523,"('safecoord', 'concord')","39,17,6,24","29,20,14,10","4,2,1,3","4,3,2,1",0.8333333333333334,0.8333333333333334,57.0,False,True,524,0.8604651162790697,0.8604651162790697,101.0,False,True,CoNc,1,2,False,NcCo,119,46,P119,OD1,A1,O4,0.858093126,0.858093126,0.5892
263,525,"('compromise', 'deadlock')","1,7,27,13","5,41,2,7","1,2,4,3","2,4,1,3",0.1764705882352941,0.1764705882352941,42.0,False,True,526,0.073170732,0.073170732,64.0,False,True,CmDl,1,1,False,DlCm,92,15,P92,DD,A1,D2,0.89135255,0.1086474499999999,0.4958
267,533,"('peace', 'deadlock')","23,12,4,11","9,43,6,17","4,3,1,2","2,4,1,3",0.7906976744186046,0.7906976744186046,114.0,False,True,534,0.0222222222222222,0.0222222222222222,70.0,False,True,PcDl,1,1,False,DlPc,86,9,P86,DD,A1,D3,0.940133038,0.940133038,0.3269
268,535,"('harmony', 'hero')","19,11,7,4","2,37,14,3","4,3,2,1","1,4,3,2",0.896551724,0.896551724,80.0,False,True,536,0.1904761904761904,0.1904761904761904,91.0,False,True,HaHr,1,1,False,HrHa,18,95,P18,OD1,A1,O1,0.902439024,0.902439024,0.4612
270,539,"('concord', 'concord')","28,4,8,1","10,9,8,5","4,2,3,1","4,3,2,1",0.8444444444444444,0.8444444444444444,105.0,False,True,540,0.9090909090909092,0.9090909090909092,105.0,False,True,NcNc,1,1,True,NcNc,43,43,P43,DD,A1,D1,0.849223947,0.849223947,0.6118
272,543,"('compromise', 'hero')","6,8,40,20","4,13,10,8","1,2,4,3","1,4,3,2",0.085714286,0.085714286,44.0,False,True,544,0.5,0.5,88.0,False,True,CmHr,1,1,False,HrCm,32,107,P32,OD2,A2,O2,0.935698448,0.0643015519999999,0.3443
273,545,"('safecoord', 'concord')","30,3,1,20","21,17,9,1","4,2,1,3","4,3,2,1",0.7631578947368421,0.7631578947368421,57.0,False,True,546,1.0,1.0,101.0,False,True,CoNc,1,2,False,NcCo,119,46,P119,OD1,A1,O4,0.858093126,0.858093126,0.5892
278,555,"('peace', 'compromise')","34,9,1,6","10,14,11,13","4,3,1,2","1,4,2,3",0.9428571428571428,0.9428571428571428,112.0,False,True,556,0.2926829268292683,0.2926829268292683,46.0,False,True,PcCm,1,1,False,CmPc,106,31,P106,DD,A1,D3,0.88248337,0.88248337,0.5222
283,565,"('harmony', 'safecoord')","21,17,9,4","21,3,13,18","4,3,2,1","4,1,2,3",0.975609756,0.975609756,77.0,False,True,566,0.9555555555555556,0.9555555555555556,55.0,False,True,HaCo,1,1,False,CoHa,6,83,P6,OD1,A1,O4,0.920177384,0.920177384,0.4016
286,571,"('dilemma', 'dilemma')","22,3,26,16","19,34,6,10","3,1,4,2","3,4,1,2",0.2285714285714285,0.2285714285714285,131.0,False,True,572,0.2571428571428571,0.2571428571428571,131.0,False,True,PdPd,1,1,True,PdPd,57,57,P57,DD,B1,D2,0.678492239,0.321507761,0.906
287,573,"('safecoord', 'dilemma')","39,23,17,27","10,23,1,4","4,2,1,3","3,4,1,2",0.8611111111111112,0.8611111111111112,59.0,False,True,574,0.15,0.15,125.0,False,True,CoPd,1,2,False,PdCo,125,52,P125,OD2,A2,O3,0.742793792,0.742793792,0.8225
290,579,"('concord', 'dilemma')","21,5,10,3","15,36,7,13","4,2,3,1","3,4,1,2",0.8717948717948718,0.8717948717948718,107.0,False,True,580,0.36,0.36,129.0,False,True,NcPd,1,1,False,PdNc,48,121,P48,DD,A1,D3,0.88248337,0.88248337,0.5222
293,585,"('dilemma', 'compromise')","10,2,19,7","3,29,14,16","3,1,4,2","1,4,2,3",0.0434782608695652,0.0434782608695652,124.0,False,True,586,0.35,0.35,47.0,False,True,PdCm,1,1,False,CmPd,116,42,P116,DD,A1,D2,0.880266075,0.119733925,0.5286
300,599,"('deadlock', 'compromise')","10,2,22,11","1,48,13,26","2,1,4,3","1,4,2,3",0.0232558139534883,0.0232558139534883,64.0,False,True,600,0.15625,0.15625,42.0,False,True,DlCm,1,1,False,CmDl,15,92,P15,DD,A1,D2,0.937915743,0.0620842569999999,0.3357
307,613,"('concord', 'hero')","15,12,14,2","10,38,27,13","4,2,3,1","1,4,3,2",0.8596491228070176,0.8596491228070176,104.0,False,True,614,0.3333333333333333,0.3333333333333333,93.0,False,True,NcHr,1,1,False,HrNc,54,127,P54,OD1,B1,O1,0.671840355,0.671840355,0.913
308,615,"('dilemma', 'harmony')","11,1,13,4","14,8,12,4","3,1,4,2","4,2,3,1",0.25,0.25,127.0,False,True,616,0.9361702127659576,0.9361702127659576,83.0,False,True,PdHa,1,1,False,HaPd,85,8,P85,DD,A1,D3,0.822616408,0.1773835919999999,0.6743
313,625,"('safecoord', 'peace')","16,6,1,14","19,2,17,16","4,2,1,3","4,1,3,2",0.7727272727272727,0.7727272727272727,58.0,False,True,626,1.0,1.0,113.0,False,True,CoPc,1,2,False,PcCo,103,28,P103,OD1,A1,O4,0.838137472,0.838137472,0.6387
314,627,"('deadlock', 'hero')","7,3,17,13","5,38,29,11","2,1,4,3","1,4,3,2",0.0277777777777777,0.0277777777777777,68.0,False,True,628,0.5277777777777778,0.5277777777777778,90.0,False,True,DlHr,1,1,False,HrDl,10,87,P10,OD2,A2,O2,0.909090909,0.090909091,0.4395
315,629,"('harmony', 'compromise')","18,12,8,1","5,13,9,10","4,3,2,1","1,4,2,3",0.9736842105263158,0.9736842105263158,76.0,False,True,630,0.1891891891891892,0.1891891891891892,43.0,False,True,HaCm,1,1,False,CmHa,19,96,P19,DD,A1,D3,0.900221729,0.900221729,0.4683
316,631,"('concord', 'hero')","20,9,15,5","5,30,28,8","4,2,3,1","1,4,3,2",0.5952380952380952,0.5952380952380952,104.0,False,True,632,0.391304348,0.391304348,93.0,False,True,NcHr,1,1,False,HrNc,54,127,P54,OD1,B1,O1,0.671840355,0.671840355,0.913
322,643,"('peace', 'deadlock')","19,14,5,13","14,29,12,27","4,3,1,2","2,4,1,3",0.9130434782608696,0.9130434782608696,114.0,False,True,644,0.131578947368421,0.131578947368421,70.0,False,True,PcDl,1,1,False,DlPc,86,9,P86,DD,A1,D3,0.940133038,0.940133038,0.3269
324,647,"('harmony', 'harmony')","40,25,21,6","17,10,13,8","4,3,2,1","4,2,3,1",0.9230769230769232,0.9230769230769232,79.0,False,True,648,0.951219512195122,0.951219512195122,79.0,False,True,HaHa,1,1,True,HaHa,3,3,P3,DD,A1,D1,0.935698448,0.935698448,0.3443
325,649,"('safecoord', 'dilemma')","37,6,4,35","19,31,2,10","4,2,1,3","3,4,1,2",0.71875,0.71875,59.0,False,True,650,0.3076923076923077,0.3076923076923077,125.0,False,True,CoPd,1,2,False,PdCo,125,52,P125,OD2,A2,O3,0.742793792,0.742793792,0.8225
327,653,"('hero', 'deadlock')","1,7,14,5","2,15,1,3","1,3,4,2","2,4,1,3",0.3333333333333333,0.3333333333333333,90.0,False,True,654,0.057142857,0.057142857,68.0,False,True,HrDl,1,2,False,DlHr,87,10,P87,OD2,A2,O2,0.594235033,0.405764967,0.9742
334,667,"('compromise', 'safecoord')","4,10,28,14","39,5,7,25","1,2,4,3","4,1,2,3",0.085714286,0.085714286,41.0,False,True,668,0.675,0.675,52.0,False,True,CmCo,1,1,False,CoCm,35,110,P35,OD2,A2,O3,0.926829268,0.073170732,0.3776
336,671,"('peace', 'hero')","22,17,3,4","7,29,24,21","4,3,1,2","1,4,3,2",0.935483870967742,0.935483870967742,116.0,False,True,672,0.095238095,0.095238095,94.0,False,True,PcHr,1,1,False,HrPc,39,113,P39,OD1,A1,O1,0.884700665,0.884700665,0.5157
338,675,"('safecoord', 'safecoord')","21,3,1,17","39,6,8,9","4,2,1,3","4,1,2,3",0.9583333333333334,0.9583333333333334,53.0,False,True,676,0.8333333333333334,0.8333333333333334,53.0,False,True,CoCo,2,0,True,CoCo,60,60,P60,CO1,A1,C,0.849223947,0.849223947,0.6118
340,679,"('deadlock', 'concord')","10,4,30,20","26,20,8,2","2,1,4,3","4,3,2,1",0.2272727272727272,0.2272727272727272,69.0,False,True,680,0.96875,0.96875,102.0,False,True,DlNc,1,1,False,NcDl,16,93,P16,DD,A1,D3,0.840354767,0.159645233,0.6335
342,683,"('deadlock', 'harmony')","5,3,14,13","32,8,18,3","2,1,4,3","4,2,3,1",0.0294117647058823,0.0294117647058823,67.0,False,True,684,0.8125,0.8125,78.0,False,True,DlHa,1,1,False,HaDl,11,88,P11,DD,A1,D3,0.917960089,0.0820399109999999,0.4093
343,685,"('safecoord', 'harmony')","27,4,2,8","23,11,21,9","4,2,1,3","4,2,3,1",0.9772727272727272,0.9772727272727272,55.0,False,True,686,0.8648648648648649,0.8648648648648649,77.0,False,True,CoHa,1,2,False,HaCo,83,6,P83,OD1,A1,O4,0.871396896,0.871396896,0.5536
344,687,"('concord', 'peace')","35,5,6,1","25,4,13,5","4,2,3,1","4,1,3,2",0.8780487804878049,0.8780487804878049,106.0,False,True,688,0.8484848484848485,0.8484848484848485,117.0,False,True,NcPc,1,1,False,PcNc,100,24,P100,DD,A1,D1,0.88691796,0.88691796,0.5091
346,691,"('concord', 'hero')","18,9,15,1","1,10,6,3","4,2,3,1","1,4,3,2",0.8387096774193549,0.8387096774193549,104.0,False,True,692,0.217391304347826,0.217391304347826,93.0,False,True,NcHr,1,1,False,HrNc,54,127,P54,OD1,B1,O1,0.671840355,0.671840355,0.913
354,707,"('hero', 'compromise')","1,6,13,3","1,29,2,15","1,3,4,2","1,4,2,3",0.4634146341463415,0.4634146341463415,88.0,False,True,708,0.1351351351351351,0.1351351351351351,44.0,False,True,HrCm,1,2,False,CmHr,107,32,P107,OD2,A2,O2,0.682926829,0.317073171,0.9012
356,711,"('compromise', 'concord')","1,2,7,3","40,16,10,3","1,2,4,3","4,3,2,1",0.1282051282051282,0.1282051282051282,45.0,False,True,712,0.8421052631578947,0.8421052631578947,100.0,False,True,CmNc,1,1,False,NcCm,37,111,P37,DD,A1,D3,0.853658537,0.1463414629999999,0.6006
360,719,"('compromise', 'deadlock')","1,10,27,17","10,16,2,14","1,2,4,3","2,4,1,3",0.071428571,0.071428571,42.0,False,True,720,0.1111111111111111,0.1111111111111111,64.0,False,True,CmDl,1,1,False,DlCm,92,15,P92,DD,A1,D2,0.89135255,0.1086474499999999,0.4958
363,725,"('hero', 'concord')","3,17,27,4","38,23,6,1","1,3,4,2","4,3,2,1",0.36,0.36,93.0,False,True,726,0.7391304347826086,0.7391304347826086,104.0,False,True,HrNc,1,2,False,NcHr,127,54,P127,OD1,B1,O1,0.707317073,0.292682927,0.8722
378,755,"('compromise', 'harmony')","2,7,28,13","7,5,6,1","1,2,4,3","4,2,3,1",0.1515151515151515,0.1515151515151515,43.0,False,True,756,0.92,0.92,76.0,False,True,CmHa,1,1,False,HaCm,96,19,P96,DD,A1,D3,0.871396896,0.1286031039999999,0.5536
382,763,"('hero', 'compromise')","6,11,37,9","7,45,21,32","1,3,4,2","1,4,2,3",0.1951219512195122,0.1951219512195122,88.0,False,True,764,0.3265306122448979,0.3265306122448979,44.0,False,True,HrCm,1,2,False,CmHr,107,32,P107,OD2,A2,O2,0.682926829,0.317073171,0.9012
386,771,"('deadlock', 'concord')","5,1,23,16","29,27,16,7","2,1,4,3","4,3,2,1",0.064516129,0.064516129,69.0,False,True,772,0.9142857142857144,0.9142857142857144,102.0,False,True,DlNc,1,1,False,NcDl,16,93,P16,DD,A1,D3,0.840354767,0.159645233,0.6335
388,775,"('hero', 'compromise')","6,14,30,8","1,20,5,16","1,3,4,2","1,4,2,3",0.4722222222222222,0.4722222222222222,88.0,False,True,776,0.075,0.075,44.0,False,True,HrCm,1,2,False,CmHr,107,32,P107,OD2,A2,O2,0.682926829,0.317073171,0.9012
392,783,"('hero', 'hero')","2,10,37,6","1,21,20,13","1,3,4,2","1,4,3,2",0.125,0.125,92.0,False,True,784,0.3846153846153846,0.3846153846153846,92.0,False,True,HrHr,2,0,True,HrHr,62,62,P62,CO2,B4,E,0.818181818,0.181818182,0.684
395,789,"('harmony', 'concord')","32,25,19,5","16,15,4,2","4,3,2,1","4,3,2,1",0.7857142857142857,0.7857142857142857,81.0,False,True,790,0.8478260869565217,0.8478260869565217,103.0,False,True,HaNc,1,1,False,NcHa,1,79,P1,DD,A1,D1,0.942350333,0.942350333,0.318
404,807,"('dilemma', 'safecoord')","9,1,27,4","26,1,7,15","3,1,4,2","4,1,2,3",0.2432432432432432,0.2432432432432432,125.0,False,True,808,0.7435897435897436,0.7435897435897436,59.0,False,True,PdCo,1,1,False,CoPd,52,125,P52,OD2,A2,O3,0.776053215,0.2239467849999999,0.7673
410,819,"('deadlock', 'safecoord')","8,4,32,10","42,3,6,36","2,1,4,3","4,1,2,3",0.1111111111111111,0.1111111111111111,65.0,False,True,820,0.6326530612244898,0.6326530612244898,54.0,False,True,DlCo,1,1,False,CoDl,14,91,P14,OD2,A2,O3,0.924611973,0.075388027,0.3857
412,823,"('hero', 'dilemma')","3,11,25,7","17,27,15,16","1,3,4,2","3,4,1,2",0.2424242424242424,0.2424242424242424,95.0,False,True,824,0.3488372093023256,0.3488372093023256,128.0,False,True,HrPd,1,2,False,PdHr,122,49,P122,OD2,A2,O2,0.66962306,0.3303769399999999,0.9153
422,843,"('deadlock', 'hero')","2,1,21,19","3,19,13,10","2,1,4,3","1,4,3,2",0.086956522,0.086956522,68.0,False,True,844,0.2777777777777778,0.2777777777777778,90.0,False,True,DlHr,1,1,False,HrDl,10,87,P10,OD2,A2,O2,0.909090909,0.090909091,0.4395
425,849,"('hero', 'compromise')","1,23,30,11","4,26,7,9","1,3,4,2","1,4,2,3",0.4634146341463415,0.4634146341463415,88.0,False,True,850,0.1081081081081081,0.1081081081081081,44.0,False,True,HrCm,1,2,False,CmHr,107,32,P107,OD2,A2,O2,0.682926829,0.317073171,0.9012
426,851,"('safecoord', 'peace')","29,13,9,14","35,1,18,8","4,2,1,3","4,1,3,2",0.8048780487804879,0.8048780487804879,58.0,False,True,852,0.9230769230769232,0.9230769230769232,113.0,False,True,CoPc,1,2,False,PcCo,103,28,P103,OD1,A1,O4,0.838137472,0.838137472,0.6387
430,859,"('hero', 'dilemma')","3,20,36,16","19,27,15,17","1,3,4,2","3,4,1,2",0.2777777777777778,0.2777777777777778,95.0,False,True,860,0.1612903225806451,0.1612903225806451,128.0,False,True,HrPd,1,2,False,PdHr,122,49,P122,OD2,A2,O2,0.66962306,0.3303769399999999,0.9153
431,861,"('compromise', 'safecoord')","5,10,17,13","29,5,9,19","1,2,4,3","4,1,2,3",0.1320754716981132,0.1320754716981132,41.0,False,True,862,0.4736842105263157,0.4736842105263157,52.0,False,True,CmCo,1,1,False,CoCm,35,110,P35,OD2,A2,O3,0.926829268,0.073170732,0.3776
432,863,"('dilemma', 'hero')","8,1,15,7","8,18,13,10","3,1,4,2","1,4,3,2",0.1555555555555555,0.1555555555555555,128.0,False,True,864,0.3333333333333333,0.3333333333333333,95.0,False,True,PdHr,1,1,False,HrPd,49,122,P49,OD2,A2,O2,0.924611973,0.075388027,0.3857
437,873,"('hero', 'compromise')","1,9,13,5","5,31,10,12","1,3,4,2","1,4,2,3",0.275,0.275,88.0,False,True,874,0.1428571428571428,0.1428571428571428,44.0,False,True,HrCm,1,2,False,CmHr,107,32,P107,OD2,A2,O2,0.682926829,0.317073171,0.9012
439,877,"('safecoord', 'peace')","8,4,2,6","14,2,13,5","4,2,1,3","4,1,3,2",0.7241379310344828,0.7241379310344828,58.0,False,True,878,0.9375,0.9375,113.0,False,True,CoPc,1,2,False,PcCo,103,28,P103,OD1,A1,O4,0.838137472,0.838137472,0.6387
440,879,"('hero', 'harmony')","1,16,25,2","31,25,26,7","1,3,4,2","4,2,3,1",0.25,0.25,91.0,False,True,880,0.8378378378378378,0.8378378378378378,80.0,False,True,HrHa,1,2,False,HaHr,95,18,P95,OD1,A1,O1,0.838137472,0.161862528,0.6387
444,887,"('hero', 'harmony')","1,14,18,3","24,13,20,3","1,3,4,2","4,2,3,1",0.2258064516129032,0.2258064516129032,91.0,False,True,888,0.8529411764705882,0.8529411764705882,80.0,False,True,HrHa,1,2,False,HaHr,95,18,P95,OD1,A1,O1,0.838137472,0.161862528,0.6387
445,889,"('dilemma', 'safecoord')","10,2,19,4","37,9,10,26","3,1,4,2","4,1,2,3",0.3076923076923077,0.3076923076923077,125.0,False,True,890,0.8275862068965517,0.8275862068965517,59.0,False,True,PdCo,1,1,False,CoPd,52,125,P52,OD2,A2,O3,0.776053215,0.2239467849999999,0.7673
446,891,"('concord', 'safecoord')","26,4,7,1","39,2,11,34","4,2,3,1","4,1,2,3",0.7777777777777778,0.7777777777777778,101.0,False,True,892,0.8974358974358975,0.8974358974358975,57.0,False,True,NcCo,1,1,False,CoNc,46,119,P46,OD1,A1,O4,0.909090909,0.909090909,0.4395
447,893,"('peace', 'safecoord')","37,16,2,15","37,10,12,20","4,3,1,2","4,1,2,3",0.96875,0.96875,113.0,False,True,894,0.8717948717948718,0.8717948717948718,58.0,False,True,PcCo,1,1,False,CoPc,28,103,P28,OD1,A1,O4,0.902439024,0.902439024,0.4612
449,897,"('hero', 'dilemma')","2,7,35,4","10,12,1,4","1,3,4,2","3,4,1,2",0.3333333333333333,0.3333333333333333,95.0,False,True,898,0.1891891891891892,0.1891891891891892,128.0,False,True,HrPd,1,2,False,PdHr,122,49,P122,OD2,A2,O2,0.66962306,0.3303769399999999,0.9153
465,929,"('hero', 'dilemma')","1,11,31,10","16,33,3,5","1,3,4,2","3,4,1,2",0.2564102564102564,0.2564102564102564,95.0,False,True,930,0.093023256,0.093023256,128.0,False,True,HrPd,1,2,False,PdHr,122,49,P122,OD2,A2,O2,0.66962306,0.3303769399999999,0.9153
469,937,"('dilemma', 'hero')","24,15,47,17","2,39,16,4","3,1,4,2","1,4,3,2",0.42,0.42,128.0,False,True,938,0.375,0.375,95.0,False,True,PdHr,1,1,False,HrPd,49,122,P49,OD2,A2,O2,0.924611973,0.075388027,0.3857
470,939,"('peace', 'hero')","16,11,3,7","3,30,9,4","4,3,1,2","1,4,3,2",0.8947368421052632,0.8947368421052632,116.0,False,True,940,0.085714286,0.085714286,94.0,False,True,PcHr,1,1,False,HrPc,39,113,P39,OD1,A1,O1,0.884700665,0.884700665,0.5157
471,941,"('harmony', 'hero')","31,5,3,2","4,21,17,7","4,3,2,1","1,4,3,2",0.8484848484848485,0.8484848484848485,80.0,False,True,942,0.4137931034482758,0.4137931034482758,91.0,False,True,HaHr,1,1,False,HrHa,18,95,P18,OD1,A1,O1,0.902439024,0.902439024,0.4612
474,947,"('compromise', 'hero')","9,15,26,23","2,40,12,7","1,2,4,3","1,4,3,2",0.2105263157894736,0.2105263157894736,44.0,False,True,948,0.2647058823529412,0.2647058823529412,88.0,False,True,CmHr,1,1,False,HrCm,32,107,P32,OD2,A2,O2,0.935698448,0.0643015519999999,0.3443
477,953,"('hero', 'harmony')","9,29,31,24","15,10,12,6","1,3,4,2","4,2,3,1",0.1428571428571428,0.1428571428571428,91.0,False,True,954,0.7631578947368421,0.7631578947368421,80.0,False,True,HrHa,1,2,False,HaHr,95,18,P95,OD1,A1,O1,0.838137472,0.161862528,0.6387
478,955,"('harmony', 'hero')","23,21,7,2","3,32,14,6","4,3,2,1","1,4,3,2",0.8918918918918919,0.8918918918918919,80.0,False,True,956,0.2,0.2,91.0,False,True,HaHr,1,1,False,HrHa,18,95,P18,OD1,A1,O1,0.902439024,0.902439024,0.4612
485,969,"('safecoord', 'safecoord')","22,16,2,20","36,10,15,30","4,2,1,3","4,1,2,3",0.8285714285714286,0.8285714285714286,53.0,False,True,970,0.7714285714285715,0.7714285714285715,53.0,False,True,CoCo,2,0,True,CoCo,60,60,P60,CO1,A1,C,0.849223947,0.849223947,0.6118
487,973,"('concord', 'concord')","42,30,32,15","46,16,5,1","4,2,3,1","4,3,2,1",1.0,1.0,105.0,False,True,974,1.0,1.0,105.0,False,True,NcNc,1,1,True,NcNc,43,43,P43,DD,A1,D1,0.849223947,0.849223947,0.6118
489,977,"('hero', 'concord')","1,13,47,4","42,32,23,3","1,3,4,2","4,3,2,1",0.1818181818181818,0.1818181818181818,93.0,False,True,978,0.9285714285714286,0.9285714285714286,104.0,False,True,HrNc,1,2,False,NcHr,127,54,P127,OD1,B1,O1,0.707317073,0.292682927,0.8722
496,991,"('hero', 'deadlock')","2,4,16,3","9,26,1,15","1,3,4,2","2,4,1,3",0.3658536585365853,0.3658536585365853,90.0,False,True,992,0.09375,0.09375,68.0,False,True,HrDl,1,2,False,DlHr,87,10,P87,OD2,A2,O2,0.594235033,0.405764967,0.9742
500,999,"('compromise', 'hero')","3,10,24,16","10,37,29,26","1,2,4,3","1,4,3,2",0.1111111111111111,0.1111111111111111,44.0,False,True,1000,0.25,0.25,88.0,False,True,CmHr,1,1,False,HrCm,32,107,P32,OD2,A2,O2,0.935698448,0.0643015519999999,0.3443
504,1007,"('deadlock', 'compromise')","2,1,32,12","1,20,6,13","2,1,4,3","1,4,2,3",0.088235294,0.088235294,64.0,False,True,1008,0.2439024390243902,0.2439024390243902,42.0,False,True,DlCm,1,1,False,CmDl,15,92,P15,DD,A1,D2,0.937915743,0.0620842569999999,0.3357
508,1015,"('peace', 'dilemma')","42,36,2,14","6,19,2,3","4,3,1,2","3,4,1,2",0.945945945945946,0.945945945945946,119.0,False,True,1016,0.095238095,0.095238095,130.0,False,True,PcPd,1,1,False,PdPc,30,105,P30,DD,A1,D3,0.875831486,0.875831486,0.5412
509,1017,"('concord', 'dilemma')","28,15,23,6","31,38,2,21","4,2,3,1","3,4,1,2",0.8928571428571429,0.8928571428571429,107.0,False,True,1018,0.3571428571428571,0.3571428571428571,129.0,False,True,NcPd,1,1,False,PdNc,48,121,P48,DD,A1,D3,0.88248337,0.88248337,0.5222
517,1033,"('safecoord', 'deadlock')","17,12,11,16","8,41,1,19","4,2,1,3","2,4,1,3",0.7666666666666667,0.7666666666666667,54.0,False,True,1034,0.071428571,0.071428571,65.0,False,True,CoDl,1,2,False,DlCo,91,14,P91,OD2,A2,O3,0.609756098,0.609756098,0.965
519,1037,"('concord', 'harmony')","45,14,23,2","40,15,26,5","4,2,3,1","4,2,3,1",0.9761904761904762,0.9761904761904762,103.0,False,True,1038,0.9333333333333332,0.9333333333333332,81.0,False,True,NcHa,1,1,False,HaNc,79,1,P79,DD,A1,D1,0.917960089,0.917960089,0.4093
