game_id,p_id_x,p_id_y,is_symmetric,canonical_x,canonical_y,bruns_name_x,bruns_name_y,bruns_long_name_x,bruns_long_name_y,canonical_p1_x,canonical_p2_x,canonical_p1_y,canonical_p2_y,nash_count,dominance_level,canon_l1_p1,canon_l1_p2,nagel_perspective_x,nagel_perspective_y,lk_type_x,lk_type_y,emp_class_x,emp_class_y,rgg_class_x,rgg_class_y,frac_choose_A_x,frac_choose_A_y,nagel_p1,nagel_p2,entropy_binary_x,entropy_binary_y,clean_grif_n,clean_grif_p1_mean,clean_grif_p2_mean,clean_grif_p1_std,clean_grif_p2_std,clean_grif_game_ids,nagel_grif_gap,game_code_x,canonical_action_p1_x,complexity_score_x,num_pure_ne_x,iesds_depth_x,dominance_profile_x,nagel_pcanon_x,nagel_pcanon_y,grif_rank_clean,payoff_scale_llm,payoff_scale_mgn,payoff_scale_griffiths
53,53,126,False,123,35,PdCh,ChPd,CalledBluff,,"1,3,2,4","4,3,1,2","2,3,1,4","4,3,2,1",1,1,1,-1,P53,P126,OD1,OD1,A1,A1,O2,O2,0.725055432,0.210643016,0.274944568,0.789356984,0.8485,0.7427,0,,,,,,,PdCh,1,0.0384900179459749,1,1,1,0.725055432,0.789356984,False,rank_1to4_pm1,rank_1to4,cardinal
54,54,127,False,104,93,NcHr,HrNc,Delilah,,"2,4,1,3","4,1,2,3","3,1,2,4","3,4,1,2",1,1,0,0,P54,P127,OD1,OD1,B1,B1,O1,O1,0.671840355,0.707317073,0.671840355,0.292682927,0.913,0.8722,15,0.7942123650625239,0.287204306586019,0.0966216795605978,0.1147559489139968,307;316;346;526;598;834;876;896;11;179;204;216;363;489;549,0.1224945881595711,NcHr,0,0.0384900179459749,1,1,1,0.671840355,0.707317073,True,rank_1to4_pm1,rank_1to4,cardinal
55,55,128,False,121,11,PdAs,AsPd,,Alibi,"1,3,2,4","2,4,3,1","1,4,3,2","4,3,2,1",1,1,1,-1,P55,P128,OD1,OD1,B1,B1,O3,O3,0.645232816,0.388026608,0.3547671839999999,0.388026608,0.9383,0.9635,0,,,,,,,PdAs,1,-0.0769800358919501,1,1,1,0.645232816,0.611973392,False,rank_1to4_pm1,rank_1to4,cardinal
56,56,129,False,132,143,PdSh,ShPd,,AsymDilemma,"1,3,2,4","3,4,2,1","1,4,2,3","4,3,2,1",1,1,1,-1,P56,P129,OD1,OD1,B1,B1,O3,O3,0.671840355,0.403547672,0.328159645,0.403547672,0.913,0.973,0,,,,,,,PdSh,1,0.0384900179459749,1,1,1,0.6718403550000001,0.596452328,False,rank_1to4_pm1,rank_1to4,cardinal
57,57,57,True,131,131,PdPd,PdPd,PrisonerDilemma,PrisonerDilemma,"1,3,2,4","4,3,2,1","1,3,2,4","4,3,2,1",1,1,1,0,P57,P57,DD,DD,B1,B1,D2,D2,0.678492239,0.678492239,0.321507761,0.321507761,0.906,0.906,3,0.2355212355212354,0.3070947570947571,0.104035248764518,0.0521031601578386,171;215;286,0.0871861069522132,PdPd,1,0.2694301256218253,1,1,0,0.678492239,0.678492239,True,rank_1to4_pm1,rank_1to4,cardinal
58,58,130,False,60,137,CoSh,ShCo,Asym.Coordination,,"2,4,3,1","3,4,2,1","1,4,2,3","1,4,3,2",2,0,0,-1,P58,P130,CO2,CO2,A2,A2,C,C,0.824833703,0.501108647,0.824833703,0.501108647,0.6694,1.0,0,,,,,,,CoSh,0,-0.5169508502148299,2,0,2,0.824833703,0.501108647,False,rank_1to4_pm1,rank_1to4,cardinal
59,59,131,False,49,5,CoAs,AsCo,PureAssurance,,"2,4,3,1","2,4,3,1","1,4,3,2","1,4,3,2",2,0,0,-1,P59,P131,CO2,CO2,A2,A2,C,C,0.871396896,0.487804878,0.871396896,0.487804878,0.5536,0.9996,0,,,,,,,CoAs,0,-0.6035533905932737,2,0,2,0.871396896,0.487804878,False,rank_1to4_pm1,rank_1to4,cardinal
60,60,60,True,53,53,CoCo,CoCo,Coordination,Coordination,"2,4,3,1","1,4,3,2","2,4,3,1","1,4,3,2",2,0,0,1,P60,P60,CO1,CO1,A1,A1,C,C,0.849223947,0.849223947,0.849223947,0.849223947,0.6118,0.6118,20,0.8687240844215423,0.8597480095837235,0.0583347439737521,0.0782604643328977,92;338;485;553;678;840;895;950;1024;1032;1049;1051;1053;1056;1058;1088;1100;1105;1118;1145,0.0221587737188942,CoCo,0,-0.5169508502148299,2,0,2,0.849223947,0.849223947,True,rank_1to4_pm1,rank_1to4,cardinal
61,61,132,False,51,29,CoCh,ChCo,BiasedCycle,,"2,4,3,1","4,3,1,2","2,3,1,4","1,4,3,2",0,0,0,-1,P61,P132,MP,MP,A4,A4,H,H,0.824833703,0.294900222,0.824833703,0.705099778,0.6694,0.875,0,,,,,,,CoCh,0,0.1059457483985941,0,0,2,0.824833703,0.705099778,False,rank_1to4_pm1,rank_1to4,cardinal
62,62,62,True,92,92,HrHr,HrHr,Hero,Hero,"3,1,2,4","4,1,2,3","3,1,2,4","4,1,2,3",2,0,1,0,P62,P62,CO2,CO2,B4,B4,E,E,0.818181818,0.818181818,0.181818182,0.181818182,0.684,0.684,20,0.3578248299428974,0.3390051290942343,0.1353353833335192,0.1349285905203359,43;392;582;760;814;836;904;932;955;971;975;985;989;1007;1019;1069;1071;1083;1102;1119,0.2359789746076982,HrHr,1,-0.0169508502148298,2,0,2,0.818181818,0.818181818,True,rank_1to4_pm1,rank_1to4,cardinal
63,63,133,False,86,20,HrBa,BaHr,QuasiBattle,,"3,1,2,4","4,2,1,3","3,2,1,4","4,1,2,3",2,0,1,-1,P63,P133,CO1,CO1,B3,B3,E,E,0.729490022,0.396895787,0.270509978,0.603104213,0.8422,0.9691,0,,,,,,,HrBa,1,0.069651690163614,2,0,2,0.729490022,0.603104213,False,rank_1to4_pm1,rank_1to4,cardinal
64,64,134,False,50,17,CoBa,BaCo,QuasiCycle,,"2,4,3,1","4,2,1,3","3,2,1,4","1,4,3,2",0,0,0,-1,P64,P134,MP,MP,A4,A4,H,H,0.853658537,0.33924612,0.853658537,0.66075388,0.6006,0.9241,0,,,,,,,CoBa,0,0.4523559099123697,0,0,2,0.853658537,0.66075388,False,rank_1to4_pm1,rank_1to4,cardinal
65,65,135,False,89,56,HrCo,CoHr,,PursuitCycle,"3,1,2,4","1,4,3,2","2,4,3,1","4,1,2,3",0,0,1,1,P65,P135,MP,MP,A2,A2,H,H,0.858093126,0.753880266,0.141906874,0.753880266,0.5892,0.8051,0,,,,,,,HrCo,1,0.5678259637502947,0,0,2,0.858093126,0.753880266,False,rank_1to4_pm1,rank_1to4,cardinal
66,66,136,False,87,32,HrCh,ChHr,Hero-Chicken,,"3,1,2,4","4,3,1,2","2,3,1,4","4,1,2,3",2,0,1,-1,P66,P136,CO1,CO1,B3,B3,E,E,0.649667406,0.474501109,0.350332594,0.525498891,0.9344,0.9981,0,,,,,,,HrCh,1,0.3294593112989456,2,0,2,0.6496674060000001,0.525498891,False,rank_1to4_pm1,rank_1to4,cardinal
67,67,137,False,85,8,HrAs,AsHr,,ZeroSumCycle,"3,1,2,4","2,4,3,1","1,4,3,2","4,1,2,3",0,0,1,-1,P67,P137,MP,MP,A4,A4,H,H,0.7827051,0.257206208,0.2172948999999999,0.257206208,0.7552,0.8225,0,,,,,,,HrAs,1,0.68329601758822,0,0,2,0.7827051,0.7427937920000001,False,rank_1to4_pm1,rank_1to4,cardinal
68,68,138,False,96,140,HrSh,ShHr,,CrisisCycle,"3,1,2,4","3,4,2,1","1,4,2,3","4,1,2,3",0,0,1,-1,P68,P138,MP,MP,A4,A4,H,H,0.705099778,0.201773836,0.294900222,0.201773836,0.875,0.7255,0,,,,,,,HrSh,1,0.5678259637502947,0,0,2,0.705099778,0.798226164,False,rank_1to4_pm1,rank_1to4,cardinal
69,69,69,True,144,144,ShSh,ShSh,StagHunt,StagHunt,"1,4,2,3","3,4,2,1","1,4,2,3","3,4,2,1",2,0,-1,-1,P69,P69,CO1,CO1,B2,B2,C,C,0.474501109,0.474501109,0.474501109,0.474501109,0.9981,0.9981,0,,,,,,,ShSh,0,-0.2571432290794982,2,0,2,0.474501109,0.474501109,False,rank_1to4_pm1,rank_1to4,cardinal
70,70,139,False,133,12,ShAs,AsSh,,AsymAssurance,"1,4,2,3","2,4,3,1","1,4,3,2","3,4,2,1",2,0,-1,-1,P70,P139,CO1,CO1,B2,B2,C,C,0.516629712,0.516629712,0.516629712,0.516629712,0.9992,0.9992,0,,,,,,,ShAs,0,-0.3437457694579421,2,0,2,0.516629712,0.516629712,False,rank_1to4_pm1,rank_1to4,cardinal
71,71,140,False,135,36,ShCh,ChSh,EndlessCycle,,"1,4,2,3","4,3,1,2","2,3,1,4","3,4,2,1",0,0,-1,-1,P71,P140,MP,MP,A4,A4,H,H,0.407982262,0.241685144,0.407982262,0.758314856,0.9754,0.7978,0,,,,,,,ShCh,1,0.2214158022365192,0,0,2,0.592017738,0.758314856,False,rank_1to4_pm1,rank_1to4,cardinal
72,72,141,False,26,15,ChBa,BaCh,,Battle-Chicken,"2,3,1,4","4,2,1,3","3,2,1,4","4,3,1,2",2,0,-1,-1,P72,P141,CO2,CO2,A3,A3,E,E,0.445676275,0.294900222,0.5543237249999999,0.705099778,0.9915,0.875,0,,,,,,,ChBa,0,0.1562542305420579,2,0,2,0.5543237249999999,0.705099778,False,rank_1to4_pm1,rank_1to4,cardinal
73,73,142,False,134,24,ShBa,BaSh,InspectorCycle,,"1,4,2,3","4,2,1,3","3,2,1,4","3,4,2,1",0,0,-1,-1,P73,P142,MP,MP,A4,A4,H,H,0.279379157,0.232815965,0.279379157,0.767184035,0.8546,0.7829,0,,,,,,,ShBa,1,0.3368858560744445,0,0,2,0.7206208430000001,0.767184035,False,rank_1to4_pm1,rank_1to4,cardinal
74,74,74,True,27,27,ChCh,ChCh,Chicken,Chicken,"2,3,1,4","4,3,1,2","2,3,1,4","4,3,1,2",2,0,-1,-1,P74,P74,CO2,CO2,A2,A2,E,E,0.310421286,0.310421286,0.689578714,0.689578714,0.8937,0.8937,0,,,,,,,ChCh,0,0.2428567709205017,2,0,2,0.689578714,0.689578714,False,rank_1to4_pm1,rank_1to4,cardinal
75,75,143,False,25,3,ChAs,AsCh,,InferiorCycle,"2,3,1,4","2,4,3,1","1,4,3,2","4,3,1,2",0,0,-1,-1,P75,P143,MP,MP,A4,A4,H,H,0.241685144,0.390243902,0.758314856,0.390243902,0.7978,0.965,0,,,,,,,ChAs,0,0.3368858560744445,0,0,2,0.758314856,0.6097560980000001,False,rank_1to4_pm1,rank_1to4,cardinal
76,76,76,True,1,1,AsAs,AsAs,Assurace,Assurace,"1,4,3,2","2,4,3,1","1,4,3,2","2,4,3,1",2,0,-1,-1,P76,P76,CO1,CO1,B2,B2,C,C,0.454545455,0.454545455,0.454545455,0.454545455,0.994,0.994,0,,,,,,,AsAs,0,-0.5169508502148299,2,0,2,0.454545455,0.454545455,False,rank_1to4_pm1,rank_1to4,cardinal
77,77,77,True,14,14,BaBa,BaBa,Battle,Battle,"3,2,1,4","4,2,1,3","3,2,1,4","4,2,1,3",2,0,-1,-1,P77,P77,CO2,CO2,A3,A3,E,E,0.388026608,0.388026608,0.611973392,0.611973392,0.9635,0.9635,0,,,,,,,BaBa,0,-0.0169508502148298,2,0,2,0.611973392,0.611973392,False,rank_1to4_pm1,rank_1to4,cardinal
78,78,144,False,2,13,AsBa,BaAs,TragicCycle,,"1,4,3,2","4,2,1,3","3,2,1,4","2,4,3,1",0,0,-1,-1,P78,P144,MP,MP,A4,A4,H,H,0.356984479,0.266075388,0.356984479,0.733924612,0.9402,0.8358,0,,,,,,,AsBa,1,0.5678259637502947,0,0,2,0.6430155209999999,0.733924612,False,rank_1to4_pm1,rank_1to4,cardinal
