unique_id,game_id,role,topology_raw,up_choice,has_ties,cardinal_p1,cardinal_p2,ordinal_p1,ordinal_p2,canonical_id,swap_sr,swap_sc,role_relative_to_canonical,up_choice_canonical
174,87,colplayer,"('assurance', 'safecoord')",0.8518518518518519,False,"30,2,5,11","25,1,6,14","4,1,2,3","4,1,2,3",5.0,False,True,P1,0.8518518518518519
175,88,rowplayer,"('leader', 'hero')",0.282051282051282,False,"17,19,41,12","3,28,21,7","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.282051282051282
176,88,colplayer,"('hero', 'leader')",0.358974359,False,"3,21,28,7","17,41,19,12","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.358974359
177,89,rowplayer,"('harmony', 'leader')",0.9069767441860463,False,"20,6,5,4","7,36,25,2","4,3,2,1","2,4,3,1",74.0,False,True,P1,0.9069767441860463
178,89,colplayer,"('leader', 'harmony')",0.4705882352941176,False,"7,25,36,2","20,5,6,4","2,3,4,1","4,2,3,1",19.0,False,True,P1,0.4705882352941176
179,90,rowplayer,"('concord', 'staghunt')",0.95,False,"32,26,28,2","16,10,4,5","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.95
180,90,colplayer,"('staghunt', 'concord')",0.7941176470588235,False,"16,4,10,5","32,28,26,2","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.7941176470588235
181,91,rowplayer,"('leader', 'hero')",0.7619047619047619,False,"5,14,15,1","2,12,5,4","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.7619047619047619
182,91,colplayer,"('hero', 'leader')",0.2068965517241379,False,"2,5,12,4","5,15,14,1","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.2068965517241379
183,92,rowplayer,"('safecoord', 'safecoord')",0.8888888888888888,False,"30,21,1,22","38,2,10,11","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8888888888888888
184,92,colplayer,"('safecoord', 'safecoord')",1.0,False,"38,10,2,11","30,1,21,22","4,2,1,3","4,1,2,3",53.0,False,True,P1,1.0
185,93,rowplayer,"('deadlock', 'deadlock')",0.2040816326530612,False,"5,1,9,8","6,25,2,10","2,1,4,3","2,4,1,3",66.0,False,True,P1,0.2040816326530612
186,93,colplayer,"('deadlock', 'deadlock')",0.073170732,False,"6,2,25,10","5,9,1,8","2,1,4,3","2,4,1,3",66.0,False,True,P1,0.073170732
187,94,rowplayer,"('dilemma', 'safecoord')",0.1891891891891892,False,"18,1,46,2","14,3,8,9","3,1,4,2","4,1,2,3",125.0,False,True,P1,0.1891891891891892
188,94,colplayer,"('safecoord', 'dilemma')",0.78,False,"14,8,3,9","18,46,1,2","4,2,1,3","3,4,1,2",59.0,False,True,P1,0.78
189,95,rowplayer,"('harmony', 'dilemma')",0.8823529411764706,False,"22,8,5,2","21,27,2,10","4,3,2,1","3,4,1,2",83.0,False,True,P1,0.8823529411764706
190,95,colplayer,"('dilemma', 'harmony')",0.3947368421052631,False,"21,2,27,10","22,5,8,2","3,1,4,2","4,2,3,1",127.0,False,True,P1,0.3947368421052631
191,96,rowplayer,"('concord', 'staghunt')",0.9090909090909092,False,"19,6,18,1","29,27,3,12","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.9090909090909092
192,96,colplayer,"('staghunt', 'concord')",0.5909090909090909,False,"29,3,27,12","19,18,6,1","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.5909090909090909
193,97,rowplayer,"('assurance', 'concord')",0.7241379310344828,False,"39,1,5,15","21,18,2,1","4,1,2,3","4,3,2,1",9.0,False,True,P1,0.7241379310344828
194,97,colplayer,"('concord', 'assurance')",0.8048780487804879,False,"21,2,18,1","39,5,1,15","4,2,3,1","4,2,1,3",97.0,False,True,P1,0.8048780487804879
195,98,rowplayer,"('peace', 'concord')",0.868421053,False,"28,11,4,6","33,15,5,1","4,3,1,2","4,3,2,1",117.0,False,True,P1,0.868421053
196,98,colplayer,"('concord', 'peace')",0.8888888888888888,False,"33,5,15,1","28,4,11,6","4,2,3,1","4,1,3,2",106.0,False,True,P1,0.8888888888888888
197,99,rowplayer,"('dilemma', 'leader')",0.125,False,"8,1,13,5","8,20,12,7","3,1,4,2","2,4,3,1",122.0,False,True,P1,0.125
198,99,colplayer,"('leader', 'dilemma')",0.4642857142857143,False,"8,12,20,7","8,13,1,5","2,3,4,1","3,4,1,2",23.0,False,True,P1,0.4642857142857143
199,100,rowplayer,"('deadlock', 'chicken')",0.2777777777777778,False,"10,3,14,12","27,30,7,6","2,1,4,3","3,4,2,1",63.0,False,True,P1,0.2777777777777778
200,100,colplayer,"('chicken', 'deadlock')",0.5,False,"27,7,30,6","10,14,3,12","3,2,4,1","2,4,1,3",30.0,False,True,P1,0.5
201,101,rowplayer,"('dilemma', 'hero')",0.1724137931034483,False,"15,1,23,13","2,29,11,4","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.1724137931034483
202,101,colplayer,"('hero', 'dilemma')",0.4736842105263157,False,"2,11,29,4","15,23,1,13","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.4736842105263157
203,102,rowplayer,"('hero', 'dilemma')",0.3529411764705882,True,"2,28,34,28","10,44,1,3",,,,,,,
204,102,colplayer,"('dilemma', 'hero')",0.032258065,True,"10,1,44,3","2,34,28,28",,,,,,,
205,103,rowplayer,"('peace', 'assurance')",0.8648648648648649,False,"18,13,8,12","28,6,2,9","4,3,1,2","4,2,1,3",109.0,False,True,P1,0.8648648648648649
206,103,colplayer,"('assurance', 'peace')",0.7692307692307693,False,"28,2,6,9","18,8,13,12","4,1,2,3","4,1,3,2",10.0,False,True,P1,0.7692307692307693
207,104,rowplayer,"('deadlock', 'hero')",0.065217391,False,"10,5,14,12","1,18,12,7","2,1,4,3","1,4,3,2",68.0,False,True,P1,0.065217391
208,104,colplayer,"('hero', 'deadlock')",0.4,False,"1,12,18,7","10,14,5,12","1,3,4,2","2,4,1,3",90.0,False,True,P1,0.4
209,105,rowplayer,"('compromise', 'hero')",0.1707317073170731,False,"3,4,37,7","1,30,13,7","1,2,4,3","1,4,3,2",44.0,False,True,P1,0.1707317073170731
210,105,colplayer,"('hero', 'compromise')",0.4324324324324324,False,"1,13,30,7","3,37,4,7","1,3,4,2","1,4,2,3",88.0,False,True,P1,0.4324324324324324
211,106,rowplayer,"('concord', 'chicken')",0.8857142857142857,False,"14,6,10,1","8,15,7,6","4,2,3,1","3,4,2,1",99.0,False,True,P1,0.8857142857142857
212,106,colplayer,"('chicken', 'concord')",0.4909090909090909,False,"8,7,15,6","14,10,6,1","3,2,4,1","4,3,2,1",33.0,False,True,P1,0.4909090909090909
213,107,rowplayer,"('dilemma', 'safecoord')",0.2444444444444444,True,"8,4,35,5","17,2,3,17",,,,,,,
214,107,colplayer,"('safecoord', 'dilemma')",0.7317073170731707,True,"17,3,2,17","8,35,4,5",,,,,,,
215,108,rowplayer,"('concord', 'staghunt')",0.8181818181818182,False,"18,5,12,3","22,20,1,7","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.8181818181818182
216,108,colplayer,"('staghunt', 'concord')",0.4693877551020408,False,"22,1,20,7","18,12,5,3","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.4693877551020408
217,109,rowplayer,"('dilemma', 'assurance')",0.3714285714285714,True,"19,2,31,4","17,12,12,14",,,,,,,
218,109,colplayer,"('assurance', 'dilemma')",0.7291666666666666,True,"17,12,12,14","19,31,2,4",,,,,,,
219,110,rowplayer,"('chicken', 'compromise')",0.3272727272727272,False,"16,3,28,1","1,26,10,23","3,2,4,1","1,4,2,3",28.0,False,True,P1,0.3272727272727272
220,110,colplayer,"('compromise', 'chicken')",0.1363636363636363,False,"1,10,26,23","16,28,3,1","1,2,4,3","3,4,2,1",39.0,False,True,P1,0.1363636363636363
221,111,rowplayer,"('dilemma', 'compromise')",0.078947368,False,"5,1,14,3","7,20,14,15","3,1,4,2","1,4,2,3",124.0,False,True,P1,0.078947368
222,111,colplayer,"('compromise', 'dilemma')",0.3684210526315789,False,"7,14,20,15","5,14,1,3","1,2,4,3","3,4,1,2",47.0,False,True,P1,0.3684210526315789
223,112,rowplayer,"('concord', 'peace')",0.9310344827586208,False,"17,11,13,3","19,1,18,7","4,2,3,1","4,1,3,2",106.0,False,True,P1,0.9310344827586208
224,112,colplayer,"('peace', 'concord')",0.8604651162790697,False,"19,18,1,7","17,13,11,3","4,3,1,2","4,3,2,1",117.0,False,True,P1,0.8604651162790697
225,113,rowplayer,"('chicken', 'hero')",0.3243243243243243,False,"15,5,29,2","1,32,11,2","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.3243243243243243
226,113,colplayer,"('hero', 'chicken')",0.4130434782608695,False,"1,11,32,2","15,29,5,2","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.4130434782608695
227,114,rowplayer,"('dilemma', 'safecoord')",0.076923077,False,"7,1,13,4","24,4,18,23","3,1,4,2","4,1,2,3",125.0,False,True,P1,0.076923077
228,114,colplayer,"('safecoord', 'dilemma')",0.7619047619047619,False,"24,18,4,23","7,13,1,4","4,2,1,3","3,4,1,2",59.0,False,True,P1,0.7619047619047619
229,115,rowplayer,"('harmony', 'chicken')",0.8,False,"7,4,3,2","20,33,2,1","4,3,2,1","3,4,2,1",75.0,False,True,P1,0.8
230,115,colplayer,"('chicken', 'harmony')",0.2941176470588235,False,"20,2,33,1","7,3,4,2","3,2,4,1","4,2,3,1",31.0,False,True,P1,0.2941176470588235
231,116,rowplayer,"('deadlock', 'safecoord')",0.1162790697674418,False,"2,1,12,8","40,3,7,11","2,1,4,3","4,1,2,3",65.0,False,True,P1,0.1162790697674418
232,116,colplayer,"('safecoord', 'deadlock')",0.7586206896551724,False,"40,7,3,11","2,12,1,8","4,2,1,3","2,4,1,3",54.0,False,True,P1,0.7586206896551724
233,117,rowplayer,"('compromise', 'dilemma')",0.125,False,"3,4,30,9","12,26,2,6","1,2,4,3","3,4,1,2",47.0,False,True,P1,0.125
234,117,colplayer,"('dilemma', 'compromise')",0.1521739130434782,False,"12,2,26,6","3,30,4,9","3,1,4,2","1,4,2,3",124.0,False,True,P1,0.1521739130434782
235,118,rowplayer,"('leader', 'hero')",0.3809523809523809,False,"9,15,25,5","2,14,13,10","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.3809523809523809
236,118,colplayer,"('hero', 'leader')",0.1764705882352941,False,"2,13,14,10","9,25,15,5","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.1764705882352941
237,119,rowplayer,"('harmony', 'staghunt')",0.8888888888888888,False,"15,10,2,1","22,7,2,3","4,3,2,1","4,3,1,2",84.0,False,True,P1,0.8888888888888888
238,119,colplayer,"('staghunt', 'harmony')",0.9302325581395348,False,"22,2,7,3","15,2,10,1","4,1,3,2","4,2,3,1",139.0,False,True,P1,0.9302325581395348
239,120,rowplayer,"('hero', 'leader')",0.4594594594594595,False,"10,29,30,24","2,15,12,1","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.4594594594594595
240,120,colplayer,"('leader', 'hero')",0.6585365853658537,False,"2,12,15,1","10,30,29,24","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.6585365853658537
241,121,rowplayer,"('staghunt', 'assurance')",0.8064516129032258,False,"13,3,9,5","43,4,1,21","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.8064516129032258
242,121,colplayer,"('assurance', 'staghunt')",0.84,False,"43,1,4,21","13,9,3,5","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.84
243,122,rowplayer,"('leader', 'dilemma')",0.7941176470588235,False,"7,15,25,1","23,41,3,4","2,3,4,1","3,4,1,2",23.0,False,True,P1,0.7941176470588235
244,122,colplayer,"('dilemma', 'leader')",0.21875,False,"23,3,41,4","7,25,15,1","3,1,4,2","2,4,3,1",122.0,False,True,P1,0.21875
245,123,rowplayer,"('compromise', 'hero')",0.3111111111111111,False,"1,16,32,19","1,25,13,2","1,2,4,3","1,4,3,2",44.0,False,True,P1,0.3111111111111111
246,123,colplayer,"('hero', 'compromise')",0.5,False,"1,13,25,2","1,32,16,19","1,3,4,2","1,4,2,3",88.0,False,True,P1,0.5
247,124,rowplayer,"('harmony', 'dilemma')",0.9069767441860463,False,"19,18,2,1","13,27,1,5","4,3,2,1","3,4,1,2",83.0,False,True,P1,0.9069767441860463
248,124,colplayer,"('dilemma', 'harmony')",0.085714286,False,"13,1,27,5","19,2,18,1","3,1,4,2","4,2,3,1",127.0,False,True,P1,0.085714286
249,125,rowplayer,"('dilemma', 'peace')",0.078947368,True,"17,2,37,8","24,7,22,7",,,,,,,
250,125,colplayer,"('peace', 'dilemma')",0.8780487804878049,True,"24,22,7,7","17,37,2,8",,,,,,,
251,126,rowplayer,"('leader', 'hero')",0.1935483870967742,True,"8,17,28,6","1,4,4,2",,,,,,,
252,126,colplayer,"('hero', 'leader')",0.4117647058823529,True,"1,4,4,2","8,28,17,6",,,,,,,
253,127,rowplayer,"('harmony', 'assurance')",0.9302325581395348,False,"29,5,2,1","25,9,4,19","4,3,2,1","4,2,1,3",73.0,False,True,P1,0.9302325581395348
254,127,colplayer,"('assurance', 'harmony')",0.7931034482758621,False,"25,4,9,19","29,2,5,1","4,1,2,3","4,2,3,1",7.0,False,True,P1,0.7931034482758621
255,128,rowplayer,"('leader', 'dilemma')",0.8421052631578947,False,"14,19,29,3","26,28,2,16","2,3,4,1","3,4,1,2",23.0,False,True,P1,0.8421052631578947
256,128,colplayer,"('dilemma', 'leader')",0.1388888888888889,False,"26,2,28,16","14,29,19,3","3,1,4,2","2,4,3,1",122.0,False,True,P1,0.1388888888888889
257,129,rowplayer,"('staghunt', 'staghunt')",0.84375,True,"32,3,8,7","14,5,4,5",,,,,,,
258,129,colplayer,"('staghunt', 'staghunt')",0.8269230769230769,True,"14,4,5,5","32,8,3,7",,,,,,,
259,130,rowplayer,"('staghunt', 'staghunt')",0.9411764705882352,False,"18,3,6,5","33,18,8,17","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.9411764705882352
260,130,colplayer,"('staghunt', 'staghunt')",0.75,False,"33,8,18,17","18,6,3,5","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.75
261,131,rowplayer,"('concord', 'staghunt')",0.9555555555555556,False,"12,4,5,1","22,18,10,13","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.9555555555555556
262,131,colplayer,"('staghunt', 'concord')",0.6428571428571429,False,"22,10,18,13","12,5,4,1","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.6428571428571429
263,132,rowplayer,"('safecoord', 'peace')",0.8095238095238095,False,"18,7,1,10","30,1,13,6","4,2,1,3","4,1,3,2",58.0,False,True,P1,0.8095238095238095
264,132,colplayer,"('peace', 'safecoord')",0.926829268,False,"30,13,1,6","18,1,7,10","4,3,1,2","4,1,2,3",113.0,False,True,P1,0.926829268
265,133,rowplayer,"('compromise', 'chicken')",0.3111111111111111,False,"2,7,17,14","16,38,15,1","1,2,4,3","3,4,2,1",39.0,False,True,P1,0.3111111111111111
266,133,colplayer,"('chicken', 'compromise')",0.696969697,False,"16,15,38,1","2,17,7,14","3,2,4,1","1,4,2,3",28.0,False,True,P1,0.696969697
267,134,rowplayer,"('compromise', 'hero')",0.125,False,"1,9,33,17","1,18,11,2","1,2,4,3","1,4,3,2",44.0,False,True,P1,0.125
268,134,colplayer,"('hero', 'compromise')",0.5208333333333334,False,"1,11,18,2","1,33,9,17","1,3,4,2","1,4,2,3",88.0,False,True,P1,0.5208333333333334
269,135,rowplayer,"('assurance', 'deadlock')",0.55,False,"26,10,13,20","4,15,2,7","4,1,2,3","2,4,1,3",6.0,False,True,P1,0.55
270,135,colplayer,"('deadlock', 'assurance')",0.1379310344827586,False,"4,2,15,7","26,13,10,20","2,1,4,3","4,2,1,3",61.0,False,True,P1,0.1379310344827586
271,136,rowplayer,"('peace', 'harmony')",0.9393939393939394,True,"34,3,1,1","40,17,19,9",,,,,,,
272,136,colplayer,"('harmony', 'peace')",0.918918919,True,"40,19,17,9","34,1,3,1",,,,,,,
273,137,rowplayer,"('harmony', 'peace')",0.9444444444444444,False,"33,11,8,1","32,1,10,2","4,3,2,1","4,1,3,2",82.0,False,True,P1,0.9444444444444444
274,137,colplayer,"('peace', 'harmony')",0.9333333333333332,False,"32,10,1,2","33,8,11,1","4,3,1,2","4,2,3,1",115.0,False,True,P1,0.9333333333333332
275,138,rowplayer,"('dilemma', 'concord')",0.3260869565217391,False,"10,4,12,9","28,18,15,1","3,1,4,2","4,3,2,1",129.0,False,True,P1,0.3260869565217391
276,138,colplayer,"('concord', 'dilemma')",0.9166666666666666,False,"28,15,18,1","10,12,4,9","4,2,3,1","3,4,1,2",107.0,False,True,P1,0.9166666666666666
277,139,rowplayer,"('chicken', 'hero')",0.78,False,"18,14,22,2","1,27,16,5","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.78
278,139,colplayer,"('hero', 'chicken')",0.2272727272727272,False,"1,16,27,5","18,22,14,2","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.2272727272727272
279,140,rowplayer,"('harmony', 'assurance')",0.926829268,False,"25,12,9,5","14,2,1,7","4,3,2,1","4,2,1,3",73.0,False,True,P1,0.926829268
280,140,colplayer,"('assurance', 'harmony')",0.8108108108108109,False,"14,1,2,7","25,9,12,5","4,1,2,3","4,2,3,1",7.0,False,True,P1,0.8108108108108109
281,141,rowplayer,"('harmony', 'deadlock')",0.9019607843137256,False,"23,8,7,1","8,36,2,31","4,3,2,1","2,4,1,3",78.0,False,True,P1,0.9019607843137256
282,141,colplayer,"('deadlock', 'harmony')",0.1052631578947368,False,"8,2,36,31","23,7,8,1","2,1,4,3","4,2,3,1",67.0,False,True,P1,0.1052631578947368
283,142,rowplayer,"('compromise', 'safecoord')",0.0,False,"6,12,45,15","32,2,7,15","1,2,4,3","4,1,2,3",41.0,False,True,P1,0.0
284,142,colplayer,"('safecoord', 'compromise')",0.7222222222222222,False,"32,7,2,15","6,45,12,15","4,2,1,3","1,4,2,3",52.0,False,True,P1,0.7222222222222222
285,143,rowplayer,"('hero', 'chicken')",0.3611111111111111,False,"2,5,6,3","21,25,19,8","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.3611111111111111
286,143,colplayer,"('chicken', 'hero')",0.6666666666666666,False,"21,19,25,8","2,6,5,3","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.6666666666666666
287,144,rowplayer,"('leader', 'harmony')",0.4054054054054054,False,"4,13,17,1","39,11,38,4","2,3,4,1","4,2,3,1",19.0,False,True,P1,0.4054054054054054
288,144,colplayer,"('harmony', 'leader')",0.8857142857142857,False,"39,38,11,4","4,17,13,1","4,3,2,1","2,4,3,1",74.0,False,True,P1,0.8857142857142857
289,145,rowplayer,"('concord', 'assurance')",0.8947368421052632,True,"29,8,18,5","9,1,1,7",,,,,,,
290,145,colplayer,"('assurance', 'concord')",0.8809523809523809,True,"9,1,1,7","29,18,8,5",,,,,,,
291,146,rowplayer,"('safecoord', 'compromise')",0.8064516129032258,False,"42,6,1,18","7,22,8,12","4,2,1,3","1,4,2,3",52.0,False,True,P1,0.8064516129032258
292,146,colplayer,"('compromise', 'safecoord')",0.1578947368421052,False,"7,8,22,12","42,1,6,18","1,2,4,3","4,1,2,3",41.0,False,True,P1,0.1578947368421052
293,147,rowplayer,"('compromise', 'safecoord')",0.1142857142857142,True,"5,5,23,7","32,3,20,21",,,,,,,
294,147,colplayer,"('safecoord', 'compromise')",0.9555555555555556,True,"32,20,3,21","5,23,5,7",,,,,,,
295,148,rowplayer,"('hero', 'deadlock')",0.3333333333333333,False,"5,16,27,9","18,23,12,21","1,3,4,2","2,4,1,3",90.0,False,True,P1,0.3333333333333333
296,148,colplayer,"('deadlock', 'hero')",0.1142857142857142,False,"18,12,23,21","5,27,16,9","2,1,4,3","1,4,3,2",68.0,False,True,P1,0.1142857142857142
297,149,rowplayer,"('deadlock', 'deadlock')",0.073170732,False,"3,1,17,14","20,34,4,21","2,1,4,3","2,4,1,3",66.0,False,True,P1,0.073170732
298,149,colplayer,"('deadlock', 'deadlock')",0.1538461538461538,False,"20,4,34,21","3,17,1,14","2,1,4,3","2,4,1,3",66.0,False,True,P1,0.1538461538461538
299,150,rowplayer,"('deadlock', 'peace')",0.2,True,"16,5,32,16","33,2,14,12",,,,,,,
300,150,colplayer,"('peace', 'deadlock')",0.8918918918918919,True,"33,14,2,12","16,32,5,16",,,,,,,
301,151,rowplayer,"('peace', 'dilemma')",0.8888888888888888,False,"23,9,6,7","13,16,1,10","4,3,1,2","3,4,1,2",119.0,False,True,P1,0.8888888888888888
302,151,colplayer,"('dilemma', 'peace')",0.375,False,"13,1,16,10","23,6,9,7","3,1,4,2","4,1,3,2",130.0,False,True,P1,0.375
303,152,rowplayer,"('staghunt', 'dilemma')",0.7948717948717948,True,"4,1,2,1","8,12,3,5",,,,,,,
304,152,colplayer,"('dilemma', 'staghunt')",0.4516129032258064,True,"8,3,12,5","4,2,1,1",,,,,,,
305,153,rowplayer,"('safecoord', 'dilemma')",0.75,False,"23,13,3,17","15,40,3,4","4,2,1,3","3,4,1,2",59.0,False,True,P1,0.75
306,153,colplayer,"('dilemma', 'safecoord')",0.28125,False,"15,3,40,4","23,3,13,17","3,1,4,2","4,1,2,3",125.0,False,True,P1,0.28125
307,154,rowplayer,"('dilemma', 'concord')",0.2058823529411764,False,"9,1,18,4","25,23,19,4","3,1,4,2","4,3,2,1",129.0,False,True,P1,0.2058823529411764
308,154,colplayer,"('concord', 'dilemma')",0.8648648648648649,False,"25,19,23,4","9,18,1,4","4,2,3,1","3,4,1,2",107.0,False,True,P1,0.8648648648648649
309,155,rowplayer,"('chicken', 'harmony')",0.2444444444444444,True,"11,3,23,3","46,15,40,6",,,,,,,
310,155,colplayer,"('harmony', 'chicken')",0.8709677419354839,True,"46,40,15,6","11,23,3,3",,,,,,,
311,156,rowplayer,"('assurance', 'concord')",0.8387096774193549,True,"40,1,1,4","16,13,3,2",,,,,,,
312,156,colplayer,"('concord', 'assurance')",0.8,True,"16,3,13,2","40,1,1,4",,,,,,,
313,157,rowplayer,"('staghunt', 'safecoord')",0.6666666666666666,False,"41,4,37,15","19,1,3,9","4,1,3,2","4,1,2,3",137.0,False,True,P1,0.6666666666666666
314,157,colplayer,"('safecoord', 'staghunt')",0.868421053,False,"19,3,1,9","41,37,4,15","4,2,1,3","4,3,1,2",60.0,False,True,P1,0.868421053
315,158,rowplayer,"('compromise', 'harmony')",0.1111111111111111,True,"1,1,21,2","43,14,31,5",,,,,,,
316,158,colplayer,"('harmony', 'compromise')",0.9428571428571428,True,"43,31,14,5","1,21,1,2",,,,,,,
317,159,rowplayer,"('safecoord', 'dilemma')",0.8809523809523809,False,"23,10,9,19","7,12,2,3","4,2,1,3","3,4,1,2",59.0,False,True,P1,0.8809523809523809
318,159,colplayer,"('dilemma', 'safecoord')",0.25,False,"7,2,12,3","23,9,10,19","3,1,4,2","4,1,2,3",125.0,False,True,P1,0.25
319,160,rowplayer,"('dilemma', 'deadlock')",0.3243243243243243,False,"10,3,11,5","3,23,2,19","3,1,4,2","2,4,1,3",126.0,False,True,P1,0.3243243243243243
320,160,colplayer,"('deadlock', 'dilemma')",0.1351351351351351,False,"3,2,23,19","10,11,3,5","2,1,4,3","3,4,1,2",71.0,False,True,P1,0.1351351351351351
321,161,rowplayer,"('chicken', 'staghunt')",0.85,True,"9,8,12,1","27,16,3,3",,,,,,,
322,161,colplayer,"('staghunt', 'chicken')",0.8,True,"27,3,16,3","9,12,8,1",,,,,,,
323,162,rowplayer,"('assurance', 'deadlock')",0.4814814814814814,False,"30,1,7,11","6,35,2,10","4,1,2,3","2,4,1,3",6.0,False,True,P1,0.4814814814814814
324,162,colplayer,"('deadlock', 'assurance')",0.1538461538461538,False,"6,2,35,10","30,7,1,11","2,1,4,3","4,2,1,3",61.0,False,True,P1,0.1538461538461538
325,163,rowplayer,"('dilemma', 'compromise')",0.1363636363636363,False,"12,7,39,8","1,15,10,14","3,1,4,2","1,4,2,3",124.0,False,True,P1,0.1363636363636363
326,163,colplayer,"('compromise', 'dilemma')",0.2352941176470588,False,"1,10,15,14","12,39,7,8","1,2,4,3","3,4,1,2",47.0,False,True,P1,0.2352941176470588
327,164,rowplayer,"('compromise', 'leader')",0.073170732,True,"5,5,41,19","20,33,27,9",,,,,,,
328,164,colplayer,"('leader', 'compromise')",0.875,True,"20,27,33,9","5,41,5,19",,,,,,,
329,165,rowplayer,"('dilemma', 'deadlock')",0.2941176470588235,False,"19,1,45,11","17,34,2,20","3,1,4,2","2,4,1,3",126.0,False,True,P1,0.2941176470588235
330,165,colplayer,"('deadlock', 'dilemma')",0.2972972972972973,False,"17,2,34,20","19,45,1,11","2,1,4,3","3,4,1,2",71.0,False,True,P1,0.2972972972972973
331,166,rowplayer,"('compromise', 'peace')",0.0588235294117647,False,"3,8,37,11","41,2,28,24","1,2,4,3","4,1,3,2",46.0,False,True,P1,0.0588235294117647
332,166,colplayer,"('peace', 'compromise')",1.0,False,"41,28,2,24","3,37,8,11","4,3,1,2","1,4,2,3",112.0,False,True,P1,1.0
333,167,rowplayer,"('concord', 'leader')",0.7435897435897436,False,"35,4,34,3","8,31,14,6","4,2,3,1","2,4,3,1",98.0,False,True,P1,0.7435897435897436
334,167,colplayer,"('leader', 'concord')",0.5,False,"8,14,31,6","35,34,4,3","2,3,4,1","4,3,2,1",21.0,False,True,P1,0.5
335,168,rowplayer,"('safecoord', 'concord')",0.8636363636363636,False,"31,6,2,7","24,17,11,7","4,2,1,3","4,3,2,1",57.0,False,True,P1,0.8636363636363636
336,168,colplayer,"('concord', 'safecoord')",0.7714285714285715,False,"24,11,17,7","31,2,6,7","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.7714285714285715
337,169,rowplayer,"('harmony', 'chicken')",0.975,False,"38,28,10,4","27,41,18,3","4,3,2,1","3,4,2,1",75.0,False,True,P1,0.975
338,169,colplayer,"('chicken', 'harmony')",0.4722222222222222,False,"27,18,41,3","38,10,28,4","3,2,4,1","4,2,3,1",31.0,False,True,P1,0.4722222222222222
339,170,rowplayer,"('harmony', 'concord')",0.8333333333333334,True,"46,24,24,20","29,15,13,4",,,,,,,
340,170,colplayer,"('concord', 'harmony')",0.9444444444444444,True,"29,13,15,4","46,24,24,20",,,,,,,
341,171,rowplayer,"('dilemma', 'dilemma')",0.1351351351351351,False,"22,1,38,13","3,20,1,2","3,1,4,2","3,4,1,2",131.0,False,True,P1,0.1351351351351351
342,171,colplayer,"('dilemma', 'dilemma')",0.3611111111111111,False,"3,1,20,2","22,38,1,13","3,1,4,2","3,4,1,2",131.0,False,True,P1,0.3611111111111111
