model,mode,steer_layer,variant,game_code,counterbalance_id,range_letter,range_act0,range_canon,flip_letter,flip_action,flip_canon,family,wave
qwen,h2_choice,65,main_perp,BaAs,2,0.1558,0.15579999999999994,0.15579999999999994,1,1,1,MP,1
qwen,h2_choice,65,main_perp,BaAs,3,0.17880000000000001,0.17880000000000007,0.17880000000000007,0,0,0,MP,1
qwen,h2_choice,65,main_perp,BaBa,0,0.123,0.123,0.123,1,1,1,CO2,3
qwen,h2_choice,65,main_perp,BaBa,1,0.2001,0.2001,0.2001,0,0,0,CO2,3
qwen,h2_choice,65,main_perp,BaBa,2,0.15039999999999998,0.15039999999999998,0.15039999999999998,1,1,1,CO2,3
qwen,h2_choice,65,main_perp,BaBa,3,0.123,0.123,0.123,0,0,0,CO2,3
qwen,h2_choice,65,main_perp,BaCh,0,0.18269999999999997,0.18269999999999997,0.18269999999999997,1,1,1,CO2,4
qwen,h2_choice,65,main_perp,BaCh,1,0.20490000000000003,0.20490000000000003,0.20490000000000003,0,0,0,CO2,4
qwen,h2_choice,65,main_perp,BaCh,2,0.15500000000000003,0.15500000000000003,0.15500000000000003,1,1,1,CO2,4
qwen,h2_choice,65,main_perp,BaCh,3,0.15150000000000002,0.15149999999999997,0.15149999999999997,0,0,0,CO2,4
qwen,h2_choice,65,main_perp,BaCm,0,0.18240000000000006,0.18240000000000006,0.18240000000000006,1,1,1,OD1,1
qwen,h2_choice,65,main_perp,BaCm,1,0.20130000000000003,0.20130000000000003,0.20130000000000003,0,0,0,OD1,1
qwen,h2_choice,65,main_perp,BaCm,2,0.122,0.122,0.122,1,1,1,OD1,1
qwen,h2_choice,65,main_perp,BaCm,3,0.12319999999999998,0.12319999999999998,0.12319999999999998,1,1,1,OD1,1
qwen,h2_choice,65,main_perp,BaCo,0,0.24120000000000008,0.24120000000000008,0.24120000000000008,1,1,1,MP,3
qwen,h2_choice,65,main_perp,BaCo,1,0.1997,0.1997,0.1997,0,0,0,MP,3
qwen,h2_choice,65,main_perp,BaCo,2,0.15550000000000003,0.15549999999999997,0.15549999999999997,1,1,1,MP,3
qwen,h2_choice,65,main_perp,BaCo,3,0.15150000000000002,0.15149999999999997,0.15149999999999997,0,0,0,MP,3
qwen,h2_choice,65,main_perp,BaDl,0,0.1789,0.1789,0.1789,0,0,0,OD1,3
qwen,h2_choice,65,main_perp,BaDl,1,0.20020000000000004,0.20020000000000004,0.20020000000000004,0,0,0,OD1,3
qwen,h2_choice,65,main_perp,BaDl,2,0.1558,0.15579999999999994,0.15579999999999994,1,1,1,OD1,3
qwen,h2_choice,65,main_perp,BaDl,3,0.2061,0.20609999999999995,0.20609999999999995,0,0,0,OD1,3
qwen,h2_choice,65,main_perp,BaHa,0,0.1789,0.1789,0.17890000000000006,0,0,0,OD2,2
qwen,h2_choice,65,main_perp,BaHa,1,0.1986,0.1986,0.1985999999999999,0,0,0,OD2,2
qwen,h2_choice,65,main_perp,BaHa,2,0.1526,0.15259999999999996,0.15259999999999996,1,1,1,OD2,2
qwen,h2_choice,65,main_perp,BaHa,3,0.1532,0.1532,0.1532,1,1,1,OD2,2
qwen,h2_choice,65,main_perp,BaHr,0,0.186,0.186,0.186,1,1,1,CO1,5
qwen,h2_choice,65,main_perp,BaHr,1,0.17579999999999996,0.17579999999999996,0.17579999999999996,0,0,0,CO1,5
qwen,h2_choice,65,main_perp,BaHr,2,0.11819999999999997,0.11819999999999997,0.11819999999999997,0,0,0,CO1,5
qwen,h2_choice,65,main_perp,BaHr,3,0.124,0.124,0.124,1,1,1,CO1,5
qwen,h2_choice,65,main_perp,BaNc,0,0.1789,0.1789,0.17890000000000006,0,0,0,OD2,4
qwen,h2_choice,65,main_perp,BaNc,1,0.18319999999999997,0.18319999999999997,0.18319999999999992,1,1,1,OD2,4
qwen,h2_choice,65,main_perp,BaNc,2,0.18400000000000005,0.18400000000000005,0.18400000000000005,1,1,1,OD2,4
qwen,h2_choice,65,main_perp,BaNc,3,0.20130000000000003,0.20130000000000003,0.20130000000000003,0,0,0,OD2,4
qwen,h2_choice,65,main_perp,BaPc,0,0.15439999999999993,0.15439999999999993,0.15439999999999998,1,1,1,OD2,6
qwen,h2_choice,65,main_perp,BaPc,1,0.17470000000000002,0.17470000000000002,0.17469999999999997,0,0,0,OD2,6
qwen,h2_choice,65,main_perp,BaPc,2,0.09030000000000005,0.09030000000000005,0.09030000000000005,0,0,0,OD2,6
qwen,h2_choice,65,main_perp,BaPc,3,0.15439999999999998,0.15439999999999998,0.15439999999999998,1,1,1,OD2,6
qwen,h2_choice,65,main_perp,BaPd,0,0.1825,0.1825,0.1825,1,1,1,OD1,5
qwen,h2_choice,65,main_perp,BaPd,1,0.19940000000000002,0.19940000000000002,0.19940000000000002,0,0,0,OD1,5
qwen,h2_choice,65,main_perp,BaPd,2,0.15300000000000002,0.15300000000000002,0.15300000000000002,1,1,1,OD1,5
qwen,h2_choice,65,main_perp,BaPd,3,0.18219999999999997,0.18219999999999992,0.18219999999999992,1,1,1,OD1,5
qwen,h2_choice,65,main_perp,BaSh,0,0.14250000000000002,0.14250000000000002,0.14250000000000002,0,0,0,MP,5
qwen,h2_choice,65,main_perp,BaSh,1,0.16900000000000004,0.16900000000000004,0.16900000000000004,0,0,0,MP,5
qwen,h2_choice,65,main_perp,BaSh,2,0.18170000000000003,0.18170000000000008,0.18170000000000008,1,1,1,MP,5
qwen,h2_choice,65,main_perp,BaSh,3,0.2,0.20000000000000007,0.20000000000000007,0,0,0,MP,5
qwen,h2_choice,65,main_perp,ChAs,0,0.2103,0.2103,0.2103,1,1,1,MP,7
qwen,h2_choice,65,main_perp,ChAs,1,0.16900000000000004,0.16900000000000004,0.16900000000000004,0,0,0,MP,7
qwen,h2_choice,65,main_perp,ChAs,2,0.12350000000000005,0.12350000000000005,0.12350000000000005,1,1,1,MP,7
qwen,h2_choice,65,main_perp,ChAs,3,0.15050000000000002,0.15050000000000008,0.15050000000000008,0,0,0,MP,7
qwen,h2_choice,65,main_perp,ChBa,0,0.193,0.193,0.193,0,0,0,CO2,5
qwen,h2_choice,65,main_perp,ChBa,1,0.1932,0.1932,0.1932,0,0,0,CO2,5
qwen,h2_choice,65,main_perp,ChBa,2,0.08909999999999996,0.08909999999999996,0.08909999999999996,0,0,0,CO2,5
qwen,h2_choice,65,main_perp,ChBa,3,0.18510000000000004,0.18510000000000004,0.18510000000000004,1,1,1,CO2,5
qwen,h2_choice,65,main_perp,ChCh,0,0.23060000000000003,0.23060000000000003,0.23060000000000003,0,0,0,CO2,6
qwen,h2_choice,65,main_perp,ChCh,1,0.1755,0.1755,0.1755,0,0,0,CO2,6
qwen,h2_choice,65,main_perp,ChCh,2,0.15490000000000004,0.15490000000000004,0.15490000000000004,1,1,1,CO2,6
qwen,h2_choice,65,main_perp,ChCh,3,0.1789,0.17890000000000006,0.17890000000000006,0,0,0,CO2,6
qwen,h2_choice,65,main_perp,ChCm,0,0.175,0.175,0.175,0,0,0,OD1,7
qwen,h2_choice,65,main_perp,ChCm,1,0.24580000000000002,0.24580000000000002,0.24580000000000002,0,0,0,OD1,7
qwen,h2_choice,65,main_perp,ChCm,2,0.08909999999999996,0.08909999999999996,0.08909999999999996,1,1,1,OD1,7
qwen,h2_choice,65,main_perp,ChCm,3,0.12410000000000004,0.12409999999999999,0.12409999999999999,1,1,1,OD1,7
qwen,h2_choice,65,main_perp,ChCo,0,0.18309999999999998,0.18309999999999998,0.18309999999999998,1,1,1,MP,9
qwen,h2_choice,65,main_perp,ChCo,1,0.2549,0.2549,0.2549,0,0,0,MP,9
qwen,h2_choice,65,main_perp,ChCo,2,0.11650000000000005,0.11650000000000005,0.11650000000000005,0,0,0,MP,9
qwen,h2_choice,65,main_perp,ChCo,3,0.15510000000000002,0.15510000000000002,0.15510000000000002,1,1,1,MP,9
qwen,h2_choice,65,main_perp,ChDl,0,0.20020000000000004,0.20020000000000004,0.20020000000000004,0,0,0,OD1,9
qwen,h2_choice,65,main_perp,ChDl,1,0.193,0.193,0.193,0,0,0,OD1,9
qwen,h2_choice,65,main_perp,ChDl,2,0.1526,0.15259999999999996,0.15259999999999996,1,1,1,OD1,9
qwen,h2_choice,65,main_perp,ChDl,3,0.18240000000000006,0.1824,0.1824,1,1,1,OD1,9
qwen,h2_choice,65,main_perp,ChHa,0,0.18079999999999996,0.18079999999999996,0.18079999999999996,1,1,1,OD2,8
qwen,h2_choice,65,main_perp,ChHa,1,0.1476,0.1476,0.14760000000000006,0,0,0,OD2,8
qwen,h2_choice,65,main_perp,ChHa,2,0.09030000000000005,0.09030000000000005,0.09030000000000005,0,0,0,OD2,8
qwen,h2_choice,65,main_perp,ChHa,3,0.15510000000000002,0.15510000000000002,0.15510000000000002,1,1,1,OD2,8
qwen,h2_choice,65,main_perp,ChHr,0,0.17930000000000001,0.17930000000000001,0.17930000000000001,0,0,0,CO1,6
qwen,h2_choice,65,main_perp,ChHr,1,0.192,0.192,0.192,0,0,0,CO1,6
qwen,h2_choice,65,main_perp,ChHr,2,0.0895999999999999,0.0895999999999999,0.0895999999999999,0,0,0,CO1,6
qwen,h2_choice,65,main_perp,ChHr,3,0.12360000000000004,0.12360000000000004,0.12360000000000004,1,1,1,CO1,6
qwen,h2_choice,65,main_perp,CmAs,0,0.2057,0.2057,0.2057,0,0,0,OD1,8
qwen,h2_choice,65,main_perp,CmAs,1,0.24419999999999997,0.24419999999999997,0.24419999999999997,0,0,0,OD1,8
qwen,h2_choice,65,main_perp,CmAs,2,0.0806,0.0806,0.0806,0,0,0,OD1,8
qwen,h2_choice,65,main_perp,CmAs,3,0.06130000000000002,0.06130000000000002,0.06130000000000002,0,0,0,OD1,8
qwen,h2_choice,65,main_perp,CmCm,0,0.2559,0.2559,0.2559,0,0,0,DD,2
qwen,h2_choice,65,main_perp,CmCm,1,0.22859999999999997,0.22859999999999997,0.22859999999999991,0,0,0,DD,2
qwen,h2_choice,65,main_perp,CmCm,2,0.02410000000000001,0.02410000000000001,0.02410000000000001,0,0,0,DD,2
qwen,h2_choice,65,main_perp,CmCm,3,0.09140000000000004,0.09140000000000004,0.09140000000000004,0,0,0,DD,2
qwen,h2_choice,65,main_perp,CmDl,0,0.2733,0.2733,0.2733,0,0,0,DD,4
qwen,h2_choice,65,main_perp,CmDl,1,0.2448,0.2448,0.2447999999999999,0,0,0,DD,4
qwen,h2_choice,65,main_perp,CmDl,2,0.05499999999999994,0.05499999999999994,0.05499999999999994,0,0,0,DD,4
qwen,h2_choice,65,main_perp,CmDl,3,0.09060000000000001,0.09060000000000001,0.09060000000000001,0,0,0,DD,4
qwen,h2_choice,65,main_perp,CmHa,0,0.22399999999999998,0.22399999999999998,0.22399999999999998,0,0,0,DD,6
qwen,h2_choice,65,main_perp,CmHa,1,0.2592,0.2592,0.2592,0,0,0,DD,6
qwen,h2_choice,65,main_perp,CmHa,2,0.07629999999999992,0.07629999999999992,0.07629999999999992,0,0,0,DD,6
qwen,h2_choice,65,main_perp,CmHa,3,0.06009999999999993,0.06009999999999993,0.06009999999999993,0,0,0,DD,6
qwen,h2_choice,65,main_perp,CmNc,0,0.193,0.193,0.19299999999999995,0,0,0,DD,8
qwen,h2_choice,65,main_perp,CmNc,1,0.2428,0.2428,0.24280000000000002,0,0,0,DD,8
qwen,h2_choice,65,main_perp,CmNc,2,0.02300000000000002,0.02300000000000002,0.02300000000000002,0,0,0,DD,8
qwen,h2_choice,65,main_perp,CmNc,3,0.05940000000000001,0.05940000000000001,0.05940000000000001,0,0,0,DD,8
qwen,h2_choice,65,main_perp,CoAs,0,0.09340000000000004,0.09340000000000004,0.09340000000000004,1,1,1,CO2,7
qwen,h2_choice,65,main_perp,CoAs,1,0.15450000000000003,0.15450000000000003,0.15450000000000003,1,1,1,CO2,7
qwen,h2_choice,65,main_perp,CoAs,2,0.2138,0.2138,0.2138,0,0,0,CO2,7
qwen,h2_choice,65,main_perp,CoAs,3,0.2552,0.2552000000000001,0.2552000000000001,0,0,0,CO2,7
qwen,h2_choice,65,main_perp,CoCo,0,0.12429999999999997,0.12429999999999997,0.12429999999999997,1,1,1,CO1,7
qwen,h2_choice,65,main_perp,CoCo,1,0.15329999999999994,0.15329999999999994,0.15329999999999994,1,1,1,CO1,7
qwen,h2_choice,65,main_perp,CoCo,2,0.2659,0.2659,0.2659,0,0,0,CO1,7
qwen,h2_choice,65,main_perp,CoCo,3,0.2237,0.2237,0.2237,0,0,0,CO1,7
qwen,h2_choice,65,main_perp,CoSh,0,0.15550000000000003,0.15550000000000003,0.15550000000000003,1,1,1,CO2,8
qwen,h2_choice,65,main_perp,CoSh,1,0.15489999999999998,0.15489999999999998,0.15489999999999998,1,1,1,CO2,8
qwen,h2_choice,65,main_perp,CoSh,2,0.2664,0.26639999999999997,0.26639999999999997,0,0,0,CO2,8
qwen,h2_choice,65,main_perp,CoSh,3,0.2557,0.2556999999999999,0.2556999999999999,0,0,0,CO2,8
qwen,h2_choice,65,main_perp,HaAs,0,0.11669999999999991,0.11669999999999991,0.11669999999999991,0,0,0,OD2,7
qwen,h2_choice,65,main_perp,HaAs,1,0.06180000000000008,0.06180000000000008,0.06180000000000008,0,0,0,OD2,7
qwen,h2_choice,65,main_perp,HaAs,2,0.2592,0.2592,0.2592,0,0,0,OD2,7
qwen,h2_choice,65,main_perp,HaAs,3,0.28759999999999997,0.2876000000000001,0.2876000000000001,0,0,0,OD2,7
qwen,h2_choice,65,main_perp,HaBa,0,0.0794999999999999,0.0794999999999999,0.0794999999999999,0,0,0,OD2,9
qwen,h2_choice,65,main_perp,HaBa,1,0.09210000000000007,0.09210000000000007,0.09210000000000007,0,0,0,OD2,9
qwen,h2_choice,65,main_perp,HaBa,2,0.22300000000000003,0.22299999999999998,0.22299999999999998,0,0,0,OD2,9
qwen,h2_choice,65,main_perp,HaBa,3,0.23620000000000002,0.23619999999999997,0.23619999999999997,0,0,0,OD2,9
qwen,h2_choice,65,main_perp,HaCm,0,0.11960000000000004,0.11960000000000004,0.11960000000000004,0,0,0,DD,1
qwen,h2_choice,65,main_perp,HaCm,1,0.12309999999999999,0.12309999999999999,0.12309999999999999,1,1,1,DD,1
qwen,h2_choice,65,main_perp,HaCm,2,0.20590000000000003,0.20589999999999997,0.20589999999999997,0,0,0,DD,1
qwen,h2_choice,65,main_perp,HaCm,3,0.199,0.19899999999999995,0.19899999999999995,0,0,0,DD,1
qwen,h2_choice,65,main_perp,HaDl,0,0.05490000000000006,0.05490000000000006,0.05490000000000006,0,0,0,DD,3
qwen,h2_choice,65,main_perp,HaDl,1,0.12290000000000006,0.12290000000000006,0.12290000000000006,1,1,1,DD,3
qwen,h2_choice,65,main_perp,HaDl,2,0.20590000000000003,0.20589999999999997,0.20589999999999997,0,0,0,DD,3
qwen,h2_choice,65,main_perp,HaDl,3,0.2664,0.26639999999999997,0.26639999999999997,0,0,0,DD,3
qwen,h2_choice,65,main_perp,HaHa,0,0.08730000000000004,0.08730000000000004,0.08730000000000004,0,0,0,DD,5
qwen,h2_choice,65,main_perp,HaHa,1,0.12219999999999998,0.12219999999999998,0.12219999999999998,1,1,1,DD,5
qwen,h2_choice,65,main_perp,HaHa,2,0.25550000000000006,0.25549999999999995,0.25549999999999995,0,0,0,DD,5
qwen,h2_choice,65,main_perp,HaHa,3,0.22949999999999998,0.22950000000000004,0.22950000000000004,0,0,0,DD,5
qwen,h2_choice,65,main_perp,HaNc,0,0.054099999999999926,0.054099999999999926,0.054099999999999926,0,0,0,DD,7
qwen,h2_choice,65,main_perp,HaNc,1,0.11909999999999998,0.11909999999999998,0.11909999999999998,0,0,0,DD,7
qwen,h2_choice,65,main_perp,HaNc,2,0.24280000000000002,0.2427999999999999,0.2427999999999999,0,0,0,DD,7
qwen,h2_choice,65,main_perp,HaNc,3,0.24329999999999996,0.24329999999999985,0.24329999999999985,0,0,0,DD,7
qwen,h2_choice,65,main_perp,HaPc,0,0.08589999999999998,0.08589999999999998,0.08589999999999998,0,0,0,DD,9
qwen,h2_choice,65,main_perp,HaPc,1,0.09319999999999995,0.09319999999999995,0.09319999999999995,1,1,1,DD,9
qwen,h2_choice,65,main_perp,HaPc,2,0.2548,0.2548,0.2548,0,0,0,DD,9
qwen,h2_choice,65,main_perp,HaPc,3,0.2744,0.2744000000000001,0.2744000000000001,0,0,0,DD,9
qwen,h2_choice,65,main_perp,HrAs,0,0.21040000000000003,0.21040000000000003,0.21040000000000003,1,1,1,MP,8
qwen,h2_choice,65,main_perp,HrAs,1,0.2368,0.2368,0.2368,0,0,0,MP,8
qwen,h2_choice,65,main_perp,HrAs,2,0.11730000000000007,0.11730000000000007,0.11730000000000007,0,0,0,MP,8
qwen,h2_choice,65,main_perp,HrAs,3,0.12390000000000001,0.12390000000000001,0.12390000000000001,1,1,1,MP,8
qwen,h2_choice,65,main_perp,HrBa,0,0.23170000000000002,0.23170000000000002,0.23170000000000002,0,0,0,CO1,2
qwen,h2_choice,65,main_perp,HrBa,1,0.23570000000000002,0.23570000000000002,0.23570000000000002,0,0,0,CO1,2
qwen,h2_choice,65,main_perp,HrBa,2,0.05269999999999997,0.05269999999999997,0.05269999999999997,0,0,0,CO1,2
qwen,h2_choice,65,main_perp,HrBa,3,0.12309999999999999,0.12309999999999999,0.12309999999999999,1,1,1,CO1,2
qwen,h2_choice,65,main_perp,HrCh,0,0.23570000000000002,0.23570000000000002,0.23570000000000002,0,0,0,CO1,4
qwen,h2_choice,65,main_perp,HrCh,1,0.22479999999999997,0.22479999999999997,0.2248,0,0,0,CO1,4
qwen,h2_choice,65,main_perp,HrCh,2,0.08699999999999997,0.08699999999999997,0.08699999999999997,0,0,0,CO1,4
qwen,h2_choice,65,main_perp,HrCh,3,0.0922,0.09219999999999995,0.09219999999999995,1,1,1,CO1,4
qwen,h2_choice,65,main_perp,HrHr,0,0.2066,0.2066,0.2066,0,0,0,CO2,2
qwen,h2_choice,65,main_perp,HrHr,1,0.267,0.267,0.267,0,0,0,CO2,2
qwen,h2_choice,65,main_perp,HrHr,2,0.058800000000000074,0.058800000000000074,0.058800000000000074,0,0,0,CO2,2
qwen,h2_choice,65,main_perp,HrHr,3,0.09230000000000005,0.09230000000000005,0.09230000000000005,1,1,1,CO2,2
qwen,h2_choice,65,main_perp,ShAs,0,0.21000000000000002,0.21000000000000002,0.21000000000000002,1,1,1,CO1,8
qwen,h2_choice,65,main_perp,ShAs,1,0.2001,0.2001,0.2001,0,0,0,CO1,8
qwen,h2_choice,65,main_perp,ShAs,2,0.2353,0.23530000000000006,0.23530000000000006,1,1,1,CO1,8
qwen,h2_choice,65,main_perp,ShAs,3,0.2234,0.22339999999999993,0.22339999999999993,0,0,0,CO1,8
qwen,h2_choice,65,main_perp,ShCo,0,0.23020000000000002,0.23020000000000002,0.23020000000000002,0,0,0,CO2,9
qwen,h2_choice,65,main_perp,ShCo,1,0.22469999999999998,0.22469999999999998,0.22469999999999998,0,0,0,CO2,9
qwen,h2_choice,65,main_perp,ShCo,2,0.2625,0.26250000000000007,0.26250000000000007,1,1,1,CO2,9
qwen,h2_choice,65,main_perp,ShCo,3,0.28559999999999997,0.28559999999999997,0.28559999999999997,0,0,0,CO2,9
qwen,h2_choice,65,main_perp,ShSh,0,0.2047,0.2047,0.2047,0,0,0,CO1,9
qwen,h2_choice,65,main_perp,ShSh,1,0.2236,0.2236,0.2236,0,0,0,CO1,9
qwen,h2_choice,65,main_perp,ShSh,2,0.21039999999999998,0.21040000000000003,0.21040000000000003,1,1,1,CO1,9
qwen,h2_choice,65,main_perp,ShSh,3,0.2318,0.2318,0.2318,0,0,0,CO1,9
qwen,h2_choice,65,random,AsAs,0,0.03209999999999996,0.03209999999999996,0.03209999999999996,0,0,0,CO1,1
qwen,h2_choice,65,random,AsAs,1,0.031000000000000028,0.031000000000000028,0.031000000000000028,0,0,0,CO1,1
qwen,h2_choice,65,random,AsAs,2,0.031399999999999983,0.031399999999999983,0.031399999999999983,0,0,0,CO1,1
qwen,h2_choice,65,random,AsAs,3,0.03240000000000004,0.032399999999999984,0.032399999999999984,0,0,0,CO1,1
qwen,h2_choice,65,random,AsBa,0,0.032200000000000006,0.032200000000000006,0.032200000000000006,0,0,0,MP,2
qwen,h2_choice,65,random,AsBa,1,0.06219999999999998,0.06219999999999998,0.06220000000000003,0,0,0,MP,2
qwen,h2_choice,65,random,AsBa,2,0.031700000000000006,0.03170000000000006,0.03170000000000006,0,0,0,MP,2
qwen,h2_choice,65,random,AsBa,3,0.0017000000000000348,0.0017000000000000348,0.0017000000000000348,0,0,0,MP,2
qwen,h2_choice,65,random,AsCh,0,0.031200000000000006,0.031200000000000006,0.031200000000000006,1,1,1,MP,4
qwen,h2_choice,65,random,AsCh,1,0.031700000000000006,0.031700000000000006,0.03170000000000006,0,0,0,MP,4
qwen,h2_choice,65,random,AsCh,2,0.031700000000000006,0.03170000000000006,0.03170000000000006,0,0,0,MP,4
qwen,h2_choice,65,random,AsCh,3,0.031799999999999995,0.03179999999999994,0.03179999999999994,0,0,0,MP,4
qwen,h2_choice,65,random,AsCm,0,0.030700000000000005,0.030700000000000005,0.03070000000000006,0,0,0,OD1,2
qwen,h2_choice,65,random,AsCm,1,0.030799999999999994,0.030799999999999994,0.03079999999999994,0,0,0,OD1,2
qwen,h2_choice,65,random,AsCm,2,0.031399999999999983,0.031399999999999983,0.031399999999999983,1,1,1,OD1,2
qwen,h2_choice,65,random,AsCm,3,0.031200000000000006,0.031200000000000006,0.031200000000000006,0,0,0,OD1,2
qwen,h2_choice,65,random,AsCo,0,0.0008000000000000229,0.0008000000000000229,0.0008000000000000229,0,0,0,CO2,1
qwen,h2_choice,65,random,AsCo,1,0.03090000000000004,0.03090000000000004,0.03090000000000004,0,0,0,CO2,1
qwen,h2_choice,65,random,AsCo,2,0.032200000000000006,0.032200000000000006,0.032200000000000006,0,0,0,CO2,1
qwen,h2_choice,65,random,AsCo,3,0.03090000000000004,0.03090000000000015,0.03090000000000015,0,0,0,CO2,1
qwen,h2_choice,65,random,AsDl,0,0.03209999999999996,0.03209999999999996,0.03210000000000002,0,0,0,OD1,4
qwen,h2_choice,65,random,AsDl,1,0.03160000000000002,0.03160000000000002,0.03159999999999996,0,0,0,OD1,4
qwen,h2_choice,65,random,AsDl,2,0.030399999999999983,0.030399999999999983,0.030399999999999983,1,1,1,OD1,4
qwen,h2_choice,65,random,AsDl,3,0.0018999999999999573,0.0019000000000000128,0.0019000000000000128,0,0,0,OD1,4
qwen,h2_choice,65,random,AsHa,0,0.031200000000000006,0.031200000000000006,0.031200000000000006,0,0,0,OD2,1
qwen,h2_choice,65,random,AsHa,1,0.03300000000000003,0.03300000000000003,0.03300000000000003,0,0,0,OD2,1
qwen,h2_choice,65,random,AsHa,2,0.030700000000000005,0.03070000000000006,0.03070000000000006,0,0,0,OD2,1
qwen,h2_choice,65,random,AsHa,3,0.031700000000000006,0.03169999999999995,0.03169999999999995,0,0,0,OD2,1
qwen,h2_choice,65,random,AsHr,0,0.031200000000000006,0.031200000000000006,0.031200000000000006,0,0,0,MP,6
qwen,h2_choice,65,random,AsHr,1,0.03210000000000002,0.03210000000000002,0.03210000000000002,0,0,0,MP,6
qwen,h2_choice,65,random,AsHr,2,0.03169999999999995,0.03169999999999995,0.03169999999999995,1,1,1,MP,6
qwen,h2_choice,65,random,AsHr,3,0.03210000000000002,0.03210000000000002,0.03210000000000002,0,0,0,MP,6
qwen,h2_choice,65,random,AsNc,0,0.061,0.061,0.061,0,0,0,OD2,3
qwen,h2_choice,65,random,AsNc,1,0.03210000000000002,0.03210000000000002,0.03210000000000002,0,0,0,OD2,3
qwen,h2_choice,65,random,AsNc,2,0.031100000000000017,0.031100000000000017,0.031100000000000017,0,0,0,OD2,3
qwen,h2_choice,65,random,AsNc,3,0.03209999999999996,0.032099999999999906,0.032099999999999906,0,0,0,OD2,3
qwen,h2_choice,65,random,AsPc,0,0.03200000000000003,0.03200000000000003,0.03200000000000003,0,0,0,OD2,5
qwen,h2_choice,65,random,AsPc,1,0.03090000000000004,0.03090000000000004,0.03090000000000004,0,0,0,OD2,5
qwen,h2_choice,65,random,AsPc,2,0.03240000000000004,0.032399999999999984,0.032399999999999984,0,0,0,OD2,5
qwen,h2_choice,65,random,AsPc,3,0.05879999999999996,0.05879999999999996,0.05879999999999996,0,0,0,OD2,5
qwen,h2_choice,65,random,AsPd,0,0.032200000000000006,0.032200000000000006,0.032200000000000006,1,1,1,OD1,6
qwen,h2_choice,65,random,AsPd,1,0.031399999999999983,0.031399999999999983,0.031399999999999983,0,0,0,OD1,6
qwen,h2_choice,65,random,AsPd,2,0.032299999999999995,0.032299999999999995,0.032299999999999995,0,0,0,OD1,6
qwen,h2_choice,65,random,AsPd,3,0.030999999999999972,0.031000000000000028,0.031000000000000028,0,0,0,OD1,6
qwen,h2_choice,65,random,AsSh,0,0.031700000000000006,0.031700000000000006,0.031700000000000006,0,0,0,CO1,3
qwen,h2_choice,65,random,AsSh,1,0.031100000000000017,0.031100000000000017,0.031100000000000017,0,0,0,CO1,3
qwen,h2_choice,65,random,AsSh,2,0.0005999999999999894,0.0006000000000000449,0.0006000000000000449,0,0,0,CO1,3
qwen,h2_choice,65,random,AsSh,3,0.030700000000000005,0.03070000000000006,0.03070000000000006,0,0,0,CO1,3
qwen,h2_choice,65,random,BaAs,0,0.0005000000000000004,0.0005000000000000004,0.0005000000000000004,0,0,0,MP,1
qwen,h2_choice,65,random,BaAs,1,0.031000000000000028,0.031000000000000028,0.031000000000000028,0,0,0,MP,1
qwen,h2_choice,65,random,BaAs,2,0.03249999999999997,0.03249999999999997,0.03249999999999997,1,1,1,MP,1
qwen,h2_choice,65,random,BaAs,3,0.030999999999999972,0.031000000000000028,0.031000000000000028,0,0,0,MP,1
qwen,h2_choice,65,random,BaBa,0,0.06330000000000002,0.06330000000000002,0.06330000000000002,1,1,1,CO2,3
qwen,h2_choice,65,random,BaBa,1,0.029299999999999993,0.029299999999999993,0.029299999999999993,0,0,0,CO2,3
qwen,h2_choice,65,random,BaBa,2,0.030200000000000005,0.030200000000000005,0.030200000000000005,0,0,0,CO2,3
qwen,h2_choice,65,random,BaBa,3,0.032299999999999995,0.032299999999999995,0.032299999999999995,0,0,0,CO2,3
qwen,h2_choice,65,random,BaCh,0,0.031399999999999983,0.031399999999999983,0.031399999999999983,0,0,0,CO2,4
qwen,h2_choice,65,random,BaCh,1,0.03250000000000003,0.03250000000000003,0.03250000000000003,0,0,0,CO2,4
qwen,h2_choice,65,random,BaCh,2,0.0625,0.0625,0.0625,0,0,0,CO2,4
qwen,h2_choice,65,random,BaCh,3,0.03259999999999996,0.03259999999999996,0.03259999999999996,0,0,0,CO2,4
qwen,h2_choice,65,random,BaCm,0,0.06080000000000002,0.06080000000000002,0.06080000000000002,0,0,0,OD1,1
qwen,h2_choice,65,random,BaCm,1,0.0015999999999999903,0.0015999999999999903,0.0015999999999999903,0,0,0,OD1,1
qwen,h2_choice,65,random,BaCm,2,0.0020999999999999908,0.0020999999999999908,0.0020999999999999908,0,0,0,OD1,1
qwen,h2_choice,65,random,BaCm,3,0.03090000000000004,0.03090000000000004,0.03090000000000004,1,1,1,OD1,1
qwen,h2_choice,65,random,BaCo,0,0.0625,0.0625,0.0625,0,0,0,MP,3
qwen,h2_choice,65,random,BaCo,1,0.06119999999999998,0.06119999999999998,0.06119999999999998,0,0,0,MP,3
qwen,h2_choice,65,random,BaCo,2,0.06040000000000001,0.06040000000000001,0.06040000000000001,0,0,0,MP,3
qwen,h2_choice,65,random,BaCo,3,0.06330000000000002,0.06330000000000002,0.06330000000000002,0,0,0,MP,3
qwen,h2_choice,65,random,BaDl,0,0.0025000000000000022,0.0025000000000000022,0.0025000000000000022,0,0,0,OD1,3
