model,mode,steer_layer,variant,game_code,counterbalance_id,range_letter,range_act0,range_canon,flip_letter,flip_action,flip_canon,family,wave
llama31_instruct,h2_choice,79,main_perp,HaAs,0,0.03520000000000001,0.03520000000000001,0.03520000000000001,0,0,0,OD2,7
llama31_instruct,h2_choice,79,main_perp,HaAs,1,0.02210000000000001,0.02210000000000001,0.02210000000000001,0,0,0,OD2,7
llama31_instruct,h2_choice,79,main_perp,HaAs,2,0.05039999999999997,0.05039999999999989,0.05039999999999989,0,0,0,OD2,7
llama31_instruct,h2_choice,79,main_perp,HaAs,3,0.058199999999999974,0.05819999999999992,0.05819999999999992,0,0,0,OD2,7
llama31_instruct,h2_choice,79,main_perp,HaBa,0,0.031399999999999983,0.031399999999999983,0.031399999999999983,0,0,0,OD2,9
llama31_instruct,h2_choice,79,main_perp,HaBa,1,0.0017999999999999683,0.0017999999999999683,0.0017999999999999683,0,0,0,OD2,9
llama31_instruct,h2_choice,79,main_perp,HaBa,2,0.037300000000000014,0.0373,0.0373,0,0,0,OD2,9
llama31_instruct,h2_choice,79,main_perp,HaBa,3,0.0683,0.06830000000000003,0.06830000000000003,0,0,0,OD2,9
llama31_instruct,h2_choice,79,main_perp,HaCm,0,0.031399999999999983,0.031399999999999983,0.031399999999999983,0,0,0,DD,1
llama31_instruct,h2_choice,79,main_perp,HaCm,1,0.06219999999999992,0.06219999999999992,0.06219999999999992,0,0,0,DD,1
llama31_instruct,h2_choice,79,main_perp,HaCm,2,0.03209999999999999,0.032099999999999906,0.032099999999999906,0,0,0,DD,1
llama31_instruct,h2_choice,79,main_perp,HaCm,3,0.040999999999999995,0.040999999999999925,0.040999999999999925,0,0,0,DD,1
llama31_instruct,h2_choice,79,main_perp,HaDl,0,0.032299999999999995,0.032299999999999995,0.032299999999999995,0,0,0,DD,3
llama31_instruct,h2_choice,79,main_perp,HaDl,1,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,DD,3
llama31_instruct,h2_choice,79,main_perp,HaDl,2,0.040200000000000014,0.040200000000000014,0.040200000000000014,0,0,0,DD,3
llama31_instruct,h2_choice,79,main_perp,HaDl,3,0.04089999999999999,0.04090000000000005,0.04090000000000005,0,0,0,DD,3
llama31_instruct,h2_choice,79,main_perp,HaHa,0,0.05400000000000005,0.05400000000000005,0.05400000000000005,0,0,0,DD,5
llama31_instruct,h2_choice,79,main_perp,HaHa,1,0.046499999999999986,0.046499999999999986,0.046499999999999986,0,0,0,DD,5
llama31_instruct,h2_choice,79,main_perp,HaHa,2,0.037699999999999984,0.037699999999999956,0.037699999999999956,0,0,0,DD,5
llama31_instruct,h2_choice,79,main_perp,HaHa,3,0.03689999999999999,0.03689999999999993,0.03689999999999993,0,0,0,DD,5
llama31_instruct,h2_choice,79,main_perp,HaNc,0,0.036900000000000044,0.036900000000000044,0.036900000000000044,0,0,0,DD,7
llama31_instruct,h2_choice,79,main_perp,HaNc,1,0.03059999999999996,0.03059999999999996,0.03059999999999996,0,0,0,DD,7
llama31_instruct,h2_choice,79,main_perp,HaNc,2,0.046700000000000005,0.046699999999999964,0.046699999999999964,0,0,0,DD,7
llama31_instruct,h2_choice,79,main_perp,HaNc,3,0.03910000000000001,0.039100000000000024,0.039100000000000024,0,0,0,DD,7
llama31_instruct,h2_choice,79,main_perp,HaPc,0,0.04079999999999995,0.04079999999999995,0.04079999999999995,0,0,0,DD,9
llama31_instruct,h2_choice,79,main_perp,HaPc,1,0.026499999999999968,0.026499999999999968,0.026499999999999968,0,0,0,DD,9
llama31_instruct,h2_choice,79,main_perp,HaPc,2,0.0413,0.0413,0.0413,0,0,0,DD,9
llama31_instruct,h2_choice,79,main_perp,HaPc,3,0.021699999999999997,0.021700000000000053,0.021700000000000053,0,0,0,DD,9
llama31_instruct,h2_choice,79,main_perp,HrAs,0,0.030299999999999994,0.030299999999999994,0.030299999999999994,0,0,0,MP,8
llama31_instruct,h2_choice,79,main_perp,HrAs,1,0.025999999999999968,0.025999999999999968,0.026000000000000023,0,0,0,MP,8
llama31_instruct,h2_choice,79,main_perp,HrAs,2,0.029299999999999993,0.029299999999999993,0.029299999999999993,0,0,0,MP,8
llama31_instruct,h2_choice,79,main_perp,HrAs,3,0.027200000000000002,0.027200000000000002,0.027200000000000002,0,0,0,MP,8
llama31_instruct,h2_choice,79,main_perp,HrBa,0,0.030600000000000016,0.030600000000000016,0.03060000000000007,0,0,0,CO1,2
llama31_instruct,h2_choice,79,main_perp,HrBa,1,0.05209999999999998,0.05209999999999998,0.052100000000000035,0,0,0,CO1,2
llama31_instruct,h2_choice,79,main_perp,HrBa,2,0.05369999999999997,0.05369999999999997,0.05369999999999997,0,0,0,CO1,2
llama31_instruct,h2_choice,79,main_perp,HrBa,3,0.02739999999999998,0.02739999999999998,0.02739999999999998,0,0,0,CO1,2
llama31_instruct,h2_choice,79,main_perp,HrCh,0,0.045999999999999985,0.045999999999999985,0.04599999999999993,0,0,0,CO1,4
llama31_instruct,h2_choice,79,main_perp,HrCh,1,0.037699999999999984,0.037699999999999984,0.037699999999999956,0,0,0,CO1,4
llama31_instruct,h2_choice,79,main_perp,HrCh,2,0.02749999999999997,0.02749999999999997,0.02749999999999997,0,0,0,CO1,4
llama31_instruct,h2_choice,79,main_perp,HrCh,3,0.032299999999999995,0.032299999999999995,0.032299999999999995,1,1,1,CO1,4
llama31_instruct,h2_choice,79,main_perp,HrHr,0,0.05209999999999998,0.05209999999999998,0.052100000000000035,0,0,0,CO2,2
llama31_instruct,h2_choice,79,main_perp,HrHr,1,0.024599999999999983,0.024599999999999983,0.024599999999999955,0,0,0,CO2,2
llama31_instruct,h2_choice,79,main_perp,HrHr,2,0.021399999999999975,0.021399999999999975,0.021399999999999975,0,0,0,CO2,2
llama31_instruct,h2_choice,79,main_perp,HrHr,3,0.028899999999999926,0.028899999999999926,0.028899999999999926,0,0,0,CO2,2
llama31_instruct,h2_choice,79,main_perp,ShAs,0,0.05049999999999996,0.05049999999999996,0.05049999999999996,0,0,0,CO1,8
llama31_instruct,h2_choice,79,main_perp,ShAs,1,0.029000000000000026,0.029000000000000026,0.029000000000000026,0,0,0,CO1,8
llama31_instruct,h2_choice,79,main_perp,ShAs,2,0.04369999999999999,0.04369999999999996,0.04369999999999996,0,0,0,CO1,8
llama31_instruct,h2_choice,79,main_perp,ShAs,3,0.0542,0.054200000000000026,0.054200000000000026,0,0,0,CO1,8
llama31_instruct,h2_choice,79,main_perp,ShCo,0,0.05990000000000001,0.05990000000000001,0.05990000000000001,0,0,0,CO2,9
llama31_instruct,h2_choice,79,main_perp,ShCo,1,0.029799999999999993,0.029799999999999993,0.029799999999999993,0,0,0,CO2,9
llama31_instruct,h2_choice,79,main_perp,ShCo,2,0.031899999999999984,0.03189999999999993,0.03189999999999993,0,0,0,CO2,9
llama31_instruct,h2_choice,79,main_perp,ShCo,3,0.05840000000000001,0.05840000000000001,0.05840000000000001,0,0,0,CO2,9
llama31_instruct,h2_choice,79,main_perp,ShSh,0,0.027500000000000024,0.027500000000000024,0.027500000000000024,0,0,0,CO1,9
llama31_instruct,h2_choice,79,main_perp,ShSh,1,0.030100000000000016,0.030100000000000016,0.030100000000000016,0,0,0,CO1,9
llama31_instruct,h2_choice,79,main_perp,ShSh,2,0.06310000000000002,0.06310000000000004,0.06310000000000004,0,0,0,CO1,9
llama31_instruct,h2_choice,79,main_perp,ShSh,3,0.0534,0.0534,0.0534,0,0,0,CO1,9
llama31_instruct,h2_choice,79,random,AsAs,0,0.44809999999999994,0.44809999999999994,0.44809999999999994,1,1,1,CO1,1
llama31_instruct,h2_choice,79,random,AsAs,1,0.4556,0.4556,0.4556,1,1,1,CO1,1
llama31_instruct,h2_choice,79,random,AsAs,2,0.3619,0.3619,0.3619,0,0,0,CO1,1
llama31_instruct,h2_choice,79,random,AsAs,3,0.3665,0.36650000000000005,0.36650000000000005,0,0,0,CO1,1
llama31_instruct,h2_choice,79,random,AsBa,0,0.4504,0.4504,0.4504,1,1,1,MP,2
llama31_instruct,h2_choice,79,random,AsBa,1,0.4292,0.4292,0.4292,1,1,1,MP,2
llama31_instruct,h2_choice,79,random,AsBa,2,0.4119,0.41190000000000004,0.41190000000000004,1,1,1,MP,2
llama31_instruct,h2_choice,79,random,AsBa,3,0.4094,0.4094,0.4094,1,1,1,MP,2
llama31_instruct,h2_choice,79,random,AsCh,0,0.4557,0.4557,0.4557,1,1,1,MP,4
llama31_instruct,h2_choice,79,random,AsCh,1,0.4212,0.4212,0.4212,1,1,1,MP,4
llama31_instruct,h2_choice,79,random,AsCh,2,0.3413,0.34130000000000005,0.34130000000000005,0,0,0,MP,4
llama31_instruct,h2_choice,79,random,AsCh,3,0.38350000000000006,0.38350000000000006,0.38350000000000006,1,1,1,MP,4
llama31_instruct,h2_choice,79,random,AsCm,0,0.4497,0.4497,0.4497,1,1,1,OD1,2
llama31_instruct,h2_choice,79,random,AsCm,1,0.39960000000000007,0.39960000000000007,0.39960000000000007,1,1,1,OD1,2
llama31_instruct,h2_choice,79,random,AsCm,2,0.28040000000000004,0.2804000000000001,0.2804000000000001,0,0,0,OD1,2
llama31_instruct,h2_choice,79,random,AsCm,3,0.2922,0.2921999999999999,0.2921999999999999,0,0,0,OD1,2
llama31_instruct,h2_choice,79,random,AsCo,0,0.4557,0.4557,0.4557,1,1,1,CO2,1
llama31_instruct,h2_choice,79,random,AsCo,1,0.4867,0.4867,0.4867,1,1,1,CO2,1
llama31_instruct,h2_choice,79,random,AsCo,2,0.3125,0.3125,0.3125,0,0,0,CO2,1
llama31_instruct,h2_choice,79,random,AsCo,3,0.3621,0.3621,0.3621,0,0,0,CO2,1
llama31_instruct,h2_choice,79,random,AsDl,0,0.4776,0.4776,0.4776,1,1,1,OD1,4
llama31_instruct,h2_choice,79,random,AsDl,1,0.43920000000000003,0.43920000000000003,0.43920000000000003,1,1,1,OD1,4
llama31_instruct,h2_choice,79,random,AsDl,2,0.3306,0.3306,0.3306,0,0,0,OD1,4
llama31_instruct,h2_choice,79,random,AsDl,3,0.2921,0.2921,0.2921,0,0,0,OD1,4
llama31_instruct,h2_choice,79,random,AsHa,0,0.46799999999999997,0.46799999999999997,0.46799999999999997,1,1,1,OD2,1
llama31_instruct,h2_choice,79,random,AsHa,1,0.42769999999999997,0.42769999999999997,0.42769999999999997,1,1,1,OD2,1
llama31_instruct,h2_choice,79,random,AsHa,2,0.3841,0.3841,0.3841,1,1,1,OD2,1
llama31_instruct,h2_choice,79,random,AsHa,3,0.4114,0.4114,0.4114,1,1,1,OD2,1
llama31_instruct,h2_choice,79,random,AsHr,0,0.4492,0.4492,0.44920000000000004,1,1,1,MP,6
llama31_instruct,h2_choice,79,random,AsHr,1,0.4492,0.4492,0.44920000000000004,1,1,1,MP,6
llama31_instruct,h2_choice,79,random,AsHr,2,0.37270000000000003,0.37270000000000003,0.37270000000000003,0,0,0,MP,6
llama31_instruct,h2_choice,79,random,AsHr,3,0.3497,0.3497000000000001,0.3497000000000001,0,0,0,MP,6
llama31_instruct,h2_choice,79,random,AsNc,0,0.4102,0.4102,0.4102,1,1,1,OD2,3
llama31_instruct,h2_choice,79,random,AsNc,1,0.4484,0.4484,0.4484,1,1,1,OD2,3
llama31_instruct,h2_choice,79,random,AsNc,2,0.3413,0.34130000000000005,0.34130000000000005,0,0,0,OD2,3
llama31_instruct,h2_choice,79,random,AsNc,3,0.2626,0.26259999999999994,0.26259999999999994,0,0,0,OD2,3
llama31_instruct,h2_choice,79,random,AsPc,0,0.4815,0.4815,0.4815,1,1,1,OD2,5
llama31_instruct,h2_choice,79,random,AsPc,1,0.46010000000000006,0.46010000000000006,0.46010000000000006,1,1,1,OD2,5
llama31_instruct,h2_choice,79,random,AsPc,2,0.42879999999999996,0.42879999999999996,0.42879999999999996,1,1,1,OD2,5
llama31_instruct,h2_choice,79,random,AsPc,3,0.3493,0.34929999999999994,0.34929999999999994,0,0,0,OD2,5
llama31_instruct,h2_choice,79,random,AsPd,0,0.4368,0.4368,0.43679999999999997,1,1,1,OD1,6
llama31_instruct,h2_choice,79,random,AsPd,1,0.42790000000000006,0.42790000000000006,0.42790000000000006,1,1,1,OD1,6
llama31_instruct,h2_choice,79,random,AsPd,2,0.281,0.281,0.281,0,0,0,OD1,6
llama31_instruct,h2_choice,79,random,AsPd,3,0.2536,0.25359999999999994,0.25359999999999994,0,0,0,OD1,6
llama31_instruct,h2_choice,79,random,AsSh,0,0.3486,0.3486,0.3486,0,0,0,CO1,3
llama31_instruct,h2_choice,79,random,AsSh,1,0.39790000000000003,0.39790000000000003,0.39790000000000003,1,1,1,CO1,3
llama31_instruct,h2_choice,79,random,AsSh,2,0.3018,0.30180000000000007,0.30180000000000007,0,0,0,CO1,3
llama31_instruct,h2_choice,79,random,AsSh,3,0.31220000000000003,0.3121999999999999,0.3121999999999999,0,0,0,CO1,3
llama31_instruct,h2_choice,79,random,BaAs,0,0.48250000000000004,0.48250000000000004,0.48250000000000004,1,1,1,MP,1
llama31_instruct,h2_choice,79,random,BaAs,1,0.38350000000000006,0.38350000000000006,0.38350000000000006,1,1,1,MP,1
llama31_instruct,h2_choice,79,random,BaAs,2,0.39799999999999996,0.3979999999999999,0.3979999999999999,1,1,1,MP,1
llama31_instruct,h2_choice,79,random,BaAs,3,0.45629999999999993,0.45629999999999993,0.45629999999999993,1,1,1,MP,1
llama31_instruct,h2_choice,79,random,BaBa,0,0.4578,0.4578,0.4578,1,1,1,CO2,3
llama31_instruct,h2_choice,79,random,BaBa,1,0.3973,0.3973,0.3973,1,1,1,CO2,3
llama31_instruct,h2_choice,79,random,BaBa,2,0.4864,0.48640000000000005,0.48640000000000005,1,1,1,CO2,3
llama31_instruct,h2_choice,79,random,BaBa,3,0.4504,0.4504,0.4504,1,1,1,CO2,3
llama31_instruct,h2_choice,79,random,BaCh,0,0.4295,0.4295,0.4295,1,1,1,CO2,4
llama31_instruct,h2_choice,79,random,BaCh,1,0.3806,0.3806,0.3806,0,0,0,CO2,4
llama31_instruct,h2_choice,79,random,BaCh,2,0.4557,0.4557,0.4557,1,1,1,CO2,4
llama31_instruct,h2_choice,79,random,BaCh,3,0.42989999999999995,0.42989999999999995,0.42989999999999995,1,1,1,CO2,4
llama31_instruct,h2_choice,79,random,BaCm,0,0.46059999999999995,0.46059999999999995,0.46059999999999995,1,1,1,OD1,1
llama31_instruct,h2_choice,79,random,BaCm,1,0.47829999999999995,0.47829999999999995,0.47829999999999995,1,1,1,OD1,1
llama31_instruct,h2_choice,79,random,BaCm,2,0.48750000000000004,0.48750000000000004,0.48750000000000004,1,1,1,OD1,1
llama31_instruct,h2_choice,79,random,BaCm,3,0.48560000000000003,0.48560000000000003,0.48560000000000003,1,1,1,OD1,1
llama31_instruct,h2_choice,79,random,BaCo,0,0.46079999999999993,0.46079999999999993,0.46079999999999993,1,1,1,MP,3
llama31_instruct,h2_choice,79,random,BaCo,1,0.4484,0.4484,0.4484,1,1,1,MP,3
llama31_instruct,h2_choice,79,random,BaCo,2,0.42419999999999997,0.4241999999999999,0.4241999999999999,1,1,1,MP,3
llama31_instruct,h2_choice,79,random,BaCo,3,0.42819999999999997,0.4282,0.4282,1,1,1,MP,3
llama31_instruct,h2_choice,79,random,BaDl,0,0.46230000000000004,0.46230000000000004,0.46230000000000004,1,1,1,OD1,3
llama31_instruct,h2_choice,79,random,BaDl,1,0.42790000000000006,0.42790000000000006,0.42790000000000006,1,1,1,OD1,3
llama31_instruct,h2_choice,79,random,BaDl,2,0.4614,0.4613999999999999,0.4613999999999999,1,1,1,OD1,3
llama31_instruct,h2_choice,79,random,BaDl,3,0.42790000000000006,0.42790000000000006,0.42790000000000006,1,1,1,OD1,3
llama31_instruct,h2_choice,79,random,BaHa,0,0.4783,0.4783,0.47829999999999995,1,1,1,OD2,2
llama31_instruct,h2_choice,79,random,BaHa,1,0.44020000000000004,0.44020000000000004,0.44020000000000004,1,1,1,OD2,2
llama31_instruct,h2_choice,79,random,BaHa,2,0.36239999999999994,0.36239999999999994,0.36239999999999994,0,0,0,OD2,2
llama31_instruct,h2_choice,79,random,BaHa,3,0.4492,0.44920000000000004,0.44920000000000004,1,1,1,OD2,2
llama31_instruct,h2_choice,79,random,BaHr,0,0.46249999999999997,0.46249999999999997,0.46249999999999997,1,1,1,CO1,5
llama31_instruct,h2_choice,79,random,BaHr,1,0.44020000000000004,0.44020000000000004,0.44020000000000004,1,1,1,CO1,5
llama31_instruct,h2_choice,79,random,BaHr,2,0.3933,0.3933,0.3933,1,1,1,CO1,5
llama31_instruct,h2_choice,79,random,BaHr,3,0.4683,0.46830000000000005,0.46830000000000005,1,1,1,CO1,5
llama31_instruct,h2_choice,79,random,BaNc,0,0.42769999999999997,0.42769999999999997,0.42769999999999997,1,1,1,OD2,4
llama31_instruct,h2_choice,79,random,BaNc,1,0.39869999999999994,0.39869999999999994,0.39869999999999994,1,1,1,OD2,4
llama31_instruct,h2_choice,79,random,BaNc,2,0.458,0.4580000000000001,0.4580000000000001,1,1,1,OD2,4
llama31_instruct,h2_choice,79,random,BaNc,3,0.44909999999999994,0.44909999999999994,0.44909999999999994,1,1,1,OD2,4
llama31_instruct,h2_choice,79,random,BaPc,0,0.45670000000000005,0.45670000000000005,0.4567,1,1,1,OD2,6
llama31_instruct,h2_choice,79,random,BaPc,1,0.4335,0.4335,0.4335,1,1,1,OD2,6
llama31_instruct,h2_choice,79,random,BaPc,2,0.44439999999999996,0.4444,0.4444,1,1,1,OD2,6
llama31_instruct,h2_choice,79,random,BaPc,3,0.43450000000000005,0.4345,0.4345,1,1,1,OD2,6
llama31_instruct,h2_choice,79,random,BaPd,0,0.41450000000000004,0.41450000000000004,0.41450000000000004,1,1,1,OD1,5
llama31_instruct,h2_choice,79,random,BaPd,1,0.367,0.367,0.367,0,0,0,OD1,5
llama31_instruct,h2_choice,79,random,BaPd,2,0.44520000000000004,0.44520000000000004,0.44520000000000004,1,1,1,OD1,5
llama31_instruct,h2_choice,79,random,BaPd,3,0.367,0.367,0.367,0,0,0,OD1,5
llama31_instruct,h2_choice,79,random,BaSh,0,0.44819999999999993,0.44819999999999993,0.44819999999999993,1,1,1,MP,5
llama31_instruct,h2_choice,79,random,BaSh,1,0.3985,0.3985,0.3985,1,1,1,MP,5
llama31_instruct,h2_choice,79,random,BaSh,2,0.42819999999999997,0.4282,0.4282,1,1,1,MP,5
llama31_instruct,h2_choice,79,random,BaSh,3,0.4504,0.4504,0.4504,1,1,1,MP,5
llama31_instruct,h2_choice,79,random,ChAs,0,0.48360000000000003,0.48360000000000003,0.48360000000000003,1,1,1,MP,7
llama31_instruct,h2_choice,79,random,ChAs,1,0.4292,0.4292,0.4292,1,1,1,MP,7
llama31_instruct,h2_choice,79,random,ChAs,2,0.3985,0.3985000000000001,0.3985000000000001,1,1,1,MP,7
llama31_instruct,h2_choice,79,random,ChAs,3,0.46079999999999993,0.4607999999999999,0.4607999999999999,1,1,1,MP,7
llama31_instruct,h2_choice,79,random,ChBa,0,0.4404,0.4404,0.4404,1,1,1,CO2,5
llama31_instruct,h2_choice,79,random,ChBa,1,0.42790000000000006,0.42790000000000006,0.42790000000000006,1,1,1,CO2,5
llama31_instruct,h2_choice,79,random,ChBa,2,0.4866,0.48660000000000003,0.48660000000000003,1,1,1,CO2,5
llama31_instruct,h2_choice,79,random,ChBa,3,0.48360000000000003,0.48360000000000003,0.48360000000000003,1,1,1,CO2,5
llama31_instruct,h2_choice,79,random,ChCh,0,0.4602,0.4602,0.4602,1,1,1,CO2,6
llama31_instruct,h2_choice,79,random,ChCh,1,0.39,0.39,0.39,1,1,1,CO2,6
llama31_instruct,h2_choice,79,random,ChCh,2,0.46249999999999997,0.4625,0.4625,1,1,1,CO2,6
llama31_instruct,h2_choice,79,random,ChCh,3,0.42900000000000005,0.42900000000000005,0.42900000000000005,1,1,1,CO2,6
llama31_instruct,h2_choice,79,random,ChCm,0,0.48590000000000005,0.48590000000000005,0.48590000000000005,1,1,1,OD1,7
llama31_instruct,h2_choice,79,random,ChCm,1,0.4555,0.4555,0.4555,1,1,1,OD1,7
llama31_instruct,h2_choice,79,random,ChCm,2,0.45810000000000006,0.45810000000000006,0.45810000000000006,1,1,1,OD1,7
llama31_instruct,h2_choice,79,random,ChCm,3,0.46249999999999997,0.4625,0.4625,1,1,1,OD1,7
llama31_instruct,h2_choice,79,random,ChCo,0,0.45629999999999993,0.45629999999999993,0.45629999999999993,1,1,1,MP,9
llama31_instruct,h2_choice,79,random,ChCo,1,0.44909999999999994,0.44909999999999994,0.44909999999999994,1,1,1,MP,9
llama31_instruct,h2_choice,79,random,ChCo,2,0.45820000000000005,0.45820000000000005,0.45820000000000005,1,1,1,MP,9
llama31_instruct,h2_choice,79,random,ChCo,3,0.4615,0.4615,0.4615,1,1,1,MP,9
llama31_instruct,h2_choice,79,random,ChDl,0,0.4204,0.4204,0.4204,1,1,1,OD1,9
llama31_instruct,h2_choice,79,random,ChDl,1,0.48650000000000004,0.48650000000000004,0.48650000000000004,1,1,1,OD1,9
llama31_instruct,h2_choice,79,random,ChDl,2,0.4404,0.4404,0.4404,1,1,1,OD1,9
llama31_instruct,h2_choice,79,random,ChDl,3,0.4498,0.4498,0.4498,1,1,1,OD1,9
llama31_instruct,h2_choice,79,random,ChHa,0,0.48469999999999996,0.48469999999999996,0.4846999999999999,1,1,1,OD2,8
llama31_instruct,h2_choice,79,random,ChHa,1,0.45699999999999996,0.45699999999999996,0.45699999999999996,1,1,1,OD2,8
llama31_instruct,h2_choice,79,random,ChHa,2,0.3317,0.3317,0.3317,0,0,0,OD2,8
llama31_instruct,h2_choice,79,random,ChHa,3,0.44519999999999993,0.44519999999999993,0.44519999999999993,1,1,1,OD2,8
llama31_instruct,h2_choice,79,random,ChHr,0,0.4832,0.4832,0.4832,1,1,1,CO1,6
llama31_instruct,h2_choice,79,random,ChHr,1,0.46170000000000005,0.46170000000000005,0.46170000000000005,1,1,1,CO1,6
llama31_instruct,h2_choice,79,random,ChHr,2,0.4289,0.42890000000000006,0.42890000000000006,1,1,1,CO1,6
llama31_instruct,h2_choice,79,random,ChHr,3,0.4854,0.48539999999999994,0.48539999999999994,1,1,1,CO1,6
llama31_instruct,h2_choice,79,random,CmAs,0,0.3933,0.3933,0.3933,0,0,0,OD1,8
llama31_instruct,h2_choice,79,random,CmAs,1,0.2932,0.2932,0.2932,0,0,0,OD1,8
llama31_instruct,h2_choice,79,random,CmAs,2,0.14200000000000002,0.14200000000000002,0.14200000000000002,0,0,0,OD1,8
llama31_instruct,h2_choice,79,random,CmAs,3,0.2602,0.2602,0.2602,0,0,0,OD1,8
llama31_instruct,h2_choice,79,random,CmCm,0,0.4111,0.4111,0.4111,1,1,1,DD,2
llama31_instruct,h2_choice,79,random,CmCm,1,0.3417,0.3417,0.3417,0,0,0,DD,2
llama31_instruct,h2_choice,79,random,CmCm,2,0.1723,0.1723,0.1723,0,0,0,DD,2
llama31_instruct,h2_choice,79,random,CmCm,3,0.3022,0.3022,0.3022,0,0,0,DD,2
llama31_instruct,h2_choice,79,random,CmDl,0,0.2818,0.2818,0.28179999999999994,0,0,0,DD,4
llama31_instruct,h2_choice,79,random,CmDl,1,0.2803,0.2803,0.2803,0,0,0,DD,4
llama31_instruct,h2_choice,79,random,CmDl,2,0.26139999999999997,0.26139999999999997,0.26139999999999997,0,0,0,DD,4
llama31_instruct,h2_choice,79,random,CmDl,3,0.35030000000000006,0.35030000000000006,0.35030000000000006,0,0,0,DD,4
llama31_instruct,h2_choice,79,random,CmHa,0,0.4135,0.4135,0.4135,1,1,1,DD,6
llama31_instruct,h2_choice,79,random,CmHa,1,0.3806,0.3806,0.38060000000000005,0,0,0,DD,6
llama31_instruct,h2_choice,79,random,CmHa,2,0.12480000000000002,0.12480000000000002,0.12480000000000002,0,0,0,DD,6
llama31_instruct,h2_choice,79,random,CmHa,3,0.31179999999999997,0.31179999999999997,0.31179999999999997,0,0,0,DD,6
llama31_instruct,h2_choice,79,random,CmNc,0,0.3933,0.3933,0.3933,0,0,0,DD,8
llama31_instruct,h2_choice,79,random,CmNc,1,0.3436,0.3436,0.3436000000000001,0,0,0,DD,8
llama31_instruct,h2_choice,79,random,CmNc,2,0.20809999999999995,0.20809999999999995,0.20809999999999995,0,0,0,DD,8
llama31_instruct,h2_choice,79,random,CmNc,3,0.30110000000000003,0.30110000000000003,0.30110000000000003,0,0,0,DD,8
llama31_instruct,h2_choice,79,random,CoAs,0,0.477,0.477,0.477,1,1,1,CO2,7
llama31_instruct,h2_choice,79,random,CoAs,1,0.4285,0.4285,0.4285,1,1,1,CO2,7
llama31_instruct,h2_choice,79,random,CoAs,2,0.3933,0.3933,0.3933,0,0,0,CO2,7
llama31_instruct,h2_choice,79,random,CoAs,3,0.2924,0.2924,0.2924,0,0,0,CO2,7
llama31_instruct,h2_choice,79,random,CoCo,0,0.42819999999999997,0.42819999999999997,0.42819999999999997,1,1,1,CO1,7
llama31_instruct,h2_choice,79,random,CoCo,1,0.4285,0.4285,0.4285,1,1,1,CO1,7
llama31_instruct,h2_choice,79,random,CoCo,2,0.3735,0.37350000000000005,0.37350000000000005,0,0,0,CO1,7
llama31_instruct,h2_choice,79,random,CoCo,3,0.34900000000000003,0.349,0.349,0,0,0,CO1,7
llama31_instruct,h2_choice,79,random,CoSh,0,0.46170000000000005,0.46170000000000005,0.46170000000000005,1,1,1,CO2,8
llama31_instruct,h2_choice,79,random,CoSh,1,0.43450000000000005,0.43450000000000005,0.43450000000000005,1,1,1,CO2,8
llama31_instruct,h2_choice,79,random,CoSh,2,0.2612,0.2611999999999999,0.2611999999999999,0,0,0,CO2,8
llama31_instruct,h2_choice,79,random,CoSh,3,0.254,0.254,0.254,0,0,0,CO2,8
llama31_instruct,h2_choice,79,random,HaAs,0,0.3022,0.3022,0.3022,0,0,0,OD2,7
llama31_instruct,h2_choice,79,random,HaAs,1,0.35030000000000006,0.35030000000000006,0.35030000000000006,0,0,0,OD2,7
llama31_instruct,h2_choice,79,random,HaAs,2,0.39849999999999997,0.39849999999999997,0.39849999999999997,1,1,1,OD2,7
llama31_instruct,h2_choice,79,random,HaAs,3,0.31220000000000003,0.3121999999999999,0.3121999999999999,0,0,0,OD2,7
llama31_instruct,h2_choice,79,random,HaBa,0,0.46059999999999995,0.46059999999999995,0.46059999999999995,1,1,1,OD2,9
llama31_instruct,h2_choice,79,random,HaBa,1,0.46010000000000006,0.46010000000000006,0.46010000000000006,1,1,1,OD2,9
llama31_instruct,h2_choice,79,random,HaBa,2,0.26649999999999996,0.26649999999999996,0.26649999999999996,0,0,0,OD2,9
llama31_instruct,h2_choice,79,random,HaBa,3,0.3015,0.3015,0.3015,0,0,0,OD2,9
llama31_instruct,h2_choice,79,random,HaCm,0,0.45670000000000005,0.45670000000000005,0.45670000000000005,1,1,1,DD,1
llama31_instruct,h2_choice,79,random,HaCm,1,0.45670000000000005,0.45670000000000005,0.45670000000000005,1,1,1,DD,1
llama31_instruct,h2_choice,79,random,HaCm,2,0.2805,0.2805000000000001,0.2805000000000001,0,0,0,DD,1
llama31_instruct,h2_choice,79,random,HaCm,3,0.2535,0.25349999999999995,0.25349999999999995,0,0,0,DD,1
llama31_instruct,h2_choice,79,random,HaDl,0,0.48560000000000003,0.48560000000000003,0.48560000000000003,1,1,1,DD,3
llama31_instruct,h2_choice,79,random,HaDl,1,0.44000000000000006,0.44000000000000006,0.44000000000000006,1,1,1,DD,3
llama31_instruct,h2_choice,79,random,HaDl,2,0.3438,0.3438000000000001,0.3438000000000001,0,0,0,DD,3
llama31_instruct,h2_choice,79,random,HaDl,3,0.3227,0.3226999999999999,0.3226999999999999,0,0,0,DD,3
