model,mode,steer_layer,variant,game_code,d_letter_slope,d_letter_range,d_letter_at_pos025,d_letter_at_neg025,d_act0_slope,d_act0_range,d_act0_at_pos025,d_act0_at_neg025,d_canon_slope,d_canon_range,d_canon_at_pos025,d_canon_at_neg025,d_beh_letter_slope,d_beh_letter_range,d_beh_letter_at_pos025,d_beh_letter_at_neg025,d_beh_act0_slope,d_beh_act0_range,d_beh_act0_at_pos025,d_beh_act0_at_neg025,d_beh_canon_slope,d_beh_canon_range,d_beh_canon_at_pos025,d_beh_canon_at_neg025,wave,family,num_pure_ne,complexity_score,payoff_conflict
llama31_instruct,h2_choice,65,main,CoAs,-0.11342500000000004,0.06172500000000002,-0.027850000000000014,0.03387500000000001,-0.06009166666666667,0.04022500000000001,-0.017250000000000015,0.022974999999999995,-0.06009166666666667,0.04022500000000001,-0.017250000000000015,0.022974999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,CO2,2,-0.6035533905932737,0.0
llama31_instruct,h2_choice,65,main,CoCo,-0.04495833333333332,0.025674999999999996,-0.007399999999999997,0.018275,-0.013291666666666627,0.025524999999999992,-0.0063,0.008474999999999983,-0.013291666666666627,0.025524999999999992,-0.0063,0.008474999999999983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,CO1,2,-0.5169508502148299,0.2
llama31_instruct,h2_choice,65,main,CoSh,-0.020716666666666616,0.012874999999999977,-0.0006999999999999992,0.012174999999999978,-0.08314999999999996,0.049024999999999985,-0.03055000000000002,0.018474999999999964,-0.08314999999999996,0.049024999999999985,-0.03055000000000002,0.018474999999999964,-0.9999999999999999,0.5,-0.25,0.25,-0.9999999999999999,0.5,-0.25,0.25,-0.9999999999999999,0.5,-0.25,0.25,8,CO2,2,-0.5169508502148299,0.2
llama31_instruct,h2_choice,65,main,HaAs,-0.03262500000000006,0.029725000000000022,-0.029725000000000022,-0.014075000000000004,-0.07067500000000011,0.03582500000000005,-0.010175000000000045,0.021175,-0.07067500000000011,0.03582500000000005,-0.010175000000000045,0.021175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,OD2,1,-0.4233901974057255,0.6000000000000001
llama31_instruct,h2_choice,65,main,HaBa,-0.056375000000000036,0.046325000000000026,0.005874999999999988,0.03475000000000002,-0.08987500000000004,0.049325000000000035,-0.006175000000000014,0.04315000000000002,-0.08987500000000004,0.049325000000000035,-0.006175000000000014,0.04315000000000002,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,9,OD2,1,-0.4233901974057255,0.6000000000000001
llama31_instruct,h2_choice,65,main,HaCm,-0.08287499999999999,0.047375000000000014,-0.016599999999999993,0.030775000000000018,-0.05152500000000001,0.03320000000000001,0.002349999999999991,0.029375000000000012,-0.05152500000000001,0.03320000000000001,0.002349999999999991,0.029375000000000012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,DD,1,0.0384900179459749,1.4
llama31_instruct,h2_choice,65,main,HaDl,-0.082975,0.06052499999999998,-0.014850000000000009,0.043674999999999985,-0.10754166666666665,0.058524999999999994,-0.015650000000000053,0.04287499999999994,-0.10754166666666665,0.058524999999999994,-0.015650000000000053,0.04287499999999994,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,3,DD,1,-0.1924500897298753,1.0
llama31_instruct,h2_choice,65,main,HaHa,-0.043475000000000014,0.02625000000000001,-0.02625000000000001,-0.0031250000000000097,-0.0846083333333334,0.04602500000000004,-0.017999999999999988,0.020825000000000038,-0.0846083333333334,0.04602500000000004,-0.017999999999999988,0.020825000000000038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,DD,1,-0.6543303050815759,0.2
llama31_instruct,h2_choice,65,main,HaNc,-0.025466666666666634,0.01847499999999999,-0.010999999999999985,0.005625000000000005,-0.023616666666666605,0.013274999999999981,-0.0038499999999999923,0.009424999999999989,-0.023616666666666605,0.013274999999999981,-0.0038499999999999923,0.009424999999999989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,DD,1,-0.7698003589195012,0.0
llama31_instruct,h2_choice,65,main,HaPc,-0.052424999999999986,0.024625,-0.017599999999999987,0.007025000000000012,-0.046408333333333315,0.03219999999999998,-0.008899999999999991,0.013374999999999998,-0.046408333333333315,0.03219999999999998,-0.008899999999999991,0.013374999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,DD,1,-0.4233901974057255,0.6000000000000001
llama31_instruct,h2_choice,65,main,HrAs,-0.19911666666666666,0.09730000000000003,-0.05490000000000003,0.0424,0.028916666666666677,0.016400000000000012,0.0066000000000000225,-0.008049999999999995,-0.028916666666666636,0.016399999999999998,-0.0066000000000000225,0.008049999999999974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,MP,0,0.68329601758822,2.0
llama31_instruct,h2_choice,65,main,HrBa,-0.2095,0.109175,-0.04665,0.062525,0.03411666666666673,0.04245,0.03905,0.026874999999999982,-0.03411666666666668,0.042450000000000015,-0.03905,-0.02687500000000001,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,0.4166666666666666,0.25,0.0,-0.25,2,CO1,2,0.069651690163614,0.3999999999999999
llama31_instruct,h2_choice,65,main,HrCh,-0.11657499999999996,0.05584999999999998,-0.021799999999999986,0.032799999999999996,0.11944166666666663,0.05809999999999999,0.021799999999999986,-0.032799999999999996,-0.11944166666666664,0.05810000000000001,-0.021799999999999986,0.032799999999999996,-0.6666666666666667,0.25,-0.25,0.0,0.6666666666666667,0.25,0.25,0.0,-0.6666666666666667,0.25,-0.25,0.0,4,CO1,2,0.3294593112989456,1.0
llama31_instruct,h2_choice,65,main,HrHr,-0.09015000000000002,0.043200000000000016,-0.00652500000000001,0.035949999999999996,0.017083333333333398,0.02152500000000001,0.02152500000000001,0.017499999999999974,-0.017083333333333405,0.021525000000000016,-0.021525000000000016,-0.017499999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,CO2,2,-0.0169508502148298,0.2
llama31_instruct,h2_choice,65,main,ShAs,0.000866666666666685,0.020899999999999995,0.013049999999999999,0.018049999999999997,-0.03408333333333334,0.0361,0.013049999999999999,0.0361,-0.03408333333333334,0.0361,0.013049999999999999,0.0361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,CO1,2,-0.3437457694579421,0.6000000000000001
llama31_instruct,h2_choice,65,main,ShCo,-0.02147499999999999,0.02325,0.0005749999999999991,0.013175,-0.06512499999999999,0.033299999999999996,-0.0005750000000000199,0.032724999999999976,-0.06512499999999999,0.033299999999999996,-0.0005750000000000199,0.032724999999999976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,CO2,2,-0.5169508502148299,0.2
llama31_instruct,h2_choice,65,main,ShSh,-0.08479166666666667,0.04325,-0.027374999999999997,0.009475000000000004,-0.06977500000000006,0.044725000000000015,-0.000674999999999995,0.03497500000000005,-0.06977500000000006,0.044725000000000015,-0.000674999999999995,0.03497500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,CO1,2,-0.2571432290794982,0.8
llama31_instruct,h2_choice,65,main_perp,AsAs,-0.11505,0.054525,-0.02782500000000001,0.025399999999999992,-0.041333333333333284,0.037325,0.013275000000000037,0.0359,-0.041333333333333284,0.037325,0.013275000000000037,0.0359,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,1,CO1,2,-0.5169508502148299,0.2
llama31_instruct,h2_choice,65,main_perp,AsBa,-0.08691666666666664,0.055825,-0.012975000000000007,0.04284999999999999,-0.045399999999999975,0.030924999999999994,-0.0020749999999999935,0.018100000000000005,0.04540000000000002,0.030925000000000008,0.0020749999999999935,-0.018100000000000033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,MP,0,0.5678259637502947,1.7999999999999998
llama31_instruct,h2_choice,65,main_perp,AsCh,-0.1305083333333333,0.07165000000000002,-0.030399999999999996,0.03792500000000001,-0.02647499999999999,0.03242500000000002,-0.02775000000000001,-0.007625000000000021,0.026474999999999967,0.03242500000000001,0.027749999999999997,0.007625000000000021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,MP,0,0.3368858560744445,1.4
llama31_instruct,h2_choice,65,main_perp,AsCm,-0.08873333333333337,0.044600000000000015,-0.022749999999999992,0.010425000000000031,-0.15380000000000005,0.07072500000000004,-0.03739999999999999,0.03332500000000005,0.15380000000000005,0.07072500000000004,0.03739999999999999,-0.03332500000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,OD1,1,0.7408346464128569,1.7999999999999998
llama31_instruct,h2_choice,65,main_perp,AsCo,-0.05930833333333331,0.042024999999999986,-0.003050000000000004,0.026099999999999984,-0.10204166666666659,0.05102499999999996,-0.012049999999999977,0.03669999999999998,-0.10204166666666659,0.05102499999999996,-0.012049999999999977,0.03669999999999998,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,1,CO2,2,-0.6035533905932737,0.0
llama31_instruct,h2_choice,65,main_perp,AsDl,-0.07014166666666666,0.033025000000000006,-0.0018250000000000072,0.0312,-0.08569166666666668,0.045649999999999996,-0.02892499999999995,0.013550000000000062,0.0856916666666667,0.045649999999999996,0.02892499999999998,-0.013550000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,OD1,1,0.5098945387370066,1.4
llama31_instruct,h2_choice,65,main_perp,AsHa,-0.08389166666666667,0.050400000000000014,-0.014750000000000013,0.03565,-0.020058333333333376,0.015100000000000002,-0.00030000000000002247,0.008900000000000005,-0.020058333333333376,0.015100000000000002,-0.00030000000000002247,0.008900000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,OD2,1,0.048014323385306,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,AsHr,-0.1297333333333333,0.075025,-0.01004999999999999,0.04720000000000001,-0.11103333333333337,0.05755000000000002,-0.019850000000000007,0.03770000000000001,0.11103333333333337,0.05755000000000002,0.019850000000000007,-0.03770000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,MP,0,0.68329601758822,2.0
llama31_instruct,h2_choice,65,main_perp,AsNc,-0.07006666666666668,0.03742500000000001,-0.018749999999999996,0.01867500000000001,-0.04359999999999995,0.02687500000000001,-0.009299999999999989,0.010124999999999981,-0.04359999999999995,0.02687500000000001,-0.009299999999999989,0.010124999999999981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,OD2,1,0.1634843772232312,0.8
llama31_instruct,h2_choice,65,main_perp,AsPc,-0.1276083333333333,0.057824999999999994,-0.016525000000000005,0.04129999999999999,-0.0413916666666667,0.018625000000000017,-0.013725000000000015,0.004900000000000002,-0.0413916666666667,0.018625000000000017,-0.013725000000000015,0.004900000000000002,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,5,OD2,1,-0.1829257842905442,0.2
llama31_instruct,h2_choice,65,main_perp,AsPd,-0.10527499999999998,0.049575,-0.030575000000000005,0.018999999999999996,-0.11230833333333332,0.05677499999999999,-0.030575000000000005,0.026199999999999987,0.11230833333333337,0.05677500000000002,0.03057500000000002,-0.0262,-0.4166666666666666,0.25,0.0,0.25,-0.4166666666666666,0.25,0.0,0.25,0.4166666666666666,0.25,0.0,-0.25,6,OD1,1,0.3944244848990815,1.2
llama31_instruct,h2_choice,65,main_perp,AsSh,-0.03568333333333331,0.024574999999999993,-0.004125000000000004,0.019249999999999996,-0.016483333333333332,0.018800000000000053,0.0041250000000000175,0.018800000000000053,-0.016483333333333332,0.018800000000000053,0.0041250000000000175,0.018800000000000053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,CO1,2,-0.3437457694579421,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,BaAs,-0.1839666666666666,0.08682500000000001,-0.044624999999999984,0.04220000000000002,0.13016666666666662,0.06547499999999998,0.041924999999999976,-0.02355000000000001,0.13016666666666662,0.06547499999999998,0.041924999999999976,-0.02355000000000001,-0.41666666666666663,0.25,-0.25,0.0,0.41666666666666663,0.25,0.25,0.0,0.41666666666666663,0.25,0.25,0.0,1,MP,0,0.5678259637502947,1.7999999999999998
llama31_instruct,h2_choice,65,main_perp,BaBa,-0.09973333333333333,0.0471,-0.02247500000000001,0.024624999999999994,0.09013333333333327,0.059174999999999964,-0.007425000000000001,-0.03762499999999998,0.09013333333333327,0.059174999999999964,-0.007425000000000001,-0.03762499999999998,-0.6666666666666667,0.25,0.0,0.25,0.6666666666666667,0.25,0.0,-0.25,0.6666666666666667,0.25,0.0,-0.25,3,CO2,2,-0.0169508502148298,0.2
llama31_instruct,h2_choice,65,main_perp,BaCh,-0.10664999999999995,0.056224999999999976,-0.008224999999999996,0.04799999999999998,0.12231666666666671,0.06402500000000003,0.02197500000000001,-0.04205000000000001,0.12231666666666671,0.06402500000000003,0.02197500000000001,-0.04205000000000001,-0.4166666666666666,0.25,0.0,0.25,0.4166666666666666,0.25,0.0,-0.25,0.4166666666666666,0.25,0.0,-0.25,4,CO2,2,0.1562542305420579,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,BaCm,-0.1863833333333333,0.08937499999999998,-0.024249999999999994,0.06512499999999999,-0.010083333333333305,0.038050000000000014,-0.021349999999999994,-0.02007500000000001,-0.010083333333333305,0.038050000000000014,-0.021349999999999994,-0.02007500000000001,-0.8333333333333331,0.5,0.0,0.25,0.3333333333333332,0.5,0.0,-0.25,0.3333333333333332,0.5,0.0,-0.25,1,OD1,1,0.2789544310611563,1.0
llama31_instruct,h2_choice,65,main_perp,BaCo,-0.2342666666666667,0.11030000000000001,-0.06397500000000002,0.04632499999999999,0.04161666666666669,0.028875000000000026,0.0022250000000000186,-0.016725000000000004,0.04161666666666669,0.028875000000000026,0.0022250000000000186,-0.016725000000000004,-0.49999999999999994,0.25,-0.25,0.0,-0.49999999999999994,0.25,-0.25,0.0,-0.49999999999999994,0.25,-0.25,0.0,3,MP,0,0.4523559099123697,1.6
llama31_instruct,h2_choice,65,main_perp,BaDl,-0.11462499999999998,0.06072499999999999,-0.014950000000000005,0.03809999999999998,0.10242499999999993,0.05237499999999998,0.0011999999999999927,-0.03674999999999999,0.10242499999999993,0.05237499999999998,0.0011999999999999927,-0.03674999999999999,-0.6666666666666667,0.25,0.0,0.25,0.6666666666666667,0.25,0.0,-0.25,0.6666666666666667,0.25,0.0,-0.25,3,OD1,1,0.5098945387370066,1.4
llama31_instruct,h2_choice,65,main_perp,BaHa,-0.14416666666666672,0.07932500000000003,-0.04292499999999999,0.03640000000000004,0.04540000000000002,0.022375000000000006,0.012975000000000014,-0.007000000000000006,-0.04540000000000003,0.022375000000000006,-0.012975000000000014,0.007000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,OD2,1,0.048014323385306,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,BaHr,-0.20374166666666663,0.11005000000000001,-0.03252500000000001,0.077525,0.053608333333333376,0.03507500000000002,0.01817500000000001,-0.001575000000000007,0.053608333333333376,0.03507500000000002,0.01817500000000001,-0.001575000000000007,-0.24999999999999986,0.25,0.0,0.25,-0.24999999999999986,0.25,0.0,0.25,-0.24999999999999986,0.25,0.0,0.25,5,CO1,2,0.069651690163614,0.3999999999999999
llama31_instruct,h2_choice,65,main_perp,BaNc,-0.209975,0.110575,-0.045800000000000014,0.064775,0.08364166666666668,0.052025,0.04249999999999999,0.006074999999999976,-0.08364166666666663,0.05202499999999999,-0.04249999999999998,-0.006074999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,OD2,1,0.1634843772232312,0.8
llama31_instruct,h2_choice,65,main_perp,BaPc,-0.23402499999999984,0.12267499999999998,-0.029349999999999987,0.09332499999999999,0.03755833333333332,0.029349999999999987,0.029349999999999987,0.017174999999999996,-0.037558333333333326,0.029349999999999987,-0.029349999999999987,-0.017174999999999996,-0.8333333333333331,0.5,-0.25,0.25,2.3115197751421316e-17,0.25,0.25,0.25,-2.3115197751421316e-17,0.25,-0.25,-0.25,6,OD2,1,0.2789544310611563,1.0
llama31_instruct,h2_choice,65,main_perp,BaPd,-0.04403333333333333,0.027524999999999994,-0.011949999999999995,0.008274999999999998,0.07128333333333335,0.04447500000000002,0.003050000000000011,-0.030925000000000008,0.07128333333333335,0.04447500000000002,0.003050000000000011,-0.030925000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,OD1,1,0.3944244848990815,1.2
llama31_instruct,h2_choice,65,main_perp,BaSh,-0.16321666666666662,0.08587500000000002,-0.02095000000000001,0.06492500000000001,0.13286666666666666,0.06707500000000002,0.021449999999999997,-0.04562500000000002,0.13286666666666666,0.06707500000000002,0.021449999999999997,-0.04562500000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,MP,0,0.3368858560744445,1.4
llama31_instruct,h2_choice,65,main_perp,ChAs,-0.13229166666666664,0.07512500000000001,-0.014824999999999991,0.05432500000000001,0.036074999999999996,0.03752500000000003,-2.5000000000011124e-05,-0.023475000000000024,0.036074999999999996,0.03752500000000003,-2.5000000000011124e-05,-0.023475000000000024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,MP,0,0.3368858560744445,1.4
llama31_instruct,h2_choice,65,main_perp,ChBa,-0.12742499999999995,0.07304999999999999,-0.015374999999999986,0.057675000000000004,-0.02682500000000004,0.014924999999999994,-0.014524999999999982,-0.0015749999999999792,-0.02682500000000004,0.014924999999999994,-0.014524999999999982,-0.0015749999999999792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,CO2,2,0.1562542305420579,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,ChCh,-0.12788333333333335,0.09162500000000001,0.0010000000000000009,0.06840000000000002,0.0035999999999999518,0.03107499999999999,-9.999999999998899e-05,0.007250000000000034,0.0035999999999999518,0.03107499999999999,-9.999999999998899e-05,0.007250000000000034,-0.1666666666666667,0.5,0.25,0.25,0.3333333333333332,0.5,-0.25,-0.25,0.3333333333333332,0.5,-0.25,-0.25,6,CO2,2,0.2428567709205017,0.8
llama31_instruct,h2_choice,65,main_perp,ChCm,-0.2489499999999999,0.1215,-0.03785000000000002,0.08364999999999997,-0.0010833333333332862,0.029950000000000032,0.007700000000000012,0.012800000000000006,-0.0010833333333332862,0.029950000000000032,0.007700000000000012,0.012800000000000006,-0.4166666666666666,0.25,0.0,0.25,0.4166666666666666,0.25,0.0,-0.25,0.4166666666666666,0.25,0.0,-0.25,7,OD1,1,0.6253645925749319,1.6
llama31_instruct,h2_choice,65,main_perp,ChCo,-0.1934916666666667,0.1075,-0.014950000000000019,0.09254999999999998,0.03125833333333333,0.033149999999999985,-0.01630000000000001,-0.03245000000000001,0.03125833333333333,0.033149999999999985,-0.01630000000000001,-0.03245000000000001,-0.8333333333333331,0.5,-0.25,0.25,-2.3115197751421316e-17,0.25,-0.25,-0.25,-2.3115197751421316e-17,0.25,-0.25,-0.25,9,MP,0,0.1059457483985941,1.0
llama31_instruct,h2_choice,65,main_perp,ChDl,-0.20581666666666668,0.10870000000000002,-0.060374999999999984,0.048325000000000035,0.09683333333333331,0.049350000000000005,0.015375,-0.033975000000000005,0.09683333333333331,0.049350000000000005,0.015375,-0.033975000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,OD1,1,0.7408346464128569,1.7999999999999998
llama31_instruct,h2_choice,65,main_perp,ChHa,-0.12989999999999993,0.06072499999999999,-0.010650000000000007,0.05007499999999998,0.10526666666666669,0.06077500000000001,0.041650000000000006,-0.019125000000000003,-0.10526666666666663,0.060774999999999996,-0.04165000000000002,0.019124999999999975,2.3115197751421316e-17,0.25,0.25,0.25,2.3115197751421316e-17,0.25,0.25,0.25,-2.3115197751421316e-17,0.25,-0.25,-0.25,8,OD2,1,-0.1829257842905442,0.2
llama31_instruct,h2_choice,65,main_perp,ChHr,-0.20642499999999994,0.10442499999999999,-0.03025,0.063525,-0.025908333333333335,0.01957500000000001,-0.0010000000000000009,0.013075000000000003,-0.025908333333333335,0.01957500000000001,-0.0010000000000000009,0.013075000000000003,-1.3333333333333335,0.75,-0.25,0.25,-0.1666666666666666,0.25,0.25,0.25,-0.1666666666666666,0.25,0.25,0.25,6,CO1,2,0.3294593112989456,1.0
llama31_instruct,h2_choice,65,main_perp,CmAs,-0.03220833333333332,0.014900000000000004,-0.012775000000000009,0.0013499999999999832,0.057424999999999976,0.031874999999999994,0.0042250000000000065,-0.027649999999999987,-0.05742499999999997,0.03187499999999999,-0.004224999999999979,0.027650000000000008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,OD1,1,0.2694301256218253,1.7999999999999998
llama31_instruct,h2_choice,65,main_perp,CmCm,-0.08286666666666663,0.041474999999999984,-0.02290000000000001,0.018574999999999973,0.034466666666666625,0.018774999999999986,0.002150000000000006,-0.01662499999999998,-0.03446666666666662,0.018774999999999986,-0.0021499999999999853,0.016625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,DD,1,-0.3079201435678004,0.8
llama31_instruct,h2_choice,65,main_perp,CmDl,-0.061599999999999946,0.029249999999999984,-0.010474999999999998,0.018774999999999986,0.03366666666666661,0.022499999999999985,-0.003924999999999998,-0.018774999999999986,-0.03366666666666663,0.022499999999999992,0.003924999999999984,0.018774999999999986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,DD,1,0.0384900179459749,1.4
llama31_instruct,h2_choice,65,main_perp,CmHa,-0.07065833333333335,0.04070000000000001,-0.0022000000000000006,0.038500000000000006,0.04077500000000005,0.028925000000000006,0.013999999999999992,-0.001950000000000035,-0.04077500000000004,0.028925000000000006,-0.013999999999999985,0.001950000000000035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,DD,1,0.0384900179459749,1.4
llama31_instruct,h2_choice,65,main_perp,CmNc,-0.043766666666666634,0.027849999999999986,-0.008625000000000022,0.019224999999999964,0.06323333333333331,0.027999999999999997,0.017275000000000013,-0.010574999999999973,-0.06323333333333328,0.02799999999999997,-0.017274999999999985,0.010575000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,DD,1,0.2694301256218253,1.7999999999999998
llama31_instruct,h2_choice,65,main_perp,CoAs,-0.15203333333333335,0.0837,-0.042975,0.040725000000000004,-0.12213333333333319,0.06104999999999994,-0.031224999999999947,0.02982499999999999,-0.12213333333333319,0.06104999999999994,-0.031224999999999947,0.02982499999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,CO2,2,-0.6035533905932737,0.0
llama31_instruct,h2_choice,65,main_perp,CoCo,-0.10533333333333333,0.052899999999999996,-0.023500000000000007,0.02939999999999999,-0.06299999999999996,0.033300000000000024,-0.033300000000000024,-0.0019000000000000405,-0.06299999999999996,0.033300000000000024,-0.033300000000000024,-0.0019000000000000405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,CO1,2,-0.5169508502148299,0.2
llama31_instruct,h2_choice,65,main_perp,CoSh,-0.06569166666666659,0.04774999999999997,0.003249999999999996,0.028974999999999976,-0.1278249999999999,0.06537499999999996,-0.018350000000000005,0.047024999999999956,-0.1278249999999999,0.06537499999999996,-0.018350000000000005,0.047024999999999956,-0.6666666666666667,0.25,0.0,0.25,-0.6666666666666667,0.25,0.0,0.25,-0.6666666666666667,0.25,0.0,0.25,8,CO2,2,-0.5169508502148299,0.2
llama31_instruct,h2_choice,65,main_perp,HaAs,-0.03253333333333337,0.029725000000000022,-0.029725000000000022,-0.014075000000000004,-0.0772000000000001,0.03425000000000003,-0.010175000000000045,0.021175,-0.0772000000000001,0.03425000000000003,-0.010175000000000045,0.021175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,OD2,1,-0.4233901974057255,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,HaBa,-0.11049166666666665,0.057675000000000004,-0.011349999999999999,0.046325000000000005,-0.14975833333333335,0.08032500000000004,-0.01990000000000003,0.060425000000000006,-0.14975833333333335,0.08032500000000004,-0.01990000000000003,0.060425000000000006,-0.8333333333333331,0.5,-0.25,0.25,-0.8333333333333331,0.5,-0.25,0.25,-0.8333333333333331,0.5,-0.25,0.25,9,OD2,1,-0.4233901974057255,0.6000000000000001
llama31_instruct,h2_choice,65,main_perp,HaCm,-0.12114166666666665,0.06687499999999999,-0.02042499999999998,0.04065000000000001,-0.0908583333333333,0.052224999999999994,-0.008674999999999988,0.03320000000000001,-0.0908583333333333,0.052224999999999994,-0.008674999999999988,0.03320000000000001,-0.16666666666666669,0.25,0.0,0.0,-0.16666666666666669,0.25,0.0,0.0,-0.16666666666666669,0.25,0.0,0.0,1,DD,1,0.0384900179459749,1.4
llama31_instruct,h2_choice,65,main_perp,HaDl,-0.1484416666666667,0.08132500000000002,-0.025500000000000016,0.05582500000000001,-0.15697499999999998,0.08132500000000002,-0.03495000000000002,0.046375,-0.15697499999999998,0.08132500000000002,-0.03495000000000002,0.046375,-0.5833333333333333,0.25,0.0,0.25,-0.5833333333333333,0.25,0.0,0.25,-0.5833333333333333,0.25,0.0,0.25,3,DD,1,-0.1924500897298753,1.0
llama31_instruct,h2_choice,65,main_perp,HaHa,-0.05934166666666673,0.03235000000000004,-0.029975000000000036,0.002375000000000002,-0.1047916666666667,0.05670000000000003,-0.022924999999999973,0.033775000000000055,-0.1047916666666667,0.05670000000000003,-0.022924999999999973,0.033775000000000055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,DD,1,-0.6543303050815759,0.2
llama31_instruct,h2_choice,65,main_perp,HaNc,-0.04095833333333335,0.02867500000000002,-0.01347500000000001,0.01520000000000001,-0.04952499999999999,0.032475000000000004,-0.010025000000000006,0.022449999999999998,-0.04952499999999999,0.032475000000000004,-0.010025000000000006,0.022449999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,DD,1,-0.7698003589195012,0.0
