model,mode,steer_layer,variant,family,n_games,d_letter_slope_mean,d_letter_range_mean,d_canon_slope_mean,d_canon_range_mean,d_beh_canon_slope_mean,d_beh_canon_range_mean,flip_canon_rate,cell_canon_range_mean
qwen,h1_dinc,65,random,OD1,9,0.009547222222222224,0.01176111111111111,0.00036574074074072823,0.018152777777777775,0.04629629629629631,0.16666666666666666,0.16666666666666666,0.029180555555555557
qwen,h1_dinc,65,random,OD2,9,0.019190740740740755,0.019586111111111113,0.0026796296296296494,0.015363888888888896,0.02777777777777779,0.027777777777777776,0.027777777777777776,0.03576666666666666
qwen,h1_dinc,79,main,CO1,9,0.7566814814814814,0.37497222222222226,0.005911111111111091,0.017688888888888882,0.027777777777777814,0.3888888888888889,0.9722222222222222,0.3749722222222222
qwen,h1_dinc,79,main,CO2,9,0.7469583333333332,0.37104444444444445,0.0023324074074074132,0.020025000000000005,0.05555555555555558,0.3611111111111111,0.9722222222222222,0.3710444444444444
qwen,h1_dinc,79,main,DD,9,0.7083046296296296,0.35283333333333333,0.014510185185185157,0.030663888888888897,0.25925925925925913,0.4166666666666667,0.75,0.35283333333333333
qwen,h1_dinc,79,main,MP,9,0.7570064814814814,0.3762916666666667,-0.005206481481481461,0.019130555555555546,-0.04629629629629624,0.3333333333333333,0.9722222222222222,0.3762916666666667
qwen,h1_dinc,79,main,OD1,9,0.7583185185185184,0.3755527777777778,-0.007487037037037032,0.01918611111111111,-0.24074074074074067,0.4722222222222222,0.9166666666666666,0.3755527777777778
qwen,h1_dinc,79,main,OD2,9,0.7545703703703704,0.3747416666666667,7.407407407408365e-05,0.01867777777777779,0.2222222222222222,0.3055555555555556,0.8888888888888888,0.37474166666666664
qwen,h1_dinc,79,main_perp,CO1,9,-0.001625925925925916,0.016322222222222224,-0.007881481481481493,0.01311111111111111,-0.046296296296296294,0.05555555555555555,0.05555555555555555,0.024202777777777778
qwen,h1_dinc,79,main_perp,CO2,9,0.010722222222222223,0.015294444444444437,-0.0013629629629629569,0.013808333333333332,-0.05555555555555555,0.08333333333333333,0.08333333333333333,0.02418888888888888
qwen,h1_dinc,79,main_perp,DD,9,-0.0011435185185185142,0.014647222222222228,0.0034305555555555617,0.01561111111111111,0.0,0.0,0.0,0.02270555555555552
qwen,h1_dinc,79,main_perp,MP,9,0.002600000000000013,0.016808333333333328,0.005433333333333334,0.014130555555555547,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.024613888888888897
qwen,h1_dinc,79,main_perp,OD1,9,0.005458333333333335,0.015344444444444438,-0.00023055555555557902,0.013025000000000002,0.01851851851851854,0.08333333333333333,0.08333333333333333,0.025699999999999987
qwen,h1_dinc,79,main_perp,OD2,9,0.005410185185185188,0.01845555555555556,0.0009157407407407524,0.012777777777777773,-0.03703703703703702,0.027777777777777776,0.027777777777777776,0.024111111111111114
qwen,h1_dinc,79,random,CO1,9,-0.025976851851851845,0.02134166666666666,-0.003963888888888897,0.015452777777777779,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.029222222222222222
qwen,h1_dinc,79,random,CO2,9,-0.03830648148148148,0.02175555555555556,-0.004932407407407407,0.012661111111111114,0.046296296296296294,0.05555555555555555,0.05555555555555555,0.02715277777777778
qwen,h1_dinc,79,random,DD,9,-0.022065740740740733,0.020238888888888886,0.00201574074074074,0.012052777777777786,0.0,0.0,0.0,0.02528888888888888
qwen,h1_dinc,79,random,MP,9,-0.030118518518518503,0.02234722222222222,0.008924074074074063,0.016649999999999995,0.1111111111111111,0.1388888888888889,0.1388888888888889,0.030394444444444446
qwen,h1_dinc,79,random,OD1,9,-0.023195370370370373,0.017138888888888884,-0.010543518518518542,0.013566666666666666,-0.07407407407407404,0.1111111111111111,0.1111111111111111,0.027352777777777768
qwen,h1_dinc,79,random,OD2,9,-0.03301574074074073,0.023872222222222225,-0.003212037037037013,0.014511111111111117,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.029974999999999998
