model,mode,steer_layer,variant,n_games,d_letter_slope_mean,d_letter_slope_ci_low,d_letter_slope_ci_high,d_letter_range_mean,d_letter_abs_pos025_mean,d_letter_abs_neg025_mean,d_act0_slope_mean,d_act0_slope_ci_low,d_act0_slope_ci_high,d_act0_range_mean,d_act0_abs_pos025_mean,d_act0_abs_neg025_mean,d_canon_slope_mean,d_canon_slope_ci_low,d_canon_slope_ci_high,d_canon_range_mean,d_canon_abs_pos025_mean,d_canon_abs_neg025_mean,d_beh_letter_slope_mean,d_beh_letter_slope_ci_low,d_beh_letter_slope_ci_high,d_beh_letter_range_mean,d_beh_letter_abs_pos025_mean,d_beh_letter_abs_neg025_mean,d_beh_act0_slope_mean,d_beh_act0_slope_ci_low,d_beh_act0_slope_ci_high,d_beh_act0_range_mean,d_beh_act0_abs_pos025_mean,d_beh_act0_abs_neg025_mean,d_beh_canon_slope_mean,d_beh_canon_slope_ci_low,d_beh_canon_slope_ci_high,d_beh_canon_range_mean,d_beh_canon_abs_pos025_mean,d_beh_canon_abs_neg025_mean,n_cells,cell_letter_range_mean,cell_letter_range_p95,cell_act0_range_mean,cell_act0_range_p95,cell_canon_range_mean,cell_canon_range_p95,flip_letter_rate,flip_letter_rate_ci_low,flip_letter_rate_ci_high,flip_action_rate,flip_action_rate_ci_low,flip_action_rate_ci_high,flip_canon_rate,flip_canon_rate_ci_low,flip_canon_rate_ci_high,letter_nonzero_rate,letter_dose_aligned_rate_all,letter_dose_aligned_rate_nonzero,act0_nonzero_rate,act0_dose_aligned_rate_all,act0_dose_aligned_rate_nonzero,canon_nonzero_rate,canon_dose_aligned_rate_all,canon_dose_aligned_rate_nonzero
qwen,h2_choice,65,random,54,0.014904783950617286,0.010076064814814817,0.01994064429012346,0.018255092592592594,0.008808333333333336,0.008099074074074076,-0.002050154320987654,-0.007587912808641978,0.0033644907407407447,0.017084722222222223,0.00842037037037037,0.006767592592592593,0.0009871913580246855,-0.00453076003086421,0.006494772376543213,0.01708472222222222,0.00842037037037037,0.006767592592592592,0.05246913580246913,-0.00462962962962963,0.11419753086419754,0.0787037037037037,0.037037037037037035,0.023148148148148147,0.03703703703703703,-0.02935956790123457,0.1111111111111111,0.08333333333333333,0.046296296296296294,0.023148148148148147,0.05246913580246914,-0.015432098765432088,0.12191358024691358,0.08333333333333333,0.046296296296296294,0.023148148148148147,216,0.03474537037037037,0.062025,0.03474537037037037,0.062025,0.034745370370370364,0.06202500000000001,0.08333333333333333,0.05092592592592592,0.12037037037037036,0.08333333333333333,0.05092592592592592,0.11574074074074074,0.08333333333333333,0.05092592592592592,0.12037037037037036,0.7206790123456792,0.375,0.515941153789451,0.7206790123456792,0.35725308641975306,0.4937303210587525,0.7206790123456792,0.37037037037037035,0.5113766745969188
qwen,h2_choice,79,main,54,-0.1821930555555555,-0.1869345910493827,-0.17760290895061726,0.09070277777777777,0.04701666666666666,0.04368611111111112,0.0030112654320987634,-0.0009942245370370346,0.007265891203703702,0.01543333333333333,0.0062277777777777765,0.0065166666666666645,0.003342129629629625,-0.0005130594135802328,0.00726562885802467,0.015433333333333334,0.0062277777777777765,0.0065166666666666645,-0.4182098765432099,-0.5293595679012346,-0.31631944444444454,0.2175925925925926,0.0787037037037037,0.1388888888888889,0.10956790123456793,0.006172839506172878,0.21450617283950615,0.14351851851851852,0.0787037037037037,0.08333333333333333,-0.001543209876543192,-0.11114969135802465,0.1080246913580247,0.14351851851851852,0.0787037037037037,0.08333333333333333,216,0.09084212962962963,0.123525,0.09084212962962963,0.12352499999999998,0.09084212962962963,0.12352499999999998,0.2175925925925926,0.16203703703703703,0.2777777777777778,0.2175925925925926,0.1574074074074074,0.2777777777777778,0.2175925925925926,0.1574074074074074,0.2777777777777778,0.8101851851851853,0.10262345679012344,0.12397834968354404,0.8101851851851853,0.40354938271604934,0.4974842284955805,0.8101851851851853,0.39969135802469136,0.49287739550897447
qwen,h2_choice,79,main_perp,54,-0.0027381172839506273,-0.007322503858024692,0.0016943595679012261,0.016375462962962963,0.00640972222222222,0.007914351851851851,0.0003424382716049295,-0.004304081790123458,0.004851188271604916,0.014818055555555553,0.006377314814814815,0.005765277777777777,-0.003175462962962956,-0.007496431327160481,0.0014114621913580351,0.014818055555555553,0.006377314814814815,0.005765277777777777,-0.007716049382716048,-0.05092592592592592,0.029320987654320983,0.06481481481481481,0.032407407407407406,0.032407407407407406,-0.0015432098765432085,-0.04016203703703704,0.03858024691358025,0.06481481481481481,0.032407407407407406,0.032407407407407406,0.0015432098765432148,-0.03858024691358023,0.041666666666666664,0.06481481481481481,0.032407407407407406,0.032407407407407406,216,0.024671296296296295,0.03242500000000002,0.024671296296296292,0.03242500000000002,0.024671296296296292,0.03242500000000002,0.06481481481481481,0.037037037037037035,0.09722222222222222,0.06481481481481481,0.037037037037037035,0.09722222222222222,0.06481481481481481,0.037037037037037035,0.09722222222222222,0.7677469135802469,0.38966049382716045,0.5087945481972831,0.7677469135802469,0.39197530864197533,0.509854139700201,0.7677469135802469,0.38040123456790126,0.4957353215781148
qwen,h2_choice,79,random,54,-0.02877978395061728,-0.032162395833333315,-0.025175675154320988,0.02111574074074074,0.010403703703703708,0.009338888888888893,-0.003309722222222224,-0.007058360339506177,0.00048567129629629394,0.014149074074074073,0.007062037037037038,0.005744444444444442,-0.0019520061728395097,-0.005682114197530873,0.0018497955246913579,0.014149074074074076,0.007062037037037038,0.00574444444444444,-0.037037037037037035,-0.06944444444444445,-0.004629629629629633,0.06481481481481481,0.032407407407407406,0.027777777777777776,0.00617283950617284,-0.027777777777777773,0.038580246913580245,0.06481481481481481,0.032407407407407406,0.027777777777777776,0.02160493827160494,-0.01080246913580246,0.055555555555555546,0.06481481481481481,0.032407407407407406,0.027777777777777776,216,0.028231018518518516,0.03249999999999997,0.028231018518518516,0.03249999999999997,0.028231018518518516,0.03249999999999997,0.06481481481481481,0.037037037037037035,0.09259259259259259,0.06481481481481481,0.037037037037037035,0.09722222222222222,0.06481481481481481,0.037037037037037035,0.09259259259259259,0.4652777777777778,0.1612654320987654,0.340291344458011,0.4652777777777778,0.22608024691358022,0.4877380849603072,0.4652777777777778,0.22222222222222218,0.4828911828911828
qwen_instruct,h1_dinc,65,main,54,1.360575462962963,1.2755266820987652,1.4475571759259258,0.6993546296296297,0.4833606481481482,0.21599398148148144,-0.07137114197530861,-0.1236692283950617,-0.016969803240740728,0.20342175925925923,0.11321990740740741,0.16437175925925926,0.052262808641975286,-0.001028923611111105,0.10465817901234561,0.20342175925925923,0.11321990740740741,0.16437175925925926,1.28858024691358,1.1435185185185186,1.4290509259259259,0.6712962962962963,0.4398148148148148,0.23148148148148148,-0.21141975308641975,-0.36882716049382713,-0.04938271604938275,0.33796296296296297,0.06944444444444445,0.23148148148148148,0.08796296296296292,-0.0787422839506173,0.2530864197530863,0.33796296296296297,0.06944444444444445,0.23148148148148148,216,0.6993546296296296,0.9339,0.6993546296296296,0.9339,0.6993546296296296,0.9339,0.6712962962962963,0.6018518518518519,0.7362268518518512,0.6712962962962963,0.6018518518518519,0.7407407407407407,0.6712962962962963,0.6018518518518519,0.7407407407407407,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
qwen_instruct,h1_dinc,65,main_perp,54,1.334846296296296,1.240447658179012,1.4179148958333334,0.6856347222222223,0.47257685185185183,0.21305787037037036,-0.07213487654320984,-0.1297620216049382,-0.015624243827160563,0.20221666666666666,0.1085787037037037,0.16197175925925927,0.056520061728395056,-0.0016596412037037,0.11221411265432095,0.20221666666666666,0.1085787037037037,0.16197175925925927,1.2484567901234571,1.098688271604938,1.3996913580246912,0.6527777777777778,0.42592592592592593,0.22685185185185186,-0.21450617283950615,-0.37499999999999994,-0.04783950617283952,0.33796296296296297,0.07407407407407407,0.22685185185185186,0.09104938271604936,-0.07716049382716046,0.25308641975308643,0.33796296296296297,0.07407407407407407,0.22685185185185186,216,0.6856347222222223,0.9254749999999999,0.6856347222222223,0.9254749999999999,0.6856347222222223,0.9254749999999999,0.6527777777777778,0.5832175925925926,0.7268518518518519,0.6527777777777778,0.5787037037037037,0.7222222222222222,0.6527777777777778,0.5740740740740741,0.7222222222222222,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
qwen_instruct,h1_dinc,65,random,54,0.031071296296296298,0.02493060570987654,0.037422600308641966,0.01960833333333334,0.011443518518518521,0.007774999999999999,-0.012739814814814818,-0.022125933641975317,-0.0018601658950617257,0.018678240740740742,0.009332407407407409,0.008655555555555553,0.005958641975308648,-0.004753456790123451,0.016090046296296286,0.018678240740740742,0.009332407407407414,0.008655555555555553,0.0771604938271605,0.02932098765432099,0.13734567901234568,0.041666666666666664,0.023148148148148147,0.018518518518518517,-0.006172839506172838,-0.05709876543209876,0.04475308641975309,0.041666666666666664,0.023148148148148147,0.018518518518518517,0.0030864197530864252,-0.04787808641975309,0.055555555555555566,0.041666666666666664,0.023148148148148147,0.018518518518518517,216,0.023531944444444446,0.08154999999999998,0.023531944444444446,0.08154999999999998,0.023531944444444446,0.08154999999999998,0.041666666666666664,0.013888888888888888,0.06956018518518456,0.041666666666666664,0.018518518518518517,0.06956018518518456,0.041666666666666664,0.018518518518518517,0.06944444444444445,0.8125,0.48148148148148145,0.5934902293357709,0.8125,0.37577160493827155,0.46549409840472644,0.8125,0.45524691358024694,0.5692519070188787
qwen_instruct,h1_dinc,79,main,54,1.0434512345679012,0.9514127584876542,1.1341002469135801,0.5212231481481481,0.3190305555555555,0.2021925925925926,-0.14005061728395057,-0.23338897762345673,-0.04815115354938271,0.19171620370370365,0.04483796296296297,0.15103703703703705,0.05585586419753086,-0.039036300154320976,0.15662296296296288,0.19171620370370365,0.04483796296296297,0.15103703703703705,1.0576131687242796,0.9212962962962963,1.2088605967078188,0.5447530864197531,0.3549382716049383,0.18981481481481483,-0.30246913580246904,-0.518531378600823,-0.07716049382716046,0.3765432098765431,0.18209876543209877,0.18981481481481483,0.03086419753086416,-0.19393004115226334,0.258230452674897,0.3765432098765431,0.18209876543209877,0.18981481481481483,216,0.5212231481481482,0.8798999999999999,0.5212231481481482,0.8798999999999999,0.5212231481481482,0.8798999999999999,0.4583333333333333,0.39814814814814814,0.5231481481481481,0.4583333333333333,0.3980324074074074,0.5185185185185185,0.4583333333333333,0.4027777777777778,0.5185185185185185,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5
qwen_instruct,h1_dinc,79,main_perp,54,-0.0008064814814814752,-0.002869945987654316,0.001359498456790126,0.007983796296296296,0.003358796296296297,0.002774074074074073,0.0011336419753086354,-0.0010719753086419826,0.0032967862654320924,0.007254629629629628,0.003645833333333334,0.0025361111111111083,-0.00024012345679012178,-0.0025057870370370407,0.0018361149691358076,0.007254629629629631,0.0036458333333333364,0.002536111111111109,0.010802469135802472,-0.012345679012345671,0.0355324074074072,0.027777777777777776,0.018518518518518517,0.013888888888888888,0.013888888888888885,-0.006172839506172839,0.04166666666666665,0.027777777777777776,0.018518518518518517,0.013888888888888888,0.001543209876543213,-0.021604938271604927,0.029320987654320983,0.027777777777777776,0.018518518518518517,0.013888888888888888,216,0.00983611111111111,0.031200000000000006,0.00983611111111111,0.031200000000000033,0.009836111111111111,0.031200000000000033,0.027777777777777776,0.009259259259259259,0.05092592592592592,0.027777777777777776,0.009259259259259259,0.05092592592592592,0.027777777777777776,0.009259259259259259,0.05092592592592592,0.7538580246913581,0.35185185185185186,0.46315912433258494,0.7538580246913581,0.3811728395061728,0.5039533719345195,0.7538580246913581,0.3611111111111111,0.47728363199340307
qwen_instruct,h1_dinc,79,random,54,0.0368016975308642,0.031504155092592585,0.0420203472222222,0.018708796296296296,0.010339351851851853,0.008034259259259258,-0.006999228395061725,-0.012643896604938268,-0.0013753317901234554,0.011556018518518514,0.005826388888888888,0.005122222222222218,0.0015550925925925932,-0.004142812499999998,0.007219645061728393,0.011556018518518518,0.005826388888888888,0.005122222222222217,0.06944444444444445,0.023148148148148147,0.1234567901234568,0.032407407407407406,0.018518518518518517,0.009259259259259259,-0.0015432098765432126,-0.05709876543209877,0.05401234567901234,0.032407407407407406,0.018518518518518517,0.009259259259259259,0.020061728395061724,-0.032407407407407406,0.07561728395061727,0.032407407407407406,0.018518518518518517,0.009259259259259259,216,0.019318981481481482,0.06057500000000002,0.019318981481481482,0.060575000000000045,0.019318981481481482,0.060575000000000045,0.032407407407407406,0.013888888888888888,0.05555555555555555,0.032407407407407406,0.013888888888888888,0.05555555555555555,0.032407407407407406,0.013888888888888888,0.05555555555555555,0.6095679012345679,0.4830246913580247,0.7973837210356818,0.6095679012345679,0.29166666666666663,0.4765742563536681,0.6095679012345679,0.29398148148148145,0.4784147482268397
qwen_instruct,h2_choice,65,main,54,-0.7191879629629631,-0.7928910300925923,-0.6402676851851853,0.3557870370370371,0.15733379629629632,0.19845324074074075,0.08135956790123455,0.02828069830246914,0.1274805941358024,0.11956481481481482,0.10273935185185186,0.044250462962962964,0.02031574074074073,-0.030183746141975328,0.07371909336419753,0.11956481481481482,0.10273935185185186,0.044250462962962964,-0.5015432098765432,-0.6234953703703705,-0.39043209876543206,0.25,0.11574074074074074,0.13425925925925927,0.23611111111111105,0.09872685185185184,0.3796682098765431,0.20833333333333334,0.11574074074074074,0.0787037037037037,0.04166666666666666,-0.11269290123456788,0.19907407407407404,0.20833333333333334,0.11574074074074074,0.0787037037037037,216,0.355787037037037,0.659525,0.355787037037037,0.659525,0.355787037037037,0.659525,0.25,0.19432870370370373,0.3055555555555556,0.25,0.19444444444444445,0.3055555555555556,0.25,0.19444444444444445,0.3055555555555556,0.9845679012345682,0.0015432098765432098,0.001610305958132045,0.9845679012345682,0.49151234567901225,0.49903799903799917,0.9845679012345682,0.5,0.5083547692243343
qwen_instruct,h2_choice,65,main_perp,54,-0.699429475308642,-0.7706584992283949,-0.6169562577160493,0.34524675925925935,0.15223842592592593,0.19300833333333337,0.08130262345679011,0.03128785108024692,0.1271747762345679,0.11509259259259258,0.09776620370370369,0.04342037037037037,0.025061882716049384,-0.02621373070987655,0.07657061728395062,0.1150925925925926,0.0977662037037037,0.04342037037037037,-0.4768518518518519,-0.5972993827160492,-0.3626543209876542,0.2361111111111111,0.10648148148148148,0.12962962962962962,0.2237654320987654,0.08796296296296297,0.35652006172839495,0.19907407407407407,0.10648148148148148,0.08333333333333333,0.03240740740740741,-0.12812500000000002,0.18672839506172842,0.19907407407407407,0.10648148148148148,0.08333333333333333,216,0.3452467592592593,0.655375,0.3452467592592593,0.655375,0.3452467592592593,0.655375,0.2361111111111111,0.18518518518518517,0.2916666666666667,0.2361111111111111,0.18055555555555555,0.2916666666666667,0.2361111111111111,0.18518518518518517,0.2916666666666667,0.9830246913580247,0.006172839506172839,0.0063501648646576165,0.9830246913580247,0.48919753086419754,0.49719616802950134,0.9830246913580247,0.5038580246913581,0.5134398679688535
qwen_instruct,h2_choice,65,random,54,0.031071296296296298,0.025033414351851854,0.037157569444444434,0.01960833333333334,0.011443518518518521,0.007774999999999999,-0.012739814814814818,-0.02209069830246915,-0.0027818904320987773,0.018678240740740742,0.009332407407407409,0.008655555555555553,0.005958641975308648,-0.004039128086419745,0.01598726466049383,0.018678240740740742,0.009332407407407414,0.008655555555555553,0.0771604938271605,0.02932098765432099,0.1358024691358025,0.041666666666666664,0.023148148148148147,0.018518518518518517,-0.006172839506172838,-0.05713734567901235,0.04938271604938272,0.041666666666666664,0.023148148148148147,0.018518518518518517,0.0030864197530864252,-0.04783950617283951,0.05555555555555555,0.041666666666666664,0.023148148148148147,0.018518518518518517,216,0.023531944444444446,0.08154999999999998,0.023531944444444446,0.08154999999999998,0.023531944444444446,0.08154999999999998,0.041666666666666664,0.013888888888888888,0.06944444444444445,0.041666666666666664,0.018518518518518517,0.06944444444444445,0.041666666666666664,0.013888888888888888,0.07407407407407407,0.8125,0.48148148148148145,0.5934902293357709,0.8125,0.37577160493827155,0.46549409840472644,0.8125,0.45524691358024694,0.5692519070188787
qwen_instruct,h2_choice,79,main,54,-0.8153259259259257,-0.8953090779320986,-0.7338081442901233,0.40751712962962966,0.16669768518518518,0.24081944444444445,0.13546111111111112,0.04515533179012345,0.22846729552469117,0.16163425925925928,0.11917731481481482,0.04360555555555556,-0.042154938271604936,-0.13137738811728397,0.05068326388888883,0.16163425925925928,0.11917731481481482,0.04360555555555556,-0.7273662551440329,-0.8554783950617284,-0.6033822016460905,0.3641975308641975,0.14660493827160492,0.2175925925925926,0.29835390946502055,0.12754629629629627,0.4578189300411522,0.27160493827160487,0.14660493827160492,0.125,-0.009259259259259257,-0.20372942386831272,0.17492283950617274,0.27160493827160487,0.14660493827160492,0.125,216,0.4075171296296296,0.7953749999999999,0.4075171296296296,0.795375,0.4075171296296296,0.795375,0.3611111111111111,0.30092592592592593,0.4166666666666667,0.3611111111111111,0.30092592592592593,0.42592592592592593,0.3611111111111111,0.30092592592592593,0.4212962962962963,1.0,0.0,0.0,1.0,0.5,0.5,1.0,0.5,0.5
qwen_instruct,h2_choice,79,main_perp,54,0.0007141975308641969,-0.001310613425925931,0.0028409760802469114,0.006251388888888888,0.0030245370370370365,0.0031074074074074086,0.000207098765432099,-0.001661917438271605,0.0019797183641975307,0.006314351851851852,0.002751388888888889,0.002749074074074073,-0.00020987654320987482,-0.00212933641975308,0.0016747955246913622,0.006314351851851853,0.0027513888888888896,0.002749074074074074,-0.012345679012345675,-0.03240740740740739,0.0,0.013888888888888888,0.004629629629629629,0.013888888888888888,0.0030864197530864204,-0.013888888888888881,0.023148148148148143,0.013888888888888888,0.004629629629629629,0.013888888888888888,-0.012345679012345675,-0.03240740740740739,0.0,0.013888888888888888,0.004629629629629629,0.013888888888888888,216,0.008203240740740737,0.030924999999999994,0.008203240740740738,0.030924999999999953,0.008203240740740738,0.030924999999999953,0.013888888888888888,0.0,0.032407407407407406,0.013888888888888888,0.0,0.032407407407407406,0.013888888888888888,0.0,0.032407407407407406,0.7677469135802469,0.412037037037037,0.542724051883072,0.7677469135802469,0.3626543209876543,0.4777409666222839,0.7677469135802469,0.3371913580246914,0.4376090355959973
qwen_instruct,h2_choice,79,random,54,0.0368016975308642,0.03166773919753086,0.042164803240740734,0.018708796296296296,0.010339351851851853,0.008034259259259258,-0.006999228395061725,-0.012287611882716045,-0.0012631520061728591,0.011556018518518514,0.005826388888888888,0.005122222222222218,0.0015550925925925932,-0.004361678240740742,0.007477608024691356,0.011556018518518518,0.005826388888888888,0.005122222222222217,0.06944444444444445,0.023148148148148147,0.12349537037037017,0.032407407407407406,0.018518518518518517,0.009259259259259259,-0.0015432098765432126,-0.057098765432098776,0.055555555555555546,0.032407407407407406,0.018518518518518517,0.009259259259259259,0.020061728395061724,-0.035493827160493825,0.07716049382716049,0.032407407407407406,0.018518518518518517,0.009259259259259259,216,0.019318981481481482,0.06057500000000002,0.019318981481481482,0.060575000000000045,0.019318981481481482,0.060575000000000045,0.032407407407407406,0.013888888888888888,0.05555555555555555,0.032407407407407406,0.013888888888888888,0.05555555555555555,0.032407407407407406,0.013888888888888888,0.05555555555555555,0.6095679012345679,0.4830246913580247,0.7973837210356818,0.6095679012345679,0.29166666666666663,0.4765742563536681,0.6095679012345679,0.29398148148148145,0.4784147482268397
