delta_c,shap_delta_c,model
1.0,0.5118805180455768,qwen
1.0,0.5701420961773993,qwen
1.0,0.3210643489406726,qwen
-1.0,-1.8145740862377517,qwen
-1.0,-1.5579199541799076,qwen
-1.0,-1.4969946757978803,qwen
-1.0,-0.6109922533403345,qwen
-1.0,-1.8188884378257697,qwen
-1.0,-2.509838387661353,qwen
-1.0,-2.0508931848399636,qwen
-1.0,-1.8145740862377517,qwen
-1.0,-1.5579199541799076,qwen
-1.0,-1.4969946757978803,qwen
-1.0,-0.6109922533403345,qwen
-1.0,-1.8188884378257697,qwen
-1.0,-2.509838387661353,qwen
-1.0,-2.0508931848399636,qwen
-1.0,-1.8145740862377517,qwen
-1.0,-1.5579199541799076,qwen
-1.0,-1.4969946757978803,qwen
-1.0,-0.6109922533403345,qwen
-1.0,-1.8188884378257697,qwen
-1.0,-2.509838387661353,qwen
-1.0,-2.0508931848399636,qwen
-1.0,-1.8145740862377517,qwen
-1.0,-1.5579199541799076,qwen
-1.0,-1.4969946757978803,qwen
-1.0,-0.6109922533403345,qwen
-1.0,-1.8188884378257697,qwen
-1.0,-2.509838387661353,qwen
-1.0,-2.0508931848399636,qwen
1.0,0.11256124962733159,qwen
1.0,0.022369122271403957,qwen
1.0,0.04065020098458971,qwen
1.0,-0.1700257003771947,qwen
1.0,0.1377811496235872,qwen
1.0,0.02661000231436133,qwen
1.0,-0.1116498903815528,qwen
1.0,0.11256124962733159,qwen
1.0,0.022369122271403957,qwen
1.0,0.04065020098458971,qwen
1.0,-0.1700257003771947,qwen
1.0,0.1377811496235872,qwen
1.0,0.02661000231436133,qwen
1.0,-0.1116498903815528,qwen
1.0,0.11256124962733159,qwen
1.0,0.022369122271403957,qwen
1.0,0.04065020098458971,qwen
1.0,-0.1700257003771947,qwen
1.0,0.1377811496235872,qwen
1.0,0.02661000231436133,qwen
1.0,-0.1116498903815528,qwen
1.0,0.11256124962733159,qwen
1.0,0.022369122271403957,qwen
1.0,0.04065020098458971,qwen
1.0,-0.1700257003771947,qwen
1.0,0.1377811496235872,qwen
1.0,0.02661000231436133,qwen
1.0,-0.1116498903815528,qwen
-1.0,-2.097217816358791,qwen
-1.0,-1.82288872584468,qwen
-1.0,-1.7648512530763365,qwen
-1.0,-1.0342629837035633,qwen
-1.0,-2.252257358175854,qwen
-1.0,-3.1014333566016554,qwen
-1.0,-2.353869946439082,qwen
-1.0,-2.097217816358791,qwen
-1.0,-1.82288872584468,qwen
-1.0,-1.7648512530763365,qwen
-1.0,-1.0342629837035633,qwen
-1.0,-2.252257358175854,qwen
-1.0,-3.1014333566016554,qwen
-1.0,-2.353869946439082,qwen
-1.0,-2.097217816358791,qwen
-1.0,-1.82288872584468,qwen
-1.0,-1.7648512530763365,qwen
-1.0,-1.0342629837035633,qwen
-1.0,-2.252257358175854,qwen
-1.0,-3.1014333566016554,qwen
-1.0,-2.353869946439082,qwen
-1.0,-2.097217816358791,qwen
-1.0,-1.82288872584468,qwen
-1.0,-1.7648512530763365,qwen
-1.0,-1.0342629837035633,qwen
-1.0,-2.252257358175854,qwen
-1.0,-3.1014333566016554,qwen
-1.0,-2.353869946439082,qwen
1.0,0.28796013972079304,qwen
1.0,0.19776801236486585,qwen
1.0,0.21068435607791083,qwen
1.0,0.07371904011330513,qwen
1.0,0.3131800397170491,qwen
1.0,0.24906231323410846,qwen
1.0,0.0641429295807789,qwen
1.0,0.28796013972079304,qwen
1.0,0.19776801236486585,qwen
1.0,0.21068435607791083,qwen
1.0,0.07371904011330513,qwen
1.0,0.3131800397170491,qwen
1.0,0.24906231323410846,qwen
1.0,0.0641429295807789,qwen
1.0,0.28796013972079304,qwen
1.0,0.19776801236486585,qwen
1.0,0.21068435607791083,qwen
1.0,0.07371904011330513,qwen
1.0,0.3131800397170491,qwen
1.0,0.24906231323410846,qwen
1.0,0.0641429295807789,qwen
1.0,0.28796013972079304,qwen
1.0,0.19776801236486585,qwen
1.0,0.21068435607791083,qwen
1.0,0.07371904011330513,qwen
1.0,0.3131800397170491,qwen
1.0,0.24906231323410846,qwen
1.0,0.0641429295807789,qwen
1.0,0.4180523686112334,qwen
1.0,0.44451432444212474,qwen
1.0,0.2999933097641055,qwen
1.0,0.19344708292772667,qwen
1.0,0.43225926350217775,qwen
1.0,0.5074971822274027,qwen
1.0,0.24182394254521627,qwen
1.0,0.4180523686112334,qwen
1.0,0.44451432444212474,qwen
1.0,0.2999933097641055,qwen
1.0,0.19344708292772667,qwen
1.0,0.43225926350217775,qwen
1.0,0.5074971822274027,qwen
1.0,0.24182394254521627,qwen
1.0,0.4180523686112334,qwen
1.0,0.44451432444212474,qwen
1.0,0.2999933097641055,qwen
1.0,0.19344708292772667,qwen
1.0,0.43225926350217775,qwen
1.0,0.5074971822274027,qwen
1.0,0.24182394254521627,qwen
1.0,0.4180523686112334,qwen
1.0,0.44451432444212474,qwen
1.0,0.2999933097641055,qwen
1.0,0.19344708292772667,qwen
1.0,0.43225926350217775,qwen
1.0,0.5074971822274027,qwen
1.0,0.24182394254521627,qwen
1.0,0.312171458827639,qwen
1.0,0.221979331471712,qwen
1.0,0.23489567518475699,qwen
1.0,0.09996102401760108,qwen
1.0,0.33739135882389504,qwen
1.0,0.2712449895371637,qwen
1.0,0.08835424868762506,qwen
1.0,0.312171458827639,qwen
1.0,0.221979331471712,qwen
1.0,0.23489567518475699,qwen
1.0,0.09996102401760108,qwen
1.0,0.33739135882389504,qwen
1.0,0.2712449895371637,qwen
1.0,0.08835424868762506,qwen
1.0,0.312171458827639,qwen
1.0,0.221979331471712,qwen
1.0,0.23489567518475699,qwen
1.0,0.09996102401760108,qwen
1.0,0.33739135882389504,qwen
1.0,0.2712449895371637,qwen
1.0,0.08835424868762506,qwen
1.0,0.312171458827639,qwen
1.0,0.221979331471712,qwen
1.0,0.23489567518475699,qwen
1.0,0.09996102401760108,qwen
1.0,0.33739135882389504,qwen
1.0,0.2712449895371637,qwen
1.0,0.08835424868762506,qwen
1.0,0.20857805208725758,qwen
1.0,0.14249283928588574,qwen
1.0,0.07856707716192352,qwen
1.0,-0.06955141439451439,qwen
1.0,0.2203356410073216,qwen
1.0,0.3198962294598544,qwen
1.0,0.10426466084704729,qwen
1.0,0.20857805208725758,qwen
1.0,0.14249283928588574,qwen
1.0,0.07856707716192352,qwen
1.0,-0.06955141439451439,qwen
1.0,0.2203356410073216,qwen
1.0,0.3198962294598544,qwen
1.0,0.10426466084704729,qwen
1.0,0.20857805208725758,qwen
1.0,0.14249283928588574,qwen
1.0,0.07856707716192352,qwen
1.0,-0.06955141439451439,qwen
1.0,0.2203356410073216,qwen
1.0,0.3198962294598544,qwen
1.0,0.10426466084704729,qwen
1.0,0.20857805208725758,qwen
1.0,0.14249283928588574,qwen
1.0,0.07856707716192352,qwen
1.0,-0.06955141439451439,qwen
1.0,0.2203356410073216,qwen
1.0,0.3198962294598544,qwen
1.0,0.10426466084704729,qwen
-1.0,-1.8542311263541666,qwen
-1.0,-1.6074116373012544,qwen
-1.0,-1.5257011641586251,qwen
-1.0,-0.5265438579343596,qwen
-1.0,-1.9128193937135747,qwen
-1.0,-3.0076493656308005,qwen
-1.0,-2.1678756952659337,qwen
-1.0,-1.8542311263541666,qwen
-1.0,-1.6074116373012544,qwen
-1.0,-1.5257011641586251,qwen
-1.0,-0.5265438579343596,qwen
-1.0,-1.9128193937135747,qwen
-1.0,-3.0076493656308005,qwen
-1.0,-2.1678756952659337,qwen
-1.0,-1.8542311263541666,qwen
-1.0,-1.6074116373012544,qwen
-1.0,-1.5257011641586251,qwen
-1.0,-0.5265438579343596,qwen
-1.0,-1.9128193937135747,qwen
-1.0,-3.0076493656308005,qwen
-1.0,-2.1678756952659337,qwen
-1.0,-1.8542311263541666,qwen
-1.0,-1.6074116373012544,qwen
-1.0,-1.5257011641586251,qwen
-1.0,-0.5265438579343596,qwen
-1.0,-1.9128193937135747,qwen
-1.0,-3.0076493656308005,qwen
-1.0,-2.1678756952659337,qwen
1.0,0.1963398683071116,qwen
1.0,-0.00044148884743316886,qwen
1.0,0.14038618684852822,qwen
1.0,-0.06034330797815973,qwen
1.0,0.2108688215391785,qwen
1.0,0.30984118887808915,qwen
1.0,0.05550033006375878,qwen
1.0,0.1963398683071116,qwen
1.0,-0.00044148884743316886,qwen
1.0,0.14038618684852822,qwen
1.0,-0.06034330797815973,qwen
1.0,0.2108688215391785,qwen
1.0,0.30984118887808915,qwen
1.0,0.05550033006375878,qwen
1.0,0.1963398683071116,qwen
1.0,-0.00044148884743316886,qwen
1.0,0.14038618684852822,qwen
1.0,-0.06034330797815973,qwen
1.0,0.2108688215391785,qwen
1.0,0.30984118887808915,qwen
1.0,0.05550033006375878,qwen
1.0,0.1963398683071116,qwen
1.0,-0.00044148884743316886,qwen
1.0,0.14038618684852822,qwen
1.0,-0.06034330797815973,qwen
1.0,0.2108688215391785,qwen
1.0,0.30984118887808915,qwen
1.0,0.05550033006375878,qwen
1.0,0.27728131982386783,qwen
1.0,0.2589147726053318,qwen
1.0,0.18607471604920098,qwen
1.0,0.02980157571258805,qwen
1.0,0.2886750553051409,qwen
1.0,0.39793062620174935,qwen
1.0,0.1629519029201374,qwen
1.0,0.27728131982386783,qwen
1.0,0.2589147726053318,qwen
1.0,0.18607471604920098,qwen
1.0,0.02980157571258805,qwen
1.0,0.2886750553051409,qwen
1.0,0.39793062620174935,qwen
1.0,0.1629519029201374,qwen
1.0,0.27728131982386783,qwen
1.0,0.2589147726053318,qwen
1.0,0.18607471604920098,qwen
1.0,0.02980157571258805,qwen
1.0,0.2886750553051409,qwen
1.0,0.39793062620174935,qwen
1.0,0.1629519029201374,qwen
1.0,0.27728131982386783,qwen
1.0,0.2589147726053318,qwen
1.0,0.18607471604920098,qwen
1.0,0.02980157571258805,qwen
1.0,0.2886750553051409,qwen
1.0,0.39793062620174935,qwen
1.0,0.1629519029201374,qwen
1.0,0.40607783270244824,qwen
1.0,0.36557146241639726,qwen
1.0,0.33341431049677894,qwen
1.0,0.2710849966159304,qwen
1.0,0.42612408143801617,qwen
1.0,0.46283274524997586,qwen
1.0,0.26570338121854387,qwen
1.0,0.40607783270244824,qwen
1.0,0.36557146241639726,qwen
1.0,0.33341431049677894,qwen
1.0,0.2710849966159304,qwen
1.0,0.42612408143801617,qwen
1.0,0.46283274524997586,qwen
1.0,0.26570338121854387,qwen
1.0,0.40607783270244824,qwen
1.0,0.36557146241639726,qwen
1.0,0.33341431049677894,qwen
1.0,0.2710849966159304,qwen
1.0,0.42612408143801617,qwen
1.0,0.46283274524997586,qwen
1.0,0.26570338121854387,qwen
1.0,0.40607783270244824,qwen
1.0,0.36557146241639726,qwen
1.0,0.33341431049677894,qwen
1.0,0.2710849966159304,qwen
1.0,0.42612408143801617,qwen
1.0,0.46283274524997586,qwen
1.0,0.26570338121854387,qwen
1.0,0.34010517241139365,qwen
1.0,0.319083339661498,qwen
1.0,0.24889856863672707,qwen
1.0,0.14207469886699767,qwen
1.0,0.35149890789266713,qwen
1.0,0.4456720619018169,qwen
1.0,0.22577575550766324,qwen
1.0,0.34010517241139365,qwen
1.0,0.319083339661498,qwen
1.0,0.24889856863672707,qwen
1.0,0.14207469886699767,qwen
1.0,0.35149890789266713,qwen
1.0,0.4456720619018169,qwen
1.0,0.22577575550766324,qwen
1.0,0.34010517241139365,qwen
1.0,0.319083339661498,qwen
1.0,0.24889856863672707,qwen
1.0,0.14207469886699767,qwen
1.0,0.35149890789266713,qwen
1.0,0.4456720619018169,qwen
1.0,0.22577575550766324,qwen
1.0,0.34010517241139365,qwen
1.0,0.319083339661498,qwen
1.0,0.24889856863672707,qwen
1.0,0.14207469886699767,qwen
1.0,0.35149890789266713,qwen
1.0,0.4456720619018169,qwen
1.0,0.22577575550766324,qwen
1.0,0.299636293678446,qwen
1.0,0.23221789985265764,qwen
1.0,0.18754054879583698,qwen
1.0,0.06323613962091235,qwen
1.0,0.31139388259851003,qwen
1.0,0.4004042098005071,qwen
1.0,0.18922468082402405,qwen
1.0,0.299636293678446,qwen
1.0,0.23221789985265764,qwen
1.0,0.18754054879583698,qwen
1.0,0.06323613962091235,qwen
1.0,0.31139388259851003,qwen
1.0,0.4004042098005071,qwen
1.0,0.18922468082402405,qwen
1.0,0.299636293678446,qwen
1.0,0.23221789985265764,qwen
1.0,0.18754054879583698,qwen
1.0,0.06323613962091235,qwen
1.0,0.31139388259851003,qwen
1.0,0.4004042098005071,qwen
1.0,0.18922468082402405,qwen
1.0,0.299636293678446,qwen
1.0,0.23221789985265764,qwen
1.0,0.18754054879583698,qwen
1.0,0.06323613962091235,qwen
1.0,0.31139388259851003,qwen
1.0,0.4004042098005071,qwen
1.0,0.18922468082402405,qwen
1.0,0.20034262747068282,qwen
1.0,0.22680458330157402,qwen
1.0,0.19785364761952554,qwen
1.0,0.005861527479521508,qwen
1.0,0.21454952236162717,qwen
1.0,0.28529597298803894,qwen
1.0,0.023733353256722853,qwen
1.0,0.20034262747068282,qwen
1.0,0.22680458330157402,qwen
1.0,0.19785364761952554,qwen
1.0,0.005861527479521508,qwen
1.0,0.21454952236162717,qwen
1.0,0.28529597298803894,qwen
1.0,0.023733353256722853,qwen
1.0,0.20034262747068282,qwen
1.0,0.22680458330157402,qwen
1.0,0.19785364761952554,qwen
1.0,0.005861527479521508,qwen
1.0,0.21454952236162717,qwen
1.0,0.28529597298803894,qwen
1.0,0.023733353256722853,qwen
1.0,0.20034262747068282,qwen
1.0,0.22680458330157402,qwen
1.0,0.19785364761952554,qwen
1.0,0.005861527479521508,qwen
1.0,0.21454952236162717,qwen
1.0,0.28529597298803894,qwen
1.0,0.023733353256722853,qwen
1.0,0.2475724628260942,qwen
1.0,0.20800182201545575,qwen
1.0,0.1836770325755296,qwen
1.0,0.08422813810899642,qwen
1.0,0.26832963794172854,qwen
1.0,0.3338015987854951,qwen
1.0,0.10719801134218984,qwen
1.0,0.2475724628260942,qwen
1.0,0.20800182201545575,qwen
1.0,0.1836770325755296,qwen
1.0,0.08422813810899642,qwen
1.0,0.26832963794172854,qwen
1.0,0.3338015987854951,qwen
1.0,0.10719801134218984,qwen
1.0,0.2475724628260942,qwen
1.0,0.20800182201545575,qwen
1.0,0.1836770325755296,qwen
1.0,0.08422813810899642,qwen
1.0,0.26832963794172854,qwen
1.0,0.3338015987854951,qwen
1.0,0.10719801134218984,qwen
1.0,0.2475724628260942,qwen
1.0,0.20800182201545575,qwen
1.0,0.1836770325755296,qwen
1.0,0.08422813810899642,qwen
1.0,0.26832963794172854,qwen
1.0,0.3338015987854951,qwen
1.0,0.10719801134218984,qwen
1.0,0.24768171963095037,qwen
1.0,0.20717534934489937,qwen
1.0,0.17501819742528169,qwen
1.0,0.09483437988989105,qwen
1.0,0.26879219115059455,qwen
1.0,0.3053174686701562,qwen
1.0,0.1073072681470463,qwen
1.0,0.24768171963095037,qwen
1.0,0.20717534934489937,qwen
1.0,0.17501819742528169,qwen
1.0,0.09483437988989105,qwen
1.0,0.26879219115059455,qwen
1.0,0.3053174686701562,qwen
1.0,0.1073072681470463,qwen
1.0,0.24768171963095037,qwen
1.0,0.20717534934489937,qwen
1.0,0.17501819742528169,qwen
1.0,0.09483437988989105,qwen
1.0,0.26879219115059455,qwen
1.0,0.3053174686701562,qwen
1.0,0.1073072681470463,qwen
1.0,0.24768171963095037,qwen
1.0,0.20717534934489937,qwen
1.0,0.17501819742528169,qwen
1.0,0.09483437988989105,qwen
1.0,0.26879219115059455,qwen
1.0,0.3053174686701562,qwen
1.0,0.1073072681470463,qwen
1.0,0.3730037853592767,qwen
1.0,0.30371750351983356,qwen
1.0,0.3147630822363329,qwen
1.0,0.22658480172528708,qwen
1.0,0.3967253375531419,qwen
1.0,0.3357276645014289,qwen
1.0,0.1516299402501952,qwen
1.0,0.3730037853592767,qwen
1.0,0.30371750351983356,qwen
1.0,0.3147630822363329,qwen
1.0,0.22658480172528708,qwen
1.0,0.3967253375531419,qwen
1.0,0.3357276645014289,qwen
1.0,0.1516299402501952,qwen
1.0,0.3730037853592767,qwen
1.0,0.30371750351983356,qwen
1.0,0.3147630822363329,qwen
1.0,0.22658480172528708,qwen
1.0,0.3967253375531419,qwen
1.0,0.3357276645014289,qwen
1.0,0.1516299402501952,qwen
1.0,0.3730037853592767,qwen
1.0,0.30371750351983356,qwen
1.0,0.3147630822363329,qwen
1.0,0.22658480172528708,qwen
1.0,0.3967253375531419,qwen
1.0,0.3357276645014289,qwen
1.0,0.1516299402501952,qwen
1.0,0.17177719860549676,qwen
1.0,0.15998822643486,qwen
1.0,0.20328074737075025,qwen
1.0,-0.010787637431948131,qwen
1.0,0.18465264856718178,qwen
1.0,0.2468380979300259,qwen
1.0,0.031598153114554044,qwen
1.0,0.17177719860549676,qwen
1.0,0.15998822643486,qwen
1.0,0.20328074737075025,qwen
1.0,-0.010787637431948131,qwen
1.0,0.18465264856718178,qwen
1.0,0.2468380979300259,qwen
1.0,0.031598153114554044,qwen
1.0,0.17177719860549676,qwen
1.0,0.15998822643486,qwen
1.0,0.20328074737075025,qwen
1.0,-0.010787637431948131,qwen
1.0,0.18465264856718178,qwen
1.0,0.2468380979300259,qwen
1.0,0.031598153114554044,qwen
1.0,0.17177719860549676,qwen
1.0,0.15998822643486,qwen
1.0,0.20328074737075025,qwen
1.0,-0.010787637431948131,qwen
1.0,0.18465264856718178,qwen
1.0,0.2468380979300259,qwen
1.0,0.031598153114554044,qwen
1.0,0.19998819124677783,qwen
1.0,0.22645014707766978,qwen
1.0,0.19749921139562068,qwen
1.0,0.0017734378053400808,qwen
1.0,0.21419508613772217,qwen
1.0,0.2849415367641341,qwen
1.0,0.02337891703281789,qwen
1.0,0.19998819124677783,qwen
1.0,0.22645014707766978,qwen
1.0,0.19749921139562068,qwen
1.0,0.0017734378053400808,qwen
1.0,0.21419508613772217,qwen
1.0,0.2849415367641341,qwen
1.0,0.02337891703281789,qwen
1.0,0.19998819124677783,qwen
1.0,0.22645014707766978,qwen
1.0,0.19749921139562068,qwen
1.0,0.0017734378053400808,qwen
1.0,0.21419508613772217,qwen
1.0,0.2849415367641341,qwen
1.0,0.02337891703281789,qwen
1.0,0.19998819124677783,qwen
1.0,0.22645014707766978,qwen
1.0,0.19749921139562068,qwen
1.0,0.0017734378053400808,qwen
1.0,0.21419508613772217,qwen
1.0,0.2849415367641341,qwen
1.0,0.02337891703281789,qwen
1.0,0.3104172265578572,qwen
1.0,0.30126255974704425,qwen
1.0,0.34183173252329563,qwen
1.0,0.16412651895220068,qwen
1.0,0.323292676519542,qwen
1.0,0.3715186227168241,qwen
1.0,0.17023818106691424,qwen
1.0,0.3104172265578572,qwen
1.0,0.30126255974704425,qwen
1.0,0.34183173252329563,qwen
1.0,0.16412651895220068,qwen
1.0,0.323292676519542,qwen
1.0,0.3715186227168241,qwen
1.0,0.17023818106691424,qwen
1.0,0.3104172265578572,qwen
1.0,0.30126255974704425,qwen
1.0,0.34183173252329563,qwen
1.0,0.16412651895220068,qwen
1.0,0.323292676519542,qwen
1.0,0.3715186227168241,qwen
1.0,0.17023818106691424,qwen
1.0,0.3104172265578572,qwen
1.0,0.30126255974704425,qwen
1.0,0.34183173252329563,qwen
1.0,0.16412651895220068,qwen
1.0,0.323292676519542,qwen
1.0,0.3715186227168241,qwen
1.0,0.17023818106691424,qwen
1.0,0.19968490853439394,qwen
1.0,0.15329805712964734,qwen
1.0,0.1468089404115907,qwen
1.0,0.030089102508850434,qwen
1.0,0.22340646072825907,qwen
1.0,0.18375450668186005,qwen
1.0,-0.0218689490928555,qwen
1.0,0.19968490853439394,qwen
1.0,0.15329805712964734,qwen
1.0,0.1468089404115907,qwen
1.0,0.030089102508850434,qwen
1.0,0.22340646072825907,qwen
1.0,0.18375450668186005,qwen
1.0,-0.0218689490928555,qwen
1.0,0.19968490853439394,qwen
1.0,0.15329805712964734,qwen
1.0,0.1468089404115907,qwen
1.0,0.030089102508850434,qwen
1.0,0.22340646072825907,qwen
1.0,0.18375450668186005,qwen
1.0,-0.0218689490928555,qwen
1.0,0.19968490853439394,qwen
1.0,0.15329805712964734,qwen
1.0,0.1468089404115907,qwen
1.0,0.030089102508850434,qwen
1.0,0.22340646072825907,qwen
1.0,0.18375450668186005,qwen
1.0,-0.0218689490928555,qwen
2.0,1.2903178273754117,qwen
2.0,0.9980121816509774,qwen
2.0,0.9912972705709868,qwen
2.0,0.8193324911255707,qwen
2.0,1.29886613733051,qwen
2.0,1.6262661552922837,qwen
2.0,1.7734556105127097,qwen
2.0,1.2903178273754117,qwen
2.0,0.9980121816509774,qwen
2.0,0.9912972705709868,qwen
2.0,0.8193324911255707,qwen
2.0,1.29886613733051,qwen
2.0,1.6262661552922837,qwen
2.0,1.7734556105127097,qwen
2.0,1.2903178273754117,qwen
2.0,0.9980121816509774,qwen
2.0,0.9912972705709868,qwen
2.0,0.8193324911255707,qwen
2.0,1.29886613733051,qwen
2.0,1.6262661552922837,qwen
2.0,1.7734556105127097,qwen
2.0,1.2903178273754117,qwen
2.0,0.9980121816509774,qwen
2.0,0.9912972705709868,qwen
2.0,0.8193324911255707,qwen
2.0,1.29886613733051,qwen
2.0,1.6262661552922837,qwen
2.0,1.7734556105127097,qwen
2.0,1.0920881240478346,qwen
2.0,0.8275980874098421,qwen
2.0,0.8300750116500841,qwen
2.0,0.6003008556842224,qwen
2.0,1.103481859529109,qwen
2.0,1.4369466389630394,qwen
2.0,1.4404827519790477,qwen
2.0,1.0920881240478346,qwen
2.0,0.8275980874098421,qwen
2.0,0.8300750116500841,qwen
2.0,0.6003008556842224,qwen
2.0,1.103481859529109,qwen
2.0,1.4369466389630394,qwen
2.0,1.4404827519790477,qwen
2.0,1.0920881240478346,qwen
2.0,0.8275980874098421,qwen
2.0,0.8300750116500841,qwen
2.0,0.6003008556842224,qwen
2.0,1.103481859529109,qwen
2.0,1.4369466389630394,qwen
2.0,1.4404827519790477,qwen
2.0,1.0920881240478346,qwen
2.0,0.8275980874098421,qwen
2.0,0.8300750116500841,qwen
2.0,0.6003008556842224,qwen
2.0,1.103481859529109,qwen
2.0,1.4369466389630394,qwen
2.0,1.4404827519790477,qwen
2.0,1.227660835823453,qwen
2.0,0.8844346681908436,qwen
2.0,0.9029905008520869,qwen
2.0,0.7529758830465124,qwen
2.0,1.2381867804584727,qwen
2.0,1.5406557508022527,qwen
2.0,1.66995786209636,qwen
2.0,1.227660835823453,qwen
2.0,0.8844346681908436,qwen
2.0,0.9029905008520869,qwen
2.0,0.7529758830465124,qwen
2.0,1.2381867804584727,qwen
2.0,1.5406557508022527,qwen
2.0,1.66995786209636,qwen
2.0,1.227660835823453,qwen
2.0,0.8844346681908436,qwen
2.0,0.9029905008520869,qwen
2.0,0.7529758830465124,qwen
2.0,1.2381867804584727,qwen
2.0,1.5406557508022527,qwen
2.0,1.66995786209636,qwen
2.0,1.227660835823453,qwen
2.0,0.8844346681908436,qwen
2.0,0.9029905008520869,qwen
2.0,0.7529758830465124,qwen
2.0,1.2381867804584727,qwen
2.0,1.5406557508022527,qwen
2.0,1.66995786209636,qwen
2.0,1.3140751681022886,qwen
2.0,0.9617152788277086,qwen
2.0,0.9634455242294462,qwen
2.0,0.8287874338006659,qwen
2.0,1.3246011127373076,qwen
2.0,1.6536974810150178,qwen
2.0,1.7618342672395895,qwen
2.0,1.3140751681022886,qwen
2.0,0.9617152788277086,qwen
2.0,0.9634455242294462,qwen
2.0,0.8287874338006659,qwen
2.0,1.3246011127373076,qwen
2.0,1.6536974810150178,qwen
2.0,1.7618342672395895,qwen
2.0,1.3140751681022886,qwen
2.0,0.9617152788277086,qwen
2.0,0.9634455242294462,qwen
2.0,0.8287874338006659,qwen
2.0,1.3246011127373076,qwen
2.0,1.6536974810150178,qwen
2.0,1.7618342672395895,qwen
2.0,1.3140751681022886,qwen
2.0,0.9617152788277086,qwen
2.0,0.9634455242294462,qwen
2.0,0.8287874338006659,qwen
2.0,1.3246011127373076,qwen
2.0,1.6536974810150178,qwen
2.0,1.7618342672395895,qwen
2.0,1.124138764328638,qwen
2.0,0.8653681703171364,qwen
2.0,0.8336874849968793,qwen
2.0,0.5623934619982311,qwen
2.0,1.1118120866903467,qwen
2.0,1.422894528869396,qwen
2.0,1.5145084780939502,qwen
2.0,1.124138764328638,qwen
2.0,0.8653681703171364,qwen
2.0,0.8336874849968793,qwen
2.0,0.5623934619982311,qwen
2.0,1.1118120866903467,qwen
2.0,1.422894528869396,qwen
2.0,1.5145084780939502,qwen
2.0,1.124138764328638,qwen
2.0,0.8653681703171364,qwen
2.0,0.8336874849968793,qwen
2.0,0.5623934619982311,qwen
2.0,1.1118120866903467,qwen
2.0,1.422894528869396,qwen
2.0,1.5145084780939502,qwen
2.0,1.124138764328638,qwen
2.0,0.8653681703171364,qwen
2.0,0.8336874849968793,qwen
2.0,0.5623934619982311,qwen
2.0,1.1118120866903467,qwen
2.0,1.422894528869396,qwen
2.0,1.5145084780939502,qwen
2.0,1.3041910754368753,qwen
2.0,1.011885429712442,qwen
2.0,0.9986425150153558,qwen
2.0,0.8647207501725301,qwen
2.0,1.3127393853919733,qwen
2.0,1.6353671474118894,qwen
2.0,1.7869480104262299,qwen
2.0,1.3041910754368753,qwen
2.0,1.011885429712442,qwen
2.0,0.9986425150153558,qwen
2.0,0.8647207501725301,qwen
2.0,1.3127393853919733,qwen
2.0,1.6353671474118894,qwen
2.0,1.7869480104262299,qwen
2.0,1.3041910754368753,qwen
2.0,1.011885429712442,qwen
2.0,0.9986425150153558,qwen
2.0,0.8647207501725301,qwen
2.0,1.3127393853919733,qwen
2.0,1.6353671474118894,qwen
2.0,1.7869480104262299,qwen
2.0,1.3041910754368753,qwen
2.0,1.011885429712442,qwen
2.0,0.9986425150153558,qwen
2.0,0.8647207501725301,qwen
2.0,1.3127393853919733,qwen
2.0,1.6353671474118894,qwen
2.0,1.7869480104262299,qwen
2.0,1.1745626493605095,qwen
2.0,0.915792055349008,qwen
2.0,0.8841113700287504,qwen
2.0,0.6128173470301024,qwen
2.0,1.1622359717222193,qwen
2.0,1.4615077686503282,qwen
2.0,1.5649323631258212,qwen
2.0,1.1745626493605095,qwen
2.0,0.915792055349008,qwen
2.0,0.8841113700287504,qwen
2.0,0.6128173470301024,qwen
2.0,1.1622359717222193,qwen
2.0,1.4615077686503282,qwen
2.0,1.5649323631258212,qwen
2.0,1.1745626493605095,qwen
2.0,0.915792055349008,qwen
2.0,0.8841113700287504,qwen
2.0,0.6128173470301024,qwen
2.0,1.1622359717222193,qwen
2.0,1.4615077686503282,qwen
2.0,1.5649323631258212,qwen
2.0,1.1745626493605095,qwen
2.0,0.915792055349008,qwen
2.0,0.8841113700287504,qwen
2.0,0.6128173470301024,qwen
2.0,1.1622359717222193,qwen
2.0,1.4615077686503282,qwen
2.0,1.5649323631258212,qwen
2.0,1.1225057472147628,qwen
2.0,0.8438099266233422,qwen
2.0,0.8080095944964796,qwen
2.0,0.6301328494370069,qwen
2.0,1.1342633361348278,qwen
2.0,1.4836078659245315,qwen
2.0,1.469204565482172,qwen
2.0,1.1225057472147628,qwen
2.0,0.8438099266233422,qwen
2.0,0.8080095944964796,qwen
2.0,0.6301328494370069,qwen
2.0,1.1342633361348278,qwen
2.0,1.4836078659245315,qwen
2.0,1.469204565482172,qwen
2.0,1.1225057472147628,qwen
2.0,0.8438099266233422,qwen
2.0,0.8080095944964796,qwen
2.0,0.6301328494370069,qwen
2.0,1.1342633361348278,qwen
2.0,1.4836078659245315,qwen
2.0,1.469204565482172,qwen
2.0,1.1225057472147628,qwen
2.0,0.8438099266233422,qwen
2.0,0.8080095944964796,qwen
2.0,0.6301328494370069,qwen
2.0,1.1342633361348278,qwen
2.0,1.4836078659245315,qwen
2.0,1.469204565482172,qwen
