delta_c,shap_delta_c,model
0.0,-1.0603259808326329,llama31_instruct
0.0,-1.369883449121278,llama31_instruct
0.0,-1.3691740164308264,llama31_instruct
0.0,-1.0462459479768575,llama31_instruct
0.0,-0.7563168054768996,llama31_instruct
0.0,-0.6519555575054103,llama31_instruct
0.0,-0.3102168637253425,llama31_instruct
0.0,-1.0603259808326329,llama31_instruct
0.0,-1.369883449121278,llama31_instruct
0.0,-1.3691740164308264,llama31_instruct
0.0,-1.0462459479768575,llama31_instruct
0.0,-0.7563168054768996,llama31_instruct
0.0,-0.6519555575054103,llama31_instruct
0.0,-0.3102168637253425,llama31_instruct
0.0,-1.0603259808326329,llama31_instruct
0.0,-1.369883449121278,llama31_instruct
0.0,-1.3691740164308264,llama31_instruct
0.0,-1.0462459479768575,llama31_instruct
0.0,-0.7563168054768996,llama31_instruct
0.0,-0.6519555575054103,llama31_instruct
0.0,-0.3102168637253425,llama31_instruct
0.0,-1.0603259808326329,llama31_instruct
0.0,-1.369883449121278,llama31_instruct
0.0,-1.3691740164308264,llama31_instruct
0.0,-1.0487590708681016,llama31_instruct
0.0,-0.6394471267698353,llama31_instruct
0.0,-0.7561851407844428,llama31_instruct
0.0,-0.33281548668406835,llama31_instruct
0.0,-1.0669546151525597,llama31_instruct
0.0,-1.4919049526643773,llama31_instruct
0.0,-1.3771668182947732,llama31_instruct
0.0,-1.0487590708681016,llama31_instruct
0.0,-0.6394471267698353,llama31_instruct
0.0,-0.7561851407844428,llama31_instruct
0.0,-0.33281548668406835,llama31_instruct
0.0,-1.0669546151525597,llama31_instruct
0.0,-1.4919049526643773,llama31_instruct
0.0,-1.3771668182947732,llama31_instruct
0.0,-1.0487590708681016,llama31_instruct
0.0,-0.6394471267698353,llama31_instruct
0.0,-0.7561851407844428,llama31_instruct
0.0,-0.33281548668406835,llama31_instruct
0.0,-1.0669546151525597,llama31_instruct
0.0,-1.4919049526643773,llama31_instruct
0.0,-1.3771668182947732,llama31_instruct
0.0,-1.0487590708681016,llama31_instruct
0.0,-0.6394471267698353,llama31_instruct
0.0,-0.7561851407844428,llama31_instruct
0.0,-0.33281548668406835,llama31_instruct
0.0,-1.0669546151525597,llama31_instruct
0.0,-1.4919049526643773,llama31_instruct
0.0,-1.3771668182947732,llama31_instruct
0.0,-1.2102962180587868,llama31_instruct
0.0,-0.8398818592172607,llama31_instruct
0.0,-0.8640714804199784,llama31_instruct
0.0,-0.68779346205721,llama31_instruct
0.0,-1.2091525054660865,llama31_instruct
0.0,-1.493513200086147,llama31_instruct
0.0,-1.4337389111418102,llama31_instruct
0.0,-1.2102962180587868,llama31_instruct
0.0,-0.8398818592172607,llama31_instruct
0.0,-0.8640714804199784,llama31_instruct
0.0,-0.68779346205721,llama31_instruct
0.0,-1.2091525054660865,llama31_instruct
0.0,-1.493513200086147,llama31_instruct
0.0,-1.4337389111418102,llama31_instruct
0.0,-1.2102962180587868,llama31_instruct
0.0,-0.8398818592172607,llama31_instruct
0.0,-0.8640714804199784,llama31_instruct
0.0,-0.68779346205721,llama31_instruct
0.0,-1.2091525054660865,llama31_instruct
0.0,-1.493513200086147,llama31_instruct
0.0,-1.4337389111418102,llama31_instruct
0.0,-1.2102962180587868,llama31_instruct
0.0,-0.8398818592172607,llama31_instruct
0.0,-0.8640714804199784,llama31_instruct
0.0,-0.68779346205721,llama31_instruct
0.0,-1.2091525054660865,llama31_instruct
0.0,-1.493513200086147,llama31_instruct
0.0,-1.4337389111418102,llama31_instruct
0.0,-1.276667466402171,llama31_instruct
0.0,-0.8762086461378866,llama31_instruct
0.0,-0.9467173494958535,llama31_instruct
0.0,-0.6038320457419208,llama31_instruct
0.0,-1.2865083705296603,llama31_instruct
0.0,-1.6750459875908579,llama31_instruct
0.0,-1.5612568572051686,llama31_instruct
0.0,-1.276667466402171,llama31_instruct
0.0,-0.8762086461378866,llama31_instruct
0.0,-0.9467173494958535,llama31_instruct
0.0,-0.6038320457419208,llama31_instruct
0.0,-1.2865083705296603,llama31_instruct
0.0,-1.6750459875908579,llama31_instruct
0.0,-1.5612568572051686,llama31_instruct
0.0,-1.276667466402171,llama31_instruct
0.0,-0.8762086461378866,llama31_instruct
0.0,-0.9467173494958535,llama31_instruct
0.0,-0.6038320457419208,llama31_instruct
0.0,-1.2865083705296603,llama31_instruct
0.0,-1.6750459875908579,llama31_instruct
0.0,-1.5612568572051686,llama31_instruct
0.0,-1.276667466402171,llama31_instruct
0.0,-0.8762086461378866,llama31_instruct
0.0,-0.9467173494958535,llama31_instruct
0.0,-0.6038320457419208,llama31_instruct
0.0,-1.2865083705296603,llama31_instruct
0.0,-1.6750459875908579,llama31_instruct
0.0,-1.5612568572051686,llama31_instruct
0.0,-0.9908827639335186,llama31_instruct
0.0,-0.6151011587195235,llama31_instruct
0.0,-0.6231255308228725,llama31_instruct
0.0,-0.1846016437452855,llama31_instruct
0.0,-0.994160688546999,llama31_instruct
0.0,-1.3317876088959035,llama31_instruct
0.0,-1.2170209274301174,llama31_instruct
0.0,-0.9908827639335186,llama31_instruct
0.0,-0.6151011587195235,llama31_instruct
0.0,-0.6231255308228725,llama31_instruct
0.0,-0.1846016437452855,llama31_instruct
0.0,-0.994160688546999,llama31_instruct
0.0,-1.3317876088959035,llama31_instruct
0.0,-1.2170209274301174,llama31_instruct
0.0,-0.9908827639335186,llama31_instruct
0.0,-0.6151011587195235,llama31_instruct
0.0,-0.6231255308228725,llama31_instruct
0.0,-0.1846016437452855,llama31_instruct
0.0,-0.994160688546999,llama31_instruct
0.0,-1.3317876088959035,llama31_instruct
0.0,-1.2170209274301174,llama31_instruct
0.0,-0.9908827639335186,llama31_instruct
0.0,-0.6151011587195235,llama31_instruct
0.0,-0.6231255308228725,llama31_instruct
0.0,-0.1846016437452855,llama31_instruct
0.0,-0.994160688546999,llama31_instruct
0.0,-1.3317876088959035,llama31_instruct
0.0,-1.2170209274301174,llama31_instruct
0.0,-1.0785126320247378,llama31_instruct
0.0,-0.7150307914180435,llama31_instruct
0.0,-0.7730169188776878,llama31_instruct
0.0,-0.4624233696503857,llama31_instruct
0.0,-1.081790556638219,llama31_instruct
0.0,-1.3460334216869054,llama31_instruct
0.0,-1.3046507955213371,llama31_instruct
0.0,-1.0785126320247378,llama31_instruct
0.0,-0.7150307914180435,llama31_instruct
0.0,-0.7730169188776878,llama31_instruct
0.0,-0.4624233696503857,llama31_instruct
0.0,-1.081790556638219,llama31_instruct
0.0,-1.3460334216869054,llama31_instruct
0.0,-1.3046507955213371,llama31_instruct
0.0,-1.0785126320247378,llama31_instruct
0.0,-0.7150307914180435,llama31_instruct
0.0,-0.7730169188776878,llama31_instruct
0.0,-0.4624233696503857,llama31_instruct
0.0,-1.081790556638219,llama31_instruct
0.0,-1.3460334216869054,llama31_instruct
0.0,-1.3046507955213371,llama31_instruct
0.0,-1.0785126320247378,llama31_instruct
0.0,-0.7150307914180435,llama31_instruct
0.0,-0.7730169188776878,llama31_instruct
0.0,-0.4624233696503857,llama31_instruct
0.0,-1.081790556638219,llama31_instruct
0.0,-1.3460334216869054,llama31_instruct
0.0,-1.3046507955213371,llama31_instruct
0.0,-1.0525029428656603,llama31_instruct
0.0,-0.7480750865819545,llama31_instruct
0.0,-0.7535266700750842,llama31_instruct
0.0,-0.36416125386076725,llama31_instruct
0.0,-1.0665829757214362,llama31_instruct
0.0,-1.2707051923315593,llama31_instruct
0.0,-1.37543101131963,llama31_instruct
0.0,-1.0525029428656603,llama31_instruct
0.0,-0.7480750865819545,llama31_instruct
0.0,-0.7535266700750842,llama31_instruct
0.0,-0.36416125386076725,llama31_instruct
0.0,-1.0665829757214362,llama31_instruct
0.0,-1.2707051923315593,llama31_instruct
0.0,-1.37543101131963,llama31_instruct
0.0,-1.0525029428656603,llama31_instruct
0.0,-0.7480750865819545,llama31_instruct
0.0,-0.7535266700750842,llama31_instruct
0.0,-0.36416125386076725,llama31_instruct
0.0,-1.0665829757214362,llama31_instruct
0.0,-1.2707051923315593,llama31_instruct
0.0,-1.37543101131963,llama31_instruct
0.0,-1.0525029428656603,llama31_instruct
0.0,-0.7480750865819545,llama31_instruct
0.0,-0.7535266700750842,llama31_instruct
0.0,-0.36416125386076725,llama31_instruct
0.0,-1.0665829757214362,llama31_instruct
0.0,-1.2707051923315593,llama31_instruct
0.0,-1.37543101131963,llama31_instruct
-0.0,-1.1871500465556544,llama31_instruct
-0.0,-0.8401845047861927,llama31_instruct
-0.0,-0.9061353076258639,llama31_instruct
-0.0,-0.6572509631456156,llama31_instruct
-0.0,-1.206843938642504,llama31_instruct
-0.0,-1.5291536726993418,llama31_instruct
-0.0,-1.5020731477940998,llama31_instruct
-0.0,-1.1871500465556544,llama31_instruct
-0.0,-0.8401845047861927,llama31_instruct
-0.0,-0.9061353076258639,llama31_instruct
-0.0,-0.6572509631456156,llama31_instruct
-0.0,-1.206843938642504,llama31_instruct
-0.0,-1.5291536726993418,llama31_instruct
-0.0,-1.5020731477940998,llama31_instruct
-0.0,-1.1871500465556544,llama31_instruct
-0.0,-0.8401845047861927,llama31_instruct
-0.0,-0.9061353076258639,llama31_instruct
-0.0,-0.6572509631456156,llama31_instruct
-0.0,-1.206843938642504,llama31_instruct
-0.0,-1.5291536726993418,llama31_instruct
-0.0,-1.5020731477940998,llama31_instruct
-0.0,-1.1871500465556544,llama31_instruct
-0.0,-0.8401845047861927,llama31_instruct
-0.0,-0.9061353076258639,llama31_instruct
-0.0,-0.6572509631456156,llama31_instruct
-0.0,-1.206843938642504,llama31_instruct
-0.0,-1.5291536726993418,llama31_instruct
-0.0,-1.5020731477940998,llama31_instruct
0.0,-1.2600422285064172,llama31_instruct
0.0,-0.8595834082421324,llama31_instruct
0.0,-0.9295924514326699,llama31_instruct
0.0,-0.5817751149491847,llama31_instruct
0.0,-1.2693552856044001,llama31_instruct
0.0,-1.6601424512445326,llama31_instruct
0.0,-1.552928763377771,llama31_instruct
0.0,-1.2600422285064172,llama31_instruct
0.0,-0.8595834082421324,llama31_instruct
0.0,-0.9295924514326699,llama31_instruct
0.0,-0.5817751149491847,llama31_instruct
0.0,-1.2693552856044001,llama31_instruct
0.0,-1.6601424512445326,llama31_instruct
0.0,-1.552928763377771,llama31_instruct
0.0,-1.2600422285064172,llama31_instruct
0.0,-0.8595834082421324,llama31_instruct
0.0,-0.9295924514326699,llama31_instruct
0.0,-0.5817751149491847,llama31_instruct
0.0,-1.2693552856044001,llama31_instruct
0.0,-1.6601424512445326,llama31_instruct
0.0,-1.552928763377771,llama31_instruct
0.0,-1.2600422285064172,llama31_instruct
0.0,-0.8595834082421324,llama31_instruct
0.0,-0.9295924514326699,llama31_instruct
0.0,-0.5817751149491847,llama31_instruct
0.0,-1.2693552856044001,llama31_instruct
0.0,-1.6601424512445326,llama31_instruct
0.0,-1.552928763377771,llama31_instruct
-0.0,-1.075354991067265,llama31_instruct
-0.0,-0.7545591902823336,llama31_instruct
-0.0,-0.7655431390480589,llama31_instruct
-0.0,-0.5632496310958884,llama31_instruct
-0.0,-1.0742112784745645,llama31_instruct
-0.0,-1.36495998488106,llama31_instruct
-0.0,-1.2942236285321966,llama31_instruct
-0.0,-1.075354991067265,llama31_instruct
-0.0,-0.7545591902823336,llama31_instruct
-0.0,-0.7655431390480589,llama31_instruct
-0.0,-0.5632496310958884,llama31_instruct
-0.0,-1.0742112784745645,llama31_instruct
-0.0,-1.36495998488106,llama31_instruct
-0.0,-1.2942236285321966,llama31_instruct
-0.0,-1.075354991067265,llama31_instruct
-0.0,-0.7545591902823336,llama31_instruct
-0.0,-0.7655431390480589,llama31_instruct
-0.0,-0.5632496310958884,llama31_instruct
-0.0,-1.0742112784745645,llama31_instruct
-0.0,-1.36495998488106,llama31_instruct
-0.0,-1.2942236285321966,llama31_instruct
-0.0,-1.075354991067265,llama31_instruct
-0.0,-0.7545591902823336,llama31_instruct
-0.0,-0.7655431390480589,llama31_instruct
-0.0,-0.5632496310958884,llama31_instruct
-0.0,-1.0742112784745645,llama31_instruct
-0.0,-1.36495998488106,llama31_instruct
-0.0,-1.2942236285321966,llama31_instruct
-0.0,-1.1152943282711516,llama31_instruct
-0.0,-0.7527482171398713,llama31_instruct
-0.0,-0.8185667070792074,llama31_instruct
-0.0,-0.5586564573716166,llama31_instruct
-0.0,-1.1192831792646993,llama31_instruct
-0.0,-1.4073070658380082,llama31_instruct
-0.0,-1.3414324917677527,llama31_instruct
-0.0,-1.1152943282711516,llama31_instruct
-0.0,-0.7527482171398713,llama31_instruct
-0.0,-0.8185667070792074,llama31_instruct
-0.0,-0.5586564573716166,llama31_instruct
-0.0,-1.1192831792646993,llama31_instruct
-0.0,-1.4073070658380082,llama31_instruct
-0.0,-1.3414324917677527,llama31_instruct
-0.0,-1.1152943282711516,llama31_instruct
-0.0,-0.7527482171398713,llama31_instruct
-0.0,-0.8185667070792074,llama31_instruct
-0.0,-0.5586564573716166,llama31_instruct
-0.0,-1.1192831792646993,llama31_instruct
-0.0,-1.4073070658380082,llama31_instruct
-0.0,-1.3414324917677527,llama31_instruct
-0.0,-1.1152943282711516,llama31_instruct
-0.0,-0.7527482171398713,llama31_instruct
-0.0,-0.8185667070792074,llama31_instruct
-0.0,-0.5586564573716166,llama31_instruct
-0.0,-1.1192831792646993,llama31_instruct
-0.0,-1.4073070658380082,llama31_instruct
-0.0,-1.3414324917677527,llama31_instruct
0.0,-0.9919205631287478,llama31_instruct
0.0,-0.6161389579147527,llama31_instruct
0.0,-0.6241633300181016,llama31_instruct
0.0,-0.18563944294051454,llama31_instruct
0.0,-0.9951984877422279,llama31_instruct
0.0,-1.3477678549792103,llama31_instruct
0.0,-1.2180587266253464,llama31_instruct
0.0,-0.9919205631287478,llama31_instruct
0.0,-0.6161389579147527,llama31_instruct
0.0,-0.6241633300181016,llama31_instruct
0.0,-0.18563944294051454,llama31_instruct
0.0,-0.9951984877422279,llama31_instruct
0.0,-1.3477678549792103,llama31_instruct
0.0,-1.2180587266253464,llama31_instruct
0.0,-0.9919205631287478,llama31_instruct
0.0,-0.6161389579147527,llama31_instruct
0.0,-0.6241633300181016,llama31_instruct
0.0,-0.18563944294051454,llama31_instruct
0.0,-0.9951984877422279,llama31_instruct
0.0,-1.3477678549792103,llama31_instruct
0.0,-1.2180587266253464,llama31_instruct
0.0,-0.9919205631287478,llama31_instruct
0.0,-0.6161389579147527,llama31_instruct
0.0,-0.6241633300181016,llama31_instruct
0.0,-0.18563944294051454,llama31_instruct
0.0,-0.9951984877422279,llama31_instruct
0.0,-1.3477678549792103,llama31_instruct
0.0,-1.2180587266253464,llama31_instruct
0.0,-1.0530936428612647,llama31_instruct
0.0,-0.7631645003613069,llama31_instruct
0.0,-0.6588032523898179,llama31_instruct
0.0,-0.4113273189505184,llama31_instruct
0.0,-1.0671736757170407,llama31_instruct
0.0,-1.3767311440056853,llama31_instruct
0.0,-1.376021711315234,llama31_instruct
0.0,-1.0530936428612647,llama31_instruct
0.0,-0.7631645003613069,llama31_instruct
0.0,-0.6588032523898179,llama31_instruct
0.0,-0.4113273189505184,llama31_instruct
0.0,-1.0671736757170407,llama31_instruct
0.0,-1.3767311440056853,llama31_instruct
0.0,-1.376021711315234,llama31_instruct
0.0,-1.0530936428612647,llama31_instruct
0.0,-0.7631645003613069,llama31_instruct
0.0,-0.6588032523898179,llama31_instruct
0.0,-0.4113273189505184,llama31_instruct
0.0,-1.0671736757170407,llama31_instruct
0.0,-1.3767311440056853,llama31_instruct
0.0,-1.376021711315234,llama31_instruct
0.0,-1.0530936428612647,llama31_instruct
0.0,-0.7631645003613069,llama31_instruct
0.0,-0.6588032523898179,llama31_instruct
0.0,-0.4113273189505184,llama31_instruct
0.0,-1.0671736757170407,llama31_instruct
0.0,-1.3767311440056853,llama31_instruct
0.0,-1.376021711315234,llama31_instruct
2.0,1.0436785145485674,llama31_instruct
2.0,0.7001104041227961,llama31_instruct
2.0,0.7066934628965249,llama31_instruct
2.0,0.4444597275842043,llama31_instruct
2.0,1.0309985405062658,llama31_instruct
2.0,1.380397406374575,llama31_instruct
2.0,1.4136576254541904,llama31_instruct
2.0,1.0436785145485674,llama31_instruct
2.0,0.7001104041227961,llama31_instruct
2.0,0.7066934628965249,llama31_instruct
2.0,0.4444597275842043,llama31_instruct
2.0,1.0309985405062658,llama31_instruct
2.0,1.380397406374575,llama31_instruct
2.0,1.4136576254541904,llama31_instruct
2.0,1.0436785145485674,llama31_instruct
2.0,0.7001104041227961,llama31_instruct
2.0,0.7066934628965249,llama31_instruct
2.0,0.4444597275842043,llama31_instruct
2.0,1.0309985405062658,llama31_instruct
2.0,1.380397406374575,llama31_instruct
2.0,1.4136576254541904,llama31_instruct
2.0,1.0436785145485674,llama31_instruct
2.0,0.7001104041227961,llama31_instruct
2.0,0.7066934628965249,llama31_instruct
2.0,0.4444597275842043,llama31_instruct
2.0,1.0309985405062658,llama31_instruct
2.0,1.380397406374575,llama31_instruct
2.0,1.4136576254541904,llama31_instruct
2.0,0.9911952963935577,llama31_instruct
2.0,0.6786700263133494,llama31_instruct
2.0,0.717643273564787,llama31_instruct
2.0,0.5173192502891972,llama31_instruct
2.0,1.0050871868133704,llama31_instruct
2.0,1.3539685752382595,llama31_instruct
2.0,1.3513720091494117,llama31_instruct
2.0,0.9911952963935577,llama31_instruct
2.0,0.6786700263133494,llama31_instruct
2.0,0.717643273564787,llama31_instruct
2.0,0.5173192502891972,llama31_instruct
2.0,1.0050871868133704,llama31_instruct
2.0,1.3539685752382595,llama31_instruct
2.0,1.3513720091494117,llama31_instruct
2.0,0.9911952963935577,llama31_instruct
2.0,0.6786700263133494,llama31_instruct
2.0,0.717643273564787,llama31_instruct
2.0,0.5173192502891972,llama31_instruct
2.0,1.0050871868133704,llama31_instruct
2.0,1.3539685752382595,llama31_instruct
2.0,1.3513720091494117,llama31_instruct
2.0,0.9911952963935577,llama31_instruct
2.0,0.6786700263133494,llama31_instruct
2.0,0.717643273564787,llama31_instruct
2.0,0.5173192502891972,llama31_instruct
2.0,1.0050871868133704,llama31_instruct
2.0,1.3539685752382595,llama31_instruct
2.0,1.3513720091494117,llama31_instruct
2.0,1.1132587872584692,llama31_instruct
2.0,0.7607642937736767,llama31_instruct
2.0,0.8373429715500359,llama31_instruct
2.0,0.5613105842967399,llama31_instruct
2.0,1.141319195373,llama31_instruct
2.0,1.6797823762150903,llama31_instruct
2.0,1.6591837267870395,llama31_instruct
2.0,1.1132587872584692,llama31_instruct
2.0,0.7607642937736767,llama31_instruct
2.0,0.8373429715500359,llama31_instruct
2.0,0.5613105842967399,llama31_instruct
2.0,1.141319195373,llama31_instruct
2.0,1.6797823762150903,llama31_instruct
2.0,1.6591837267870395,llama31_instruct
2.0,1.1132587872584692,llama31_instruct
2.0,0.7607642937736767,llama31_instruct
2.0,0.8373429715500359,llama31_instruct
2.0,0.5613105842967399,llama31_instruct
2.0,1.141319195373,llama31_instruct
2.0,1.6797823762150903,llama31_instruct
2.0,1.6591837267870395,llama31_instruct
2.0,1.1132587872584692,llama31_instruct
2.0,0.7607642937736767,llama31_instruct
2.0,0.8373429715500359,llama31_instruct
2.0,0.5613105842967399,llama31_instruct
2.0,1.141319195373,llama31_instruct
2.0,1.6797823762150903,llama31_instruct
2.0,1.6591837267870395,llama31_instruct
2.0,1.148042645783145,llama31_instruct
2.0,0.829111526880991,llama31_instruct
2.0,0.8533194840525455,llama31_instruct
2.0,0.730115059930219,llama31_instruct
2.0,1.1571194210031623,llama31_instruct
2.0,1.4792187177581588,llama31_instruct
2.0,1.6621014840143353,llama31_instruct
2.0,1.148042645783145,llama31_instruct
2.0,0.829111526880991,llama31_instruct
2.0,0.8533194840525455,llama31_instruct
2.0,0.730115059930219,llama31_instruct
2.0,1.1571194210031623,llama31_instruct
2.0,1.4792187177581588,llama31_instruct
2.0,1.6621014840143353,llama31_instruct
2.0,1.148042645783145,llama31_instruct
2.0,0.829111526880991,llama31_instruct
2.0,0.8533194840525455,llama31_instruct
2.0,0.730115059930219,llama31_instruct
2.0,1.1571194210031623,llama31_instruct
2.0,1.4792187177581588,llama31_instruct
2.0,1.6621014840143353,llama31_instruct
2.0,1.148042645783145,llama31_instruct
2.0,0.829111526880991,llama31_instruct
2.0,0.8533194840525455,llama31_instruct
2.0,0.730115059930219,llama31_instruct
2.0,1.1571194210031623,llama31_instruct
2.0,1.4792187177581588,llama31_instruct
2.0,1.6621014840143353,llama31_instruct
2.0,1.0870762235165388,llama31_instruct
2.0,0.7650645864472903,llama31_instruct
2.0,0.8012334227368892,llama31_instruct
2.0,0.5525150393713595,llama31_instruct
2.0,1.0736853230941714,llama31_instruct
2.0,1.4026147297265528,llama31_instruct
2.0,1.4570553344221644,llama31_instruct
2.0,1.0870762235165388,llama31_instruct
2.0,0.7650645864472903,llama31_instruct
2.0,0.8012334227368892,llama31_instruct
2.0,0.5525150393713595,llama31_instruct
2.0,1.0736853230941714,llama31_instruct
2.0,1.4026147297265528,llama31_instruct
2.0,1.4570553344221644,llama31_instruct
2.0,1.0870762235165388,llama31_instruct
2.0,0.7650645864472903,llama31_instruct
2.0,0.8012334227368892,llama31_instruct
2.0,0.5525150393713595,llama31_instruct
2.0,1.0736853230941714,llama31_instruct
2.0,1.4026147297265528,llama31_instruct
2.0,1.4570553344221644,llama31_instruct
2.0,1.0870762235165388,llama31_instruct
2.0,0.7650645864472903,llama31_instruct
2.0,0.8012334227368892,llama31_instruct
2.0,0.5525150393713595,llama31_instruct
2.0,1.0736853230941714,llama31_instruct
2.0,1.4026147297265528,llama31_instruct
2.0,1.4570553344221644,llama31_instruct
2.0,1.0204777813788442,llama31_instruct
2.0,0.6950926803849291,llama31_instruct
2.0,0.7091915202292071,llama31_instruct
2.0,0.5466017352744843,llama31_instruct
2.0,1.0343696717986561,llama31_instruct
2.0,1.3704493777117106,llama31_instruct
2.0,1.3806544941346972,llama31_instruct
2.0,1.0204777813788442,llama31_instruct
2.0,0.6950926803849291,llama31_instruct
2.0,0.7091915202292071,llama31_instruct
2.0,0.5466017352744843,llama31_instruct
2.0,1.0343696717986561,llama31_instruct
2.0,1.3704493777117106,llama31_instruct
2.0,1.3806544941346972,llama31_instruct
2.0,1.0204777813788442,llama31_instruct
2.0,0.6950926803849291,llama31_instruct
2.0,0.7091915202292071,llama31_instruct
2.0,0.5466017352744843,llama31_instruct
2.0,1.0343696717986561,llama31_instruct
2.0,1.3704493777117106,llama31_instruct
2.0,1.3806544941346972,llama31_instruct
2.0,1.0204777813788442,llama31_instruct
2.0,0.6950926803849291,llama31_instruct
2.0,0.7091915202292071,llama31_instruct
2.0,0.5466017352744843,llama31_instruct
2.0,1.0343696717986561,llama31_instruct
2.0,1.3704493777117106,llama31_instruct
2.0,1.3806544941346972,llama31_instruct
2.0,1.1837946837917852,llama31_instruct
2.0,0.8120841176586753,llama31_instruct
2.0,0.8511922110952894,llama31_instruct
2.0,0.6881940079699755,llama31_instruct
2.0,1.1845858751333564,llama31_instruct
2.0,1.5499616072256994,llama31_instruct
2.0,1.6543825715140543,llama31_instruct
2.0,1.1837946837917852,llama31_instruct
2.0,0.8120841176586753,llama31_instruct
2.0,0.8511922110952894,llama31_instruct
2.0,0.6881940079699755,llama31_instruct
2.0,1.1845858751333564,llama31_instruct
2.0,1.5499616072256994,llama31_instruct
2.0,1.6543825715140543,llama31_instruct
2.0,1.1837946837917852,llama31_instruct
2.0,0.8120841176586753,llama31_instruct
2.0,0.8511922110952894,llama31_instruct
2.0,0.6881940079699755,llama31_instruct
2.0,1.1845858751333564,llama31_instruct
2.0,1.5499616072256994,llama31_instruct
2.0,1.6543825715140543,llama31_instruct
2.0,1.1837946837917852,llama31_instruct
2.0,0.8120841176586753,llama31_instruct
2.0,0.8511922110952894,llama31_instruct
2.0,0.6881940079699755,llama31_instruct
2.0,1.1845858751333564,llama31_instruct
2.0,1.5499616072256994,llama31_instruct
2.0,1.6543825715140543,llama31_instruct
2.0,1.187204589233811,llama31_instruct
2.0,0.8632589534538193,llama31_instruct
2.0,0.9210688510728093,llama31_instruct
2.0,0.6839842316111914,llama31_instruct
2.0,1.2148238113403207,llama31_instruct
2.0,1.646652697317072,llama31_instruct
2.0,1.7161395432228668,llama31_instruct
2.0,1.187204589233811,llama31_instruct
2.0,0.8632589534538193,llama31_instruct
2.0,0.9210688510728093,llama31_instruct
2.0,0.6839842316111914,llama31_instruct
2.0,1.2148238113403207,llama31_instruct
2.0,1.646652697317072,llama31_instruct
2.0,1.7161395432228668,llama31_instruct
2.0,1.187204589233811,llama31_instruct
2.0,0.8632589534538193,llama31_instruct
2.0,0.9210688510728093,llama31_instruct
2.0,0.6839842316111914,llama31_instruct
2.0,1.2148238113403207,llama31_instruct
2.0,1.646652697317072,llama31_instruct
2.0,1.7161395432228668,llama31_instruct
2.0,1.187204589233811,llama31_instruct
2.0,0.8632589534538193,llama31_instruct
2.0,0.9210688510728093,llama31_instruct
2.0,0.6839842316111914,llama31_instruct
2.0,1.2148238113403207,llama31_instruct
2.0,1.646652697317072,llama31_instruct
2.0,1.7161395432228668,llama31_instruct
2.0,1.1427018417135204,llama31_instruct
2.0,0.8237707228113663,llama31_instruct
2.0,0.7905747646855488,llama31_instruct
2.0,0.676438563257566,llama31_instruct
2.0,1.151778616933538,llama31_instruct
2.0,1.4717082032228284,llama31_instruct
2.0,1.6567606799447094,llama31_instruct
2.0,1.1427018417135204,llama31_instruct
2.0,0.8237707228113663,llama31_instruct
2.0,0.7905747646855488,llama31_instruct
2.0,0.676438563257566,llama31_instruct
2.0,1.151778616933538,llama31_instruct
2.0,1.4717082032228284,llama31_instruct
2.0,1.6567606799447094,llama31_instruct
2.0,1.1427018417135204,llama31_instruct
2.0,0.8237707228113663,llama31_instruct
2.0,0.7905747646855488,llama31_instruct
2.0,0.676438563257566,llama31_instruct
2.0,1.151778616933538,llama31_instruct
2.0,1.4717082032228284,llama31_instruct
2.0,1.6567606799447094,llama31_instruct
2.0,1.1427018417135204,llama31_instruct
2.0,0.8237707228113663,llama31_instruct
2.0,0.7905747646855488,llama31_instruct
2.0,0.676438563257566,llama31_instruct
2.0,1.151778616933538,llama31_instruct
2.0,1.4717082032228284,llama31_instruct
2.0,1.6567606799447094,llama31_instruct
2.0,1.0519452267718816,llama31_instruct
2.0,0.7299335897026311,llama31_instruct
2.0,0.766102425992231,llama31_instruct
2.0,0.5124247737400158,llama31_instruct
2.0,1.0392652527295805,llama31_instruct
2.0,1.3674837329818952,llama31_instruct
2.0,1.4219243376775053,llama31_instruct
2.0,1.0519452267718816,llama31_instruct
2.0,0.7299335897026311,llama31_instruct
2.0,0.766102425992231,llama31_instruct
2.0,0.5124247737400158,llama31_instruct
2.0,1.0392652527295805,llama31_instruct
2.0,1.3674837329818952,llama31_instruct
2.0,1.4219243376775053,llama31_instruct
2.0,1.0519452267718816,llama31_instruct
2.0,0.7299335897026311,llama31_instruct
2.0,0.766102425992231,llama31_instruct
2.0,0.5124247737400158,llama31_instruct
2.0,1.0392652527295805,llama31_instruct
2.0,1.3674837329818952,llama31_instruct
2.0,1.4219243376775053,llama31_instruct
2.0,1.0519452267718816,llama31_instruct
2.0,0.7299335897026311,llama31_instruct
2.0,0.766102425992231,llama31_instruct
2.0,0.5124247737400158,llama31_instruct
2.0,1.0392652527295805,llama31_instruct
2.0,1.3674837329818952,llama31_instruct
2.0,1.4219243376775053,llama31_instruct
2.0,1.0139353370725028,llama31_instruct
2.0,0.6527954301223247,llama31_instruct
2.0,0.7007273659967973,llama31_instruct
2.0,0.5022752398691515,llama31_instruct
2.0,1.0278272274923153,llama31_instruct
2.0,1.354192993502427,llama31_instruct
2.0,1.3797256635414663,llama31_instruct
2.0,1.0139353370725028,llama31_instruct
2.0,0.6527954301223247,llama31_instruct
