model,layer,angle_decision_incentive_deg,null_median_deg,null_lo_deg,null_hi_deg,perm_p,below_null,row_scope,n_obs,n_games,n_perm,independent_shuffle_median_deg
qwen_instruct,43,63.133569235121534,59.122175488372406,53.834494185624536,64.13071193908658,0.9203980099502488,False,parsed_generated_choice,576,144,200,
qwen_instruct,44,63.444169780064335,58.948127345189945,54.38513925887337,63.61077183559796,0.965174129353234,False,parsed_generated_choice,576,144,200,
qwen_instruct,45,63.72269015055283,59.20942566574536,53.13247729315385,64.0215005296115,0.9601990049751244,False,parsed_generated_choice,576,144,200,
qwen_instruct,46,63.518588991971946,58.88128639018527,52.88219206949388,63.65233333117513,0.9701492537313432,False,parsed_generated_choice,576,144,200,
qwen_instruct,47,64.78559664466343,59.23250895529346,53.24364362369989,65.30794496677206,0.9701492537313432,False,parsed_generated_choice,576,144,200,
qwen_instruct,48,65.37004484154475,58.70288243398699,51.5149947937023,63.87608309592102,0.9950248756218906,False,parsed_generated_choice,576,144,200,
qwen_instruct,49,66.33077733819967,58.73662307664752,51.03751652392433,64.69302178355385,0.9950248756218906,False,parsed_generated_choice,576,144,200,
qwen_instruct,50,66.00574876683797,58.36767412686199,49.87281201717924,65.3227984763816,0.9751243781094528,False,parsed_generated_choice,576,144,200,
qwen_instruct,51,64.82571221233579,58.0904931341193,49.32223811762975,66.42756958881908,0.945273631840796,False,parsed_generated_choice,576,144,200,
qwen_instruct,52,66.79986805256057,59.17217487945486,50.16886416081734,66.32196029731793,0.9800995024875622,False,parsed_generated_choice,576,144,200,
qwen_instruct,53,64.40546197762409,58.73072942717599,48.86148164092754,67.52299807319685,0.8955223880597015,False,parsed_generated_choice,576,144,200,
qwen_instruct,54,59.13615539136877,59.54286144125196,51.15174131910136,69.36575961194947,0.4527363184079602,False,parsed_generated_choice,576,144,200,
qwen_instruct,55,53.30330569308536,61.62902530126921,50.72562560620893,75.03186510465116,0.0945273631840796,False,parsed_generated_choice,576,144,200,
qwen_instruct,56,43.54298670192463,60.09968739421626,49.00245579813635,74.95639562455617,0.0099502487562189,True,parsed_generated_choice,576,144,200,
qwen_instruct,57,34.82401818008478,61.250633296828354,44.83822095163692,77.13082713982492,0.0099502487562189,True,parsed_generated_choice,576,144,200,
qwen_instruct,58,34.69929162894155,62.04063750647165,47.42966731268463,81.79533642009736,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,59,34.7124372999568,60.98445168539647,42.3765700722907,77.50720611170271,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,60,34.438145250259765,61.20905615739774,43.27994257819608,78.98361038734208,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,61,35.47434281468303,62.1006664435189,41.13512652017564,93.69852876214512,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,62,32.96661285429607,62.64003483158572,42.6570001515905,88.29624463549953,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,63,30.98595144554514,62.82121685373363,42.0427786532811,87.83833353194721,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,64,30.34906733025548,61.63464720139162,41.5015608888284,89.24781058414962,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,65,30.54035062417876,61.8585169635998,39.223806059058646,91.5863882319908,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,66,28.5222812055708,59.91224899862071,41.30438174553401,93.08458124157724,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,67,28.9234198047913,64.78245324692485,38.11179450257307,93.92802124240092,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,68,29.16941596900189,62.94408549250849,38.53271000600853,93.38628441791911,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,69,28.805146880457112,64.2476761033189,38.92718875276546,94.28197415644614,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,70,29.15149132300464,62.32444892080535,39.8612505685272,91.3347286606394,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,71,28.52705837776804,61.58873370819698,37.84176003041522,92.74802936503887,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,72,27.815387370388947,62.079098165165135,38.41851891537769,94.49581138978562,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,73,27.275442753054023,60.0028085822797,39.22266420737157,93.2547860068451,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,74,26.837980919064183,60.4663868865007,37.85410201624219,96.64955701629798,0.0099502487562189,True,parsed_generated_choice,576,144,200,
qwen_instruct,75,26.69787338459865,61.69050859881043,38.933292404747455,95.2796665540566,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,76,26.65072977707216,61.62417245101831,38.00262669960992,95.68553481598404,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,77,25.732931532707603,62.85217214173335,36.5141444563205,94.3699916830108,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,78,25.83618894277118,64.42503983169055,36.87716180744428,92.96941687046808,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,79,27.76448226315957,64.18765691410198,37.18968336053493,97.57975880058363,0.0049751243781094,True,parsed_generated_choice,576,144,200,
qwen_instruct,80,30.95738368313157,60.67855299443515,24.960463648481618,111.48371400033726,0.0796019900497512,False,parsed_generated_choice,576,144,200,87.8273696899414
gptoss,1,39.63294321398188,65.80411334574751,38.34121105404147,108.17516630118322,0.044776119402985,True,uniform_transition_policy,541,144,200,
gptoss,2,24.15051149675204,46.9277197927872,28.017526125562235,96.96917562377423,0.0149253731343283,True,uniform_transition_policy,541,144,200,
gptoss,3,26.17782655002227,48.67498610988412,22.842099522890187,97.05988216223868,0.0746268656716417,False,uniform_transition_policy,541,144,200,
gptoss,4,28.63328707274645,46.02423564785451,26.681682926268916,91.25828480901512,0.0547263681592039,False,uniform_transition_policy,541,144,200,
gptoss,5,29.018709216587528,46.16013375118796,24.615268624606045,92.6292961709516,0.099502487562189,False,uniform_transition_policy,541,144,200,
gptoss,6,26.43041465458992,41.36734827382335,22.60344043613532,86.55458821755091,0.1194029850746268,False,uniform_transition_policy,541,144,200,
gptoss,7,25.48820522925107,39.939656818311306,20.936505195817944,76.98964538329493,0.1194029850746268,False,uniform_transition_policy,541,144,200,
gptoss,8,27.34651026756689,42.49696448048903,23.503213832785576,91.05841698961872,0.1044776119402985,False,uniform_transition_policy,541,144,200,
gptoss,9,27.750288718817867,41.908591367032834,23.517038046107132,73.52856187872136,0.1243781094527363,False,uniform_transition_policy,541,144,200,
gptoss,10,30.67835146511461,43.55652812258472,25.72969172196103,89.73863226289632,0.1442786069651741,False,uniform_transition_policy,541,144,200,
gptoss,11,34.42675909368796,43.624672392203145,24.71737635307252,79.60927138068872,0.208955223880597,False,uniform_transition_policy,541,144,200,
gptoss,12,32.72990413930865,43.860159138866045,24.603484638209004,76.82252904571612,0.1741293532338308,False,uniform_transition_policy,541,144,200,
gptoss,13,34.77338625634017,44.77583428295079,25.677016752392568,80.06155016278042,0.2487562189054726,False,uniform_transition_policy,541,144,200,
gptoss,14,36.08338469565257,44.63323212747241,25.88355176780317,81.78708178100213,0.2587064676616915,False,uniform_transition_policy,541,144,200,
gptoss,15,36.73104709873953,42.56968380676735,25.46371522027442,84.91166591441544,0.2985074626865671,False,uniform_transition_policy,541,144,200,
gptoss,16,34.900134375027605,42.31348309853208,24.32351169320033,75.87202043658854,0.2935323383084577,False,uniform_transition_policy,541,144,200,
gptoss,17,33.032394670193376,40.35091644704829,24.8139632931786,69.61589743902718,0.2686567164179104,False,uniform_transition_policy,541,144,200,
gptoss,18,35.07597486397789,41.38516706966801,24.69829610757459,85.07695969684501,0.263681592039801,False,uniform_transition_policy,541,144,200,
gptoss,19,35.32894361178002,44.07120255685058,23.0588707976766,85.234366133917,0.2487562189054726,False,uniform_transition_policy,541,144,200,
gptoss,20,35.06220325048338,42.22168686375844,21.123382012311524,89.084485107242,0.3134328358208955,False,uniform_transition_policy,541,144,200,
gptoss,21,37.46952330867404,41.20560346072647,23.01199345307907,85.6555856838544,0.373134328358209,False,uniform_transition_policy,541,144,200,
gptoss,22,40.68610657286328,43.10063109883728,21.262608938620737,83.82970326224712,0.4328358208955223,False,uniform_transition_policy,541,144,200,
gptoss,23,41.6296616273775,45.27084784849586,24.84367446321282,87.80513751052793,0.4129353233830846,False,uniform_transition_policy,541,144,200,
gptoss,24,39.849175031534,45.558359365373214,25.414593468534225,82.12814399944823,0.3582089552238806,False,uniform_transition_policy,541,144,200,
gptoss,25,41.08170770998586,41.91727729154009,21.812656520602967,88.24065677933524,0.4626865671641791,False,uniform_transition_policy,541,144,200,
gptoss,26,41.31638775457473,48.0605306066476,24.89545341702013,100.43808681077282,0.373134328358209,False,uniform_transition_policy,541,144,200,
gptoss,27,42.22306740813759,46.96958865065431,24.369567726164817,90.5402182584372,0.4477611940298507,False,uniform_transition_policy,541,144,200,
gptoss,28,42.66821403114878,48.31017354764131,25.89918853779544,98.71704321921648,0.3383084577114428,False,uniform_transition_policy,541,144,200,
gptoss,29,43.99013072886149,46.67816271022507,25.6293258649968,95.861802655112,0.417910447761194,False,uniform_transition_policy,541,144,200,
gptoss,30,42.55450652343061,48.6717390720488,24.95689414486296,95.65523122257171,0.36318407960199,False,uniform_transition_policy,541,144,200,
gptoss,31,42.24409422450128,47.07137237676695,25.70048919008056,101.48599207757528,0.3681592039800995,False,uniform_transition_policy,541,144,200,
gptoss,32,42.149216263904655,47.41838895441011,23.470368530982952,100.61493904038072,0.4477611940298507,False,uniform_transition_policy,541,144,200,
gptoss,33,42.39173692215206,48.571789643165474,25.79320101253208,105.45726845611496,0.3880597014925373,False,uniform_transition_policy,541,144,200,
gptoss,34,41.71741573273869,50.11884111179249,25.765829740309016,102.70776318395824,0.3034825870646766,False,uniform_transition_policy,541,144,200,
gptoss,35,43.58009565427857,53.126185592809904,25.74675131568753,104.38985542265674,0.3283582089552239,False,uniform_transition_policy,541,144,200,
gptoss,36,39.03286591512471,48.285567775334144,24.21247833877214,110.69131313938668,0.2786069651741293,False,uniform_transition_policy,541,144,200,
