unique_id,game_id,up_choice,p1_AA,p1_AB,p1_BA,p1_BB,p2_AA,p2_AB,p2_BA,p2_BB,role,topology_raw,choice_br,choice_psne
2200,1100,0.775,36,14,11,26,34,1,8,16,colplayer,"('safecoord', 'safecoord')",0.775,1
2199,1100,0.8333333333333334,34,8,1,16,36,11,14,26,rowplayer,"('safecoord', 'safecoord')",0.8333333333333334,1
2204,1102,0.3225806451612903,3,19,40,8,2,11,9,3,colplayer,"('hero', 'hero')",0.6774193548387096,1
2203,1102,0.5,2,9,11,3,3,40,19,8,rowplayer,"('hero', 'hero')",0.5,1
2210,1105,0.8478260869565217,37,14,8,17,38,1,14,29,colplayer,"('safecoord', 'safecoord')",0.8478260869565217,1
2209,1105,0.8636363636363636,38,14,1,29,37,8,14,17,rowplayer,"('safecoord', 'safecoord')",0.8636363636363636,1
2220,1110,0.5,42,4,21,34,19,13,1,14,colplayer,"('assurance', 'assurance')",0.5,1
2219,1110,0.35,19,1,13,14,42,21,4,34,rowplayer,"('assurance', 'assurance')",0.65,1
2234,1117,0.8333333333333334,17,21,24,4,12,19,17,3,colplayer,"('leader', 'leader')",0.8333333333333334,1
2233,1117,0.7045454545454546,12,17,19,3,17,24,21,4,rowplayer,"('leader', 'leader')",0.29545454545454547,1
2236,1118,0.782608696,28,15,1,27,29,1,17,23,colplayer,"('safecoord', 'safecoord')",0.782608696,1
2235,1118,0.7837837837837838,29,17,1,23,28,1,15,27,rowplayer,"('safecoord', 'safecoord')",0.7837837837837838,1
2238,1119,0.4634146341463415,5,11,13,7,3,32,17,4,colplayer,"('hero', 'hero')",0.4634146341463415,1
2237,1119,0.30952380952380953,3,17,32,4,5,13,11,7,rowplayer,"('hero', 'hero')",0.6904761904761905,1
2244,1122,0.5925925925925926,22,15,42,12,16,33,12,1,colplayer,"('chicken', 'chicken')",0.4074074074074074,1
2243,1122,0.7441860465116279,16,12,33,1,22,42,15,12,rowplayer,"('chicken', 'chicken')",0.2558139534883721,1
2246,1123,0.6666666666666666,6,29,33,1,5,24,19,4,colplayer,"('leader', 'leader')",0.6666666666666666,1
2245,1123,0.40476190476190477,5,19,24,4,6,33,29,1,rowplayer,"('leader', 'leader')",0.5952380952380952,1
2262,1131,0.6444444444444445,10,4,18,1,13,22,2,1,colplayer,"('chicken', 'chicken')",0.35555555555555557,1
2261,1131,0.5,13,2,22,1,10,18,4,1,rowplayer,"('chicken', 'chicken')",0.5,1
2270,1135,0.5,14,10,37,1,16,19,13,1,colplayer,"('chicken', 'chicken')",0.5,1
2269,1135,0.8857142857142857,16,13,19,1,14,37,10,1,rowplayer,"('chicken', 'chicken')",0.8857142857142857,1
2290,1145,0.8378378378378378,46,23,6,29,17,8,11,14,colplayer,"('safecoord', 'safecoord')",0.8378378378378378,1
2289,1145,0.8095238095238095,17,11,8,14,46,6,23,29,rowplayer,"('safecoord', 'safecoord')",0.8095238095238095,1
