period,model,cue,n_games,n_moved_real,mean_abs_real,mean_abs_real_lo,mean_abs_real_hi,mean_signed_target_real,mean_signed_target_real_lo,mean_signed_target_real_hi,frac_toward_real,frac_toward_real_nonzero,directional_efficiency_real,n_moved_pref,mean_abs_pref,mean_abs_pref_lo,mean_abs_pref_hi,mean_signed_target_pref,mean_signed_target_pref_lo,mean_signed_target_pref_hi,frac_toward_pref,frac_toward_pref_nonzero,directional_efficiency_pref
round10,qwen,inequity,30,19,0.34444444444444444,0.23333333333333328,0.4666666666666667,0.21111111111111114,0.05555555555555557,0.36666666666666664,0.4666666666666667,0.7368421052631579,0.6129032258064517,30,0.13580656185099382,0.10422538507908431,0.16803000792813935,0.08009116998235503,0.029290333609233526,0.12947405079061763,0.6333333333333333,0.6333333333333333,0.5897444784017919
round10,qwen,level1,67,31,0.24875621890547261,0.1691542288557214,0.32848258706467715,0.05970149253731342,-0.039800995024875635,0.15920398009950248,0.2835820895522388,0.6129032258064516,0.23999999999999996,67,0.1336970387709835,0.10921074363392294,0.1610168704609727,0.05723403945971783,0.01901925262209567,0.09663642978572375,0.6119402985074627,0.6119402985074627,0.42808756264046316
round10,qwen,level2,35,18,0.2666666666666667,0.17142857142857143,0.37142857142857144,-0.09523809523809525,-0.2190476190476191,0.03809523809523807,0.2,0.3888888888888889,-0.3571428571428571,35,0.12073318498277043,0.09726522801707646,0.14448171592159909,-0.07851180021874939,-0.11655207425794205,-0.039839949211761455,0.22857142857142856,0.22857142857142856,-0.6502918003029046
round10,qwen,loss,76,41,0.24999999999999994,0.18859649122807018,0.3157894736842105,-0.013157894736842111,-0.09649122807017543,0.07017543859649122,0.25,0.4634146341463415,-0.05263157894736846,76,0.08875915690347029,0.07511848521721598,0.10314790389997984,-0.02613632388660551,-0.04940786378487273,-0.002531513994867914,0.40789473684210525,0.40789473684210525,-0.2944634086039143
round10,qwen,maximin,76,29,0.1885964912280702,0.13157894736842102,0.25438596491228066,0.07456140350877191,-6.5919492087118605e-18,0.1448464912280706,0.27631578947368424,0.7241379310344828,0.39534883720930214,76,0.06900468771580072,0.054217041788964894,0.08598932336034393,0.024533469058836667,0.0025302132123754665,0.046357590904048736,0.5526315789473685,0.5526315789473685,0.3555333683977963
round10,qwen,risk,76,38,0.21929824561403505,0.16228070175438597,0.28070175438596495,0.0263157894736842,-0.04824561403508774,0.10526315789473684,0.2631578947368421,0.5263157894736842,0.11999999999999997,76,0.08428665711425454,0.06893194437204289,0.10031322403762621,0.005234996253515994,-0.018900308421196034,0.030092199926414268,0.4473684210526316,0.4473684210526316,0.06210943027933484
round10,qwen,selfish,67,25,0.17412935323383083,0.1144278606965174,0.23880597014925373,0.11442786069651739,0.04962686567164182,0.18905472636815923,0.2835820895522388,0.76,0.657142857142857,67,0.13255822565742417,0.10769272387292537,0.15923801829263354,0.10607006574626751,0.07340405904581405,0.1383177499844273,0.8507462686567164,0.8507462686567164,0.8001771690908783
round10,qwen_instruct,inequity,30,12,0.2555555555555556,0.13333333333333333,0.38888888888888895,0.12222222222222223,-0.02222222222222223,0.2777777777777778,0.23333333333333334,0.5833333333333334,0.47826086956521735,30,0.23116864267870035,0.13621354004663602,0.33689419905132734,0.12565890779672753,0.011051409140072056,0.25513746025364403,0.6333333333333333,0.6333333333333333,0.5435811117833138
round10,qwen_instruct,level1,67,11,0.0945273631840796,0.03980099502487563,0.15422885572139305,0.0049751243781094535,-0.059701492537313425,0.06965174129353233,0.08955223880597014,0.5454545454545454,0.05263157894736843,67,0.1058128887685243,0.058215790130354064,0.16377475271017342,0.018778228393176055,-0.03939766076922629,0.07636484052698853,0.7761194029850746,0.7761194029850746,0.17746636172324154
round10,qwen_instruct,level2,35,13,0.2,0.10476190476190476,0.3047619047619048,-0.1619047619047619,-0.2666666666666667,-0.06666666666666667,0.05714285714285714,0.15384615384615385,-0.8095238095238095,35,0.16390107869119283,0.10874854840739921,0.22038340650429092,-0.1399752595701218,-0.20461602070005097,-0.0779250592577843,0.14285714285714285,0.14285714285714285,-0.8540228086835852
round10,qwen_instruct,loss,76,27,0.15789473684210525,0.10526315789473684,0.21491228070175442,-0.06140350877192984,-0.12280701754385968,0.004385964912280694,0.09210526315789473,0.25925925925925924,-0.388888888888889,76,0.1327156739708802,0.09298028406590855,0.17756426620697438,-0.05907189086713459,-0.10983378686564428,-0.009585536460876544,0.3684210526315789,0.3684210526315789,-0.44510108790990166
round10,qwen_instruct,maximin,76,14,0.09210526315789475,0.04824561403508772,0.14473684210526316,0.04824561403508772,-2.921639538487254e-18,0.10087719298245613,0.14473684210526316,0.7857142857142857,0.5238095238095237,76,0.08805466240846375,0.05369801066726864,0.1311221908844027,0.054809294826743175,0.015090733274758924,0.0988869196410433,0.5131578947368421,0.5131578947368421,0.6224462547195564
round10,qwen_instruct,risk,76,21,0.13596491228070176,0.08333333333333334,0.1929824561403509,-0.05701754385964914,-0.11842105263157894,0.004385964912280697,0.07894736842105263,0.2857142857142857,-0.41935483870967755,76,0.1299650735291219,0.08794233107459919,0.17569705420877255,-0.04701187889536788,-0.0972475725042079,0.006353813600343156,0.5526315789473685,0.5526315789473685,-0.36172702110489474
round10,qwen_instruct,selfish,67,59,0.4527363184079602,0.39303482587064675,0.5124378109452736,-0.3134328358208956,-0.40796019900497515,-0.20895522388059706,0.13432835820895522,0.15254237288135594,-0.6923076923076925,67,0.402560327281336,0.36246308570720887,0.4428821850065147,-0.28187852107046435,-0.359930897428766,-0.19762473025312313,0.16417910447761194,0.16417910447761194,-0.7002143578680788
