model,round,trait,family,n_games,magnitude,magnitude_lo,magnitude_hi,magnitude_null,flip_rate,flip_rate_aligned,dir_shift,dir_lo,dir_hi,dir_net,dir_net_lo,dir_net_hi,directionality_index,base_pref_mean,dose_slope,dose_slope_lo,dose_slope_hi,dose_r,dose_slope_null,n_movable,dir_net_movable,dir_net_movable_lo,dir_net_movable_hi,dose_slope_movable,dose_slope_movable_lo,dose_slope_movable_hi
qwen,1,level2,rule,35,0.1904761904761905,0.10476190476190476,0.29523809523809524,0.06666666666666667,0.19047619047619047,0.45,-0.019047619047619063,-0.13333333333333333,0.08595238095238183,-0.06666666666666667,-0.17142857142857149,0.028571428571428564,-0.10000000000000007,0.8952380952380954,0.013888888888888883,-0.0354190067067262,0.06296524831812143,0.09699794920789628,0.020833333333333332,7,0.0,-0.38095238095238093,0.23809523809523808,-3.204937810639274e-17,-1.0134903240813531e-16,7.698011620166772e-17
qwen,1,loss,trait,76,0.28508771929824567,0.21918859649122807,0.35526315789473684,0.09210526315789473,0.3026315789473684,0.5217391304347826,0.013157894736842094,-0.07894736842105264,0.10964912280701752,-0.061403508771929814,-0.14912280701754388,0.02631578947368421,0.04615384615384611,0.767543859649123,-0.0121441629668321,-0.05046366109041183,0.030091598238949243,-0.056702202571393974,0.03521371985722991,21,0.01587301587301588,-0.15873015873015872,0.19047619047619047,0.027777777777777794,-0.2393939393939395,0.12222222222222226
qwen,1,maximin,rule,76,0.1666666666666667,0.10964912280701755,0.22368421052631585,0.09210526315789473,0.17543859649122806,0.9,0.14035087719298248,0.08333333333333333,0.20614035087719298,0.06578947368421052,0.013157894736842103,0.11842105263157894,0.8421052631578946,0.767543859649123,0.06503003395142332,0.039287239697483906,0.09484075673346955,0.39649530725934656,0.03521371985722991,21,0.12698412698412698,-2.6499966242540916e-17,0.253968253968254,0.16203703703703715,9.567708117834683e-17,0.23494233343630924
qwen,1,risk,trait,76,0.2631578947368421,0.19298245614035087,0.3377192982456141,0.09210526315789473,0.2719298245614035,0.6290322580645161,0.07017543859649122,-0.02192982456140351,0.16666666666666666,-0.004385964912280704,-0.09210526315789475,0.08771929824561402,0.26666666666666666,0.767543859649123,0.0227213371637503,-0.016342211843278002,0.06395396420544593,0.10456926313400487,0.03521371985722991,21,0.047619047619047616,-0.14285714285714285,0.23809523809523805,0.018518518518518445,-0.2314814814814815,0.13396288074978424
qwen,1,selfish,trait,67,0.1791044776119403,0.1144278606965174,0.25373134328358204,0.06965174129353233,0.1791044776119403,0.8611111111111112,0.12935323383084577,0.05970149253731341,0.21393034825870644,0.06965174129353233,0.004975124378109447,0.13930348258706465,0.7222222222222222,0.8258706467661692,0.06461848011143786,0.03529956637302685,0.09899969455456431,0.37825697305630795,0.028762317494711864,16,0.16666666666666666,-1.3877787807814457e-17,0.3125,0.10062893081761008,-0.08333333333333337,0.17441345446312345
qwen,10,inequity,trait,30,0.34444444444444444,0.2333333333333333,0.46666666666666673,0.10000000000000002,0.36666666666666664,0.7878787878787878,0.21111111111111114,0.05555555555555559,0.36666666666666664,0.15555555555555556,-0.011111111111111103,0.33333333333333326,0.6129032258064517,0.5444444444444445,0.12037037037037036,0.023953273386357138,0.22356108678166065,0.341514509370277,0.030864197530864203,7,0.09523809523809526,-0.2857142857142857,0.4761904761904763,0.17171717171717174,-0.03333333333333327,0.38888888888888884
qwen,10,level1,rule,67,0.24875621890547261,0.17412935323383086,0.3283582089552239,0.06965174129353234,0.26865671641791045,0.6111111111111112,0.05970149253731342,-0.034825870646766184,0.15920398009950248,0.009950248756218893,-0.07960199004975126,0.0945273631840796,0.23999999999999996,0.8308457711442786,0.03933859567662384,0.0018020572103186405,0.07719937563365409,0.20377951385696,0.025305680235257696,17,0.1176470588235294,-0.07843137254901963,0.3137254901960784,0.010536398467432827,-0.030864197530864095,0.04406327087597763
qwen,10,level2,rule,35,0.2666666666666667,0.17142857142857143,0.37142857142857144,0.05714285714285714,0.26666666666666666,0.32142857142857145,-0.09523809523809525,-0.22857142857142856,0.03809523809523807,-0.13333333333333333,-0.24761904761904766,-0.019047619047619056,-0.3571428571428571,0.9047619047619048,-0.013888888888888897,-0.06977553692851544,0.03900147784471008,-0.09190182776172603,0.018518518518518517,7,0.0,-0.38095238095238093,0.23809523809523808,-0.08823529411764712,-0.1140350877192983,5.2662502028650513e-17
qwen,10,loss,trait,76,0.24999999999999994,0.19298245614035087,0.31578947368421045,0.09210526315789473,0.25877192982456143,0.4745762711864407,-0.013157894736842111,-0.09210526315789476,0.07456140350877191,-0.07017543859649124,-0.15350877192982457,0.008771929824561396,-0.05263157894736846,0.8157894736842105,-0.022155480107948152,-0.06238628905327467,0.018453747766415122,-0.11223996509864942,0.028075215460955864,23,0.028985507246376805,-0.1449275362318841,0.20289855072463767,0.004065040650406582,-0.10840273224043706,0.09081244418931016
qwen,10,maximin,rule,76,0.1885964912280702,0.13157894736842105,0.25438596491228066,0.09210526315789473,0.19736842105263158,0.6888888888888889,0.07456140350877191,0.00438596491228069,0.14912280701754388,0.017543859649122803,-0.04824561403508774,0.08333333333333334,0.39534883720930214,0.8157894736842105,0.03904413685035256,0.007172264223811437,0.06953889620364279,0.22911681572009307,0.028075215460955864,23,0.07246376811594202,-0.08695652173913046,0.21739130434782614,0.014518002322880355,-0.09876543209876533,0.10929430515375556
