model,mode,layer,variant,game_code,family,delta1_c,slope_letter,range_letter,slope_canon,range_canon,slope_beh,range_beh,beh_flip
qwen,h2_choice,79,main,HaCm,DD,2.0,-0.17419999999999997,0.08367499999999999,0.01659999999999999,0.008500000000000008,-0.41666666666666663,0.25,1
qwen,h2_choice,79,main,HaDl,DD,2.0,-0.16670000000000001,0.08005000000000001,0.0069999999999999256,0.015375,0.0,0.0,1
qwen,h2_choice,79,main,HaHa,DD,2.0,-0.17743333333333342,0.08382500000000002,0.02174999999999993,0.011174999999999963,0.0,0.0,1
qwen,h2_choice,79,main,HaNc,DD,2.0,-0.1682,0.08304999999999998,0.018583333333333354,0.015474999999999989,0.0,0.0,1
qwen,h2_choice,79,main,HaPc,DD,2.0,-0.16250833333333328,0.08604999999999999,-0.006924999999999967,0.010800000000000004,0.0,0.0,1
qwen,h2_choice,79,main,HrAs,MP,1.0,-0.1973083333333333,0.10375000000000001,0.002775000000000014,0.008200000000000013,0.0,0.25,1
qwen,h2_choice,79,main,HrBa,CO1,-1.0,-0.18864999999999996,0.08704999999999997,0.009966666666666728,0.015425000000000022,-0.41666666666666663,0.25,1
qwen,h2_choice,79,main,HrCh,CO1,-1.0,-0.19085000000000002,0.09385000000000002,-0.01533333333333328,0.00899999999999998,-0.41666666666666663,0.25,1
qwen,h2_choice,79,main,HrHr,CO2,-1.0,-0.17632500000000007,0.08112500000000002,-0.01169166666666674,0.02229999999999996,0.0,0.0,1
qwen,h2_choice,79,main,ShAs,CO1,0.0,-0.16487499999999997,0.08392500000000001,-0.03262499999999996,0.022374999999999978,0.0,0.0,0
qwen,h2_choice,79,main,ShCo,CO2,1.0,-0.14628333333333332,0.07445,0.002399999999999969,0.013950000000000004,0.0,0.0,0
qwen,h2_choice,79,main,ShSh,CO1,0.0,-0.19295,0.09102500000000001,0.001399999999999924,0.0007249999999999618,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsAs,CO1,0.0,0.008333333333333342,0.015324999999999991,-0.04393333333333336,0.030975000000000016,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsBa,MP,-0.0,0.003008333333333294,0.008649999999999991,0.002858333333333388,0.008174999999999988,0.0,0.0,1
qwen,h2_choice,79,main_perp,AsCh,MP,1.0,0.0072583333333333284,0.023625000000000007,-0.018058333333333308,0.015575000000000006,-0.41666666666666663,0.25,1
qwen,h2_choice,79,main_perp,AsCm,OD1,2.0,0.03767499999999995,0.015875,-0.03207499999999996,0.015150000000000052,0.1666666666666668,0.25,1
qwen,h2_choice,79,main_perp,AsCo,CO2,1.0,-0.024341666666666668,0.015299999999999994,0.007174999999999945,0.008224999999999968,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsDl,OD1,2.0,0.003875000000000009,0.008050000000000002,-0.007374999999999919,0.015024999999999955,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsHa,OD2,2.0,-0.005241666666666673,0.015299999999999994,-0.00014166666666669703,0.0009750000000000036,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsHr,MP,2.0,0.02026666666666669,0.015224999999999989,0.009950000000000058,0.015525000000000039,1.4332917616497527e-16,0.0,1
qwen,h2_choice,79,main_perp,AsNc,OD2,0.0,-0.004499999999999993,0.015825000000000006,-0.031183333333333375,0.023250000000000007,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsPc,OD2,2.0,-0.03355000000000002,0.01580000000000001,-0.03833333333333334,0.022550000000000014,0.0,0.0,0
qwen,h2_choice,79,main_perp,AsPd,OD1,2.0,-0.01291666666666667,0.01525,-0.01921666666666664,0.008624999999999994,0.0,0.0,1
qwen,h2_choice,79,main_perp,AsSh,CO1,0.0,-0.020616666666666682,0.015450000000000005,-0.0005333333333333076,0.015274999999999997,0.0,0.0,0
qwen,h2_choice,79,main_perp,BaAs,MP,-1.0,-0.02745833333333334,0.015,0.0035083333333333342,0.008199999999999985,0.5,0.25,1
qwen,h2_choice,79,main_perp,BaBa,CO2,1.0,-0.0048250000000000385,0.008550000000000002,0.00977500000000002,0.0233,0.0,0.0,1
qwen,h2_choice,79,main_perp,BaCh,CO2,1.0,0.010708333333333353,0.015300000000000008,-0.015258333333333304,0.00785000000000001,0.0,0.0,1
qwen,h2_choice,79,main_perp,BaCm,OD1,2.0,0.007058333333333374,0.015175000000000022,-0.01135833333333333,0.015575000000000006,-0.4166666666666666,0.25,1
qwen,h2_choice,79,main_perp,BaCo,MP,-1.0,0.0009083333333333303,0.0005500000000000088,0.0004250000000000281,0.0005499999999999949,0.0,0.0,1
qwen,h2_choice,79,main_perp,BaDl,OD1,2.0,0.0028083333333333437,0.023425,0.0075250000000000004,0.00842500000000003,0.08333333333333334,0.25,1
qwen,h2_choice,79,main_perp,BaHa,OD2,2.0,0.016425000000000016,0.022749999999999992,-0.01085833333333327,0.015875,0.0,0.0,1
qwen,h2_choice,79,main_perp,BaHr,CO1,2.0,-0.01356666666666671,0.008225000000000024,0.01356666666666669,0.008124999999999993,0.41666666666666663,0.25,1
qwen,h2_choice,79,main_perp,BaNc,OD2,-0.0,-0.03408333333333333,0.015649999999999997,0.007083333333333356,0.01602500000000004,0.0,0.0,0
qwen,h2_choice,79,main_perp,BaPc,OD2,2.0,0.00037499999999996895,0.015125,0.004308333333333322,0.007449999999999957,0.0,0.0,1
qwen,h2_choice,79,main_perp,BaPd,OD1,2.0,-0.02605000000000001,0.015575000000000006,0.020649999999999988,0.01567499999999998,0.0,0.0,1
qwen,h2_choice,79,main_perp,BaSh,MP,0.0,-0.019775000000000015,0.007900000000000018,-0.020591666666666716,0.007925000000000015,0.0,0.0,0
qwen,h2_choice,79,main_perp,ChAs,MP,0.0,-0.023958333333333266,0.015850000000000017,0.016258333333333277,0.015599999999999989,0.0,0.0,1
qwen,h2_choice,79,main_perp,ChBa,CO2,0.5,-0.0011166666666667189,0.015274999999999997,-0.004866666666666627,0.014624999999999985,0.08333333333333334,0.25,1
qwen,h2_choice,79,main_perp,ChCh,CO2,0.5,-0.006658333333333349,0.008400000000000005,-0.012925000000000006,0.022824999999999998,-0.08333333333333334,0.25,1
qwen,h2_choice,79,main_perp,ChCm,OD1,1.0,-0.003241666666666694,0.008224999999999996,-0.02150833333333331,0.022674999999999973,0.0,0.0,1
qwen,h2_choice,79,main_perp,ChCo,MP,-0.5,0.0005416666666666623,0.00845,-0.00039166666666665833,0.008674999999999988,1.4332917616497527e-16,0.25,1
qwen,h2_choice,79,main_perp,ChDl,OD1,1.0,-0.008849999999999969,0.015350000000000003,0.013400000000000023,0.007950000000000013,0.0,0.0,1
qwen,h2_choice,79,main_perp,ChHa,OD2,1.0,0.017674999999999972,0.023275000000000018,0.02749166666666666,0.022749999999999992,0.33333333333333337,0.25,1
qwen,h2_choice,79,main_perp,ChHr,CO1,1.0,0.0005833333333333219,0.0010499999999999954,0.0005666666666666572,0.0006999999999999923,0.08333333333333336,0.25,1
qwen,h2_choice,79,main_perp,CmAs,OD1,2.0,-0.010174999999999983,0.01477500000000001,-0.00012499999999998892,0.0013499999999999068,0.0,0.0,1
qwen,h2_choice,79,main_perp,CmCm,DD,1.0,0.013175000000000013,0.012874999999999984,-0.013841666666666629,0.013374999999999998,0.0,0.0,1
qwen,h2_choice,79,main_perp,CmDl,DD,1.0,-0.012883333333333373,0.014024999999999996,-0.007116666666666666,0.008275000000000005,0.0,0.0,1
qwen,h2_choice,79,main_perp,CmHa,DD,3.0,-0.013808333333333313,0.019899999999999987,-0.010058333333333206,0.00792499999999996,0.0,0.0,1
qwen,h2_choice,79,main_perp,CmNc,DD,2.5,0.012133333333333296,0.01442499999999998,-0.01889999999999992,0.008299999999999946,0.0,0.0,1
qwen,h2_choice,79,main_perp,CoAs,CO2,1.0,0.029099999999999963,0.014899999999999983,0.000583333333333347,0.014999999999999986,0.0,0.0,1
qwen,h2_choice,79,main_perp,CoCo,CO1,1.0,-0.045333333333333344,0.023174999999999987,-0.015366666666666709,0.008925000000000002,-0.5,0.25,1
qwen,h2_choice,79,main_perp,CoSh,CO2,1.0,-0.024649999999999988,0.02222500000000001,0.03149999999999991,0.023074999999999984,-0.16666666666666669,0.25,1
qwen,h2_choice,79,main_perp,HaAs,OD2,2.0,-0.0029000000000000367,0.028550000000000006,0.028683333333333304,0.014624999999999971,0.0,0.0,1
qwen,h2_choice,79,main_perp,HaBa,OD2,2.0,0.012466666666666659,0.01490000000000001,0.0182,0.013950000000000018,0.0,0.0,1
qwen,h2_choice,79,main_perp,HaCm,DD,2.0,-0.0022916666666666597,0.008125000000000021,-0.002858333333333286,0.008324999999999999,0.0,0.0,1
qwen,h2_choice,79,main_perp,HaDl,DD,2.0,-0.01898333333333329,0.014725000000000002,-0.004983333333333304,0.01502500000000001,0.0,0.0,1
qwen,h2_choice,79,main_perp,HaHa,DD,2.0,0.00261666666666668,0.014800000000000008,0.00024999999999990167,0.014800000000000008,0.0,0.0,1
qwen,h2_choice,79,main_perp,HaNc,DD,2.0,-0.009425000000000076,0.015375,-0.0263416666666667,0.014075000000000004,0.0,0.0,1
qwen,h2_choice,79,main_perp,HaPc,DD,2.0,0.008216666666666575,0.015274999999999983,0.011900000000000075,0.008124999999999993,0.0,0.0,1
qwen,h2_choice,79,main_perp,HrAs,MP,1.0,-0.010916666666666701,0.016000000000000042,-0.020833333333333367,0.015325000000000005,0.0,0.0,1
qwen,h2_choice,79,main_perp,HrBa,CO1,-1.0,0.011174999999999997,0.015074999999999991,-0.005458333333333268,0.008424999999999988,0.0,0.0,1
qwen,h2_choice,79,main_perp,HrCh,CO1,-1.0,0.014116666666666647,0.014799999999999994,-0.014400000000000015,0.021850000000000036,0.0,0.0,1
qwen,h2_choice,79,main_perp,HrHr,CO2,-1.0,0.02300833333333328,0.014999999999999972,0.031641666666666624,0.021275000000000044,0.0,0.0,1
qwen,h2_choice,79,main_perp,ShAs,CO1,0.0,0.009200000000000019,0.007950000000000013,-0.007633333333333359,0.02335000000000001,0.0,0.0,0
qwen,h2_choice,79,main_perp,ShCo,CO2,1.0,-0.018583333333333295,0.015524999999999983,0.013649999999999954,0.008324999999999985,0.0,0.0,0
qwen,h2_choice,79,main_perp,ShSh,CO1,0.0,0.020133333333333316,0.015625,-0.015899999999999952,0.015725000000000003,0.0,0.0,0
qwen,h2_choice,79,random,AsAs,CO1,0.0,-0.030075000000000008,0.024175000000000002,0.002974999999999982,0.015725000000000017,0.0,0.0,0
qwen,h2_choice,79,random,AsBa,MP,-0.0,-0.04466666666666666,0.031125,-0.005933333333333318,0.008349999999999996,0.16666666666666669,0.25,1
qwen,h2_choice,79,random,AsCh,MP,1.0,-0.014908333333333315,0.02302499999999999,0.02575833333333324,0.015325000000000005,0.4166666666666666,0.25,1
qwen,h2_choice,79,random,AsCm,OD1,2.0,-0.03835833333333332,0.022874999999999993,-0.013408333333333328,0.00814999999999999,-0.24999999999999986,0.25,1
qwen,h2_choice,79,random,AsCo,CO2,1.0,-0.03900833333333337,0.023275000000000018,-0.01262499999999992,0.007524999999999962,0.0,0.0,0
qwen,h2_choice,79,random,AsDl,OD1,2.0,-0.033983333333333296,0.023549999999999988,-0.019100000000000016,0.016175000000000023,-0.16666666666666669,0.25,1
qwen,h2_choice,79,random,AsHa,OD2,2.0,-0.031149999999999973,0.023199999999999985,-0.021833333333333295,0.015899999999999997,0.0,0.0,0
qwen,h2_choice,79,random,AsHr,MP,2.0,-0.009083333333333337,0.01577500000000001,0.0007999999999998807,0.016124999999999945,1.4332917616497527e-16,0.0,1
qwen,h2_choice,79,random,AsNc,OD2,0.0,-0.047091666666666684,0.031375000000000014,0.005658333333333321,0.007550000000000015,0.0,0.0,0
qwen,h2_choice,79,random,AsPc,OD2,2.0,-0.04245000000000003,0.022700000000000026,0.005866666666666642,0.021999999999999992,0.0,0.0,0
qwen,h2_choice,79,random,AsPd,OD1,2.0,-0.018408333333333315,0.016,-0.0025083333333333624,0.00789999999999999,0.0,0.0,1
qwen,h2_choice,79,random,AsSh,CO1,0.0,-0.033158333333333304,0.023599999999999996,0.008341666666666667,0.02289999999999999,0.0,0.0,0
qwen,h2_choice,79,random,BaAs,MP,-1.0,-0.05652499999999997,0.023599999999999982,-0.005858333333333338,0.031700000000000006,0.16666666666666669,0.25,1
qwen,h2_choice,79,random,BaBa,CO2,1.0,-0.036716666666666654,0.015975000000000003,-0.014099999999999982,0.015424999999999967,0.0,0.0,1
qwen,h2_choice,79,random,BaCh,CO2,1.0,-0.033316666666666654,0.022824999999999984,-0.008866666666666741,0.008025000000000032,0.0,0.0,1
qwen,h2_choice,79,random,BaCm,OD1,2.0,-0.02233333333333335,0.02277499999999999,0.002083333333333312,0.015125,1.4332917616497527e-16,0.25,1
qwen,h2_choice,79,random,BaCo,MP,-1.0,-0.005941666666666659,0.015549999999999994,0.004491666666666677,0.00779999999999996,0.0,0.0,1
qwen,h2_choice,79,random,BaDl,OD1,2.0,-0.011191666666666692,0.015850000000000003,-0.0252416666666667,0.01532500000000002,-0.24999999999999986,0.25,1
qwen,h2_choice,79,random,BaHa,OD2,2.0,-0.03510833333333335,0.023800000000000016,0.007058333333333293,0.014899999999999997,0.0,0.0,1
qwen,h2_choice,79,random,BaHr,CO1,2.0,-0.030491666666666615,0.022674999999999973,0.020758333333333292,0.015299999999999966,0.41666666666666663,0.25,1
qwen,h2_choice,79,random,BaNc,OD2,-0.0,-0.011824999999999978,0.023425,-0.013191666666666635,0.016425000000000023,0.0,0.0,0
qwen,h2_choice,79,random,BaPc,OD2,2.0,-0.030899999999999962,0.02312499999999998,0.005150000000000095,0.015825000000000033,0.0,0.0,1
qwen,h2_choice,79,random,BaPd,OD1,2.0,-0.018874999999999982,0.007500000000000007,-0.0057083333333333534,0.015074999999999977,0.0,0.0,1
qwen,h2_choice,79,random,BaSh,MP,0.0,-0.05448333333333329,0.029949999999999977,0.005583333333333369,0.008125000000000007,0.0,0.0,0
qwen,h2_choice,79,random,ChAs,MP,0.0,-0.03415833333333339,0.015900000000000025,0.02815833333333336,0.015550000000000022,0.0,0.0,1
qwen,h2_choice,79,random,ChBa,CO2,0.5,-0.031641666666666665,0.022074999999999984,-0.007774999999999998,0.007824999999999999,0.16666666666666669,0.25,1
qwen,h2_choice,79,random,ChCh,CO2,0.5,-0.03879166666666668,0.023425000000000015,-0.02112499999999999,0.014374999999999985,0.24999999999999997,0.25,1
qwen,h2_choice,79,random,ChCm,OD1,1.0,-0.004466666666666715,0.014899999999999983,-0.005183333333333337,0.015324999999999978,0.0,0.0,1
qwen,h2_choice,79,random,ChCo,MP,-0.5,-0.02887499999999995,0.015899999999999984,-0.011975000000000017,0.01609999999999999,0.24999999999999997,0.25,1
qwen,h2_choice,79,random,ChDl,OD1,1.0,-0.037700000000000046,0.015325000000000005,-0.0030833333333333403,0.015149999999999997,0.0,0.0,1
qwen,h2_choice,79,random,ChHa,OD2,1.0,-0.02127499999999995,0.015825000000000006,0.014125000000000054,0.008500000000000035,0.25,0.25,1
qwen,h2_choice,79,random,ChHr,CO1,1.0,-0.033783333333333276,0.022774999999999962,-0.018149999999999996,0.007875000000000007,0.0,0.0,1
qwen,h2_choice,79,random,CmAs,OD1,2.0,-0.02344166666666662,0.014574999999999977,-0.022741666666666747,0.013875000000000026,0.0,0.0,1
qwen,h2_choice,79,random,CmCm,DD,1.0,-0.026974999999999975,0.025599999999999984,0.024741666666666752,0.013300000000000034,0.0,0.0,1
qwen,h2_choice,79,random,CmDl,DD,1.0,-0.01900833333333333,0.013275000000000023,0.024241666666666734,0.013525000000000037,0.0,0.0,1
qwen,h2_choice,79,random,CmHa,DD,3.0,-0.01644166666666668,0.020149999999999987,-0.00789166666666666,0.008200000000000013,0.0,0.0,1
qwen,h2_choice,79,random,CmNc,DD,2.5,-0.034474999999999985,0.027200000000000016,0.0022083333333334353,0.007550000000000001,0.0,0.0,1
qwen,h2_choice,79,random,CoAs,CO2,1.0,-0.04601666666666665,0.022249999999999992,0.005433333333333319,0.023150000000000018,0.0,0.0,1
qwen,h2_choice,79,random,CoCo,CO1,1.0,-0.004075000000000002,0.023174999999999987,0.0035083333333333455,0.015799999999999995,-0.25,0.25,1
qwen,h2_choice,79,random,CoSh,CO2,1.0,-0.04545833333333333,0.022849999999999995,0.01820833333333329,0.007374999999999993,0.0,0.0,1
qwen,h2_choice,79,random,HaAs,OD2,2.0,-0.03835833333333327,0.028550000000000006,-0.012891666666666652,0.01554999999999998,0.0,0.0,1
qwen,h2_choice,79,random,HaBa,OD2,2.0,-0.03898333333333331,0.022849999999999995,-0.018849999999999936,0.013949999999999962,0.0,0.0,1
qwen,h2_choice,79,random,HaCm,DD,2.0,0.007016666666666707,0.015850000000000003,0.0049500000000000256,0.015500000000000014,0.0,0.0,1
qwen,h2_choice,79,random,HaDl,DD,2.0,-0.02935000000000007,0.015725000000000017,-0.018983333333333397,0.02200000000000002,0.0,0.0,1
qwen,h2_choice,79,random,HaHa,DD,2.0,-0.03875833333333334,0.02055,-0.008225,0.019974999999999965,0.0,0.0,1
qwen,h2_choice,79,random,HaNc,DD,2.0,-0.009891666666666667,0.014374999999999985,0.0011416666666665771,0.0010499999999999676,0.0,0.0,1
qwen,h2_choice,79,random,HaPc,DD,2.0,-0.03070833333333329,0.02942499999999998,-0.004041666666666823,0.00737500000000002,0.0,0.0,1
qwen,h2_choice,79,random,HrAs,MP,1.0,-0.022424999999999914,0.02252499999999999,0.039291666666666725,0.023475000000000024,0.0,0.0,1
qwen,h2_choice,79,random,HrBa,CO1,-1.0,-0.04124166666666666,0.021724999999999994,-0.004924999999999966,0.008174999999999988,0.0,0.0,1
qwen,h2_choice,79,random,HrCh,CO1,-1.0,-0.02093333333333337,0.01545000000000002,-0.006916666666666727,0.015475000000000017,0.0,0.0,1
qwen,h2_choice,79,random,HrHr,CO2,-1.0,-0.03363333333333333,0.021600000000000036,-0.01010000000000006,0.008000000000000035,0.0,0.0,1
qwen,h2_choice,79,random,ShAs,CO1,0.0,-0.003908333333333346,0.015425000000000008,-0.015924999999999998,0.02245000000000001,0.0,0.0,0
qwen,h2_choice,79,random,ShCo,CO2,1.0,-0.04017500000000001,0.021525000000000002,0.006558333333333423,0.022250000000000034,0.0,0.0,0
qwen,h2_choice,79,random,ShSh,CO1,0.0,-0.03612500000000002,0.023075000000000026,-0.025341666666666676,0.015375000000000014,0.0,0.0,0
qwen_instruct,h1_dinc,65,main,AsAs,CO1,0.0,1.6471416666666663,0.8566750000000001,-0.0571916666666667,0.042124999999999996,-0.16666666666666669,0.25,1
qwen_instruct,h1_dinc,65,main,AsBa,MP,-0.0,1.6287083333333332,0.817925,-0.011941666666666665,0.023324999999999985,-0.08333333333333334,0.25,1
qwen_instruct,h1_dinc,65,main,AsCh,MP,1.0,1.59855,0.79975,0.13109999999999997,0.07152499999999998,-0.5833333333333334,0.25,1
qwen_instruct,h1_dinc,65,main,AsCm,OD1,2.0,1.456208333333333,0.731975,0.37567499999999976,0.251425,0.8333333333333335,0.5,1
qwen_instruct,h1_dinc,65,main,AsCo,CO2,1.0,1.695083333333333,0.843,-0.030183333333333357,0.025425000000000017,0.08333333333333334,0.25,1
qwen_instruct,h1_dinc,65,main,AsDl,OD1,2.0,1.5850499999999998,0.7934,0.34936666666666655,0.211,0.25,0.25,1
qwen_instruct,h1_dinc,65,main,AsHa,OD2,2.0,1.5239166666666661,0.798125,0.1775666666666666,0.11950000000000002,0.5833333333333334,0.25,1
qwen_instruct,h1_dinc,65,main,AsHr,MP,2.0,1.6643833333333333,0.8253000000000001,0.12905,0.11035,0.25,0.25,1
qwen_instruct,h1_dinc,65,main,AsNc,OD2,1.0,1.4599000000000002,0.7831750000000001,0.061566666666666665,0.028350000000000014,0.41666666666666663,0.25,1
qwen_instruct,h1_dinc,65,main,AsPc,OD2,2.0,1.6363083333333333,0.82285,0.19640833333333332,0.16225,0.25,0.25,1
qwen_instruct,h1_dinc,65,main,AsPd,OD1,2.0,1.7855999999999996,0.8707750000000001,0.04633333333333336,0.04107500000000003,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,AsSh,CO1,0.0,1.7519916666666666,0.8802,0.02384166666666669,0.030925000000000036,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,BaAs,MP,0.0,1.6639333333333333,0.8456749999999998,-0.14678333333333343,0.15095,-0.6666666666666667,0.25,1
qwen_instruct,h1_dinc,65,main,BaBa,CO2,1.0,1.6132249999999995,0.823175,-0.1375416666666666,0.26685000000000003,-0.6666666666666665,0.5,1
qwen_instruct,h1_dinc,65,main,BaCh,CO2,2.0,1.7574666666666658,0.8725749999999999,-0.14633333333333337,0.22397499999999998,-0.5,0.5,1
qwen_instruct,h1_dinc,65,main,BaCm,OD1,2.0,1.4308083333333332,0.734425,-0.1464083333333332,0.294025,-0.4166666666666666,0.5,1
qwen_instruct,h1_dinc,65,main,BaCo,MP,-1.0,1.566375,0.808325,-0.19354166666666672,0.23497500000000002,-0.5833333333333333,0.25,1
qwen_instruct,h1_dinc,65,main,BaDl,OD1,2.0,1.6049499999999999,0.816875,-0.26676666666666665,0.23779999999999998,-0.8333333333333335,0.5,1
qwen_instruct,h1_dinc,65,main,BaHa,OD2,2.0,1.6748833333333335,0.8441,0.16128333333333333,0.21300000000000002,0.6666666666666665,0.25,1
qwen_instruct,h1_dinc,65,main,BaHr,CO1,2.0,1.3957083333333327,0.7231,-0.16367500000000013,0.28829999999999995,-0.6666666666666663,0.5,1
qwen_instruct,h1_dinc,65,main,BaNc,OD2,-0.0,1.6067,0.828875,0.08144999999999998,0.06445000000000001,0.5833333333333334,0.25,1
qwen_instruct,h1_dinc,65,main,BaPc,OD2,2.0,1.63775,0.83275,0.2277833333333332,0.267725,0.75,0.5,1
qwen_instruct,h1_dinc,65,main,BaPd,OD1,2.0,1.6063416666666666,0.8039,-0.12737500000000004,0.238775,-0.6666666666666665,0.5,1
qwen_instruct,h1_dinc,65,main,BaSh,MP,0.0,1.534483333333333,0.8008,0.002533333333333345,0.06805000000000003,-0.16666666666666669,0.25,1
qwen_instruct,h1_dinc,65,main,ChAs,MP,0.0,1.553108333333333,0.7820499999999999,-0.13077499999999984,0.19405,-0.5833333333333333,0.5,1
qwen_instruct,h1_dinc,65,main,ChBa,CO2,0.5,1.3751083333333332,0.706175,-0.33044166666666647,0.33845000000000003,-1.083333333333333,0.5,1
qwen_instruct,h1_dinc,65,main,ChCh,CO2,0.0,1.4708999999999997,0.76915,-0.2920333333333332,0.16052500000000003,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,ChCm,OD1,1.0,1.479325,0.738875,-0.30269166666666675,0.29264999999999997,-1.2499999999999998,0.5,1
qwen_instruct,h1_dinc,65,main,ChCo,MP,-0.5,1.5531499999999998,0.799575,-0.11616666666666672,0.26280000000000003,-0.6666666666666665,0.5,1
qwen_instruct,h1_dinc,65,main,ChDl,OD1,1.0,1.2680416666666667,0.65185,-0.34490833333333326,0.292675,-1.083333333333333,0.5,1
qwen_instruct,h1_dinc,65,main,ChHa,OD2,1.0,1.455441666666667,0.7475,-0.03852499999999999,0.266625,0.5833333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,ChHr,CO1,1.0,1.2640916666666666,0.6492249999999999,-0.33945833333333325,0.31899999999999995,-1.0,0.5,1
qwen_instruct,h1_dinc,65,main,CmAs,OD1,1.5,0.8795416666666664,0.466475,0.17087499999999997,0.23242500000000002,0.4166666666666666,0.25,1
qwen_instruct,h1_dinc,65,main,CmCm,DD,1.0,0.5980166666666665,0.322,0.3547333333333331,0.24509999999999996,0.4166666666666666,0.25,1
qwen_instruct,h1_dinc,65,main,CmDl,DD,1.0,0.6865249999999999,0.370575,0.2740249999999999,0.24009999999999998,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,CmHa,DD,3.0,0.7778833333333334,0.4233,0.2336333333333332,0.25249999999999995,0.8333333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,CmNc,DD,2.0,0.7146916666666665,0.396475,0.13324166666666654,0.2182,0.4166666666666666,0.25,1
qwen_instruct,h1_dinc,65,main,CoAs,CO2,1.0,1.3663416666666666,0.6855749999999999,0.41877499999999995,0.31744999999999995,0.8333333333333335,0.5,1
qwen_instruct,h1_dinc,65,main,CoCo,CO1,3.0,1.4131333333333331,0.7229000000000001,0.29624999999999996,0.29955,1.083333333333333,0.5,1
qwen_instruct,h1_dinc,65,main,CoSh,CO2,1.0,1.1924333333333332,0.600325,0.5021166666666667,0.31952499999999995,1.083333333333333,0.5,1
qwen_instruct,h1_dinc,65,main,HaAs,OD2,2.0,0.7180916666666667,0.37832499999999997,0.3857916666666665,0.27157499999999996,0.8333333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,HaBa,OD2,2.0,1.0227916666666665,0.548275,-0.11565833333333332,0.271125,0.4166666666666666,0.25,1
qwen_instruct,h1_dinc,65,main,HaCm,DD,2.0,1.2945916666666664,0.6613,-0.020891666666666767,0.26125000000000004,0.0,0.5,1
qwen_instruct,h1_dinc,65,main,HaDl,DD,2.0,0.9407833333333331,0.515075,0.07428333333333322,0.24374999999999997,0.8333333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,HaHa,DD,2.0,0.7607666666666666,0.40935,0.2674666666666665,0.25312500000000004,0.4166666666666666,0.25,1
qwen_instruct,h1_dinc,65,main,HaNc,DD,2.0,0.7393166666666666,0.411525,0.09966666666666663,0.21452499999999997,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,HaPc,DD,2.0,0.9238416666666667,0.49340000000000006,0.21445833333333306,0.265625,0.8333333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,HrAs,MP,1.0,1.4160416666666666,0.724,0.19524166666666665,0.2636,0.6666666666666663,0.5,1
qwen_instruct,h1_dinc,65,main,HrBa,CO1,-1.0,1.1572833333333332,0.6164999999999999,0.1390666666666666,0.2836,0.8333333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,HrCh,CO1,-1.0,1.0254750000000001,0.540425,0.2613083333333331,0.294925,0.4166666666666666,0.5,1
qwen_instruct,h1_dinc,65,main,HrHr,CO2,-1.0,1.2658166666666666,0.6622250000000001,0.1244166666666665,0.28049999999999997,0.8333333333333331,0.5,1
qwen_instruct,h1_dinc,65,main,ShAs,CO1,0.0,1.5749583333333332,0.821575,-0.038625000000000013,0.030325000000000026,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,ShCo,CO2,0.5,1.4797083333333332,0.7676249999999999,0.14560833333333326,0.09135000000000001,0.0,0.0,1
qwen_instruct,h1_dinc,65,main,ShSh,CO1,0.0,1.5784083333333332,0.8258000000000001,0.06519166666666663,0.035950000000000024,0.0,0.0,1
qwen_instruct,h1_dinc,65,main_perp,AsAs,CO1,0.0,1.6116749999999997,0.83675,-0.049291666666666706,0.04452500000000002,-0.16666666666666669,0.25,1
qwen_instruct,h1_dinc,65,main_perp,AsBa,MP,-0.0,1.6150999999999998,0.8067,-0.0005666666666666952,0.020924999999999944,0.0,0.0,1
qwen_instruct,h1_dinc,65,main_perp,AsCh,MP,1.0,1.5643166666666666,0.787075,0.14954999999999996,0.07995,-0.41666666666666663,0.25,1
qwen_instruct,h1_dinc,65,main_perp,AsCm,OD1,2.0,1.4427416666666668,0.7201500000000001,0.3933916666666666,0.251425,0.8333333333333335,0.5,1
qwen_instruct,h1_dinc,65,main_perp,AsCo,CO2,1.0,1.6664833333333333,0.82735,-0.04683333333333331,0.048524999999999985,0.08333333333333334,0.25,1
qwen_instruct,h1_dinc,65,main_perp,AsDl,OD1,2.0,1.5488083333333333,0.779775,0.3484749999999998,0.20654999999999998,1.0833333333333333,0.5,1
qwen_instruct,h1_dinc,65,main_perp,AsHa,OD2,2.0,1.5053249999999996,0.78505,0.19222499999999992,0.12054999999999998,0.5833333333333334,0.25,1
