model,layer,variant,row_scope,raw,raw_lo,raw_hi,partial,partial_lo,partial_hi,n_rows,n_games
gptoss,24,V1_gamez,pure_complete_games,0.01042337963501204,-0.015271789954608088,0.036295723925205796,-0.00917758172462918,-0.041631704710267475,0.019974651426145545,432,108
gptoss,24,V2_strength,pure_complete_games,-0.005350049782666586,-0.028223881908662766,0.011725787216355726,-0.0022813634061866032,-0.021730934328634304,0.013693518744505502,432,108
gptoss,24,V3_perp,pure_complete_games,0.012037115763411,-0.011402584151890185,0.03931677516540704,-0.009712046778943328,-0.04245688656136754,0.02015772733862124,432,108
gptoss,35,V1_gamez,pure_commitment,0.0247545861035117,-0.0005122001419212278,0.052493939207688876,0.0037569594359835065,-0.030715613629184384,0.036131300473695734,525,144
gptoss,35,V2_strength,pure_commitment,-0.006764333163806705,-0.03939067726133563,0.019990198520405202,-0.011925734613222818,-0.042547366960810636,0.013504478564764957,525,144
gptoss,35,V3_perp,pure_commitment,0.024185865306670988,-0.003081988334002074,0.05289467588153968,0.0023191596156030116,-0.03561038266239223,0.03542264651453073,525,144
gptoss,35,V1_gamez,heterogeneous_all,0.09176350083425759,0.06293559676249694,0.1229639130545082,0.07414577923060067,0.035757946219256355,0.11253208507164786,576,144
gptoss,35,V2_strength,heterogeneous_all,-0.07843119157388888,-0.1098089668286817,-0.05028680363859608,-0.0650288572668756,-0.0979144084857549,-0.03252128991908912,576,144
gptoss,35,V3_perp,heterogeneous_all,0.04188287738041673,0.014089458123592247,0.07131325327025576,0.015017098165254341,-0.022114756852165084,0.04776970093073944,576,144
gptoss,35,V1_gamez,pure_complete_games,0.0173463823402847,-0.005818023792215988,0.04375356892556016,-0.004017609132043008,-0.03542707678491788,0.024747177788402297,432,108
gptoss,35,V2_strength,pure_complete_games,-0.004412588830100987,-0.029943382634416923,0.017037553855431712,-0.0030582170756132438,-0.025782655665403685,0.015502069716671747,432,108
gptoss,35,V3_perp,pure_complete_games,0.017037043700857398,-0.005878447766991114,0.045194190299327065,-0.004981054873496391,-0.03771347796034958,0.02533253160953586,432,108
gptoss,36,V1_gamez,pure_commitment,0.026123529005338503,0.0014868815454453107,0.05380195034401915,0.005512529412202685,-0.02916399935748767,0.03684305538058978,525,144
gptoss,36,V2_strength,pure_commitment,-0.002454152639235969,-0.029198921383465446,0.021037686751126182,-0.010310282381485134,-0.03709844216292304,0.012615047983455188,525,144
gptoss,36,V3_perp,pure_commitment,0.024985582039578257,-0.002964826652341096,0.05371737537837558,0.003664382228833135,-0.03408881732657905,0.036138237451164575,525,144
gptoss,36,V1_gamez,heterogeneous_all,0.0899715880951319,0.06149030002010736,0.1193528714049305,0.0716033214657808,0.03266268839718964,0.10938807599535758,576,144
gptoss,36,V2_strength,heterogeneous_all,-0.07281560525308925,-0.10418471436406754,-0.044475313895663386,-0.061081474722997735,-0.09364200493198695,-0.029372141933758412,576,144
gptoss,36,V3_perp,heterogeneous_all,0.040438881466396646,0.01199786015392477,0.06968931881566356,0.01401175147724874,-0.023475730924700924,0.04643870276228438,576,144
gptoss,36,V1_gamez,pure_complete_games,0.0239117705317505,-0.0005439937404271563,0.05261402579117696,0.0026591938780630344,-0.029305773679180396,0.03439376429280262,432,108
gptoss,36,V2_strength,pure_complete_games,0.009419783720999577,-0.01655076699818986,0.03835324763257457,0.005662935981482057,-0.01807371404778409,0.029718535480393615,432,108
gptoss,36,V3_perp,pure_complete_games,0.01883342448828245,-0.005572942293970516,0.04808613684441707,-0.0021730234452457067,-0.03606929834031884,0.030393792662181684,432,108
