model,layer,raw_slope,raw_lo,raw_hi,partial_slope,partial_lo,partial_hi,n_games
gptoss,1,0.14197367254281473,0.09566457393037343,0.1917438569755773,0.11463720693542384,0.05493521744700991,0.17519008328569735,144
gptoss,6,0.14249826429333906,0.09780762555655409,0.19196135090596478,0.11560567946361125,0.05840281808699534,0.17484460228288354,144
gptoss,9,0.14068819941402347,0.0956412874638219,0.1895617570233098,0.11382139352110524,0.05694741509039952,0.17178566680230892,144
gptoss,22,0.13834948935483996,0.09511880404446872,0.18433694159242398,0.11157559094490134,0.053714905172365844,0.1683178180309905,144
gptoss,24,0.13649396500998703,0.09211189091000302,0.18125691128371904,0.10880019808365814,0.0492699019279614,0.16654441238596865,144
gptoss,35,0.14123918510166766,0.0968682789977401,0.18926177313243267,0.11412260149242943,0.05503738565989385,0.17320546675762263,144
gptoss,36,0.13660636914636937,0.09336243586793253,0.181216790266963,0.10871731811511566,0.049592669896873214,0.16608696374051726,144
