model,game_code,p_canonical,inc_projection,delta1c_q05,n_cells,inc_projection_z,delta1c_q05_z,row_scope,layer
gptoss,DlPd,1.0,-59.52811893211924,2.0,4,-1.0357801214428684,1.191708046136675,pure_commitment,36
gptoss,DlSh,1.0,-4.804272826209569,2.0,4,-0.01564676007721002,1.191708046136675,pure_commitment,36
gptoss,HaAs,1.0,51.86509846071233,2.0,4,1.0407540657259162,1.191708046136675,pure_commitment,36
gptoss,HaBa,1.0,131.69649752569947,2.0,4,2.528929317755469,1.191708046136675,pure_commitment,36
gptoss,HaCh,1.0,33.760339013590574,2.0,4,0.703254594731781,1.191708046136675,pure_commitment,36
gptoss,HaCm,1.0,9.308143520593791,2.0,4,0.24742953571153722,1.191708046136675,pure_commitment,36
gptoss,HaCo,1.0,53.16340287787449,2.0,4,1.064956378673589,1.191708046136675,pure_commitment,36
gptoss,HaDl,1.0,-6.063831098612436,2.0,4,-0.03912678762818836,1.191708046136675,pure_commitment,36
gptoss,HaHa,1.0,-7.2406506697828785,2.0,4,-0.06106444351837536,1.191708046136675,pure_commitment,36
gptoss,HaHr,1.0,11.412181755106804,2.0,4,0.28665191771410325,1.191708046136675,pure_commitment,36
gptoss,HaNc,1.0,-66.85000817249613,2.0,4,-1.1722709570445369,1.191708046136675,pure_commitment,36
gptoss,HaPc,1.0,-38.46578366296799,2.0,4,-0.6431470664718035,1.191708046136675,pure_commitment,36
gptoss,HaPd,1.0,50.491084824066135,2.0,4,1.0151404210452881,1.191708046136675,pure_commitment,36
gptoss,HaSh,1.0,8.720789904726967,2.0,4,0.23648039633078394,1.191708046136675,pure_commitment,36
gptoss,HrAs,1.0,82.4230439862962,1.0,1,1.6103993283251785,0.09166984970282117,pure_commitment,36
gptoss,HrBa,1.0,-1.2832214034203275,1.0,4,0.04999084179236008,0.09166984970282117,pure_commitment,36
gptoss,HrCh,0.75,19.554024047828584,1.0,4,0.4384278899238928,0.09166984970282117,pure_commitment,36
gptoss,HrCm,1.0,-35.843924133765974,-1.0,3,-0.5942717303088981,-2.108406543164886,pure_commitment,36
gptoss,HrCo,1.0,-83.57800364054211,1.0,2,-1.484105512910748,0.09166984970282117,pure_commitment,36
gptoss,HrDl,1.0,-53.82132721842629,-1.0,4,-0.9293970905017264,-2.108406543164886,pure_commitment,36
gptoss,HrHa,0.75,49.41677733706532,1.0,4,0.9951137418946047,0.09166984970282117,pure_commitment,36
gptoss,HrHr,1.0,-14.047867781092103,1.0,3,-0.18796103006066864,0.09166984970282117,pure_commitment,36
gptoss,HrNc,0.75,-65.69908578416172,1.0,4,-1.1508160629128215,0.09166984970282117,pure_commitment,36
gptoss,HrPc,1.0,-6.053075233053069,1.0,3,-0.03892628239933002,0.09166984970282117,pure_commitment,36
gptoss,HrPd,1.0,-18.040552144075335,-1.0,4,-0.26239056690644114,-2.108406543164886,pure_commitment,36
gptoss,HrSh,0.3333333333333333,-61.040545976365365,1.0,3,-1.0639739965860942,0.09166984970282117,pure_commitment,36
gptoss,NcAs,1.0,5.967887576593027,1.0,4,0.18516222874301,0.09166984970282117,pure_commitment,36
