layer,condition,cb_id,final_score_canonical,final_score_trait,ap_score_canonical,ap_score_trait,n_ap,cp_score_trait,model,game_code,delta1c
40,cue_risk_aversion,0,1.65625,,2.1067708333333335,,3,,qwen_instruct,ChNc,-0.0
40,cue_risk_aversion,1,1.765625,,1.9635416666666667,,3,,qwen_instruct,ChNc,-0.0
40,cue_risk_aversion,2,-1.59375,,-1.9453125,,3,,qwen_instruct,ChNc,-0.0
40,cue_risk_aversion,3,-1.625,,-2.0078125,,3,,qwen_instruct,ChNc,-0.0
40,cue_selfish_maximizer,0,1.640625,,2.3151041666666665,,3,,qwen_instruct,ChNc,-0.0
40,cue_selfish_maximizer,1,1.796875,,2.3307291666666665,,3,,qwen_instruct,ChNc,-0.0
40,cue_selfish_maximizer,2,-1.65625,,-2.2083333333333335,,3,,qwen_instruct,ChNc,-0.0
40,cue_selfish_maximizer,3,-1.96875,,-2.5208333333333335,,3,,qwen_instruct,ChNc,-0.0
79,baseline,0,0.0,,-0.22916666666666666,,3,,qwen_instruct,ChNc,-0.0
79,baseline,1,0.75,,0.3125,,3,,qwen_instruct,ChNc,-0.0
79,baseline,2,2.5,,1.6875,,3,,qwen_instruct,ChNc,-0.0
79,baseline,3,1.0,,0.1875,,3,,qwen_instruct,ChNc,-0.0
79,cue_inequity_aversion,0,-0.75,,-1.5625,,3,,qwen_instruct,ChNc,-0.0
79,cue_inequity_aversion,1,-0.5,,-1.2395833333333333,,3,,qwen_instruct,ChNc,-0.0
79,cue_inequity_aversion,2,0.0,,1.0,,3,,qwen_instruct,ChNc,-0.0
79,cue_inequity_aversion,3,-1.375,,-0.09375,,3,,qwen_instruct,ChNc,-0.0
79,cue_length_match_null,0,0.75,,-0.7708333333333334,,3,,qwen_instruct,ChNc,-0.0
79,cue_length_match_null,1,0.125,,-0.3854166666666667,,3,,qwen_instruct,ChNc,-0.0
79,cue_length_match_null,2,3.875,,2.5729166666666665,,3,,qwen_instruct,ChNc,-0.0
79,cue_length_match_null,3,2.875,,1.6458333333333333,,3,,qwen_instruct,ChNc,-0.0
79,cue_loss_aversion,0,-1.75,,-1.8125,,3,,qwen_instruct,ChNc,-0.0
79,cue_loss_aversion,1,-2.0,,-1.3958333333333333,,3,,qwen_instruct,ChNc,-0.0
79,cue_loss_aversion,2,3.125,,2.3541666666666665,,3,,qwen_instruct,ChNc,-0.0
79,cue_loss_aversion,3,3.0,,1.96875,,3,,qwen_instruct,ChNc,-0.0
79,cue_maximin,0,-0.125,,-1.46875,,3,,qwen_instruct,ChNc,-0.0
79,cue_maximin,1,-0.125,,-1.3333333333333333,,3,,qwen_instruct,ChNc,-0.0
79,cue_maximin,2,3.625,,2.96875,,3,,qwen_instruct,ChNc,-0.0
79,cue_maximin,3,0.5,,1.5729166666666667,,3,,qwen_instruct,ChNc,-0.0
79,cue_risk_aversion,0,-2.875,,-2.21875,,3,,qwen_instruct,ChNc,-0.0
79,cue_risk_aversion,1,-2.875,,-2.1875,,3,,qwen_instruct,ChNc,-0.0
79,cue_risk_aversion,2,3.75,,2.8333333333333335,,3,,qwen_instruct,ChNc,-0.0
79,cue_risk_aversion,3,2.375,,1.7395833333333333,,3,,qwen_instruct,ChNc,-0.0
79,cue_selfish_maximizer,0,3.0,,-0.5104166666666666,,3,,qwen_instruct,ChNc,-0.0
79,cue_selfish_maximizer,1,1.75,,-0.71875,,3,,qwen_instruct,ChNc,-0.0
79,cue_selfish_maximizer,2,1.0,,2.3229166666666665,,3,,qwen_instruct,ChNc,-0.0
79,cue_selfish_maximizer,3,-0.5,,1.4166666666666667,,3,,qwen_instruct,ChNc,-0.0
40,baseline,0,1.9921875,,1.7486979166666667,,3,,qwen_instruct,ChPc,-0.0
40,baseline,1,2.4375,,1.9388020833333333,,3,,qwen_instruct,ChPc,-0.0
40,baseline,2,-2.234375,,-1.9075520833333333,,3,,qwen_instruct,ChPc,-0.0
40,baseline,3,-2.421875,,-1.9479166666666667,,3,,qwen_instruct,ChPc,-0.0
40,cue_inequity_aversion,0,1.234375,,1.3828125,,3,,qwen_instruct,ChPc,-0.0
40,cue_inequity_aversion,1,1.46875,,1.48046875,,3,,qwen_instruct,ChPc,-0.0
40,cue_inequity_aversion,2,-1.203125,,-1.36328125,,3,,qwen_instruct,ChPc,-0.0
40,cue_inequity_aversion,3,-1.7890625,,-1.6067708333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_length_match_null,0,1.234375,,1.4505208333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_length_match_null,1,1.609375,,1.6458333333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_length_match_null,2,-1.53125,,-1.6653645833333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_length_match_null,3,-1.6328125,,-1.6953125,,3,,qwen_instruct,ChPc,-0.0
40,cue_loss_aversion,0,1.265625,,1.6770833333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_loss_aversion,1,1.5078125,,1.8177083333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_loss_aversion,2,-1.140625,,-1.7395833333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_loss_aversion,3,-1.4140625,,-1.8463541666666667,,3,,qwen_instruct,ChPc,-0.0
40,cue_maximin,0,2.015625,,2.3723958333333335,,3,,qwen_instruct,ChPc,-0.0
40,cue_maximin,1,2.078125,,2.2552083333333335,,3,,qwen_instruct,ChPc,-0.0
40,cue_maximin,2,-2.1875,,-2.6145833333333335,,3,,qwen_instruct,ChPc,-0.0
40,cue_maximin,3,-2.375,,-2.4791666666666665,,3,,qwen_instruct,ChPc,-0.0
40,cue_risk_aversion,0,1.546875,,1.7942708333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_risk_aversion,1,1.609375,,1.9739583333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_risk_aversion,2,-1.515625,,-1.8567708333333333,,3,,qwen_instruct,ChPc,-0.0
40,cue_risk_aversion,3,-1.5234375,,-2.0,,3,,qwen_instruct,ChPc,-0.0
40,cue_selfish_maximizer,0,1.453125,,2.3385416666666665,,3,,qwen_instruct,ChPc,-0.0
40,cue_selfish_maximizer,1,1.8125,,2.296875,,3,,qwen_instruct,ChPc,-0.0
40,cue_selfish_maximizer,2,-1.75,,-2.4921875,,3,,qwen_instruct,ChPc,-0.0
40,cue_selfish_maximizer,3,-1.875,,-2.4791666666666665,,3,,qwen_instruct,ChPc,-0.0
79,baseline,0,0.75,,0.5833333333333334,,3,,qwen_instruct,ChPc,-0.0
79,baseline,1,1.75,,1.2291666666666667,,3,,qwen_instruct,ChPc,-0.0
79,baseline,2,2.5,,0.8541666666666666,,3,,qwen_instruct,ChPc,-0.0
79,baseline,3,0.875,,0.5208333333333334,,3,,qwen_instruct,ChPc,-0.0
79,cue_inequity_aversion,0,2.125,,-0.5,,3,,qwen_instruct,ChPc,-0.0
79,cue_inequity_aversion,1,0.875,,-0.4166666666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_inequity_aversion,2,0.875,,1.4479166666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_inequity_aversion,3,2.0,,1.7604166666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_length_match_null,0,1.875,,-0.6458333333333334,,3,,qwen_instruct,ChPc,-0.0
79,cue_length_match_null,1,0.75,,-0.2708333333333333,,3,,qwen_instruct,ChPc,-0.0
79,cue_length_match_null,2,5.25,,2.53125,,3,,qwen_instruct,ChPc,-0.0
79,cue_length_match_null,3,3.5,,2.2083333333333335,,3,,qwen_instruct,ChPc,-0.0
79,cue_loss_aversion,0,0.125,,-1.1875,,3,,qwen_instruct,ChPc,-0.0
79,cue_loss_aversion,1,-1.625,,-1.5729166666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_loss_aversion,2,1.0,,1.6979166666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_loss_aversion,3,1.5,,1.34375,,3,,qwen_instruct,ChPc,-0.0
79,cue_maximin,0,2.0,,-0.4791666666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_maximin,1,1.5,,-0.7916666666666666,,3,,qwen_instruct,ChPc,-0.0
79,cue_maximin,2,2.0,,1.9583333333333333,,3,,qwen_instruct,ChPc,-0.0
79,cue_maximin,3,1.0,,1.4791666666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_risk_aversion,0,-0.25,,-1.09375,,3,,qwen_instruct,ChPc,-0.0
79,cue_risk_aversion,1,-2.0,,-1.5520833333333333,,3,,qwen_instruct,ChPc,-0.0
79,cue_risk_aversion,2,3.0,,2.46875,,3,,qwen_instruct,ChPc,-0.0
79,cue_risk_aversion,3,0.875,,1.3125,,3,,qwen_instruct,ChPc,-0.0
79,cue_selfish_maximizer,0,3.25,,-0.3541666666666667,,3,,qwen_instruct,ChPc,-0.0
79,cue_selfish_maximizer,1,3.25,,-0.14583333333333334,,3,,qwen_instruct,ChPc,-0.0
79,cue_selfish_maximizer,2,1.5,,2.78125,,3,,qwen_instruct,ChPc,-0.0
79,cue_selfish_maximizer,3,0.375,,1.5833333333333333,,3,,qwen_instruct,ChPc,-0.0
40,baseline,0,-2.171875,,-2.01171875,,3,,qwen_instruct,ChPd,0.0
40,baseline,1,-2.71875,,-1.7109375,,3,,qwen_instruct,ChPd,0.0
40,baseline,2,2.171875,,1.4114583333333333,,3,,qwen_instruct,ChPd,0.0
40,baseline,3,2.5625,,2.0104166666666665,,3,,qwen_instruct,ChPd,0.0
40,cue_inequity_aversion,0,-1.234375,,-1.6848958333333333,,3,,qwen_instruct,ChPd,0.0
40,cue_inequity_aversion,1,-1.6328125,,-1.7630208333333333,,3,,qwen_instruct,ChPd,0.0
40,cue_inequity_aversion,2,1.125,,1.5846354166666667,,3,,qwen_instruct,ChPd,0.0
40,cue_inequity_aversion,3,1.390625,,1.6223958333333333,,3,,qwen_instruct,ChPd,0.0
40,cue_length_match_null,0,-1.359375,,-1.5182291666666667,,3,,qwen_instruct,ChPd,0.0
40,cue_length_match_null,1,-1.640625,,-1.65234375,,3,,qwen_instruct,ChPd,0.0
40,cue_length_match_null,2,1.34375,,1.6067708333333333,,3,,qwen_instruct,ChPd,0.0
40,cue_length_match_null,3,1.59375,,1.5416666666666667,,3,,qwen_instruct,ChPd,0.0
40,cue_loss_aversion,0,-1.2578125,,-1.8515625,,3,,qwen_instruct,ChPd,0.0
40,cue_loss_aversion,1,-1.609375,,-1.9479166666666667,,3,,qwen_instruct,ChPd,0.0
40,cue_loss_aversion,2,1.1640625,,1.6692708333333333,,3,,qwen_instruct,ChPd,0.0
40,cue_loss_aversion,3,1.4765625,,1.8619791666666667,,3,,qwen_instruct,ChPd,0.0
40,cue_maximin,0,-1.828125,,-2.2916666666666665,,3,,qwen_instruct,ChPd,0.0
40,cue_maximin,1,-2.09375,,-2.4583333333333335,,3,,qwen_instruct,ChPd,0.0
40,cue_maximin,2,1.953125,,2.2630208333333335,,3,,qwen_instruct,ChPd,0.0
40,cue_maximin,3,2.171875,,2.4114583333333335,,3,,qwen_instruct,ChPd,0.0
40,cue_risk_aversion,0,-1.5,,-1.7994791666666667,,3,,qwen_instruct,ChPd,0.0
40,cue_risk_aversion,1,-1.8125,,-1.9296875,,3,,qwen_instruct,ChPd,0.0
40,cue_risk_aversion,2,1.421875,,2.0078125,,3,,qwen_instruct,ChPd,0.0
40,cue_risk_aversion,3,1.7109375,,2.09375,,3,,qwen_instruct,ChPd,0.0
40,cue_selfish_maximizer,0,-1.734375,,-2.4479166666666665,,3,,qwen_instruct,ChPd,0.0
40,cue_selfish_maximizer,1,-2.078125,,-2.6510416666666665,,3,,qwen_instruct,ChPd,0.0
40,cue_selfish_maximizer,2,1.7734375,,2.46875,,3,,qwen_instruct,ChPd,0.0
40,cue_selfish_maximizer,3,2.078125,,2.6692708333333335,,3,,qwen_instruct,ChPd,0.0
79,baseline,0,-1.375,,-1.1041666666666667,,3,,qwen_instruct,ChPd,0.0
79,baseline,1,-1.8125,,-0.9166666666666666,,3,,qwen_instruct,ChPd,0.0
79,baseline,2,-0.625,,-0.3541666666666667,,3,,qwen_instruct,ChPd,0.0
79,baseline,3,0.125,,0.1875,,3,,qwen_instruct,ChPd,0.0
79,cue_inequity_aversion,0,7.5,,3.7083333333333335,,3,,qwen_instruct,ChPd,0.0
79,cue_inequity_aversion,1,6.125,,3.125,,3,,qwen_instruct,ChPd,0.0
79,cue_inequity_aversion,2,6.25,,1.5,,3,,qwen_instruct,ChPd,0.0
79,cue_inequity_aversion,3,6.5,,2.28125,,3,,qwen_instruct,ChPd,0.0
79,cue_length_match_null,0,-2.25,,0.2604166666666667,,3,,qwen_instruct,ChPd,0.0
79,cue_length_match_null,1,-0.375,,0.6979166666666666,,3,,qwen_instruct,ChPd,0.0
79,cue_length_match_null,2,-0.5,,-1.53125,,3,,qwen_instruct,ChPd,0.0
79,cue_length_match_null,3,-1.125,,-1.5729166666666667,,3,,qwen_instruct,ChPd,0.0
79,cue_loss_aversion,0,2.0,,1.9791666666666667,,3,,qwen_instruct,ChPd,0.0
79,cue_loss_aversion,1,2.0,,1.6145833333333333,,3,,qwen_instruct,ChPd,0.0
79,cue_loss_aversion,2,-0.125,,-0.8645833333333334,,3,,qwen_instruct,ChPd,0.0
79,cue_loss_aversion,3,-0.125,,-0.6875,,3,,qwen_instruct,ChPd,0.0
79,cue_maximin,0,0.375,,1.46875,,3,,qwen_instruct,ChPd,0.0
79,cue_maximin,1,-0.625,,0.75,,3,,qwen_instruct,ChPd,0.0
79,cue_maximin,2,0.75,,-1.1145833333333333,,3,,qwen_instruct,ChPd,0.0
79,cue_maximin,3,1.75,,-0.4895833333333333,,3,,qwen_instruct,ChPd,0.0
79,cue_risk_aversion,0,3.25,,2.4479166666666665,,3,,qwen_instruct,ChPd,0.0
79,cue_risk_aversion,1,2.625,,1.75,,3,,qwen_instruct,ChPd,0.0
79,cue_risk_aversion,2,4.375,,0.6875,,3,,qwen_instruct,ChPd,0.0
79,cue_risk_aversion,3,4.5,,1.0,,3,,qwen_instruct,ChPd,0.0
79,cue_selfish_maximizer,0,-3.125,,0.23958333333333334,,3,,qwen_instruct,ChPd,0.0
79,cue_selfish_maximizer,1,-2.75,,0.15625,,3,,qwen_instruct,ChPd,0.0
79,cue_selfish_maximizer,2,0.25,,-1.9270833333333333,,3,,qwen_instruct,ChPd,0.0
79,cue_selfish_maximizer,3,0.625,,-1.3125,,3,,qwen_instruct,ChPd,0.0
40,baseline,0,-2.015625,,-1.5611979166666667,,3,,qwen_instruct,ChSh,0.0
40,baseline,1,-2.265625,,-1.8671875,,3,,qwen_instruct,ChSh,0.0
40,baseline,2,2.015625,,1.68359375,,3,,qwen_instruct,ChSh,0.0
40,baseline,3,2.3125,,1.814453125,,3,,qwen_instruct,ChSh,0.0
40,cue_inequity_aversion,0,-1.484375,,-1.5911458333333333,,3,,qwen_instruct,ChSh,0.0
40,cue_inequity_aversion,1,-1.625,,-1.8359375,,3,,qwen_instruct,ChSh,0.0
40,cue_inequity_aversion,2,1.0859375,,1.5247395833333333,,3,,qwen_instruct,ChSh,0.0
40,cue_inequity_aversion,3,1.453125,,1.7447916666666667,,3,,qwen_instruct,ChSh,0.0
40,cue_length_match_null,0,-1.4296875,,-1.6302083333333333,,3,,qwen_instruct,ChSh,0.0
40,cue_length_match_null,1,-1.7578125,,-1.6328125,,3,,qwen_instruct,ChSh,0.0
40,cue_length_match_null,2,1.34375,,1.2916666666666667,,3,,qwen_instruct,ChSh,0.0
40,cue_length_match_null,3,1.5234375,,1.5546875,,3,,qwen_instruct,ChSh,0.0
40,cue_loss_aversion,0,-1.0234375,,-1.5833333333333333,,3,,qwen_instruct,ChSh,0.0
40,cue_loss_aversion,1,-1.3984375,,-1.8515625,,3,,qwen_instruct,ChSh,0.0
40,cue_loss_aversion,2,1.046875,,1.6484375,,3,,qwen_instruct,ChSh,0.0
40,cue_loss_aversion,3,1.5,,1.84375,,3,,qwen_instruct,ChSh,0.0
40,cue_maximin,0,-1.984375,,-2.375,,3,,qwen_instruct,ChSh,0.0
40,cue_maximin,1,-2.375,,-2.5729166666666665,,3,,qwen_instruct,ChSh,0.0
40,cue_maximin,2,1.84375,,2.28125,,3,,qwen_instruct,ChSh,0.0
40,cue_maximin,3,2.3125,,2.2799479166666665,,3,,qwen_instruct,ChSh,0.0
40,cue_risk_aversion,0,-1.4140625,,-1.8776041666666667,,3,,qwen_instruct,ChSh,0.0
40,cue_risk_aversion,1,-1.53125,,-2.0755208333333335,,3,,qwen_instruct,ChSh,0.0
40,cue_risk_aversion,2,1.7265625,,1.9296875,,3,,qwen_instruct,ChSh,0.0
40,cue_risk_aversion,3,1.71875,,1.96875,,3,,qwen_instruct,ChSh,0.0
40,cue_selfish_maximizer,0,-1.5625,,-2.28125,,3,,qwen_instruct,ChSh,0.0
40,cue_selfish_maximizer,1,-2.125,,-2.5494791666666665,,3,,qwen_instruct,ChSh,0.0
40,cue_selfish_maximizer,2,1.796875,,2.5677083333333335,,3,,qwen_instruct,ChSh,0.0
40,cue_selfish_maximizer,3,2.015625,,2.5182291666666665,,3,,qwen_instruct,ChSh,0.0
79,baseline,0,-0.375,,-0.09375,,3,,qwen_instruct,ChSh,0.0
79,baseline,1,-1.625,,-0.8333333333333334,,3,,qwen_instruct,ChSh,0.0
79,baseline,2,-2.375,,-0.8541666666666666,,3,,qwen_instruct,ChSh,0.0
79,baseline,3,-0.625,,-0.14583333333333334,,3,,qwen_instruct,ChSh,0.0
79,cue_inequity_aversion,0,5.25,,3.21875,,3,,qwen_instruct,ChSh,0.0
79,cue_inequity_aversion,1,5.625,,2.8333333333333335,,3,,qwen_instruct,ChSh,0.0
79,cue_inequity_aversion,2,4.625,,0.9375,,3,,qwen_instruct,ChSh,0.0
79,cue_inequity_aversion,3,4.5,,1.4479166666666667,,3,,qwen_instruct,ChSh,0.0
79,cue_length_match_null,0,-0.5,,0.010416666666666666,,3,,qwen_instruct,ChSh,0.0
79,cue_length_match_null,1,0.125,,0.7083333333333334,,3,,qwen_instruct,ChSh,0.0
79,cue_length_match_null,2,-3.75,,-2.8854166666666665,,3,,qwen_instruct,ChSh,0.0
79,cue_length_match_null,3,-2.625,,-1.9375,,3,,qwen_instruct,ChSh,0.0
79,cue_loss_aversion,0,2.375,,1.9270833333333333,,3,,qwen_instruct,ChSh,0.0
79,cue_loss_aversion,1,2.125,,1.6875,,3,,qwen_instruct,ChSh,0.0
79,cue_loss_aversion,2,-2.375,,-2.25,,3,,qwen_instruct,ChSh,0.0
79,cue_loss_aversion,3,-1.625,,-1.2395833333333333,,3,,qwen_instruct,ChSh,0.0
79,cue_maximin,0,0.25,,1.53125,,3,,qwen_instruct,ChSh,0.0
79,cue_maximin,1,-0.125,,1.1979166666666667,,3,,qwen_instruct,ChSh,0.0
79,cue_maximin,2,-2.25,,-2.2395833333333335,,3,,qwen_instruct,ChSh,0.0
79,cue_maximin,3,0.25,,-1.3229166666666667,,3,,qwen_instruct,ChSh,0.0
79,cue_risk_aversion,0,4.125,,2.75,,3,,qwen_instruct,ChSh,0.0
79,cue_risk_aversion,1,4.0,,2.4583333333333335,,3,,qwen_instruct,ChSh,0.0
79,cue_risk_aversion,2,0.125,,-0.9583333333333334,,3,,qwen_instruct,ChSh,0.0
79,cue_risk_aversion,3,1.75,,-0.20833333333333334,,3,,qwen_instruct,ChSh,0.0
79,cue_selfish_maximizer,0,-3.375,,0.3125,,3,,qwen_instruct,ChSh,0.0
79,cue_selfish_maximizer,1,-1.75,,0.6666666666666666,,3,,qwen_instruct,ChSh,0.0
79,cue_selfish_maximizer,2,-1.75,,-2.3958333333333335,,3,,qwen_instruct,ChSh,0.0
79,cue_selfish_maximizer,3,-0.5,,-1.90625,,3,,qwen_instruct,ChSh,0.0
40,baseline,0,2.015625,,1.5572916666666667,,3,,qwen_instruct,CmAs,2.0
40,baseline,1,2.453125,,1.8619791666666667,,3,,qwen_instruct,CmAs,2.0
40,baseline,2,-2.234375,,-1.4778645833333333,,3,,qwen_instruct,CmAs,2.0
40,baseline,3,-2.40625,,-2.1692708333333335,,3,,qwen_instruct,CmAs,2.0
40,cue_inequity_aversion,0,1.3125,,1.5416666666666667,,3,,qwen_instruct,CmAs,2.0
40,cue_inequity_aversion,1,1.5546875,,1.8463541666666667,,3,,qwen_instruct,CmAs,2.0
40,cue_inequity_aversion,2,-1.1875,,-1.5572916666666667,,3,,qwen_instruct,CmAs,2.0
40,cue_inequity_aversion,3,-1.5390625,,-1.6692708333333333,,3,,qwen_instruct,CmAs,2.0
40,cue_length_match_null,0,1.3125,,1.4557291666666667,,3,,qwen_instruct,CmAs,2.0
40,cue_length_match_null,1,1.5625,,1.6731770833333333,,3,,qwen_instruct,CmAs,2.0
40,cue_length_match_null,2,-1.4609375,,-1.3723958333333333,,3,,qwen_instruct,CmAs,2.0
40,cue_length_match_null,3,-1.546875,,-1.4921875,,3,,qwen_instruct,CmAs,2.0
40,cue_loss_aversion,0,1.109375,1.109375,1.6979166666666667,1.6979166666666667,3,0.9491961443865741,qwen_instruct,CmAs,2.0
40,cue_loss_aversion,1,1.4140625,1.4140625,1.9557291666666667,1.9557291666666667,3,1.0874204282407407,qwen_instruct,CmAs,2.0
40,cue_loss_aversion,2,-1.125,-1.125,-1.6953125,-1.6953125,3,-1.0128038194444444,qwen_instruct,CmAs,2.0
40,cue_loss_aversion,3,-1.3203125,-1.3203125,-1.8411458333333333,-1.8411458333333333,3,-1.0053530092592593,qwen_instruct,CmAs,2.0
40,cue_maximin,0,1.9296875,1.9296875,2.3984375,2.3984375,3,0.7767857142857143,qwen_instruct,CmAs,2.0
40,cue_maximin,1,2.203125,2.203125,2.421875,2.421875,3,0.7434895833333334,qwen_instruct,CmAs,2.0
40,cue_maximin,2,-1.84375,-1.84375,-2.28125,-2.28125,3,-0.7988746279761905,qwen_instruct,CmAs,2.0
40,cue_maximin,3,-2.109375,-2.109375,-2.1145833333333335,-2.1145833333333335,3,-0.7758556547619048,qwen_instruct,CmAs,2.0
40,cue_risk_aversion,0,1.4296875,1.4296875,1.7994791666666667,1.7994791666666667,3,2.545809659090909,qwen_instruct,CmAs,2.0
40,cue_risk_aversion,1,1.6796875,1.6796875,2.3411458333333335,2.3411458333333335,3,2.452414772727273,qwen_instruct,CmAs,2.0
40,cue_risk_aversion,2,-1.5,-1.5,-2.0286458333333335,-2.0286458333333335,3,-2.370205965909091,qwen_instruct,CmAs,2.0
40,cue_risk_aversion,3,-1.7578125,-1.7578125,-2.1380208333333335,-2.1380208333333335,3,-2.4312855113636362,qwen_instruct,CmAs,2.0
40,cue_selfish_maximizer,0,1.6015625,1.6015625,2.4401041666666665,2.4401041666666665,3,1.2524857954545454,qwen_instruct,CmAs,2.0
40,cue_selfish_maximizer,1,2.0625,2.0625,2.375,2.375,3,1.2399502840909091,qwen_instruct,CmAs,2.0
40,cue_selfish_maximizer,2,-1.875,-1.875,-2.5390625,-2.5390625,3,-1.2302911931818181,qwen_instruct,CmAs,2.0
40,cue_selfish_maximizer,3,-2.046875,-2.046875,-2.734375,-2.734375,3,-1.2428267045454546,qwen_instruct,CmAs,2.0
79,baseline,0,1.0,,0.10416666666666667,,3,,qwen_instruct,CmAs,2.0
79,baseline,1,2.0,,1.0625,,3,,qwen_instruct,CmAs,2.0
79,baseline,2,3.125,,1.8541666666666667,,3,,qwen_instruct,CmAs,2.0
79,baseline,3,2.125,,0.6875,,3,,qwen_instruct,CmAs,2.0
79,cue_inequity_aversion,0,-3.5,,-2.1875,,3,,qwen_instruct,CmAs,2.0
79,cue_inequity_aversion,1,-3.125,,-1.5520833333333333,,3,,qwen_instruct,CmAs,2.0
79,cue_inequity_aversion,2,-6.6875,,-2.0208333333333335,,3,,qwen_instruct,CmAs,2.0
79,cue_inequity_aversion,3,-5.5,,-1.7083333333333333,,3,,qwen_instruct,CmAs,2.0
79,cue_length_match_null,0,1.875,,0.23958333333333334,,3,,qwen_instruct,CmAs,2.0
79,cue_length_match_null,1,1.375,,0.16666666666666666,,3,,qwen_instruct,CmAs,2.0
79,cue_length_match_null,2,4.625,,3.2083333333333335,,3,,qwen_instruct,CmAs,2.0
79,cue_length_match_null,3,4.0,,2.78125,,3,,qwen_instruct,CmAs,2.0
79,cue_loss_aversion,0,-2.0,-2.0,-1.6041666666666667,-1.6041666666666667,3,1.2473958333333333,qwen_instruct,CmAs,2.0
79,cue_loss_aversion,1,-2.0,-2.0,-1.375,-1.375,3,1.2271412037037037,qwen_instruct,CmAs,2.0
79,cue_loss_aversion,2,0.125,0.125,0.8020833333333334,0.8020833333333334,3,-1.1605902777777777,qwen_instruct,CmAs,2.0
79,cue_loss_aversion,3,0.875,0.875,1.3854166666666667,1.3854166666666667,3,-1.1875,qwen_instruct,CmAs,2.0
79,cue_maximin,0,3.75,3.75,0.3958333333333333,0.3958333333333333,3,1.33984375,qwen_instruct,CmAs,2.0
79,cue_maximin,1,3.625,3.625,0.25,0.25,3,1.3229166666666667,qwen_instruct,CmAs,2.0
79,cue_maximin,2,4.25,4.25,2.7708333333333335,2.7708333333333335,3,-1.3337053571428572,qwen_instruct,CmAs,2.0
79,cue_maximin,3,2.625,2.625,2.3541666666666665,2.3541666666666665,3,-1.3342633928571428,qwen_instruct,CmAs,2.0
79,cue_risk_aversion,0,-2.25,-2.25,-1.7291666666666667,-1.7291666666666667,3,1.2173295454545454,qwen_instruct,CmAs,2.0
79,cue_risk_aversion,1,-2.25,-2.25,-1.6041666666666667,-1.6041666666666667,3,1.1740056818181819,qwen_instruct,CmAs,2.0
79,cue_risk_aversion,2,0.875,0.875,1.53125,1.53125,3,-1.1306818181818181,qwen_instruct,CmAs,2.0
79,cue_risk_aversion,3,-0.75,-0.75,0.65625,0.65625,3,-1.1370738636363635,qwen_instruct,CmAs,2.0
79,cue_selfish_maximizer,0,3.375,3.375,-0.21875,-0.21875,3,0.9396306818181818,qwen_instruct,CmAs,2.0
79,cue_selfish_maximizer,1,5.4375,5.4375,0.6770833333333334,0.6770833333333334,3,0.9163352272727273,qwen_instruct,CmAs,2.0
79,cue_selfish_maximizer,2,5.75,5.75,4.083333333333333,4.083333333333333,3,-0.9404829545454545,qwen_instruct,CmAs,2.0
79,cue_selfish_maximizer,3,3.75,3.75,3.4583333333333335,3.4583333333333335,3,-0.9028409090909091,qwen_instruct,CmAs,2.0
40,baseline,0,2.0625,,1.7005208333333333,,3,,qwen_instruct,CmBa,2.0
40,baseline,1,2.46875,,2.1067708333333335,,3,,qwen_instruct,CmBa,2.0
40,baseline,2,-1.921875,,-1.5911458333333333,,3,,qwen_instruct,CmBa,2.0
40,baseline,3,-2.421875,,-1.8411458333333333,,3,,qwen_instruct,CmBa,2.0
40,cue_inequity_aversion,0,1.125,,1.5651041666666667,,3,,qwen_instruct,CmBa,2.0
40,cue_inequity_aversion,1,1.46875,,1.828125,,3,,qwen_instruct,CmBa,2.0
40,cue_inequity_aversion,2,-1.328125,,-1.5325520833333333,,3,,qwen_instruct,CmBa,2.0
40,cue_inequity_aversion,3,-1.34375,,-1.546875,,3,,qwen_instruct,CmBa,2.0
40,cue_length_match_null,0,1.34375,,1.5390625,,3,,qwen_instruct,CmBa,2.0
40,cue_length_match_null,1,1.6953125,,1.4869791666666667,,3,,qwen_instruct,CmBa,2.0
40,cue_length_match_null,2,-1.5234375,,-1.4661458333333333,,3,,qwen_instruct,CmBa,2.0
40,cue_length_match_null,3,-1.578125,,-1.4557291666666667,,3,,qwen_instruct,CmBa,2.0
40,cue_loss_aversion,0,0.9765625,0.9765625,1.96875,1.96875,3,0.9788773148148148,qwen_instruct,CmBa,2.0
40,cue_loss_aversion,1,1.5546875,1.5546875,2.1432291666666665,2.1432291666666665,3,1.0160590277777777,qwen_instruct,CmBa,2.0
