layer,condition,cb_id,final_score_canonical,final_score_trait,ap_score_canonical,ap_score_trait,n_ap,cp_score_trait,model,game_code,delta1c
40,cue_selfish_maximizer,0,-1.96875,-1.96875,-1.59375,-1.59375,3,-1.0658735795454546,qwen,NcSh,1.0
40,cue_selfish_maximizer,1,-2.234375,-2.234375,-1.7135416666666667,-1.7135416666666667,3,-1.1015269886363637,qwen,NcSh,1.0
40,cue_selfish_maximizer,2,1.8125,1.8125,1.5390625,1.5390625,3,1.0197088068181819,qwen,NcSh,1.0
40,cue_selfish_maximizer,3,2.15625,2.15625,1.6354166666666667,1.6354166666666667,3,1.0653409090909092,qwen,NcSh,1.0
79,baseline,0,1.4375,,0.6979166666666666,,3,,qwen,NcSh,1.0
79,baseline,1,1.625,,1.0625,,3,,qwen,NcSh,1.0
79,baseline,2,-1.0625,,-0.4166666666666667,,3,,qwen,NcSh,1.0
79,baseline,3,-1.0,,-0.59375,,3,,qwen,NcSh,1.0
79,cue_inequity_aversion,0,2.375,2.375,1.1666666666666667,1.1666666666666667,3,-1.3695913461538463,qwen,NcSh,1.0
79,cue_inequity_aversion,1,3.1875,3.1875,1.4270833333333333,1.4270833333333333,3,-1.4771634615384615,qwen,NcSh,1.0
79,cue_inequity_aversion,2,-1.9375,-1.9375,-0.3020833333333333,-0.3020833333333333,3,1.4879807692307692,qwen,NcSh,1.0
79,cue_inequity_aversion,3,-2.25,-2.25,-0.6041666666666666,-0.6041666666666666,3,1.4717548076923077,qwen,NcSh,1.0
79,cue_length_match_null,0,1.0,,1.0989583333333333,,3,,qwen,NcSh,1.0
79,cue_length_match_null,1,1.4375,,0.8229166666666666,,3,,qwen,NcSh,1.0
79,cue_length_match_null,2,-0.1875,,-0.18229166666666666,,3,,qwen,NcSh,1.0
79,cue_length_match_null,3,-0.8125,,-0.2916666666666667,,3,,qwen,NcSh,1.0
79,cue_loss_aversion,0,2.875,2.875,0.8229166666666666,0.8229166666666666,3,-1.369212962962963,qwen,NcSh,1.0
79,cue_loss_aversion,1,3.0625,3.0625,0.75,0.75,3,-1.3726851851851851,qwen,NcSh,1.0
79,cue_loss_aversion,2,-2.875,-2.875,-0.22916666666666666,-0.22916666666666666,3,1.3365162037037037,qwen,NcSh,1.0
79,cue_loss_aversion,3,-3.0625,-3.0625,-0.14583333333333334,-0.14583333333333334,3,1.3139467592592593,qwen,NcSh,1.0
79,cue_maximin,0,2.8125,2.8125,1.3020833333333333,1.3020833333333333,3,-1.6880580357142858,qwen,NcSh,1.0
79,cue_maximin,1,2.8125,2.8125,1.1979166666666667,1.1979166666666667,3,-1.6741071428571428,qwen,NcSh,1.0
79,cue_maximin,2,-2.6875,-2.6875,-0.78125,-0.78125,3,1.6995907738095237,qwen,NcSh,1.0
79,cue_maximin,3,-2.6875,-2.6875,-0.6770833333333334,-0.6770833333333334,3,1.6802455357142858,qwen,NcSh,1.0
79,cue_risk_aversion,0,3.25,3.25,1.9270833333333333,1.9270833333333333,3,-1.515625,qwen,NcSh,1.0
79,cue_risk_aversion,1,3.25,3.25,2.1041666666666665,2.1041666666666665,3,-1.4105113636363635,qwen,NcSh,1.0
79,cue_risk_aversion,2,-3.125,-3.125,-2.09375,-2.09375,3,1.5177556818181819,qwen,NcSh,1.0
79,cue_risk_aversion,3,-3.0625,-3.0625,-1.71875,-1.71875,3,1.5078125,qwen,NcSh,1.0
79,cue_selfish_maximizer,0,2.1875,2.1875,2.3489583333333335,2.3489583333333335,3,-1.2386363636363635,qwen,NcSh,1.0
79,cue_selfish_maximizer,1,2.75,2.75,2.1145833333333335,2.1145833333333335,3,-1.2311079545454546,qwen,NcSh,1.0
79,cue_selfish_maximizer,2,-1.25,-1.25,-1.375,-1.375,3,1.2390625,qwen,NcSh,1.0
79,cue_selfish_maximizer,3,-2.0,-2.0,-1.3958333333333333,-1.3958333333333333,3,1.2308238636363635,qwen,NcSh,1.0
40,baseline,0,-2.1875,,-0.6875,,3,,qwen,PcAs,2.0
40,baseline,1,-2.375,,-0.7447916666666666,,3,,qwen,PcAs,2.0
40,baseline,2,2.1875,,0.8020833333333334,,3,,qwen,PcAs,2.0
40,baseline,3,2.65625,,1.1848958333333333,,3,,qwen,PcAs,2.0
40,cue_inequity_aversion,0,-1.28125,,-1.2604166666666667,,3,,qwen,PcAs,2.0
40,cue_inequity_aversion,1,-1.59375,,-1.4765625,,3,,qwen,PcAs,2.0
40,cue_inequity_aversion,2,1.328125,,1.1223958333333333,,3,,qwen,PcAs,2.0
40,cue_inequity_aversion,3,1.6640625,,1.5182291666666667,,3,,qwen,PcAs,2.0
40,cue_length_match_null,0,-1.7421875,,-1.0260416666666667,,3,,qwen,PcAs,2.0
40,cue_length_match_null,1,-1.765625,,-1.1302083333333333,,3,,qwen,PcAs,2.0
40,cue_length_match_null,2,1.7578125,,1.2630208333333333,,3,,qwen,PcAs,2.0
40,cue_length_match_null,3,1.6953125,,1.1640625,,3,,qwen,PcAs,2.0
40,cue_loss_aversion,0,-1.21875,-1.21875,-1.03125,-1.03125,3,-1.28515625,qwen,PcAs,2.0
40,cue_loss_aversion,1,-1.46875,-1.46875,-1.25,-1.25,3,-1.28515625,qwen,PcAs,2.0
40,cue_loss_aversion,2,1.203125,1.203125,1.0807291666666667,1.0807291666666667,3,1.2186053240740742,qwen,PcAs,2.0
40,cue_loss_aversion,3,1.1015625,1.1015625,1.2109375,1.2109375,3,1.2175925925925926,qwen,PcAs,2.0
40,cue_maximin,0,-1.828125,-1.828125,-1.9088541666666667,-1.9088541666666667,3,-0.8567940848214286,qwen,PcAs,2.0
40,cue_maximin,1,-2.1875,-2.1875,-1.84375,-1.84375,3,-0.7965494791666666,qwen,PcAs,2.0
40,cue_maximin,2,2.140625,2.140625,1.8958333333333333,1.8958333333333333,3,0.8557942708333334,qwen,PcAs,2.0
40,cue_maximin,3,2.203125,2.203125,2.09375,2.09375,3,0.8450753348214286,qwen,PcAs,2.0
40,cue_risk_aversion,0,-1.3984375,-1.3984375,-1.3723958333333333,-1.3723958333333333,3,-2.591796875,qwen,PcAs,2.0
40,cue_risk_aversion,1,-1.6875,-1.6875,-1.4401041666666667,-1.4401041666666667,3,-2.6756036931818183,qwen,PcAs,2.0
40,cue_risk_aversion,2,1.125,1.125,1.3463541666666667,1.3463541666666667,3,2.7107599431818183,qwen,PcAs,2.0
40,cue_risk_aversion,3,1.4140625,1.4140625,1.90625,1.90625,3,2.613370028409091,qwen,PcAs,2.0
40,cue_selfish_maximizer,0,-1.703125,-1.703125,-1.2135416666666667,-1.2135416666666667,3,-1.0709517045454546,qwen,PcAs,2.0
40,cue_selfish_maximizer,1,-1.921875,-1.921875,-1.671875,-1.671875,3,-1.0688920454545454,qwen,PcAs,2.0
40,cue_selfish_maximizer,2,2.0625,2.0625,1.6588541666666667,1.6588541666666667,3,1.0438210227272726,qwen,PcAs,2.0
40,cue_selfish_maximizer,3,1.921875,1.921875,1.6328125,1.6328125,3,1.0428977272727273,qwen,PcAs,2.0
79,baseline,0,1.3125,,0.9166666666666666,,3,,qwen,PcAs,2.0
79,baseline,1,1.9375,,1.21875,,3,,qwen,PcAs,2.0
79,baseline,2,-0.5625,,-0.14583333333333334,,3,,qwen,PcAs,2.0
79,baseline,3,-0.8125,,-0.5625,,3,,qwen,PcAs,2.0
79,cue_inequity_aversion,0,2.9375,,1.3854166666666667,,3,,qwen,PcAs,2.0
79,cue_inequity_aversion,1,3.25,,1.2604166666666667,,3,,qwen,PcAs,2.0
79,cue_inequity_aversion,2,-2.5625,,-0.7083333333333334,,3,,qwen,PcAs,2.0
79,cue_inequity_aversion,3,-2.625,,-0.6458333333333334,,3,,qwen,PcAs,2.0
79,cue_length_match_null,0,1.875,,1.515625,,3,,qwen,PcAs,2.0
79,cue_length_match_null,1,2.25,,1.21875,,3,,qwen,PcAs,2.0
79,cue_length_match_null,2,-0.3125,,-0.4114583333333333,,3,,qwen,PcAs,2.0
79,cue_length_match_null,3,-0.75,,-0.3072916666666667,,3,,qwen,PcAs,2.0
79,cue_loss_aversion,0,3.3125,3.3125,1.1041666666666667,1.1041666666666667,3,-1.3984375,qwen,PcAs,2.0
79,cue_loss_aversion,1,3.3125,3.3125,0.8541666666666666,0.8541666666666666,3,-1.3888888888888888,qwen,PcAs,2.0
79,cue_loss_aversion,2,-2.75,-2.75,-0.5,-0.5,3,1.3263888888888888,qwen,PcAs,2.0
79,cue_loss_aversion,3,-3.0625,-3.0625,-0.4375,-0.4375,3,1.3107638888888888,qwen,PcAs,2.0
79,cue_maximin,0,3.4375,3.4375,1.6666666666666667,1.6666666666666667,3,-1.6696428571428572,qwen,PcAs,2.0
79,cue_maximin,1,3.3125,3.3125,1.5,1.5,3,-1.6635044642857142,qwen,PcAs,2.0
79,cue_maximin,2,-2.75,-2.75,-0.7395833333333334,-0.7395833333333334,3,1.6763392857142858,qwen,PcAs,2.0
79,cue_maximin,3,-2.5,-2.5,-0.5416666666666666,-0.5416666666666666,3,1.6672247023809523,qwen,PcAs,2.0
79,cue_risk_aversion,0,3.625,3.625,2.3541666666666665,2.3541666666666665,3,-1.5269886363636365,qwen,PcAs,2.0
79,cue_risk_aversion,1,3.6875,3.6875,2.3645833333333335,2.3645833333333335,3,-1.5099431818181819,qwen,PcAs,2.0
79,cue_risk_aversion,2,-3.125,-3.125,-1.5416666666666667,-1.5416666666666667,3,1.4928977272727273,qwen,PcAs,2.0
79,cue_risk_aversion,3,-3.0625,-3.0625,-1.5416666666666667,-1.5416666666666667,3,1.5149147727272727,qwen,PcAs,2.0
79,cue_selfish_maximizer,0,3.625,3.625,2.9375,2.9375,3,-1.2663352272727273,qwen,PcAs,2.0
79,cue_selfish_maximizer,1,3.4375,3.4375,2.6041666666666665,2.6041666666666665,3,-1.2048295454545455,qwen,PcAs,2.0
79,cue_selfish_maximizer,2,-1.4375,-1.4375,-1.2291666666666667,-1.2291666666666667,3,1.209659090909091,qwen,PcAs,2.0
79,cue_selfish_maximizer,3,-1.375,-1.375,-1.2395833333333333,-1.2395833333333333,3,1.184375,qwen,PcAs,2.0
40,baseline,0,-2.34375,,-0.734375,,3,,qwen,PcBa,2.0
40,baseline,1,-2.15625,,-0.7838541666666666,,3,,qwen,PcBa,2.0
40,baseline,2,2.1875,,0.8229166666666666,,3,,qwen,PcBa,2.0
40,baseline,3,2.671875,,0.7864583333333334,,3,,qwen,PcBa,2.0
40,cue_inequity_aversion,0,-1.171875,,-1.0677083333333333,,3,,qwen,PcBa,2.0
40,cue_inequity_aversion,1,-1.75,,-1.3802083333333333,,3,,qwen,PcBa,2.0
40,cue_inequity_aversion,2,1.390625,,1.3515625,,3,,qwen,PcBa,2.0
40,cue_inequity_aversion,3,1.796875,,1.4348958333333333,,3,,qwen,PcBa,2.0
40,cue_length_match_null,0,-1.7890625,,-1.2057291666666667,,3,,qwen,PcBa,2.0
40,cue_length_match_null,1,-2.0,,-1.1979166666666667,,3,,qwen,PcBa,2.0
40,cue_length_match_null,2,1.6796875,,1.0546875,,3,,qwen,PcBa,2.0
40,cue_length_match_null,3,1.8515625,,1.2578125,,3,,qwen,PcBa,2.0
40,cue_loss_aversion,0,-1.0859375,-1.0859375,-1.1015625,-1.1015625,3,-1.2322771990740742,qwen,PcBa,2.0
40,cue_loss_aversion,1,-1.40625,-1.40625,-1.2708333333333333,-1.2708333333333333,3,-1.2449363425925926,qwen,PcBa,2.0
40,cue_loss_aversion,2,1.28125,1.28125,1.1770833333333333,1.1770833333333333,3,1.2608506944444444,qwen,PcBa,2.0
40,cue_loss_aversion,3,1.4765625,1.4765625,1.328125,1.328125,3,1.2608506944444444,qwen,PcBa,2.0
40,cue_maximin,0,-1.984375,-1.984375,-1.65625,-1.65625,3,-0.8334263392857143,qwen,PcBa,2.0
40,cue_maximin,1,-2.296875,-2.296875,-1.8880208333333333,-1.8880208333333333,3,-0.8399832589285714,qwen,PcBa,2.0
40,cue_maximin,2,2.0,2.0,1.90625,1.90625,3,0.8796037946428571,qwen,PcBa,2.0
40,cue_maximin,3,2.140625,2.140625,1.9921875,1.9921875,3,0.8433779761904762,qwen,PcBa,2.0
40,cue_risk_aversion,0,-1.21875,-1.21875,-1.375,-1.375,3,-2.6528764204545454,qwen,PcBa,2.0
40,cue_risk_aversion,1,-1.5625,-1.5625,-1.546875,-1.546875,3,-2.622159090909091,qwen,PcBa,2.0
40,cue_risk_aversion,2,1.390625,1.390625,1.5807291666666667,1.5807291666666667,3,2.6225142045454546,qwen,PcBa,2.0
40,cue_risk_aversion,3,1.78125,1.78125,1.5104166666666667,1.5104166666666667,3,2.6273082386363638,qwen,PcBa,2.0
40,cue_selfish_maximizer,0,-1.6875,-1.6875,-1.4348958333333333,-1.4348958333333333,3,-1.0283735795454545,qwen,PcBa,2.0
40,cue_selfish_maximizer,1,-2.15625,-2.15625,-1.7213541666666667,-1.7213541666666667,3,-1.0542613636363636,qwen,PcBa,2.0
40,cue_selfish_maximizer,2,2.15625,2.15625,1.7369791666666667,1.7369791666666667,3,1.1017400568181819,qwen,PcBa,2.0
40,cue_selfish_maximizer,3,2.109375,2.109375,1.8177083333333333,1.8177083333333333,3,1.083877840909091,qwen,PcBa,2.0
79,baseline,0,1.6875,,1.09375,,3,,qwen,PcBa,2.0
79,baseline,1,1.25,,0.9895833333333334,,3,,qwen,PcBa,2.0
79,baseline,2,-1.25,,-0.7604166666666666,,3,,qwen,PcBa,2.0
79,baseline,3,-1.1875,,-0.7604166666666666,,3,,qwen,PcBa,2.0
79,cue_inequity_aversion,0,1.8125,,1.28125,,3,,qwen,PcBa,2.0
79,cue_inequity_aversion,1,3.0625,,1.59375,,3,,qwen,PcBa,2.0
79,cue_inequity_aversion,2,-2.5,,-0.8072916666666666,,3,,qwen,PcBa,2.0
79,cue_inequity_aversion,3,-3.0625,,-1.0520833333333333,,3,,qwen,PcBa,2.0
79,cue_length_match_null,0,1.4375,,1.328125,,3,,qwen,PcBa,2.0
79,cue_length_match_null,1,1.25,,0.8125,,3,,qwen,PcBa,2.0
79,cue_length_match_null,2,0.25,,-0.03125,,3,,qwen,PcBa,2.0
79,cue_length_match_null,3,-0.875,,-0.3177083333333333,,3,,qwen,PcBa,2.0
79,cue_loss_aversion,0,3.3125,3.3125,1.3125,1.3125,3,-1.3709490740740742,qwen,PcBa,2.0
79,cue_loss_aversion,1,3.3125,3.3125,0.8229166666666666,0.8229166666666666,3,-1.3674768518518519,qwen,PcBa,2.0
79,cue_loss_aversion,2,-2.9375,-2.9375,-0.3958333333333333,-0.3958333333333333,3,1.3200231481481481,qwen,PcBa,2.0
79,cue_loss_aversion,3,-3.0625,-3.0625,-0.3645833333333333,-0.3645833333333333,3,1.326099537037037,qwen,PcBa,2.0
79,cue_maximin,0,3.625,3.625,2.2708333333333335,2.2708333333333335,3,-1.6923363095238095,qwen,PcBa,2.0
79,cue_maximin,1,3.1875,3.1875,1.53125,1.53125,3,-1.6802455357142858,qwen,PcBa,2.0
79,cue_maximin,2,-2.9375,-2.9375,-1.3125,-1.3125,3,1.623139880952381,qwen,PcBa,2.0
79,cue_maximin,3,-2.9375,-2.9375,-1.46875,-1.46875,3,1.6748511904761905,qwen,PcBa,2.0
79,cue_risk_aversion,0,3.625,3.625,2.90625,2.90625,3,-1.4559659090909092,qwen,PcBa,2.0
79,cue_risk_aversion,1,3.6875,3.6875,2.3229166666666665,2.3229166666666665,3,-1.5486505681818181,qwen,PcBa,2.0
79,cue_risk_aversion,2,-3.1875,-3.1875,-1.8958333333333333,-1.8958333333333333,3,1.5454545454545454,qwen,PcBa,2.0
79,cue_risk_aversion,3,-3.3125,-3.3125,-1.8854166666666667,-1.8854166666666667,3,1.4573863636363635,qwen,PcBa,2.0
79,cue_selfish_maximizer,0,3.4375,3.4375,3.125,3.125,3,-1.2507102272727273,qwen,PcBa,2.0
79,cue_selfish_maximizer,1,3.375,3.375,2.65625,2.65625,3,-1.2144886363636365,qwen,PcBa,2.0
79,cue_selfish_maximizer,2,-0.875,-0.875,-1.4635416666666667,-1.4635416666666667,3,1.2183238636363636,qwen,PcBa,2.0
79,cue_selfish_maximizer,3,-1.6875,-1.6875,-1.7604166666666667,-1.7604166666666667,3,1.2223011363636365,qwen,PcBa,2.0
40,baseline,0,-2.375,,-0.7890625,,3,,qwen,PcCh,2.0
40,baseline,1,-2.46875,,-0.8802083333333334,,3,,qwen,PcCh,2.0
40,baseline,2,2.4375,,0.9114583333333334,,3,,qwen,PcCh,2.0
40,baseline,3,2.59375,,1.1484375,,3,,qwen,PcCh,2.0
40,cue_inequity_aversion,0,-0.9765625,,-1.1432291666666667,,3,,qwen,PcCh,2.0
40,cue_inequity_aversion,1,-1.765625,,-1.7057291666666667,,3,,qwen,PcCh,2.0
40,cue_inequity_aversion,2,1.390625,,1.03125,,3,,qwen,PcCh,2.0
40,cue_inequity_aversion,3,1.78125,,1.5651041666666667,,3,,qwen,PcCh,2.0
40,cue_length_match_null,0,-1.6171875,,-1.109375,,3,,qwen,PcCh,2.0
40,cue_length_match_null,1,-1.8046875,,-1.1354166666666667,,3,,qwen,PcCh,2.0
40,cue_length_match_null,2,1.8046875,,1.2864583333333333,,3,,qwen,PcCh,2.0
40,cue_length_match_null,3,1.921875,,1.1510416666666667,,3,,qwen,PcCh,2.0
40,cue_loss_aversion,0,-1.125,-1.125,-1.0755208333333333,-1.0755208333333333,3,-1.2019675925925926,qwen,PcCh,2.0
40,cue_loss_aversion,1,-1.3125,-1.3125,-1.2526041666666667,-1.2526041666666667,3,-1.216869212962963,qwen,PcCh,2.0
40,cue_loss_aversion,2,0.9609375,0.9609375,0.9036458333333334,0.9036458333333334,3,1.255859375,qwen,PcCh,2.0
40,cue_loss_aversion,3,1.3828125,1.3828125,1.1770833333333333,1.1770833333333333,3,1.2672164351851851,qwen,PcCh,2.0
40,cue_maximin,0,-1.9296875,-1.9296875,-1.8229166666666667,-1.8229166666666667,3,-0.8359375,qwen,PcCh,2.0
40,cue_maximin,1,-2.40625,-2.40625,-1.8177083333333333,-1.8177083333333333,3,-0.8385184151785714,qwen,PcCh,2.0
40,cue_maximin,2,1.875,1.875,1.8307291666666667,1.8307291666666667,3,0.7895740327380952,qwen,PcCh,2.0
40,cue_maximin,3,2.140625,2.140625,2.0026041666666665,2.0026041666666665,3,0.7883649553571429,qwen,PcCh,2.0
40,cue_risk_aversion,0,-1.203125,-1.203125,-1.4739583333333333,-1.4739583333333333,3,-2.631924715909091,qwen,PcCh,2.0
40,cue_risk_aversion,1,-1.640625,-1.640625,-1.453125,-1.453125,3,-2.5884232954545454,qwen,PcCh,2.0
40,cue_risk_aversion,2,1.515625,1.515625,1.53125,1.53125,3,2.5893110795454546,qwen,PcCh,2.0
40,cue_risk_aversion,3,1.265625,1.265625,1.7096354166666667,1.7096354166666667,3,2.5861150568181817,qwen,PcCh,2.0
40,cue_selfish_maximizer,0,-1.515625,-1.515625,-1.5234375,-1.5234375,3,-1.0534446022727273,qwen,PcCh,2.0
40,cue_selfish_maximizer,1,-1.9609375,-1.9609375,-1.5052083333333333,-1.5052083333333333,3,-1.0984375,qwen,PcCh,2.0
40,cue_selfish_maximizer,2,1.921875,1.921875,1.6796875,1.6796875,3,1.0924360795454546,qwen,PcCh,2.0
40,cue_selfish_maximizer,3,2.203125,2.203125,1.640625,1.640625,3,1.1058238636363635,qwen,PcCh,2.0
79,baseline,0,1.5,,1.2291666666666667,,3,,qwen,PcCh,2.0
79,baseline,1,0.4375,,0.5729166666666666,,3,,qwen,PcCh,2.0
79,baseline,2,-1.3125,,-0.5729166666666666,,3,,qwen,PcCh,2.0
79,baseline,3,-1.3125,,-0.8125,,3,,qwen,PcCh,2.0
79,cue_inequity_aversion,0,2.625,,1.4895833333333333,,3,,qwen,PcCh,2.0
79,cue_inequity_aversion,1,2.5625,,1.3958333333333333,,3,,qwen,PcCh,2.0
79,cue_inequity_aversion,2,-2.8125,,-1.0729166666666667,,3,,qwen,PcCh,2.0
79,cue_inequity_aversion,3,-3.0625,,-1.03125,,3,,qwen,PcCh,2.0
79,cue_length_match_null,0,1.5,,1.5729166666666667,,3,,qwen,PcCh,2.0
79,cue_length_match_null,1,2.375,,1.3020833333333333,,3,,qwen,PcCh,2.0
79,cue_length_match_null,2,-0.3125,,-0.4375,,3,,qwen,PcCh,2.0
79,cue_length_match_null,3,-0.8125,,-0.3541666666666667,,3,,qwen,PcCh,2.0
79,cue_loss_aversion,0,3.3125,3.3125,1.5625,1.5625,3,-1.3217592592592593,qwen,PcCh,2.0
79,cue_loss_aversion,1,3.3125,3.3125,0.96875,0.96875,3,-1.2986111111111112,qwen,PcCh,2.0
79,cue_loss_aversion,2,-3.0,-3.0,-0.6979166666666666,-0.6979166666666666,3,1.3686342592592593,qwen,PcCh,2.0
79,cue_loss_aversion,3,-3.3125,-3.3125,-0.59375,-0.59375,3,1.3642939814814814,qwen,PcCh,2.0
79,cue_maximin,0,3.5,3.5,2.15625,2.15625,3,-1.6605282738095237,qwen,PcCh,2.0
79,cue_maximin,1,3.125,3.125,1.6875,1.6875,3,-1.654389880952381,qwen,PcCh,2.0
79,cue_maximin,2,-2.9375,-2.9375,-1.2083333333333333,-1.2083333333333333,3,1.6748511904761905,qwen,PcCh,2.0
79,cue_maximin,3,-3.1875,-3.1875,-1.375,-1.375,3,1.6711309523809523,qwen,PcCh,2.0
79,cue_risk_aversion,0,3.9375,3.9375,3.0885416666666665,3.0885416666666665,3,-1.4957386363636365,qwen,PcCh,2.0
79,cue_risk_aversion,1,3.6875,3.6875,2.34375,2.34375,3,-1.4712357954545454,qwen,PcCh,2.0
79,cue_risk_aversion,2,-3.4375,-3.4375,-2.0677083333333335,-2.0677083333333335,3,1.4005681818181819,qwen,PcCh,2.0
79,cue_risk_aversion,3,-3.4375,-3.4375,-1.84375,-1.84375,3,1.4783380681818181,qwen,PcCh,2.0
79,cue_selfish_maximizer,0,3.75,3.75,3.25,3.25,3,-1.198721590909091,qwen,PcCh,2.0
79,cue_selfish_maximizer,1,3.5,3.5,2.71875,2.71875,3,-1.2188920454545455,qwen,PcCh,2.0
79,cue_selfish_maximizer,2,-1.3125,-1.3125,-1.3333333333333333,-1.3333333333333333,3,1.2461647727272727,qwen,PcCh,2.0
79,cue_selfish_maximizer,3,-1.3125,-1.3125,-1.4791666666666667,-1.4791666666666667,3,1.2282670454545455,qwen,PcCh,2.0
40,baseline,0,-2.234375,,-0.7708333333333334,,3,,qwen,PcCm,2.0
40,baseline,1,-2.5,,-0.8333333333333334,,3,,qwen,PcCm,2.0
40,baseline,2,2.203125,,0.953125,,3,,qwen,PcCm,2.0
40,baseline,3,2.515625,,1.2421875,,3,,qwen,PcCm,2.0
40,cue_inequity_aversion,0,-1.25,,-1.17578125,,3,,qwen,PcCm,2.0
40,cue_inequity_aversion,1,-1.640625,,-1.2265625,,3,,qwen,PcCm,2.0
40,cue_inequity_aversion,2,1.4140625,,1.3072916666666667,,3,,qwen,PcCm,2.0
40,cue_inequity_aversion,3,1.703125,,1.2630208333333333,,3,,qwen,PcCm,2.0
40,cue_length_match_null,0,-1.6484375,,-1.125,,3,,qwen,PcCm,2.0
40,cue_length_match_null,1,-1.8203125,,-1.1927083333333333,,3,,qwen,PcCm,2.0
40,cue_length_match_null,2,1.6875,,1.2291666666666667,,3,,qwen,PcCm,2.0
40,cue_length_match_null,3,1.8515625,,1.2578125,,3,,qwen,PcCm,2.0
40,cue_loss_aversion,0,-1.1484375,,-1.3255208333333333,,3,,qwen,PcCm,2.0
40,cue_loss_aversion,1,-1.15625,,-1.1796875,,3,,qwen,PcCm,2.0
40,cue_loss_aversion,2,0.859375,,1.2135416666666667,,3,,qwen,PcCm,2.0
40,cue_loss_aversion,3,1.1328125,,1.1223958333333333,,3,,qwen,PcCm,2.0
40,cue_maximin,0,-1.9453125,,-1.9270833333333333,,3,,qwen,PcCm,2.0
40,cue_maximin,1,-1.875,,-1.7395833333333333,,3,,qwen,PcCm,2.0
40,cue_maximin,2,1.7734375,,1.7213541666666667,,3,,qwen,PcCm,2.0
40,cue_maximin,3,2.3125,,2.0338541666666665,,3,,qwen,PcCm,2.0
40,cue_risk_aversion,0,-1.5703125,,-1.5703125,,3,,qwen,PcCm,2.0
40,cue_risk_aversion,1,-1.484375,,-1.5729166666666667,,3,,qwen,PcCm,2.0
40,cue_risk_aversion,2,1.2734375,,1.3958333333333333,,3,,qwen,PcCm,2.0
40,cue_risk_aversion,3,1.671875,,1.6640625,,3,,qwen,PcCm,2.0
40,cue_selfish_maximizer,0,-1.9765625,,-1.4869791666666667,,3,,qwen,PcCm,2.0
40,cue_selfish_maximizer,1,-2.140625,,-1.7760416666666667,,3,,qwen,PcCm,2.0
40,cue_selfish_maximizer,2,1.6875,,1.6145833333333333,,3,,qwen,PcCm,2.0
40,cue_selfish_maximizer,3,2.125,,1.7838541666666667,,3,,qwen,PcCm,2.0
79,baseline,0,2.0625,,1.34375,,3,,qwen,PcCm,2.0
79,baseline,1,1.4375,,0.90625,,3,,qwen,PcCm,2.0
79,baseline,2,-1.0,,-0.6979166666666666,,3,,qwen,PcCm,2.0
79,baseline,3,-1.3125,,-0.8229166666666666,,3,,qwen,PcCm,2.0
79,cue_inequity_aversion,0,2.25,,1.46875,,3,,qwen,PcCm,2.0
79,cue_inequity_aversion,1,2.875,,1.3645833333333333,,3,,qwen,PcCm,2.0
79,cue_inequity_aversion,2,-1.8125,,-0.8645833333333334,,3,,qwen,PcCm,2.0
79,cue_inequity_aversion,3,-3.1875,,-1.0625,,3,,qwen,PcCm,2.0
79,cue_length_match_null,0,1.125,,1.1145833333333333,,3,,qwen,PcCm,2.0
79,cue_length_match_null,1,2.0,,1.25,,3,,qwen,PcCm,2.0
79,cue_length_match_null,2,0.125,,-0.3020833333333333,,3,,qwen,PcCm,2.0
79,cue_length_match_null,3,-0.625,,-0.14583333333333334,,3,,qwen,PcCm,2.0
79,cue_loss_aversion,0,3.3125,,1.59375,,3,,qwen,PcCm,2.0
79,cue_loss_aversion,1,3.3125,,0.9375,,3,,qwen,PcCm,2.0
79,cue_loss_aversion,2,-2.875,,-0.3541666666666667,,3,,qwen,PcCm,2.0
79,cue_loss_aversion,3,-3.1875,,-0.2916666666666667,,3,,qwen,PcCm,2.0
79,cue_maximin,0,2.8125,,1.1770833333333333,,3,,qwen,PcCm,2.0
79,cue_maximin,1,3.5,,1.625,,3,,qwen,PcCm,2.0
79,cue_maximin,2,-2.875,,-1.0104166666666667,,3,,qwen,PcCm,2.0
79,cue_maximin,3,-2.9375,,-1.0208333333333333,,3,,qwen,PcCm,2.0
79,cue_risk_aversion,0,3.8125,,3.0,,3,,qwen,PcCm,2.0
79,cue_risk_aversion,1,3.6875,,2.5104166666666665,,3,,qwen,PcCm,2.0
79,cue_risk_aversion,2,-3.3125,,-1.9270833333333333,,3,,qwen,PcCm,2.0
79,cue_risk_aversion,3,-3.25,,-1.6041666666666667,,3,,qwen,PcCm,2.0
79,cue_selfish_maximizer,0,3.875,,3.40625,,3,,qwen,PcCm,2.0
79,cue_selfish_maximizer,1,3.6875,,2.5,,3,,qwen,PcCm,2.0
79,cue_selfish_maximizer,2,-1.125,,-1.5416666666666667,,3,,qwen,PcCm,2.0
79,cue_selfish_maximizer,3,-1.6875,,-1.4583333333333333,,3,,qwen,PcCm,2.0
40,baseline,0,-2.296875,,-0.8046875,,3,,qwen,PcCo,2.0
40,baseline,1,-2.4375,,-1.0546875,,3,,qwen,PcCo,2.0
40,baseline,2,2.34375,,1.0234375,,3,,qwen,PcCo,2.0
40,baseline,3,2.5625,,1.1197916666666667,,3,,qwen,PcCo,2.0
40,cue_inequity_aversion,0,-1.453125,,-1.1536458333333333,,3,,qwen,PcCo,2.0
